,ENSCost,CO2Cost,SBase,ReferenceNode,TimeStep,UpReserveActivation,DwReserveActivation,MinRatioDwUp,MaxRatioDwUp,EconomicBaseYear,AnnualDiscountRate
Parameters,10000,50,100,Valladolid,2,0.25,0.3,0,1,2020,0
