,,,Almeria,Barcelona,Bilbao,Caceres,Cadiz,Cartagena,Lugo,Madrid,Sevilla,Valencia,Valladolid
2030,sc2015,01-02 03:00:00+01:00,60.25275416,482.0220333,361.516525,120.5055083,241.0110166,241.0110166,60.25275416,482.0220333,421.7692791,301.2637708,180.7582624
2030,sc2015,01-02 04:00:00+01:00,59.37578541,475.0062833,356.2547125,118.7515709,237.5031416,237.5031416,59.37578541,475.0062833,415.6304978,296.8789271,178.1273562
2030,sc2015,01-02 05:00:00+01:00,60.94670834,487.5736668,365.6802501,121.8934167,243.7868334,243.7868334,60.94670834,487.5736668,426.6269584,304.7335418,182.8401251
2030,sc2015,01-02 06:00:00+01:00,66.90248963,535.2199168,401.4149376,133.8049792,267.6099584,267.6099584,66.90248963,535.2199168,468.3174271,334.512448,200.7074688
2030,sc2015,01-02 07:00:00+01:00,75.60723538,604.8578833,453.6434125,151.2144708,302.4289416,302.4289416,75.60723538,604.8578833,529.2506479,378.036177,226.8217062
2030,sc2015,01-02 08:00:00+01:00,84.93478956,679.4783169,509.6087376,169.8695793,339.7391584,339.7391584,84.93478956,679.4783169,594.5435272,424.6739479,254.8043688
2030,sc2015,01-02 09:00:00+01:00,93.66656038,749.3324831,561.9993625,187.3331208,374.6662416,374.6662416,93.66656038,749.3324831,655.6659231,468.332802,280.9996812
2030,sc2015,01-02 10:00:00+01:00,99.11734275,792.9387419,594.7040564,198.2346854,396.4693709,396.4693709,99.11734275,792.9387419,693.8213988,495.5867136,297.3520282
2030,sc2015,01-02 11:00:00+01:00,97.81171044,782.4936831,586.8702625,195.6234209,391.2468416,391.2468416,97.81171044,782.4936831,684.6819731,489.0585521,293.4351312
2030,sc2015,01-02 12:00:00+01:00,94.74128025,757.9302419,568.4476814,189.4825604,378.9651209,378.9651209,94.74128025,757.9302419,663.1889613,473.7064011,284.2238407
2030,sc2015,01-02 13:00:00+01:00,94.82666144,758.6132919,568.9599689,189.653323,379.3066459,379.3066459,94.82666144,758.6132919,663.78663,474.1333073,284.4799844
2030,sc2015,01-02 14:00:00+01:00,92.609651,740.8772081,555.6579063,185.2193021,370.4386041,370.4386041,92.609651,740.8772081,648.2675575,463.0482551,277.8289531
2030,sc2015,01-02 15:00:00+01:00,88.65404688,709.232375,531.9242813,177.3080938,354.6161875,354.6161875,88.65404688,709.232375,620.5783281,443.2702344,265.9621406
2030,sc2015,01-02 16:00:00+01:00,87.11105413,696.8884331,522.666325,174.2221083,348.4442166,348.4442166,87.11105413,696.8884331,609.7773791,435.5552708,261.3331624
2030,sc2015,01-02 17:00:00+01:00,90.01900938,720.152075,540.1140563,180.0380188,360.0760375,360.0760375,90.01900938,720.152075,630.1330656,450.0950469,270.0570281
2030,sc2015,01-02 18:00:00+01:00,99.56729688,796.538375,597.4037813,199.1345938,398.2691875,398.2691875,99.56729688,796.538375,696.9710781,497.8364844,298.7018906
2030,sc2015,01-02 19:00:00+01:00,103.2404719,825.923775,619.4428313,206.4809438,412.9618875,412.9618875,103.2404719,825.923775,722.6833031,516.2023594,309.7214156
2030,sc2015,01-02 20:00:00+01:00,104.1125563,832.90045,624.6753375,208.2251125,416.450225,416.450225,104.1125563,832.90045,728.7878938,520.5627813,312.3376688
2030,sc2015,01-02 21:00:00+01:00,104.1748469,833.398775,625.0490813,208.3496938,416.6993875,416.6993875,104.1748469,833.398775,729.2239281,520.8742344,312.5245406
2030,sc2015,01-02 22:00:00+01:00,99.77768225,798.2214588,598.6660938,199.5553646,399.1107291,399.1107291,99.77768225,798.2214588,698.4437763,498.8884114,299.3330468
2030,sc2015,01-02 23:00:00+01:00,92.16490625,737.31925,552.9894375,184.3298125,368.659625,368.659625,92.16490625,737.31925,645.1543438,460.8245313,276.4947188
2030,sc2015,01-03 00:00:00+01:00,83.88342188,671.067375,503.3005313,167.7668438,335.5336875,335.5336875,83.88342188,671.067375,587.1839531,419.4171094,251.6502656
2030,sc2015,01-03 01:00:00+01:00,76.15158963,609.2127168,456.9095376,152.3031792,304.6063584,304.6063584,76.15158963,609.2127168,533.0611271,380.757948,228.4547688
2030,sc2015,01-03 02:00:00+01:00,69.91986875,559.35895,419.5192125,139.8397375,279.679475,279.679475,69.91986875,559.35895,489.4390813,349.5993438,209.7596063
2030,sc2015,01-03 03:00:00+01:00,66.95402713,535.6322168,401.7241626,133.9080543,267.8161084,267.8161084,66.95402713,535.6322168,468.6781897,334.7701354,200.8620813
2030,sc2015,01-03 04:00:00+01:00,65.53626669,524.2901333,393.2176,131.0725334,262.1450666,262.1450666,65.53626669,524.2901333,458.7538666,327.6813333,196.6087999
2030,sc2015,01-03 05:00:00+01:00,65.85274688,526.821975,395.1164813,131.7054938,263.4109875,263.4109875,65.85274688,526.821975,460.9692281,329.2637344,197.5582406
2030,sc2015,01-03 06:00:00+01:00,67.84834588,542.7867668,407.0900751,135.6966918,271.3933834,271.3933834,67.84834588,542.7867668,474.9384209,339.2417292,203.5450376
2030,sc2015,01-03 07:00:00+01:00,72.396474,579.1717918,434.3788439,144.7929479,289.5858959,289.5858959,72.396474,579.1717918,506.7753178,361.9823699,217.1894219
2030,sc2015,01-03 08:00:00+01:00,76.83224788,614.6579833,460.9934875,153.6644958,307.3289916,307.3289916,76.83224788,614.6579833,537.8257354,384.1612395,230.4967437
2030,sc2015,01-03 09:00:00+01:00,84.10257813,672.820625,504.6154688,168.2051563,336.4103125,336.4103125,84.10257813,672.820625,588.7180469,420.5128906,252.3077344
2030,sc2015,01-03 10:00:00+01:00,91.5079385,732.0635081,549.0476313,183.0158771,366.0317541,366.0317541,91.5079385,732.0635081,640.55557,457.5396926,274.5238156
2030,sc2015,01-03 11:00:00+01:00,91.46967081,731.7573669,548.8180251,182.9393418,365.8786834,365.8786834,91.46967081,731.7573669,640.2876956,457.3483542,274.4090126
2030,sc2015,01-03 12:00:00+01:00,88.46657088,707.7325669,530.7994251,176.9331417,353.8662834,353.8662834,88.46657088,707.7325669,619.2659959,442.3328543,265.3997126
2030,sc2015,01-03 13:00:00+01:00,87.75839375,702.06715,526.5503625,175.5167875,351.033575,351.033575,87.75839375,702.06715,614.3087563,438.7919688,263.2751813
2030,sc2015,01-03 14:00:00+01:00,86.18553644,689.4842919,517.1132189,172.371073,344.7421459,344.7421459,86.18553644,689.4842919,603.2987553,430.9276823,258.5566094
2030,sc2015,01-03 15:00:00+01:00,82.694899,661.5591919,496.1693939,165.3897979,330.7795959,330.7795959,82.694899,661.5591919,578.8642928,413.4744949,248.0846969
2030,sc2015,01-03 16:00:00+01:00,80.45096563,643.607725,482.7057938,160.9019313,321.8038625,321.8038625,80.45096563,643.607725,563.1567594,402.2548281,241.3528969
2030,sc2015,01-03 17:00:00+01:00,82.28617288,658.2893831,493.7170375,164.5723458,329.1446916,329.1446916,82.28617288,658.2893831,576.0032104,411.4308645,246.8585187
2030,sc2015,01-03 18:00:00+01:00,93.1848875,745.4791,559.109325,186.369775,372.73955,372.73955,93.1848875,745.4791,652.2942125,465.9244375,279.5546625
2030,sc2015,01-03 19:00:00+01:00,98.37007913,786.9606331,590.220475,196.7401583,393.4803166,393.4803166,98.37007913,786.9606331,688.5905544,491.8503958,295.1102374
2030,sc2015,01-03 20:00:00+01:00,100.3969417,803.1755331,602.38165,200.7938834,401.5877666,401.5877666,100.3969417,803.1755331,702.7785919,501.9847083,301.1908249
2030,sc2015,01-03 21:00:00+01:00,101.0861656,808.689325,606.5169938,202.1723313,404.3446625,404.3446625,101.0861656,808.689325,707.6031594,505.4308281,303.2584969
2030,sc2015,01-03 22:00:00+01:00,97.18668025,777.4934413,583.1200814,194.3733604,388.7467209,388.7467209,97.18668025,777.4934413,680.3067613,485.9334011,291.5600407
2030,sc2015,01-03 23:00:00+01:00,90.7041375,725.6331,544.224825,181.408275,362.81655,362.81655,90.7041375,725.6331,634.9289625,453.5206875,272.1124125
2030,sc2015,01-04 00:00:00+01:00,82.75659688,662.052775,496.5395813,165.5131938,331.0263875,331.0263875,82.75659688,662.052775,579.2961781,413.7829844,248.2697906
2030,sc2015,01-04 01:00:00+01:00,74.91603544,599.3282833,449.4962125,149.8320708,299.6641416,299.6641416,74.91603544,599.3282833,524.4122479,374.580177,224.7481062
2030,sc2015,01-04 02:00:00+01:00,69.0591615,552.4732918,414.3549689,138.1183229,276.2366459,276.2366459,69.0591615,552.4732918,483.4141303,345.2958074,207.1774844
2030,sc2015,01-04 03:00:00+01:00,65.50540625,524.04325,393.0324375,131.0108125,262.021625,262.021625,65.50540625,524.04325,458.5378438,327.5270313,196.5162188
2030,sc2015,01-04 04:00:00+01:00,63.67847606,509.4278083,382.0708563,127.3569521,254.7139041,254.7139041,63.67847606,509.4278083,445.7493323,318.3923801,191.0354281
2030,sc2015,01-04 05:00:00+01:00,64.01997294,512.1597833,384.1198375,128.0399459,256.0798916,256.0798916,64.01997294,512.1597833,448.1398103,320.0998646,192.0599187
2030,sc2015,01-04 06:00:00+01:00,65.12969588,521.0375668,390.7781751,130.2593917,260.5187834,260.5187834,65.12969588,521.0375668,455.9078709,325.6484793,195.3890876
2030,sc2015,01-04 07:00:00+01:00,67.49845213,539.9876168,404.9907126,134.9969043,269.9938084,269.9938084,67.49845213,539.9876168,472.4891647,337.4922604,202.4953563
2030,sc2015,01-04 08:00:00+01:00,69.63130519,557.0504418,417.7878314,139.2626104,278.5252209,278.5252209,69.63130519,557.0504418,487.4191365,348.1565261,208.8939157
2030,sc2015,01-04 09:00:00+01:00,74.94110525,599.5288418,449.6466314,149.8822105,299.7644209,299.7644209,74.94110525,599.5288418,524.5877366,374.7055261,224.8233157
2030,sc2015,01-04 10:00:00+01:00,81.61023963,652.8819169,489.6614376,163.2204792,326.4409584,326.4409584,81.61023963,652.8819169,571.2716771,408.051198,244.8307188
2030,sc2015,01-04 11:00:00+01:00,82.964726,663.7178081,497.7883563,165.9294521,331.8589041,331.8589041,82.964726,663.7178081,580.7530823,414.8236301,248.8941781
2030,sc2015,01-04 12:00:00+01:00,81.02787913,648.2230331,486.167275,162.0557583,324.1115166,324.1115166,81.02787913,648.2230331,567.1951541,405.1393958,243.0836374
2030,sc2015,01-04 13:00:00+01:00,81.71211975,653.6969581,490.2727188,163.4242396,326.8484791,326.8484791,81.71211975,653.6969581,571.9848385,408.5605989,245.1363593
2030,sc2015,01-04 14:00:00+01:00,81.6165625,652.9325,489.699375,163.233125,326.46625,326.46625,81.6165625,652.9325,571.3159375,408.0828125,244.8496875
2030,sc2015,01-04 15:00:00+01:00,77.80360525,622.4288418,466.8216314,155.6072104,311.2144209,311.2144209,77.80360525,622.4288418,544.6252365,389.0180261,233.4108157
2030,sc2015,01-04 16:00:00+01:00,75.51061875,604.08495,453.0637125,151.0212375,302.042475,302.042475,75.51061875,604.08495,528.5743313,377.5530938,226.5318563
2030,sc2015,01-04 17:00:00+01:00,77.42030838,619.3624668,464.5218501,154.8406167,309.6812334,309.6812334,77.42030838,619.3624668,541.9421584,387.1015418,232.2609251
2030,sc2015,01-04 18:00:00+01:00,87.64447288,701.1557831,525.8668375,175.2889458,350.5778916,350.5778916,87.64447288,701.1557831,613.5113104,438.2223645,262.9334187
2030,sc2015,01-04 19:00:00+01:00,93.49990313,747.999225,560.9994188,186.9998063,373.9996125,373.9996125,93.49990313,747.999225,654.4993219,467.4995156,280.4997094
2030,sc2015,01-04 20:00:00+01:00,96.65219588,773.2175669,579.9131751,193.3043917,386.6087834,386.6087834,96.65219588,773.2175669,676.5653706,483.2609793,289.9565876
2030,sc2015,01-04 21:00:00+01:00,98.21612188,785.728975,589.2967313,196.4322438,392.8644875,392.8644875,98.21612188,785.728975,687.5128531,491.0806094,294.6483656
2030,sc2015,01-04 22:00:00+01:00,95.65656038,765.2524831,573.9393625,191.3131208,382.6262416,382.6262416,95.65656038,765.2524831,669.5959231,478.282802,286.9696812
2030,sc2015,01-04 23:00:00+01:00,89.35216981,714.8173581,536.1130188,178.7043396,357.4086791,357.4086791,89.35216981,714.8173581,625.4651888,446.7608489,268.0565093
2030,sc2015,01-05 00:00:00+01:00,80.12784688,641.022775,480.7670813,160.2556938,320.5113875,320.5113875,80.12784688,641.022775,560.8949281,400.6392344,240.3835406
2030,sc2015,01-05 01:00:00+01:00,72.54526144,580.3620918,435.2715689,145.0905229,290.1810459,290.1810459,72.54526144,580.3620918,507.8168303,362.7263074,217.6357844
2030,sc2015,01-05 02:00:00+01:00,67.67587088,541.4069668,406.0552251,135.3517417,270.7034834,270.7034834,67.67587088,541.4069668,473.7310959,338.3793543,203.0276126
2030,sc2015,01-05 03:00:00+01:00,65.0916365,520.7330918,390.5498189,130.183273,260.3665459,260.3665459,65.0916365,520.7330918,455.6414553,325.4581823,195.2749094
2030,sc2015,01-05 04:00:00+01:00,64.12042606,512.9634083,384.7225563,128.2408521,256.4817041,256.4817041,64.12042606,512.9634083,448.8429822,320.6021302,192.3612781
2030,sc2015,01-05 05:00:00+01:00,65.33441563,522.675325,392.0064938,130.6688313,261.3376625,261.3376625,65.33441563,522.675325,457.3409094,326.6720781,196.0032469
2030,sc2015,01-05 06:00:00+01:00,70.08679063,560.694325,420.5207438,140.1735813,280.3471625,280.3471625,70.08679063,560.694325,490.6075344,350.4339531,210.2603719
2030,sc2015,01-05 07:00:00+01:00,78.78185213,630.2548169,472.6911126,157.5637042,315.1274084,315.1274084,78.78185213,630.2548169,551.4729646,393.9092605,236.3455563
2030,sc2015,01-05 08:00:00+01:00,87.88864688,703.109175,527.3318813,175.7772938,351.5545875,351.5545875,87.88864688,703.109175,615.2205281,439.4432344,263.6659406
2030,sc2015,01-05 09:00:00+01:00,95.738675,765.9094,574.43205,191.47735,382.9547,382.9547,95.738675,765.9094,670.170725,478.693375,287.216025
2030,sc2015,01-05 10:00:00+01:00,100.8069584,806.4556663,604.8417501,201.6139167,403.2278334,403.2278334,100.8069584,806.4556663,705.6487081,504.0347918,302.4208751
2030,sc2015,01-05 11:00:00+01:00,99.30719169,794.4575331,595.84315,198.6143834,397.2287666,397.2287666,99.30719169,794.4575331,695.1503419,496.5359583,297.9215749
2030,sc2015,01-05 12:00:00+01:00,95.75359794,766.0287831,574.5215875,191.5071959,383.0143916,383.0143916,95.75359794,766.0287831,670.2751856,478.7679896,287.2607937
2030,sc2015,01-05 13:00:00+01:00,94.77067813,758.165425,568.6240688,189.5413563,379.0827125,379.0827125,94.77067813,758.165425,663.3947469,473.8533906,284.3120344
2030,sc2015,01-05 14:00:00+01:00,92.019049,736.1523919,552.1142939,184.0380979,368.0761959,368.0761959,92.019049,736.1523919,644.1333425,460.0952449,276.0571469
2030,sc2015,01-05 15:00:00+01:00,87.50875938,700.070075,525.0525563,175.0175188,350.0350375,350.0350375,87.50875938,700.070075,612.5613156,437.5437969,262.5262781
2030,sc2015,01-05 16:00:00+01:00,85.75899163,686.0719331,514.55395,171.5179833,343.0359666,343.0359666,85.75899163,686.0719331,600.3129416,428.7949583,257.2769749
2030,sc2015,01-05 17:00:00+01:00,87.067674,696.5413919,522.4060439,174.1353479,348.2706959,348.2706959,87.067674,696.5413919,609.4737178,435.3383699,261.2030219
2030,sc2015,01-05 18:00:00+01:00,93.66938025,749.3550419,562.0162814,187.3387604,374.6775209,374.6775209,93.66938025,749.3550419,655.6856613,468.3469011,281.0081407
2030,sc2015,01-05 19:00:00+01:00,95.41151563,763.292125,572.4690938,190.8230313,381.6460625,381.6460625,95.41151563,763.292125,667.8806094,477.0575781,286.2345469
2030,sc2015,01-05 20:00:00+01:00,95.56603125,764.52825,573.3961875,191.1320625,382.264125,382.264125,95.56603125,764.52825,668.9622188,477.8301563,286.6980938
2030,sc2015,01-05 21:00:00+01:00,96.71860419,773.7488331,580.311625,193.4372084,386.8744166,386.8744166,96.71860419,773.7488331,677.0302294,483.5930208,290.1558124
2030,sc2015,01-05 22:00:00+01:00,93.32808963,746.6247169,559.9685376,186.6561792,373.3123584,373.3123584,93.32808963,746.6247169,653.2966269,466.640448,279.9842688
2030,sc2015,01-05 23:00:00+01:00,88.05184063,704.414725,528.3110438,176.1036813,352.2073625,352.2073625,88.05184063,704.414725,616.3628844,440.2592031,264.1555219
2030,sc2015,01-06 00:00:00+01:00,81.3137,650.5096,487.8822,162.6274,325.2548,325.2548,81.3137,650.5096,569.1959,406.5685,243.9411
2030,sc2015,01-06 01:00:00+01:00,73.67097188,589.367775,442.0258313,147.3419438,294.6838875,294.6838875,73.67097188,589.367775,515.6968031,368.3548594,221.0129156
2030,sc2015,01-06 02:00:00+01:00,68.02274063,544.181925,408.1364438,136.0454813,272.0909625,272.0909625,68.02274063,544.181925,476.1591844,340.1137031,204.0682219
2030,sc2015,01-06 03:00:00+01:00,64.07704375,512.61635,384.4622625,128.1540875,256.308175,256.308175,64.07704375,512.61635,448.5393063,320.3852188,192.2311313
2030,sc2015,01-06 04:00:00+01:00,62.45616353,499.6493083,374.7369813,124.9123271,249.8246541,249.8246541,62.45616353,499.6493083,437.1931448,312.2808176,187.3684906
2030,sc2015,01-06 05:00:00+01:00,62.31877398,498.5501918,373.9126439,124.637548,249.2750959,249.2750959,62.31877398,498.5501918,436.2314178,311.5938698,186.9563219
2030,sc2015,01-06 06:00:00+01:00,63.42600413,507.4080333,380.556025,126.8520083,253.7040166,253.7040166,63.42600413,507.4080333,443.9820291,317.1300208,190.2780124
2030,sc2015,01-06 07:00:00+01:00,65.91850313,527.348025,395.5110188,131.8370063,263.6740125,263.6740125,65.91850313,527.348025,461.4295219,329.5925156,197.7555094
2030,sc2015,01-06 08:00:00+01:00,67.49102813,539.928225,404.9461688,134.9820563,269.9641125,269.9641125,67.49102813,539.928225,472.4371969,337.4551406,202.4730844
2030,sc2015,01-06 09:00:00+01:00,71.93889581,575.5111668,431.6333751,143.8777917,287.7555834,287.7555834,71.93889581,575.5111668,503.5722709,359.6944793,215.8166876
2030,sc2015,01-06 10:00:00+01:00,78.7456375,629.9651,472.473825,157.491275,314.98255,314.98255,78.7456375,629.9651,551.2194625,393.7281875,236.2369125
2030,sc2015,01-06 11:00:00+01:00,81.589474,652.7157919,489.5368439,163.1789479,326.3578959,326.3578959,81.589474,652.7157919,571.1263178,407.9473699,244.7684219
2030,sc2015,01-06 12:00:00+01:00,80.96501356,647.7201081,485.7900813,161.9300271,323.8600541,323.8600541,80.96501356,647.7201081,566.7550947,404.8250677,242.8950406
2030,sc2015,01-06 13:00:00+01:00,80.81684375,646.53475,484.9010625,161.6336875,323.267375,323.267375,80.81684375,646.53475,565.7179063,404.0842188,242.4505313
2030,sc2015,01-06 14:00:00+01:00,79.52903125,636.23225,477.1741875,159.0580625,318.116125,318.116125,79.52903125,636.23225,556.7032188,397.6451563,238.5870938
2030,sc2015,01-06 15:00:00+01:00,75.10004375,600.80035,450.6002625,150.2000875,300.400175,300.400175,75.10004375,600.80035,525.7003063,375.5002188,225.3001313
2030,sc2015,01-06 16:00:00+01:00,73.002524,584.0201918,438.0151439,146.005048,292.0100959,292.0100959,73.002524,584.0201918,511.0176678,365.0126198,219.0075719
2030,sc2015,01-06 17:00:00+01:00,74.44478438,595.558275,446.6687063,148.8895688,297.7791375,297.7791375,74.44478438,595.558275,521.1134906,372.2239219,223.3343531
2030,sc2015,01-06 18:00:00+01:00,83.71215625,669.69725,502.2729375,167.4243125,334.848625,334.848625,83.71215625,669.69725,585.9850938,418.5607813,251.1364688
2030,sc2015,01-06 19:00:00+01:00,88.98294788,711.8635831,533.8976875,177.9658958,355.9317916,355.9317916,88.98294788,711.8635831,622.8806354,444.9147395,266.9488437
2030,sc2015,01-06 20:00:00+01:00,92.16990725,737.3592581,553.0194438,184.3398146,368.6796291,368.6796291,92.16990725,737.3592581,645.1893513,460.8495364,276.5097218
2030,sc2015,01-06 21:00:00+01:00,95.24775106,761.9820081,571.4865063,190.4955021,380.9910041,380.9910041,95.24775106,761.9820081,666.7342575,476.2387552,285.7432531
2030,sc2015,01-06 22:00:00+01:00,93.64909163,749.1927331,561.89455,187.2981833,374.5963666,374.5963666,93.64909163,749.1927331,655.5436419,468.2454583,280.9472749
2030,sc2015,01-06 23:00:00+01:00,87.13336875,697.06695,522.8002125,174.2667375,348.533475,348.533475,87.13336875,697.06695,609.9335813,435.6668438,261.4001063
2030,sc2015,01-07 00:00:00+01:00,78.85974375,630.87795,473.1584625,157.7194875,315.438975,315.438975,78.85974375,630.87795,552.0182063,394.2987188,236.5792313
2030,sc2015,01-07 01:00:00+01:00,71.91107081,575.2885668,431.4664251,143.8221417,287.6442834,287.6442834,71.91107081,575.2885668,503.3774959,359.5553543,215.7332126
2030,sc2015,01-07 02:00:00+01:00,67.24777606,537.9822083,403.4866563,134.4955521,268.9911041,268.9911041,67.24777606,537.9822083,470.7344322,336.2388802,201.7433281
2030,sc2015,01-07 03:00:00+01:00,65.39575,523.166,392.3745,130.7915,261.583,261.583,65.39575,523.166,457.77025,326.97875,196.18725
2030,sc2015,01-07 04:00:00+01:00,65.34670725,522.7736583,392.0802438,130.6934146,261.3868291,261.3868291,65.34670725,522.7736583,457.426951,326.7335364,196.0401218
2030,sc2015,01-07 05:00:00+01:00,67.24503956,537.9603168,403.4702376,134.4900792,268.9801584,268.9801584,67.24503956,537.9603168,470.7152771,336.225198,201.7351188
2030,sc2015,01-07 06:00:00+01:00,75.61041456,604.8833168,453.6624876,151.2208293,302.4416584,302.4416584,75.61041456,604.8833168,529.2729022,378.0520729,226.8312438
2030,sc2015,01-07 07:00:00+01:00,88.91805525,711.3444419,533.5083314,177.8361104,355.6722209,355.6722209,88.91805525,711.3444419,622.4263865,444.5902761,266.7541657
2030,sc2015,01-07 08:00:00+01:00,101.3482063,810.78565,608.0892375,202.6964125,405.392825,405.392825,101.3482063,810.78565,709.4374438,506.7410313,304.0446188
2030,sc2015,01-07 09:00:00+01:00,108.4920386,867.9363081,650.9522313,216.9840771,433.9681541,433.9681541,108.4920386,867.9363081,759.44427,542.4601927,325.4761156
2030,sc2015,01-07 10:00:00+01:00,113.1022875,904.8183,678.613725,226.204575,452.40915,452.40915,113.1022875,904.8183,791.7160125,565.5114375,339.3068625
2030,sc2015,01-07 11:00:00+01:00,113.6068428,908.8547413,681.6410563,227.2136854,454.4273709,454.4273709,113.6068428,908.8547413,795.2478988,568.0342136,340.8205282
2030,sc2015,01-07 12:00:00+01:00,111.565376,892.5230088,669.3922563,223.1307521,446.2615041,446.2615041,111.565376,892.5230088,780.9576325,557.8268801,334.6961281
2030,sc2015,01-07 13:00:00+01:00,110.5902209,884.7217663,663.541325,221.1804417,442.3608834,442.3608834,110.5902209,884.7217663,774.1315463,552.9511043,331.7706626
2030,sc2015,01-07 14:00:00+01:00,106.054301,848.4344088,636.3258063,212.1086021,424.2172041,424.2172041,106.054301,848.4344088,742.3801075,530.2715051,318.1629031
2030,sc2015,01-07 15:00:00+01:00,102.4155896,819.3247169,614.4935376,204.8311792,409.6623584,409.6623584,102.4155896,819.3247169,716.9091269,512.077948,307.2467688
