Scenario,Period,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3
sc01,y2030,2030-01-01T03:00:00+01:00,0.0,0.0306327113375,4.12333554652013e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00482092382500001,0.0258117875125
sc01,y2030,2030-01-01T07:00:00+01:00,0.0,0.0306327113375,4.12333554652013e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0258117875125
sc01,y2030,2030-01-01T11:00:00+01:00,0.0,0.0311941968125,4.12333554652013e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0311941968125
sc01,y2030,2030-01-01T15:00:00+01:00,0.0,0.03335951365625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03335951365625,0.0,0.0
sc01,y2030,2030-01-01T19:00:00+01:00,0.0,0.0341643696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0141328184874999,0.0259361212750001,0.0
sc01,y2030,2030-01-01T23:00:00+01:00,0.0,0.0341643696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00822824833749992,0.0259361212750001,0.0
sc01,y2030,2030-01-02T03:00:00+01:00,0.0,0.0341643696125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0259361212750001,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,0.0,0.03566123083125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00972510955624992,0.0259361212750001,0.0
sc01,y2030,2030-01-02T11:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.274576237093806,0.0426498005875,0.0
sc01,y2030,2030-01-02T15:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.302149811525062,0.0426498005875,0.0
sc01,y2030,2030-01-02T19:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.60527798105006,0.0,0.0
sc01,y2030,2030-01-02T23:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.146268337487526,0.0,0.0
sc01,y2030,2030-01-03T03:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-03T07:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0894822915688505,0.0,0.0
sc01,y2030,2030-01-03T11:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.436431584206338,0.0,0.0
sc01,y2030,2030-01-03T15:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.340034115287564,0.0,0.0
sc01,y2030,2030-01-03T19:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.537138734762553,0.0,0.0
sc01,y2030,2030-01-03T23:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00245970365626736,0.0,0.0
sc01,y2030,2030-01-04T03:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T07:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-04T11:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.394244846300046,0.0,0.0
sc01,y2030,2030-01-04T15:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.339702866387569,0.0,0.0
sc01,y2030,2030-01-04T19:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.598652519468814,0.0,0.0
sc01,y2030,2030-01-04T23:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145685082868825,0.0,0.0
sc01,y2030,2030-01-05T03:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sc01,y2030,2030-01-05T07:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.193141436031309,0.0,0.039330143625
sc01,y2030,2030-01-05T11:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.533264154518747,-5.85156902496311e-14,0.0451552997250585
sc01,y2030,2030-01-05T15:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.440191625293762,0.0,0.0
sc01,y2030,2030-01-05T19:00:00+01:00,0.0,0.080979362212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625476792250053,0.0,0.0
