,Node,Technology,StorageType,MustRun,MaximumPower,MinimumPower,MaximumCharge,InitialStorage,MaximumStorage,MinimumStorage,Efficiency,EFOR,RampUp,RampDown,UpTime,DownTime,FuelCost,LinearTerm,ConstantTerm,OMVariableCost,StartUpCost,ShutDownCost,CO2EmissionRate,FixedCost,FixedChargeRate,BinaryInvestment,MaximumReactivePower,MinimumReactivePower
CE_Piura,LaNinha_220_kV,Onshore_wind,,,100,0,,,,,,,,,,,1,0.00001,,,,,,,,,,
CT_Fenix-TG1TG2,Chilca_500_kV,CCGT,,,347.4,0,,,,,,,,,,,1,28.3973125,,,,,,,,,,
CT_Shougan-D2,Marcona_60_kV,Ilo,,,163.085,0,,,,,,,,,,,1,147.3578622,,,,,,,,,,
Eolica_Norte,PiuraEste_220_kV,Onshore_wind,,,45,0,,,,,,,,,,,1,0.00001,,,,,,,,,,
Eolica_Centro,Poroma_220_kV,Onshore_wind,,,45,0,,,,,,,,,,,1,0.00001,,,,,,,,,,
Termosolar_1,SanJose_220_kV,Solar_PV,,,120,0,,,,,,,,,,,1,0.00001,,,,,,,,,,
Termosolar_2,Montalvo_220_kV,Solar_PV,,,120,0,,,,,,,,,,,1,0.00001,,,,,,,,,,
Ciclo_Combinado_SurMedio1A,Poroma_500_kV,CCGT,,,502.765,0,,,,,,,,,,,1,22.895026,,,,,,,,,,
Ciclo_Combinado_SurMedio2A,Independencia_220_kV,CCGT,,,325.205,0,,,,,,,,,,,1,22.895026,,,,,,,,,,
Ciclo_Combinado_SurMedio2B,Independencia_220_kV,CCGT,,,325.205,0,,,,,,,,,,,1,22.895026,,,,,,,,,,
Ciclo_Combinado_SurMedio3A,Poroma_500_kV,CCGT,,,723.75,0,,,,,,,,,,,1,22.895026,,,,,,,,,,
Ciclo_Combinado_SurMedio3B,Poroma_500_kV,CCGT,,,723.75,0,,,,,,,,,,,1,22.895026,,,,,,,,,,
CH_Santa_Rosa_I,Huacho_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Rosa_II,Huacho_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huanchor,Oroya_50_kV,Hydro_UGH,Weekly,,18.08931185,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Aricota_I,Aricota_66_kV,Hydro_UGH,Weekly,,17.49999999,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_Aricota_II,Aricota_138_kV,Hydro_UGH,Weekly,,10.49999999,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_San_Gaban_II,SanGaban_138_kV,Hydro_UGH,Monthly,,108.8355476,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Machupicchu,Machupicchu_138_kV,Hydro_UGH,Weekly,,38.85713197,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_I,Socabaya_138_kV,Hydro_UGH,Weekly,,1.674789999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_II,Socabaya_138_kV,Hydro_UGH,Weekly,,0.58,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_III,Socabaya_138_kV,Hydro_UGH,Weekly,,4.499999997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_IV,Socabaya_138_kV,Hydro_UGH,Weekly,,2.95794315,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_V,Santuario_138_kV,Hydro_UGH,Monthly,,134.4959999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Charcani_VI,Socabaya_138_kV,Hydro_UGH,Weekly,,8.930861718,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mantaro,Mantaro_220_kV,Hydro_UGH,Monthly,,614.9148836,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Restitucion,Mantaro_220_kV,Hydro_UGH,Monthly,,200.4542536,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Malpaso,Malpaso_50_kV,Hydro_UGH,Weekly,,46.75199997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Oroya,OroyaCH_50_kV,Hydro_UGH,Weekly,,8.287499995,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Pachachaca,Oroya_50_kV,Hydro_UGH,Weekly,,6.585440609,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Yaupi,Yaupi_138_kV,Hydro_UGH,Monthly,,91.83419994,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Canhon_Del_Pato,Huallanca_138_kV,Hydro_UGH,Monthly,,78.12010315,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huinco,Huinco_220_kV,Hydro_UGH,Monthly,,185.4749999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Matucana,Matucana_220_kV,Hydro_UGH,Monthly,,117.0259999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Callahuanca,Callahuanca_60_kV,Hydro_UGH,Weekly,,27.67685364,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_Callahuanca-G4,Callahuanca_60_kV,Hydro_UGH,Weekly,,14.39631706,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Moyopampa,Moyopampa_60_kV,Hydro_UGH,Monthly,,62.64702833,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huampani,Huampani_60_kV,Hydro_UGH,Weekly,,27.93279998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Pariac,Huallanca_138_kV,Hydro_UGH,Weekly,,4.399999997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Antonio,Callalli_138_kV,Hydro_UGH,Weekly,,0.470890411,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Ignacio,Callalli_138_kV,Hydro_UGH,Weekly,,0.32,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huayllacho,Callalli_138_kV,Hydro_UGH,Weekly,,0.186,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Misapuquio,Callalli_138_kV,Hydro_UGH,Weekly,,3.799999998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cahua,SEPAEX_138_kV,Hydro_UGH,Weekly,,42.6804015,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_Carhuaquero,Carhuaquero_220_kV,Hydro_UGH,Weekly,,0,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_Gallito_Ciego,Guadalupe_60_kV,Hydro_UGH,Weekly,,28.43567998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Curumuy,PiuraOeste_220_kV,Hydro_UGH,Weekly,,12.49999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Yanango,Yanango_220_kV,Hydro_UGH,Weekly,,18.22406699,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chimay,Yanango_220_kV,Hydro_UGH,Weekly,,20.70276945,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Poechos_I,PiuraOeste_220_kV,Hydro_UGH,Weekly,,15.59999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Yuncan,Yuncan_220_kV,Hydro_UGH,Monthly,,89.18657649,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Carhuaquero_IV,Carhuaquero_220_kV,Hydro_UGH,Weekly,,0,0,,,,,,,,,,,1,0.3991,,,,,,,,,,
CH_Canha_Brava,Carhuaquero_220_kV,Hydro_UGH,Weekly,,2.047692306,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Poechos_II,PiuraOeste_220_kV,Hydro_UGH,Weekly,,9.338275482,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Cruz_I,Huallanca_138_kV,Hydro_UGH,Weekly,,3.407186998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_La_Joya,Reparticion_138_kV,Hydro_UGH,Weekly,,7.744999995,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Platanal,ChilcaREP_220_kV,Hydro_UGH,Monthly,,39.88984204,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Cruz_II,Huallanca_138_kV,Hydro_UGH,Weekly,,3.554849998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Roncador,Paramonga_220_kV,Hydro_UGH,Weekly,,3.479999998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Pias_I,KimanAyllu_138_kV,Hydro_UGH,Weekly,,11.99299999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huasahuasi_I,Condorcocha_138_kV,Hydro_UGH,Weekly,,9.534799994,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Nueva_Imperial,Cantera_220_kV,Hydro_UGH,Weekly,,3.599999998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huasahuasi_II,Condorcocha_138_kV,Hydro_UGH,Weekly,,9.894895994,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Yanapampa,Paramonga_220_kV,Hydro_UGH,Weekly,,3.311052498,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Las_Pizarras,Carhuaquero_138_kV,Hydro_UGH,Weekly,,10.22727272,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Huanza,Huanza_220_kV,Hydro_UGH,Weekly,,89.99999994,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Machupicchu_II,Machupicchu_138_kV,Hydro_UGH,Monthly,,97.15812831,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cheves_I,Huacho_220_kV,Hydro_UGH,Monthly,,107.1051257,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Teresa,Suriray_220_kV,Hydro_UGH,Monthly,,53.90939997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Quitaracsa,KimanAyllu_220_kV,Hydro_UGH,Weekly,,37.60123011,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Pequenha_Chaglla,PiedraBlanca_138_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chancay,Lomera_60_kV,Hydro_UGH,Weekly,,19.99999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Rucuy,Lomera_60_kV,Hydro_UGH,Weekly,,19.99999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cerro_del_Aguila,CAguila_220_kV,Hydro_UGH,Monthly,,271.7714612,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chaglla,Chaglla_220_kV,Hydro_UGH,Monthly,,336.280462,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Maranhon,Vizcarra_220_kV,Hydro_UGH,Weekly,,16.2729886,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Angel_III,SanGaban_138_kV,Hydro_UGH,Weekly,,7.516046507,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Angel_II,SanGaban_138_kV,Hydro_UGH,Weekly,,7.516046507,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Angel_I,SanGaban_138_kV,Hydro_UGH,Weekly,,7.516046507,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_La_Virgen,Caripa_138_kV,Hydro_UGH,Weekly,,23.95651998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Gaban_III,San_Gaban_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Pucara,Onocora_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Olmos_1,Chiclayo_220_kV,Hydro_UGH,Weekly,,49.99999997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Moyopampa-G4,Moyopampa_60_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Rita,Chimbote_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Gaban_I,San_Gaban_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Curibamba,Yanango_220_kV,Hydro_UGH,Monthly,,71.11135297,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Belo_Horizonte,TingoMaria_220_kV,Hydro_UGH,Monthly,,48.28799997,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Churo,ChilcaREP_220_kV,Hydro_UGH,Weekly,,9.731519994,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Gaban_IV-Corani,San_Gaban_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_San_Gaban_IV-Ollachea,San_Gaban_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Maria,Colcabamba_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Inambari,Inambari_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mainique,Mainique1_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Paquitzapango,Paquitzapango_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Tambo_40,Tambo40_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Tambo_60,Tambo60_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Veracruz,Veracruz_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chadin,Veracruz_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cheves_III,Huacho_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Retamal,Suriray_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Aricota_III,Aricota_138_kV,Hydro_UGH,Weekly,,13.26550637,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Lluta1,Yarabamba_500_kV,Hydro_UGH,Monthly,,214.3999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Lluta2,Yarabamba_500_kV,Hydro_UGH,Monthly,,60.64999996,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Lluclla,Yarabamba_500_kV,Hydro_UGH,Monthly,,236.6999998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Molloco-Soro,CerroVerde_220_kV,Hydro_UGH,Monthly,,164.7199999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Molloco-Llatica,CerroVerde_220_kV,Hydro_UGH,Monthly,,115.2799999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Rapay_II,Paramonga_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Uchuhuerta,Yuncan_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_El_Canho,Yuncan_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chancay_2,Francoise_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Utcubamba,Caclic_220_kV,Hydro_UGH,Monthly,,136.2044052,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Chilia,Vizcarra_220_kV,Hydro_UGH,Monthly,,81.32291404,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mara1,Mara_I_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mara2,Mara_II_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mara3,Mara_I_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mara4,Mara_II_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Oco2010,Oconha_500_kV,Hydro_UGH,Monthly,,58.25633276,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Teresa_2,Suriray_220_kV,Hydro_UGH,Monthly,,112.5825621,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Santa_Teresa_Amp,Suriray_220_kV,Hydro_UGH,Weekly,,24.23999998,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mazan_1,Iquitos_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mazan_2,Iquitos_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Amazonas,Caclic_220_kV,Hydro_UGH,Weekly,,26.08669698,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_RS-3,Abancay_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Apurimac_2500,Kayra_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cativen_1,Trujillo_220_kV,Hydro_UGH,Weekly,,14.80999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Cativen_2,Trujillo_220_kV,Hydro_UGH,Weekly,,14.21999999,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mayo_1,Moyobamba_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Mayo_2,Moyobamba_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Garibaldi,Yanango_220_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Rio_Grande_I,Veracruz_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
CH_Rio_Grande_II,Veracruz_500_kV,Hydro_UGH,Weekly,,0,0,,5000,10000,,0.9,,,,,,1,0.3991,,,,,,,,,,
