,,,LineType,LossesCoeff,X,TTC,FixedCost,FxChargeRate
Huanta_69_kV,Mollepata_69_kV,cc1,AC,0,0.420829994,9999,0,0
Huayucachi_60_kV,Huancayo_60_kV,cc1,AC,0,0.126023995,9999,0,0
Huancayo_60_kV,PIndustrial_60_kV,cc1,AC,0,0.12854289,9999,0,0
Huayucachi_60_kV,PIndustrial_60_kV,cc1,AC,0,0.173551922,9999,0,0
PIndustrial_60_kV,Orcotuna_60_kV,cc1,AC,0,0.13902489,9999,0,0
Callahuanca_60_kV,Huampani_60_kV,cc1,AC,0,0.31725,9999,0,0
Huampani_60_kV,nhanha_60_kV,cc1,AC,0,0.096442444,9999,0,0
nhanha_60_kV,Huachipa_60_kV,cc1,AC,0,0.265850805,9999,0,0
Callahuanca_60_kV,Huachipa_60_kV,cc1,AC,0,0.51612,9999,0,0
Callahuanca_60_kV,Moyopampa_60_kV,cc1,AC,0,0.166628583,9999,0,0
Huachipa_60_kV,SantaRosaLDS_60_kV,cc1,AC,0,0.149688,9999,0,0
Huachipa_60_kV,Planicie_60_kV,cc1,AC,0,0.179831733,9999,0,0
Manchay_60_kV,Planicie_60_kV,cc1,AC,0,0.064775667,9999,0,0
Huachipa_60_kV,SanMiguel_60_kV,cc1,AC,0,0.138758222,9999,0,0
Moyopampa_60_kV,SantaRosaEDN_60_kV,cc1,AC,0,0.504465,9999,0,0
SantaRosaLDS_60_kV,Puente_60_kV,cc1,AC,0,0.164943644,9999,0,0
Puente_60_kV,Huachipa_60_kV,cc1,AC,0,0.16944675,9999,0,0
Puente_60_kV,Balnearios_60_kV,cc1,AC,0,0.084686111,9999,1000,0.075
Balnearios_60_kV,Salamanca_60_kV,cc1,AC,0,0.0541569,9999,0,0
Balnearios_60_kV,Moyopampa_60_kV,cc1,AC,0,0.565076889,9999,1000,0.075
SanJuan_60_kV,Pachacutec_60_kV,cc1,AC,0,0.053004083,9999,1000,0.075
SanJuan_60_kV,Praderas_60_kV,cc1,AC,0,0.330913075,9999,0,0
Salamanca_60_kV,Moyopampa_60_kV,cc1,AC,0,0.55499815,9999,0,0
Mirador_60_kV,SantaRosaEDN_60_kV,cc1,AC,0,0.284232667,9999,0,0
Chavarria_60_kV,Mirones_60_kV,cc1,AC,0,0.1078229,9999,1000,0.075
Mirones_60_kV,Barsi_60_kV,cc1,AC,0,0.175354667,9999,0,0
Chavarria_60_kV,Naranjal_60_kV,cc1,AC,0,0.048667125,9999,0,0
Naranjal_60_kV,Chillon_60_kV,cc1,AC,0,0.135562954,9999,0,0
Chavarria_60_kV,Oquendo_60_kV,cc1,AC,0,0.099126103,9999,0,0
Oquendo_60_kV,Chillon_60_kV,cc1,AC,0,0.08937692,9999,0,0
Chavarria_60_kV,PuentePiedra_60_kV,cc1,AC,0,0.180864444,9999,0,0
Chavarria_60_kV,Zapallal_60_kV,cc1,AC,0,0.43815575,9999,0,0
Chillon_60_kV,Zapallal_60_kV,cc1,AC,0,0.1616812,9999,0,0
Huarangal_60_kV,PuentePiedra_60_kV,cc1,AC,0,0.116626138,9999,0,0
PuentePiedra_60_kV,Zapallal_60_kV,cc1,AC,0,0.073704378,9999,0,0
Zapallal_60_kV,Lomera_60_kV,cc1,AC,0,0.765480417,9999,0,0
Chilca_60_kV,SanBartolo_60_kV,cc1,AC,0,0.215883612,9999,0,0
SanBartolo_60_kV,Praderas_60_kV,cc1,AC,0,0.15873,9999,0,0
Chilca_60_kV,Bujama_60_kV,cc1,AC,0,0.37011975,9999,0,0
Independencia_60_kV,PuebloNuevo_60_kV,cc1,AC,0,0.5707,9999,0,0
Marcona_60_kV,Nazca_60_kV,cc1,AC,0,0.77175,9999,0,0
Aricota_66_kV,Tomasiri_66_kV,cc1,AC,0,0.615121212,9999,0,0
Tomasiri_66_kV,Tacna_66_kV,cc1,AC,0,0.373504132,9999,0,0
Celendin_500_kV,Trujillo_500_kV,cc1,AC,0,0.0118558,1372,12.61455512,0.075
Celendin_500_kV,Piura_500_kV,cc1,AC,0,0.02372656,1372,24.1787621,0.075
Celendin_500_kV,Jaen_500_kV,cc1,AC,0,0.00996008,1372,10.75933475,0.075
Jaen_500_kV,Piura_500_kV,cc1,AC,0,0.0139568,1372,14.65529753,0.075
Paramonga_500_kV,Chimbote_500_kV,cc1,AC,0,0.012836062,980,10.0172466,0.075
Carabayllo_500_kV,Paramonga_500_kV,cc1,AC,0,0.01106557,980,8.780433018,0.075
Yuncan_500_kV,Yanango_500_kV,cc1,AC,0,0.007608,1372,4.760788881,0.075
Yuncan_500_kV,Paramonga_500_kV,cc1,AC,0,0.017752,1372,18.36573827,0.075
Yanango_500_kV,Yungas_500_kV,cc1,AC,0,0.014582,1372,15.27370432,0.075
Yungas_500_kV,Paramonga_500_kV,cc1,AC,0,0.009193,1372,10.0172466,0.075
Huanuco_500_kV,Paramonga_500_kV,cc1,AC,0,0.013947996,1372,14.65529753,0.075
Huanuco_500_kV,Tocache_500_kV,cc1,AC,0,0.013947996,1372,14.65529753,0.075
Tocache_500_kV,Celendin_500_kV,cc1,AC,0,0.017434992,1372,18.05653487,0.075
Tocache_500_kV,Chimbote_500_kV,cc1,AC,0,0.0163572,1372,17.00524333,0.075
Mara_I_500_kV,Tocache_500_kV,cc1,AC,0,0.006657,1372,7.543619438,0.075
Mara_II_500_kV,Tocache_500_kV,cc1,AC,0,0.006657,1372,7.543619438,0.075
Colcabamba_500_kV,Abancay_500_kV,cc1,AC,0,0.0176252,1372,18.24205691,0.075
Abancay_500_kV,Onocora_500_kV,cc1,AC,0,0.0113486,1372,12.11982969,0.075
Onocora_500_kV,Yarabamba_500_kV,cc1,AC,0,0.0175618,1372,18.18021623,0.075
Poroma_500_kV,Cotaruse_500_kV,cc1,AC,0,0.01585,1372,16.5105179,0.075
Celendin_500_kV,Celendin_220_kV,cc1,AC,0,0.021733333,735,4.131252877,0.075
Paramonga_500_kV,Paramonga_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Carapongo_500_kV,Cajamarquilla_220_kV,cc1,AC,0,0.027166667,588,2.324480709,0.075
Independencia_500_kV,Independencia_220_kV,cc1,AC,0,0.027066667,588,3.486721064,0.075
Montalvo_500_kV,Moquegua_220_kV,cc1,AC,0,0.022533333,735,2.754168585,0.075
Yuncan_500_kV,Yuncan_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Yungas_500_kV,Yungas_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Cotaruse_500_kV,Cotaruse_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Abancay_500_kV,Abancay_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Onocora_500_kV,Onocora_220_kV,cc1,AC,0,0.028333333,735,4.131252877,0.075
Olmos_220_kV,Chiclayo_220_kV,cc1,AC,0,0.050991736,9999,1.442260483,0.075
Celendin_220_kV,Cajamarca_220_kV,cc1,AC,0,0.026828512,882,3.244997239,0.075
TingoMariaN_220_kV,Huanuco_220_kV,cc1,AC,0,0.069580826,441,3.288264351,0.075
BeloHorizonte_220_kV,TingoMaria_220_kV,cc1,AC,0,0.020867769,9999,0.870537243,0.075
Paramonga_500_kV,Trujillo_500_kV,cc1,AC,0,0.022072076,1372,22.57956214,0.075
Planicie_500_kV,Carapongo_500_kV,cc1,AC,0,0.00154696,1372,1.804804424,0.075
Colcabamba_500_kV,Carapongo_500_kV,cc1,AC,0,0.017118,1372,17.74733148,0.075
Colcabamba_500_kV,Independencia_500_kV,cc1,AC,0,0.016484,1372,17.12892469,0.075
Mara_I_500_kV,Trujillo_500_kV,cc1,AC,0,0.0091296,1372,9.95540592,0.075
Mara_II_500_kV,Chimbote_500_kV,cc1,AC,0,0.0091296,1372,9.95540592,0.075
LaNinha_500_kV,Veracruz_500_kV,cc1,AC,0,0.011412,9999,12.18167036,0.075
ColSur_500_kV,Inambari_500_kV,cc1,AC,0,0.026628,1372,27.02343333,0.075
Poroma_500_kV,ColSur_500_kV,cc1,AC,0,0.02219,1372,22.6945858,0.075
Colcabamba_500_kV,Carabayllo_500_kV,cc1,AC,0,0.02219,1372,22.6945858,0.075
Colcabamba_500_kV,ColSur_500_kV,cc1,AC,0,0.006974,1372,7.852822833,0.075
ColSur_500_kV,Mainique1_500_kV,cc1,AC,0,0.006974,1372,7.852822833,0.075
Brasil_500_kV,Inambari_500_kV,cc1,AC,0,0.01902,1372,19.60255185,0.075
Colcabamba_500_kV,Paquitzapango_500_kV,cc1,AC,0,0.005706,2156,9.796387031,0.075
Paquitzapango_500_kV,Tambo40_500_kV,cc1,AC,0,0.003804,2156,6.881040734,0.075
Tambo40_500_kV,Tambo60_500_kV,cc1,AC,0,0.003804,2156,6.881040734,0.075
Aguaytia_220_kV,Pucallpa_220_kV,cc1,AC,0,0.136683884,441,4.807856917,0.075
LasBambas_220_kV,Constancia_220_kV,cc1,AC,0,0.075500033,441,2.31983115,0.075
Colcabamba_220_kV,Abancay_220_kV,cc1,AC,0,0.286940826,441,8.36541333,0.075
Abancay_220_kV,LasBambas_220_kV,cc1,AC,0,0.108874711,441,3.274090512,0.075
Pucallpa_220_kV,Pucallpa_138_kV,cc1,AC,0,0.046875,117.6,0.65762002,0.075
Desierto_220_kV,Independencia_220_kV,cc1,AC,0,0.057507273,176.4,0.634012019,0.075
Pomacocha_220_kV,Planicie_220_kV,cc1,AC,0,0.104772934,245,0.290413712,0.075
Planicie_220_kV,SanJuan_220_kV,cc1,AC,0,0.025006198,245,0.274990294,0.075
Cantera_220_kV,Desierto_220_kV,cc1,AC,0,0.024003926,148.96,0.161110275,0.075
ChilcaREP_220_kV,Cantera_220_kV,cc1,AC,0,0.084461293,148.96,0.161110275,0.075
Celendin_500_kV,Veracruz_500_kV,cc1,AC,0,0.006974,980,7.852822833,0.075
San_Gaban_220_kV,Onocora_220_kV,cc1,AC,0,0.110371377,980,4.214385104,0.075
San_Gaban_220_kV,Azangaro_220_kV,cc1,AC,0,0.131507669,980,4.990593634,0.075
LaNinha_500_kV,Piura_500_kV,cc2,AC,0,0.0114192,1372,6.616009252,0.075
Trujillo_500_kV,LaNinha_500_kV,cc2,AC,0,0.04148976,1372,11.17574338,0.075
Chimbote_500_kV,Trujillo_500_kV,cc2,AC,0,0.018403752,1372,7.461459678,0.075
Carabayllo_500_kV,Chimbote_500_kV,cc2,AC,0,0.0238384,980,17.70315956,0.075
Carapongo_500_kV,Carabayllo_500_kV,cc2,AC,0,0.003487,1372,2.750966813,0.075
Chilca_500_kV,Carapongo_500_kV,cc2,AC,0,0.00789964,1372,4.903022443,0.075
Planicie_500_kV,Carabayllo_500_kV,cc2,AC,0,0.00503396,1372,3.505423097,0.075
Chilca_500_kV,Planicie_500_kV,cc2,AC,0,0.00635268,1372,4.148566159,0.075
Chilca_500_kV,Independencia_500_kV,cc2,AC,0,0.008227272,824.18,7.365606626,0.075
Independencia_500_kV,Poroma_500_kV,cc2,AC,0,0.010469352,824.18,7.967413611,0.075
Poroma_500_kV,Oconha_500_kV,cc2,AC,0,0.014509048,824.18,11.11761314,0.075
Oconha_500_kV,SanJose_500_kV,cc2,AC,0,0.006994668,824.18,6.176852087,0.075
SanJose_500_kV,Montalvo_500_kV,cc2,AC,0,0.00593026,824.18,5.396731921,0.075
Yarabamba_500_kV,Montalvo_500_kV,cc2,AC,0,0.011122168,1372,7.092182481,0.075
Poroma_500_kV,Yarabamba_500_kV,cc2,AC,0,0.0239672,1372,29.15075269,0.075
Colcabamba_500_kV,Poroma_500_kV,cc2,AC,0,0.023872064,980,23.31917666,0.075
Colcabamba_500_kV,Yanango_500_kV,cc2,AC,0,0.0113484,980,12.11982969,0.075
Yanango_500_kV,Carapongo_500_kV,cc2,AC,0,0.0133788,980,14.09873141,0.075
Huanuco_500_kV,Yanango_500_kV,cc2,AC,0,0.0233312,980,12.42903308,0.075
Piura_500_kV,PiuraEste_220_kV,cc2,AC,0,0.026665,588,2.324480709,0.075
LaNinha_500_kV,LaNinha_220_kV,cc2,AC,0,0.026665,588,2.324480709,0.075
Trujillo_500_kV,TrujilloNueva_220_kV,cc2,AC,0,0.022365333,735,2.754168585,0.075
Chimbote_500_kV,Chimbote_220_kV,cc2,AC,0,0.022365333,735,2.754168585,0.075
Carabayllo_500_kV,Carabayllo_220_kV,cc2,AC,0,0.02715,588,0,0
Carapongo_500_kV,Carapongo_220_kV,cc2,AC,0,0.021333333,735,2.324480709,0.075
Planicie_500_kV,Planicie_220_kV,cc2,AC,0,0.02715,588,2.754168585,0.075
Chilca_500_kV,ChilcaCTM_220_kV,cc2,AC,0,0.027066667,588,0,0
Poroma_500_kV,Poroma_220_kV,cc2,AC,0,0.032444444,441,2.324480709,0.075
SanJose_500_kV,SanJose_220_kV,cc2,AC,0,0.028216667,588,0,0
Montalvo_500_kV,Montalvo_220_kV,cc2,AC,0,0.022533333,735,2.324480709,0.075
Yarabamba_500_kV,Yarabamba_220_kV,cc2,AC,0,0.0216,735,1.894792834,0.075
Colcabamba_500_kV,Colcabamba_220_kV,cc2,AC,0,0.0216,735,2.324480709,0.075
Yanango_500_kV,YanangoNueva_220_kV,cc2,AC,0,0.027166667,588,2.324480709,0.075
Huanuco_500_kV,Huanuco_220_kV,cc2,AC,0,0.027166667,588,2.754168585,0.075
Zorritos_220_kV,Tumbes_220_kV,cc2,AC,0,0.028106973,148.96,2.754168585,0.075
Tumbes_220_kV,Machala_220_kV,cc2,AC,0,0.027103152,148.96,2.754168585,0.075
Talara_220_kV,Parinhas_220_kV,cc2,AC,0,0.011366979,176.4,0,0
Parinhas_220_kV,Zorritos_220_kV,cc2,AC,0,0.130335498,148.96,1.443956394,0.075
Parinhas_220_kV,Tumbes_220_kV,cc2,AC,0,0.159059091,245,2.736048213,0.075
Parinhas_220_kV,PiuraOeste_220_kV,cc2,AC,0,0.098822261,176.4,1.292504564,0.075
Parinhas_220_kV,Chira_220_kV,cc2,AC,0,0.065082645,176.4,0.919546541,0.075
Chira_220_kV,PiuraOeste_220_kV,cc2,AC,0,0.030991736,176.4,0.522270402,0.075
PiuraOeste_220_kV,PiuraEste_220_kV,cc2,AC,0,0.028153636,441,0,0
PiuraEste_220_kV,LaNinha_220_kV,cc2,AC,0,0.112515091,176.4,0,0
LaNinha_220_kV,Chiclayo_220_kV,cc2,AC,0,0.125176574,176.4,1.634715823,0.075
LaNinha_220_kV,Felam_220_kV,cc2,AC,0,0.040301609,176.4,0.63242424,0.075
Felam_220_kV,Chiclayo_220_kV,cc2,AC,0,0.068028347,176.4,0.96529349,0.075
Chiclayo_220_kV,Reque_220_kV,cc2,AC,0,0.01267489,176.4,0,0
Reque_220_kV,Guadalupe_220_kV,cc2,AC,0,0.066314613,176.4,0,0
Reque_220_kV,Carhuaquero_220_kV,cc2,AC,0,0.053669421,441,2.207684324,0.075
Chiclayo_220_kV,Carhuaquero_220_kV,cc2,AC,0,0.084028926,245,0.352082664,0.075
Trujillo_220_kV,Guadalupe_220_kV,cc2,AC,0,0.106384305,176.4,0,0
Trujillo_220_kV,TrujilloNueva_220_kV,cc2,AC,0,0.002305785,367.5,0,0
Trujillo_220_kV,Cajamarca_220_kV,cc2,AC,0,0.141943804,245,2.451801817,0.075
Carhuaquero_220_kV,Cajamarca_220_kV,cc2,AC,0,0.076971921,294,2.018424839,0.075
Cajamarca_220_kV,Caclic_220_kV,cc2,AC,0,0.123657173,215.6,0,0
Caclic_220_kV,Moyobamba_220_kV,cc2,AC,0,0.109845035,215.6,0,0
Moyobamba_220_kV,Iquitos_220_kV,cc2,AC,0,0.15470426,147,21.01116887,0.075
CerroCorona_220_kV,Cajamarca_220_kV,cc2,AC,0,0.034516041,336.0871387,0.90830843,0.075
Chimbote_220_kV,Trujillo_220_kV,cc2,AC,0,0.133446023,148.96,1.520811269,0.075
Chimbote_220_kV,Viru_220_kV,cc2,AC,0,0.074380165,148.96,0.923559431,0.075
Viru_220_kV,Trujillo_220_kV,cc2,AC,0,0.058264463,148.96,0.758362114,0.075
Paramonga_220_kV,Chimbote_220_kV,cc2,AC,0,0.219342149,176.4,2.823703113,0.075
Paramonga_220_kV,Huarmey_220_kV,cc2,AC,0,0.089256198,176.4,1.244590654,0.075
Huarmey_220_kV,Chimbote_220_kV,cc2,AC,0,0.13008595,176.4,1.740222734,0.075
Conococha_220_kV,Paramonga_220_kV,cc2,AC,0,0.103838017,187.18,1.390030826,0.075
Cajamarca_220_kV,LaRamada_220_kV,cc2,AC,0,0.088285913,235.2,0,0
LaRamada_220_kV,KimanAyllu_220_kV,cc2,AC,0,0.084476178,235.2,0,0
Conococha_220_kV,KimanAyllu_220_kV,cc2,AC,0,0.180201942,176.4,0,0
Huacho_220_kV,MedioMundo_220_kV,cc2,AC,0,0.028719008,176.4,0,0
MedioMundo_220_kV,Paramonga_220_kV,cc2,AC,0,0.027479339,176.4,0,0
Zapallal_220_kV,Huacho_220_kV,cc2,AC,0,0.106519776,176.4,1.411928179,0.075
Lomera_220_kV,Huacho_220_kV,cc2,AC,0,0.049712646,176.4,0.742457692,0.075
Zapallal_220_kV,Lomera_220_kV,cc2,AC,0,0.059031864,176.4,0.866576389,0.075
Carabayllo_220_kV,Zapallal_220_kV,cc2,AC,0,0.006277902,466.48,0,0
Carabayllo_220_kV,Mirador_220_kV,cc2,AC,0,0.013975483,383.18,0,0
Mirador_220_kV,Malvinas_220_kV,cc2,AC,0,0.018127309,383.18,0,0
Zapallal_220_kV,Ventanilla_220_kV,cc2,AC,0,0.018429545,264.6,0,0
Ventanilla_220_kV,Chillon_220_kV,cc2,AC,0,0.001296313,224.42,0,0
Ventanilla_220_kV,Chavarria_220_kV,cc2,AC,0,0.010921445,185.22,0,0
Ventanilla_220_kV,Aeropuerto_220_kV,cc2,AC,0,0.007638451,185.22,0,0
Aeropuerto_220_kV,Chavarria_220_kV,cc2,AC,0,0.0049229,185.22,0,0
Chavarria_220_kV,Barsi_220_kV,cc2,AC,0,0.009925413,321.44,0,0
Chavarria_220_kV,SantaRosa_220_kV,cc2,AC,0,0.008701215,148.96,0,0
SantaRosa_220_kV,Industriales_220_kV,cc2,AC,0,0.006989231,148.96,0,0
Industriales_220_kV,SanJuan_220_kV,cc2,AC,0,0.020855785,148.96,0,0
Planicie_220_kV,Industriales_220_kV,cc2,AC,0,0.01149229,392,0,0
Planicie_220_kV,Manchay_220_kV,cc2,AC,0,0.001500814,321.44,0,0
Planicie_220_kV,Pachacutec_220_kV,cc2,AC,0,0.021203409,321.44,0,0
Industriales_220_kV,SanLuis_220_kV,cc2,AC,0,0.002660826,323.4,0,0
Industriales_220_kV,LosSauces_220_kV,cc2,AC,0,0.001286546,304.78,0,0
SanJuan_220_kV,Balnearios_220_kV,cc2,AC,0,0.009759525,485.1,0,0
SanJuan_220_kV,AltoPraderas_220_kV,cc2,AC,0,0.014215384,343.98,0,0
AltoPraderas_220_kV,ChilcaREP_220_kV,cc2,AC,0,0.02270615,343.98,0,0
ChilcaCTM_220_kV,ChilcaREP_220_kV,cc2,AC,0,0.026872293,641.9,0.204917661,0.075
ChilcaREP_220_kV,Asia_220_kV,cc2,AC,0,0.029258264,245,0.173364337,0.075
Asia_220_kV,Cantera_220_kV,cc2,AC,0,0.055793182,245,0.183390387,0.075
Cantera_220_kV,Independencia_220_kV,cc2,AC,0,0.083229132,245,0.193416438,0.075
ChilcaREP_220_kV,Desierto_220_kV,cc2,AC,0,0.106810711,176.4,1.039450857,0.075
Desierto_220_kV,Chincha_220_kV,cc2,AC,0,0.017594008,245,0.168908315,0.075
Chincha_220_kV,Independencia_220_kV,cc2,AC,0,0.041220248,245,0.177820359,0.075
ChilcaREP_220_kV,Independencia_220_kV,cc2,AC,0,0.164317983,176.4,1.512352602,0.075
Independencia_220_kV,Aceros_220_kV,cc2,AC,0,0.024904959,450,0.916598295,0.075
Independencia_220_kV,Ica_220_kV,cc2,AC,0,0.051842305,176.4,0,0
Ica_220_kV,Nazca_220_kV,cc2,AC,0,0.117438017,176.4,1.557596097,0.075
Nazca_220_kV,Marcona_220_kV,cc2,AC,0,0.061756198,176.4,0.895469199,0.075
Marcona_220_kV,Poroma_220_kV,cc2,AC,0,0.028043182,441,0,0
Mantaro_220_kV,Huancavelica_220_kV,cc2,AC,0,0.072787397,245,0,0
Huancavelica_220_kV,Independencia_220_kV,cc2,AC,0,0.189002603,148.96,1.937646396,0.075
Huancavelica_220_kV,Caudalosa_220_kV,cc2,AC,0,0.098553719,148.96,1.045545782,0.075
Caudalosa_220_kV,Independencia_220_kV,cc2,AC,0,0.099407851,148.96,1.05321089,0.075
Huancavelica_220_kV,Mollepata_220_kV,cc2,AC,0,0.09654883,245,1.651332383,0.075
Mantaro_220_kV,Huayucachi_220_kV,cc2,AC,0,0.079121901,245,0.17187515,0.075
Huayucachi_220_kV,Orcotuna_220_kV,cc2,AC,0,0.026998967,148.96,0.417940519,0.075
Orcotuna_220_kV,Huanza_220_kV,cc2,AC,0,0.154136364,148.96,1.627347112,0.075
Huanza_220_kV,Carabayllo_220_kV,cc2,AC,0,0.076088843,245,1.351574691,0.075
Mantaro_220_kV,Pomacocha_220_kV,cc2,AC,0,0.20049407,148.96,0,0
Mantaro_220_kV,Pachachaca_220_kV,cc2,AC,0,0.20222638,148.96,0,0
Pomacocha_220_kV,SanJuan_220_kV,cc2,AC,0,0.113580785,245,0,0
Pachachaca_220_kV,Pomacocha_220_kV,cc2,AC,0,0.013995341,245,0.378663307,0.075
Pachachaca_220_kV,Callahuanca_220_kV,cc2,AC,0,0.073360397,245,0,0
Matucana_220_kV,Callahuanca_220_kV,cc2,AC,0,0.023290289,224.42,0.505717229,0.075
Callahuanca_220_kV,Carapongo_220_kV,cc2,AC,0,0.031823678,333.2,0,0
Carapongo_220_kV,Cajamarquilla_220_kV,cc2,AC,0,0.005543479,333.2,0,0
Cajamarquilla_220_kV,Chavarria_220_kV,cc2,AC,0,0.020531405,333.2,0,0
Huinco_220_kV,Carapongo_220_kV,cc2,AC,0,0.042562066,336.14,0,0
Carapongo_220_kV,SantaRosa_220_kV,cc2,AC,0,0.021800083,336.14,0,0
Carapongo_220_kV,SanMiguel_220_kV,cc2,AC,0,0.005848926,321.44,0,0
Yanango_220_kV,Pachachaca_220_kV,cc2,AC,0,0.096049587,197.5,1.282403817,0.075
Yanango_220_kV,YanangoNueva_220_kV,cc2,AC,0,0.008285021,441,0.466589644,0.075
Pomacocha_220_kV,Carhuamayo_220_kV,cc2,AC,0,0.112504545,176.4,1.394665061,0.075
Oroya_220_kV,Pachachaca_220_kV,cc2,AC,0,0.022738314,245,0.510714442,0.075
Oroya_220_kV,Carhuamayo_220_kV,cc2,AC,0,0.077911523,245,1.381411459,0.075
Yuncan_220_kV,Carhuamayo_220_kV,cc2,AC,0,0.055920455,254.8,0,0
Paragsha_220_kV,Carhuamayo_220_kV,cc2,AC,0,0.044629897,147,0,0
Paragsha_220_kV,Francoise_220_kV,cc2,AC,0,0.046232541,147,0.590817921,0.075
Paragsha_220_kV,Vizcarra_220_kV,cc2,AC,0,0.127857453,245,2.16369725,0.075
Vizcarra_220_kV,Conococha_220_kV,cc2,AC,0,0.053899393,187.18,0.797550842,0.075
Paragsha_220_kV,Conococha_220_kV,cc2,AC,0,0.14332339,176.4,1.792661039,0.075
Vizcarra_220_kV,Antamina_220_kV,cc2,AC,0,0.054888446,186.2,0.800851958,0.075
Vizcarra_220_kV,Yungas_220_kV,cc2,AC,0,0.010539256,176.4,0.277483368,0.075
Yungas_220_kV,Antamina_220_kV,cc2,AC,0,0.04434919,176.4,0.650808251,0.075
Chaglla_220_kV,Huanuco_220_kV,cc2,AC,0,0.04376769,237.16,0,0
Huanuco_220_kV,Paragsha_220_kV,cc2,AC,0,0.081282425,237.16,0,0
TingoMaria_220_kV,Huanuco_220_kV,cc2,AC,0,0.109201033,187.18,1.463421126,0.075
Huanuco_220_kV,Vizcarra_220_kV,cc2,AC,0,0.106467355,187.18,1.975312096,0.075
Huanuco_220_kV,Yungas_220_kV,cc2,AC,0,0.105382231,441,3.743716465,0.075
TingoMaria_220_kV,TingoMariaN_220_kV,cc2,AC,0,0.004695248,441,0.320731343,0.075
TingoMariaN_220_kV,Chaglla_220_kV,cc2,AC,0,0.035370868,441,1.363588986,0.075
Aguaytia_220_kV,TingoMaria_220_kV,cc2,AC,0,0.076621009,187.18,1.264190149,0.075
Aguaytia_220_kV,TingoMariaN_220_kV,cc2,AC,0,0.07644594,441,2.759989559,0.075
Mantaro_220_kV,Colcabamba_220_kV,cc2,AC,0,0.03290317,980,0.225761994,0.075
Colcabamba_220_kV,CAguila_220_kV,cc2,AC,0,0.015650886,602.7,0,0
Mantaro_220_kV,Cotaruse_220_kV,cc2,AC,0,0.237020856,247.45,0,0
Cotaruse_220_kV,Socabaya_220_kV,cc2,AC,0,0.091311566,247.45,0,0
CerroVerde_220_kV,Socabaya_220_kV,cc2,AC,0,0.009619692,282.24,0,0
CerroVerde_220_kV,SanLuisCV_220_kV,cc2,AC,0,0.015130285,588,0.761839952,0.075
Socabaya_220_kV,Yarabamba_220_kV,cc2,AC,0,0.002028657,588,0,0
SanJose_220_kV,SanLuisCV_220_kV,cc2,AC,0,0.029724117,588,0,0
Socabaya_220_kV,Moquegua_220_kV,cc2,AC,0,0.108270528,147,0,0
Moquegua_220_kV,Montalvo_220_kV,cc2,AC,0,0.00402062,686,0.427499309,0.075
Moquegua_220_kV,Ilo2_220_kV,cc2,AC,0,0.058308778,392,0,0
Ilo3_220_kV,Ilo2_220_kV,cc2,AC,0,0.022132386,392,0.896806829,0.075
Moquegua_220_kV,Ilo3_220_kV,cc2,AC,0,0.053920041,294,0,0
Moquegua_220_kV,TiaMaria_220_kV,cc2,AC,0,0.103767244,294,2.227347487,0.075
Ilo3_220_kV,TiaMaria_220_kV,cc2,AC,0,0.119208645,294,2.534333594,0.075
Moquegua_220_kV,LosHeroes_220_kV,cc2,AC,0,0.131407049,147,1.4084169,0.075
Montalvo_220_kV,LosHeroes_220_kV,cc2,AC,0,0.136131488,245,2.314694732,0.075
Puno_220_kV,Moquegua_220_kV,cc2,AC,0,0.201874041,147,2.065749897,0.075
Juliaca_220_kV,Puno_220_kV,cc2,AC,0,0.02931195,441,1.237561385,0.075
Azangaro_220_kV,Juliaca_220_kV,cc2,AC,0,0.06179276,441,2.430385588,0.075
Tintaya_220_kV,Azangaro_220_kV,cc2,AC,0,0.129163636,441,3.885049251,0.075
Tintaya_220_kV,Socabaya_220_kV,cc2,AC,0,0.209923425,196,2.765281489,0.075
Tintaya_220_kV,Constancia_220_kV,cc2,AC,0,0.072622492,147,0.831875085,0.075
Cotaruse_220_kV,LasBambas_220_kV,cc2,AC,0,0.133295207,147,0,0
Onocora_220_kV,Tintaya_220_kV,cc2,AC,0,0.050793286,294,0,0
Kayra_220_kV,Onocora_220_kV,cc2,AC,0,0.086451198,294,2.357439055,0.075
Suriray_220_kV,Kayra_220_kV,cc2,AC,0,0.112115446,294,3.047744847,0.075
Suriray_220_kV,Abancay_220_kV,cc2,AC,0,0.061168376,245,1.100176484,0.075
Abancay_220_kV,Cotaruse_220_kV,cc2,AC,0,0.136865558,245,2.262291121,0.075
Suriray_220_kV,Cotaruse_220_kV,cc2,AC,0,0.198349778,245,3.206206208,0.075
Carhuaquero_220_kV,Carhuaquero_138_kV,cc2,AC,0,0.342857143,9999,0,0
Guadalupe_220_kV,Guadalupe_60_kV,cc2,AC,0,0.082903161,9999,0.584761917,0.075
Chimbote_220_kV,Chimbote_138_kV,cc2,AC,0,0.044868229,235.2,0.639752388,0.075
KimanAyllu_220_kV,KimanAyllu_138_kV,cc2,AC,0,0.12533,98,0.386694459,0.075
Paramonga_220_kV,SEPANU_138_kV,cc2,AC,0,0.179846154,9999,0.266672536,0.075
