InitialNode,FinalNode,cc1,cc2,cc3,cc4
Tocache_500_kV,Chimbote_500_kV,0,0.0,0.0,0.0
Tomasiri_66_kV,Tacna_66_kV,0,0.0,0.0,0.0
Toquepala_138_kV,Aricota_138_kV,0,0.0,0.0,0.0
Trujillo_220_kV,Cajamarca_220_kV,0,0.0,0.0,0.0
Trujillo_220_kV,Guadalupe_220_kV,0,0.0,0.0,0.0
Trujillo_220_kV,TrujilloNueva_220_kV,0,0.0,0.0,0.0
Trujillo_500_kV,LaNinha_500_kV,0,0.0,0.0,0.0
Trujillo_500_kV,TrujilloNueva_220_kV,0,0.0,0.0,0.0
Tumbes_220_kV,Machala_220_kV,0,0.0,0.0,0.0
Ventanilla_220_kV,Aeropuerto_220_kV,0,0.0,0.0,0.0
Ventanilla_220_kV,Chavarria_220_kV,0,0.0,0.0,0.0
Ventanilla_220_kV,Chillon_220_kV,0,0.0,0.0,0.0
Viru_220_kV,Trujillo_220_kV,0,0.0,0.0,0.0
Vizcarra_220_kV,Antamina_220_kV,0,0.0,0.0,0.0
Vizcarra_220_kV,Conococha_220_kV,0,0.0,0.0,0.0
Vizcarra_220_kV,Yungas_220_kV,0,0.0,0.0,0.0
Yanango_220_kV,Pachachaca_220_kV,0,0.0,0.0,0.0
Yanango_220_kV,YanangoNueva_220_kV,0,0.0,0.0,0.0
Yanango_500_kV,Carapongo_500_kV,0,0.0,0.0,0.0
Yanango_500_kV,YanangoNueva_220_kV,0,0.0,0.0,0.0
Yanango_500_kV,Yungas_500_kV,0,0.0,0.0,0.0
Yarabamba_500_kV,Montalvo_500_kV,0,0.0,0.0,0.0
Yarabamba_500_kV,Yarabamba_220_kV,0,0.0,0.0,0.0
Yuncan_138_kV,Yaupi_138_kV,0,0.0,0.0,0.0
Yuncan_220_kV,Carhuamayo_220_kV,0,0.0,0.0,0.0
Yuncan_220_kV,Yuncan_138_kV,0,0.0,0.0,0.0
Yuncan_500_kV,Paramonga_500_kV,0,0.0,0.0,0.0
Yuncan_500_kV,Yanango_500_kV,0,0.0,0.0,0.0
Yuncan_500_kV,Yuncan_220_kV,0,0.0,0.0,0.0
Yungas_220_kV,Antamina_220_kV,0,0.0,0.0,0.0
Yungas_500_kV,Paramonga_500_kV,0,0.0,0.0,0.0
Yungas_500_kV,Yungas_220_kV,0,0.0,0.0,0.0
Zapallal_220_kV,Huacho_220_kV,0,0.0,0.0,0.0
Zapallal_220_kV,Huarangal_60_kV,0,0.0,0.0,0.0
Zapallal_220_kV,Lomera_220_kV,0,0.0,0.0,0.0
Zapallal_220_kV,Ventanilla_220_kV,0,0.0,0.0,0.0
Zapallal_60_kV,Lomera_60_kV,0,0.0,0.0,0.0
Zorritos_220_kV,Tumbes_220_kV,0,0.0,0.0,0.0
nhanha_60_kV,Huachipa_60_kV,0,0.0,0.0,0.0
