Scenario,Period,LoadLevel,Area1
sc01,y2030,2030-01-01T15:00:00+01:00,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,0.10975677461538044
sc01,y2030,2030-01-02T23:00:00+01:00,0.0
sc01,y2030,2030-01-03T15:00:00+01:00,0.08307934384613277
sc01,y2030,2030-01-04T07:00:00+01:00,0.08307934384615794
sc01,y2030,2030-01-04T23:00:00+01:00,0.054191118461536895
sc01,y2030,2030-01-05T15:00:00+01:00,0.021600629400001653
sc01,y2030,2030-01-06T07:00:00+01:00,0.0
sc01,y2030,2030-01-06T23:00:00+01:00,0.0
sc01,y2030,2030-01-07T15:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-08T07:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-08T23:00:00+01:00,0.05419111846153429
sc01,y2030,2030-01-09T15:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-10T07:00:00+01:00,0.08307934384615359
sc01,y2030,2030-01-10T23:00:00+01:00,0.05419111846156552
sc01,y2030,2030-01-11T15:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-12T07:00:00+01:00,0.08307934384614579
sc01,y2030,2030-01-12T23:00:00+01:00,0.0
sc01,y2030,2030-01-13T15:00:00+01:00,0.0
sc01,y2030,2030-01-14T07:00:00+01:00,0.10975677461538998
sc01,y2030,2030-01-14T23:00:00+01:00,0.054191118461530824
sc01,y2030,2030-01-15T15:00:00+01:00,0.08308088556697579
sc01,y2030,2030-01-16T07:00:00+01:00,0.08307934384613277
sc01,y2030,2030-01-16T23:00:00+01:00,0.054191118461536895
sc01,y2030,2030-01-17T15:00:00+01:00,0.0830793438461293
sc01,y2030,2030-01-18T07:00:00+01:00,0.08307934384617441
sc01,y2030,2030-01-18T23:00:00+01:00,0.05419111846153429
sc01,y2030,2030-01-19T15:00:00+01:00,0.02160062939999853
sc01,y2030,2030-01-20T07:00:00+01:00,0.0
sc01,y2030,2030-01-20T23:00:00+01:00,0.0
sc01,y2030,2030-01-21T15:00:00+01:00,0.08307934384615794
sc01,y2030,2030-01-22T07:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-22T23:00:00+01:00,0.054191118461530824
sc01,y2030,2030-01-23T15:00:00+01:00,0.08307934384637478
sc01,y2030,2030-01-24T07:00:00+01:00,0.08307934384614579
sc01,y2030,2030-01-24T23:00:00+01:00,0.05286074652037162
sc01,y2030,2030-01-25T15:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-26T07:00:00+01:00,0.08307934384615012
sc01,y2030,2030-01-26T23:00:00+01:00,0.0
sc01,y2030,2030-01-27T15:00:00+01:00,0.0
sc01,y2030,2030-01-28T07:00:00+01:00,0.10975677461539257
sc01,y2030,2030-01-28T23:00:00+01:00,0.054191118461527354
sc01,y2030,2030-01-29T15:00:00+01:00,0.08307934384614579
sc01,y2030,2030-01-30T07:00:00+01:00,0.08307934384614146
sc01,y2030,2030-01-30T23:00:00+01:00,0.053746125680630315
sc01,y2030,2030-01-31T15:00:00+01:00,0.08307934384614146
