Period,Scenario,LoadLevel,Ant_C3,Ant_C4,Ant_C7,Ant_C8,Gas_C1,Gas_C2,Gas_C21,Gas_C22,Gas_C31,Gas_C32,Gas_C33,Gas_C5,Gas_C6,Hyd_H25,Hyd_H26,Hyd_H27,Nuc_N23,Nuc_N24,Pum_H28,Pum_H29,Pum_H30,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Sub_C9
2030,sc01,12-24 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.0034451600000026117,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-24 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.0034451600000026117,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-24 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.026297559840028406,0.099,0.7040000000000001,0.7040000000000001,0.099,0.050914840159996755,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-24 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.02461728031996835,0.099,0.7040000000000001,0.7040000000000001,0.099,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.014528839680031269,0.018816,0.018816,0.0,0.018816,0.14400000000000002
2030,sc01,12-24 17:00:00+01:00,0.10630724000000005,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-24 19:00:00+01:00,0.030608960000000268,0.0,0.0,0.0,0.0,0.0,0.2976,0.19334399999999996,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.099,0.099,0.099,0.7040000000000001,0.7040000000000001,0.099,0.099,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.018816,0.018816,0.018816,0.018816,0.018816,0.14400000000000002
2030,sc01,12-24 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.10087223952000046,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.0,0.0,0.099,0.7040000000000001,0.7040000000000001,0.058040000479999965,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-24 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.32331835975997836,0.0,0.0,0.0,0.0,0.04118100023999821,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-25 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.3864000000000001,0.0,0.0,0.0,0.0,0.07360399999999945,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-25 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.06255200000000144,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-25 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.104256,0.0,0.0,0.0,0.16155199999999909,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.0,0.0,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2030,sc01,12-25 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2976,0.0521000000000002,0.19334399999999996,0.19334399999999996,0.3864000000000001,0.0,0.0,0.05743200000000004,0.0,0.099,0.7040000000000001,0.7040000000000001,0.0,0.0,0.099,0.14400000000000002,0.14400000000000002,0.3743,0.3743,0.3743,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
