Period,Scenario,LoadLevel,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
2030,sc01,01-02 15:00:00+01:00,67.66298713021216,67.66298713021216,67.66298713021219,67.66298713021217,67.66298713021217,67.66298713021217,67.66298713021217,67.66298713021217,67.66298713021217,67.66298713021217,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-02 17:00:00+01:00,84.67419957437242,84.67419957437242,84.67419957437242,84.67419957437244,84.67419957437242,84.67419957437247,84.67419957437247,84.67419957437247,84.67419957437244,84.67419957437247,84.67419957437242,84.67419957437242,84.67419957437242,84.67419957437234,84.67419957437235,84.67419957437234,84.67419957437237,84.67419957437237,84.67419957437234,84.67419957437234,84.67419957437237,84.67419957437237,84.67419957437234,84.67419957437235
2030,sc01,01-02 19:00:00+01:00,84.67419957437242,84.67419957437242,84.67419957437242,84.67419957437242,84.67419957437242,84.67419957437244,84.67419957437244,84.67419957437244,84.67419957437242,84.67419957437244,84.67419957437241,84.6741995743724,84.67419957437237,84.67419957437241,84.67419957437244,84.67419957437241,84.67419957437244,84.67419957437244,84.67419957437241,84.67419957437241,84.67419957437244,84.67419957437244,84.6741995743722,84.67419957437244
2030,sc01,01-02 21:00:00+01:00,67.66298713021207,67.66298713021207,67.66298713021212,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021217,67.6629871302122,67.66298713021224,67.66298713021213,67.66298713021213,67.66298713021213,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021219,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021213
2030,sc01,01-02 23:00:00+01:00,66.28922739290489,66.28922739290489,66.28922739290476,66.28922739290496,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290496,66.28922739290502,66.28922739290503,66.28922739290506,66.28922739290513,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290502,66.28922739290499
2030,sc01,01-03 01:00:00+01:00,66.28922739290493,66.28922739290492,66.28922739290496,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-03 03:00:00+01:00,66.28922739290493,66.28922739290492,66.28922739290496,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-03 05:00:00+01:00,66.28922739290495,66.28922739290493,66.28922739290496,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-03 07:00:00+01:00,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021214,67.66298713021217,67.66298713021219,67.66298713021217,67.66298713021219,67.66298713021219,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021217,67.66298713021219
2030,sc01,01-03 09:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-03 11:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-03 13:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-03 15:00:00+01:00,67.66298713021199,67.66298713021196,67.6629871302121,67.66298713021213,67.66298713021212,67.66298713021212,67.66298713021212,67.66298713021212,67.66298713021213,67.66298713021212,67.66298713021219,67.66298713021219,67.6629871302122,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.6629871302122,67.66298713021219
2030,sc01,01-03 17:00:00+01:00,79.59316869303053,79.59316869303053,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303049,79.59316869303048,79.59316869303049,79.59316869303049,79.5931686930305,79.5931686930305,79.5931686930305,79.5931686930305,79.59316869303052,79.59316869303053,79.5931686930305,79.59316869303052,79.59316869303052,79.59316869303049,79.5931686930305
2030,sc01,01-03 19:00:00+01:00,79.59316869303053,79.59316869303053,79.5931686930305,79.59316869303052,79.59316869303053,79.59316869303053,79.59316869303053,79.59316869303053,79.59316869303052,79.59316869303053,79.59316869303053,79.59316869303053,79.59316869303052,79.59316869303052,79.5931686930305,79.59316869303052,79.59316869303049,79.5931686930305,79.59316869303052,79.59316869303052,79.5931686930305,79.5931686930305,79.59316869303053,79.5931686930305
2030,sc01,01-03 21:00:00+01:00,67.66298713021214,67.66298713021214,67.66298713021217,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.6629871302122,67.66298713021222,67.66298713021223,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-03 23:00:00+01:00,66.28922739290488,66.28922739290488,66.28922739290476,66.28922739290496,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290496,66.28922739290502,66.28922739290503,66.28922739290506,66.28922739290513,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290502,66.28922739290499
2030,sc01,01-04 01:00:00+01:00,66.28922739290495,66.28922739290493,66.28922739290496,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-04 03:00:00+01:00,66.28922739290492,66.28922739290492,66.28922739290492,66.28922739290492,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290492,66.28922739290495,66.2892273929049,66.28922739290492,66.2892273929049,66.28922739290488,66.28922739290489,66.28922739290488,66.28922739290489,66.28922739290489,66.28922739290488,66.28922739290488,66.28922739290489,66.28922739290489,66.28922739290488,66.28922739290489
2030,sc01,01-04 05:00:00+01:00,66.28922739290492,66.28922739290492,66.28922739290492,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.2892273929049,66.28922739290492,66.2892273929049,66.28922739290488,66.28922739290489,66.28922739290488,66.28922739290489,66.28922739290489,66.28922739290488,66.28922739290488,66.28922739290489,66.28922739290489,66.28922739290488,66.28922739290489
2030,sc01,01-04 07:00:00+01:00,67.66298713021226,67.66298713021226,67.66298713021213,67.66298713021227,67.66298713021229,67.66298713021229,67.66298713021229,67.66298713021229,67.66298713021227,67.66298713021229,67.66298713021227,67.6629871302123,67.66298713021234,67.66298713021219,67.66298713021216,67.66298713021219,67.6629871302122,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021227,67.66298713021216
2030,sc01,01-04 09:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021234,67.66298713021217,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021345,67.6629871302108,67.66298713020988,67.66298713021216,67.66298713021219,67.66298713021216,67.6629871302122,67.66298713021219,67.66298713021216,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021126,67.66298713021219
2030,sc01,01-04 11:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021223,67.66298713021224,67.66298713021222,67.66298713021223,67.66298713021222,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021222,67.6629871302122,67.6629871302122,67.66298713021222,67.66298713021219
2030,sc01,01-04 13:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021223,67.66298713021224,67.66298713021222,67.66298713021223,67.66298713021222,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021222,67.6629871302122,67.6629871302122,67.66298713021222,67.66298713021219
2030,sc01,01-04 15:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021223,67.66298713021224,67.66298713021222,67.66298713021223,67.66298713021222,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021222,67.6629871302122,67.6629871302122,67.66298713021222,67.66298713021219
2030,sc01,01-04 17:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-04 19:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-04 21:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021223,67.66298713021224,67.66298713021222,67.66298713021223,67.66298713021222,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021222,67.6629871302122,67.6629871302122,67.66298713021222,67.66298713021219
2030,sc01,01-04 23:00:00+01:00,66.28922739290495,66.28922739290493,66.28922739290496,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-05 01:00:00+01:00,66.28922739290493,66.28922739290492,66.28922739290496,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-05 03:00:00+01:00,66.28922739290493,66.28922739290493,66.28922739290476,66.289227392905,66.28922739290506,66.28922739290506,66.28922739290506,66.28922739290506,66.289227392905,66.28922739290506,66.28922739290508,66.2892273929051,66.28922739290519,66.28922739290499,66.28922739290498,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290505,66.28922739290498
2030,sc01,01-05 05:00:00+01:00,66.28922739290496,66.28922739290496,66.28922739290499,66.28922739290503,66.28922739290498,66.28922739290498,66.28922739290498,66.28922739290498,66.28922739290503,66.28922739290498,66.28922739290498,66.28922739290498,66.28922739290492,66.289227392905,66.28922739290499,66.289227392905,66.28922739290499,66.28922739290499,66.289227392905,66.289227392905,66.28922739290499,66.28922739290499,66.28922739290496,66.28922739290499
2030,sc01,01-05 07:00:00+01:00,66.38937978093365,66.38937978093357,66.38937978093342,66.38937978093342,66.38937978093345,66.38937978093345,66.38937978093345,66.38937978093345,66.38937978093342,66.38937978093345,66.38937978093337,66.38937978093338,66.3893797809334,66.38937978093333,66.38937978093334,66.38937978093333,66.38937978093334,66.38937978093334,66.38937978093335,66.38937978093335,66.38937978093334,66.38937978093334,66.38937978093335,66.38937978093334
2030,sc01,01-05 09:00:00+01:00,67.66298713021207,67.66298713021207,67.66298713021212,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021217,67.6629871302122,67.66298713021224,67.66298713021213,67.66298713021213,67.66298713021213,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021219,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021213
2030,sc01,01-05 11:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021223,67.66298713021223,67.66298713021223,67.66298713021223,67.66298713021223,67.66298713021223,67.66298713021222,67.66298713021222,67.66298713021222,67.6629871302122,67.66298713021222,67.6629871302122,67.66298713021222,67.66298713021222,67.66298713021219,67.66298713021219,67.66298713021222,67.66298713021222,67.66298713021219,67.66298713021222
2030,sc01,01-05 13:00:00+01:00,67.66298713021207,67.66298713021207,67.66298713021212,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021216,67.66298713021217,67.6629871302122,67.66298713021224,67.66298713021213,67.66298713021213,67.66298713021213,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021219,67.66298713021214,67.66298713021214,67.66298713021219,67.66298713021213
2030,sc01,01-05 15:00:00+01:00,67.66298713021229,67.66298713021227,67.6629871302122,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021219,67.6629871302122,67.66298713021224,67.66298713021214,67.66298713021216,67.66298713021214,67.66298713021216,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021216,67.66298713021216,67.66298713021219,67.66298713021216
2030,sc01,01-05 17:00:00+01:00,67.66298713021222,67.66298713021222,67.6629871302122,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021222,67.66298713021223,67.66298713021224,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021223,67.6629871302122,67.6629871302122,67.66298713021223,67.66298713021219
2030,sc01,01-05 19:00:00+01:00,67.66298713021227,67.66298713021227,67.66298713021222,67.66298713021223,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021224,67.66298713021223,67.66298713021224,67.66298713021222,67.66298713021223,67.66298713021222,67.6629871302122,67.66298713021219,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021224,67.66298713021222,67.6629871302122,67.6629871302122,67.66298713021222,67.66298713021219
2030,sc01,01-05 21:00:00+01:00,67.66298713021223,67.66298713021222,67.66298713021219,67.66298713021217,67.6629871302122,67.6629871302122,67.6629871302122,67.6629871302122,67.66298713021217,67.6629871302122,67.66298713021216,67.66298713021217,67.66298713021216,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219,67.66298713021219
2030,sc01,01-05 23:00:00+01:00,66.28922739290493,66.28922739290492,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-06 01:00:00+01:00,66.28922739290489,66.28922739290489,66.28922739290476,66.28922739290496,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290502,66.28922739290496,66.28922739290502,66.28922739290503,66.28922739290506,66.28922739290513,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290499,66.28922739290502,66.28922739290499
2030,sc01,01-06 03:00:00+01:00,66.28922739290493,66.28922739290492,66.28922739290496,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-06 05:00:00+01:00,66.28922739290495,66.28922739290493,66.28922739290496,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
2030,sc01,01-06 07:00:00+01:00,66.28922739290495,66.28922739290493,66.28922739290496,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290496,66.28922739290499,66.28922739290493,66.28922739290495,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290493,66.28922739290495,66.28922739290495,66.28922739290493,66.28922739290495
