Period,Scenario,LoadLevel,Area1
2025,sc01,03-05 01:00:00+01:00,12.41275635
2025,sc01,03-05 02:00:00+01:00,12.35145189
2025,sc01,03-05 03:00:00+01:00,12.64159738
2025,sc01,03-05 04:00:00+01:00,13.67469952
2025,sc01,03-05 05:00:00+01:00,15.07070293
2025,sc01,03-05 06:00:00+01:00,16.32324651
2025,sc01,03-05 07:00:00+01:00,17.1394828
2025,sc01,03-05 08:00:00+01:00,17.47815905
2025,sc01,03-05 09:00:00+01:00,17.6126743
2025,sc01,03-05 10:00:00+01:00,17.52064547
2025,sc01,03-05 11:00:00+01:00,17.38061238
2025,sc01,03-05 12:00:00+01:00,17.21730404
2025,sc01,03-05 13:00:00+01:00,17.02579462
2025,sc01,03-05 14:00:00+01:00,16.82632514
2025,sc01,03-05 15:00:00+01:00,16.78479244
2025,sc01,03-05 16:00:00+01:00,17.29488205
2025,sc01,03-05 17:00:00+01:00,18.16114058
2025,sc01,03-05 18:00:00+01:00,18.10331215
2025,sc01,03-05 19:00:00+01:00,17.40974832
2025,sc01,03-05 20:00:00+01:00,16.52493054
2025,sc01,03-05 21:00:00+01:00,15.7098558
2025,sc01,03-05 22:00:00+01:00,14.73396457
2025,sc01,03-05 23:00:00+01:00,13.89030886
2025,sc01,03-06 00:00:00+01:00,13.52096417
2025,sc01,03-06 01:00:00+01:00,13.2659374
2025,sc01,03-06 02:00:00+01:00,13.15285879
2025,sc01,03-06 03:00:00+01:00,13.32386742
2025,sc01,03-06 04:00:00+01:00,14.15253688
2025,sc01,03-06 05:00:00+01:00,15.39925189
2025,sc01,03-06 06:00:00+01:00,16.66603847
2025,sc01,03-06 07:00:00+01:00,17.38405996
2025,sc01,03-06 08:00:00+01:00,17.68980953
2025,sc01,03-06 09:00:00+01:00,17.8624751
2025,sc01,03-06 10:00:00+01:00,17.76171946
2025,sc01,03-06 11:00:00+01:00,17.58743765
2025,sc01,03-06 12:00:00+01:00,17.44152635
2025,sc01,03-06 13:00:00+01:00,17.27060144
2025,sc01,03-06 14:00:00+01:00,17.13602894
2025,sc01,03-06 15:00:00+01:00,17.15381382
2025,sc01,03-06 16:00:00+01:00,17.62080711
2025,sc01,03-06 17:00:00+01:00,18.30626891
2025,sc01,03-06 18:00:00+01:00,18.20119735
2025,sc01,03-06 19:00:00+01:00,17.4882549
2025,sc01,03-06 20:00:00+01:00,16.60418865
2025,sc01,03-06 21:00:00+01:00,15.78527254
2025,sc01,03-06 22:00:00+01:00,14.79068671
2025,sc01,03-06 23:00:00+01:00,13.88742948
2025,sc01,03-07 00:00:00+01:00,13.42712154
2025,sc01,03-07 01:00:00+01:00,13.14266068
2025,sc01,03-07 02:00:00+01:00,13.00547784
2025,sc01,03-07 03:00:00+01:00,13.18213867
2025,sc01,03-07 04:00:00+01:00,14.01775026
2025,sc01,03-07 05:00:00+01:00,15.26594517
2025,sc01,03-07 06:00:00+01:00,16.49154553
2025,sc01,03-07 07:00:00+01:00,17.28749879
2025,sc01,03-07 08:00:00+01:00,17.6001766
2025,sc01,03-07 09:00:00+01:00,17.74864761
2025,sc01,03-07 10:00:00+01:00,17.64216201
2025,sc01,03-07 11:00:00+01:00,17.40331084
2025,sc01,03-07 12:00:00+01:00,17.24498059
2025,sc01,03-07 13:00:00+01:00,17.10524335
2025,sc01,03-07 14:00:00+01:00,16.94971868
2025,sc01,03-07 15:00:00+01:00,16.95812946
2025,sc01,03-07 16:00:00+01:00,17.38502758
2025,sc01,03-07 17:00:00+01:00,18.09387716
2025,sc01,03-07 18:00:00+01:00,18.06706928
2025,sc01,03-07 19:00:00+01:00,17.39119668
2025,sc01,03-07 20:00:00+01:00,16.52836454
2025,sc01,03-07 21:00:00+01:00,15.74490403
2025,sc01,03-07 22:00:00+01:00,14.75196059
2025,sc01,03-07 23:00:00+01:00,13.8666312
2025,sc01,03-08 00:00:00+01:00,13.4432101
2025,sc01,03-08 01:00:00+01:00,13.16803863
2025,sc01,03-08 02:00:00+01:00,13.04390713
2025,sc01,03-08 03:00:00+01:00,13.22579061
2025,sc01,03-08 04:00:00+01:00,14.04478946
2025,sc01,03-08 05:00:00+01:00,15.2892886
2025,sc01,03-08 06:00:00+01:00,16.48395081
2025,sc01,03-08 07:00:00+01:00,17.1945073
2025,sc01,03-08 08:00:00+01:00,17.46945738
2025,sc01,03-08 09:00:00+01:00,17.59208053
2025,sc01,03-08 10:00:00+01:00,17.48052317
2025,sc01,03-08 11:00:00+01:00,17.28034684
2025,sc01,03-08 12:00:00+01:00,17.08243668
2025,sc01,03-08 13:00:00+01:00,16.92743785
2025,sc01,03-08 14:00:00+01:00,16.74724408
2025,sc01,03-08 15:00:00+01:00,16.696741
2025,sc01,03-08 16:00:00+01:00,17.08927094
2025,sc01,03-08 17:00:00+01:00,17.83733509
2025,sc01,03-08 18:00:00+01:00,17.88760685
2025,sc01,03-08 19:00:00+01:00,17.25594743
2025,sc01,03-08 20:00:00+01:00,16.44217455
2025,sc01,03-08 21:00:00+01:00,15.64280483
2025,sc01,03-08 22:00:00+01:00,14.73202965
2025,sc01,03-08 23:00:00+01:00,13.82231244
2025,sc01,03-09 00:00:00+01:00,13.47183012
2025,sc01,03-09 01:00:00+01:00,13.18668921
2025,sc01,03-09 02:00:00+01:00,13.05107231
2025,sc01,03-09 03:00:00+01:00,13.23315832
2025,sc01,03-09 04:00:00+01:00,14.06358102
2025,sc01,03-09 05:00:00+01:00,15.29278085
2025,sc01,03-09 06:00:00+01:00,16.4975581
2025,sc01,03-09 07:00:00+01:00,17.2368233
2025,sc01,03-09 08:00:00+01:00,17.5551447
2025,sc01,03-09 09:00:00+01:00,17.66280707
2025,sc01,03-09 10:00:00+01:00,17.58361614
2025,sc01,03-09 11:00:00+01:00,17.3790898
2025,sc01,03-09 12:00:00+01:00,17.15401867
2025,sc01,03-09 13:00:00+01:00,16.94480643
2025,sc01,03-09 14:00:00+01:00,16.70294352
2025,sc01,03-09 15:00:00+01:00,16.606155
2025,sc01,03-09 16:00:00+01:00,16.93121734
2025,sc01,03-09 17:00:00+01:00,17.5939989
2025,sc01,03-09 18:00:00+01:00,17.62594769
2025,sc01,03-09 19:00:00+01:00,16.98763669
2025,sc01,03-09 20:00:00+01:00,16.18318033
2025,sc01,03-09 21:00:00+01:00,15.5208078
2025,sc01,03-09 22:00:00+01:00,14.64869852
2025,sc01,03-09 23:00:00+01:00,13.81513568
2025,sc01,03-10 00:00:00+01:00,13.39053649
2025,sc01,03-10 01:00:00+01:00,13.01546515
2025,sc01,03-10 02:00:00+01:00,12.78554663
2025,sc01,03-10 03:00:00+01:00,12.70982279
2025,sc01,03-10 04:00:00+01:00,12.77979549
2025,sc01,03-10 05:00:00+01:00,13.21322838
2025,sc01,03-10 06:00:00+01:00,13.99251594
2025,sc01,03-10 07:00:00+01:00,14.71265269
2025,sc01,03-10 08:00:00+01:00,15.27159405
2025,sc01,03-10 09:00:00+01:00,15.4890794
2025,sc01,03-10 10:00:00+01:00,15.37651538
2025,sc01,03-10 11:00:00+01:00,15.15379579
2025,sc01,03-10 12:00:00+01:00,14.71635905
2025,sc01,03-10 13:00:00+01:00,14.43247201
2025,sc01,03-10 14:00:00+01:00,14.21134219
2025,sc01,03-10 15:00:00+01:00,14.23087072
2025,sc01,03-10 16:00:00+01:00,14.73952344
2025,sc01,03-10 17:00:00+01:00,15.72777669
2025,sc01,03-10 18:00:00+01:00,15.97310339
2025,sc01,03-10 19:00:00+01:00,15.5182749
2025,sc01,03-10 20:00:00+01:00,14.93261964
2025,sc01,03-10 21:00:00+01:00,14.49563097
2025,sc01,03-10 22:00:00+01:00,13.79660985
2025,sc01,03-10 23:00:00+01:00,13.04771839
2025,sc01,03-11 00:00:00+01:00,12.655572
2025,sc01,03-11 01:00:00+01:00,12.29171635
2025,sc01,03-11 02:00:00+01:00,11.99546928
2025,sc01,03-11 03:00:00+01:00,11.89469146
2025,sc01,03-11 04:00:00+01:00,11.77908425
2025,sc01,03-11 05:00:00+01:00,11.83045998
2025,sc01,03-11 06:00:00+01:00,12.19888437
2025,sc01,03-11 07:00:00+01:00,12.8587743
2025,sc01,03-11 08:00:00+01:00,13.40585731
2025,sc01,03-11 09:00:00+01:00,13.77804101
2025,sc01,03-11 10:00:00+01:00,13.8768892
2025,sc01,03-11 11:00:00+01:00,13.77128154
2025,sc01,03-11 12:00:00+01:00,13.41609017
2025,sc01,03-11 13:00:00+01:00,13.06846505
2025,sc01,03-11 14:00:00+01:00,12.85573741
2025,sc01,03-11 15:00:00+01:00,12.9258941
2025,sc01,03-11 16:00:00+01:00,13.62045402
2025,sc01,03-11 17:00:00+01:00,14.85676377
2025,sc01,03-11 18:00:00+01:00,15.43957274
2025,sc01,03-11 19:00:00+01:00,15.24855309
2025,sc01,03-11 20:00:00+01:00,14.774802
2025,sc01,03-11 21:00:00+01:00,14.25961351
2025,sc01,03-11 22:00:00+01:00,13.46744802
2025,sc01,03-11 23:00:00+01:00,12.77658519
2025,sc01,03-12 00:00:00+01:00,12.48379099
2025,sc01,03-12 01:00:00+01:00,12.29042409
2025,sc01,03-12 02:00:00+01:00,12.23192918
2025,sc01,03-12 03:00:00+01:00,12.51387535
2025,sc01,03-12 04:00:00+01:00,13.53682572
2025,sc01,03-12 05:00:00+01:00,14.89138279
2025,sc01,03-12 06:00:00+01:00,16.12994249
2025,sc01,03-12 07:00:00+01:00,16.8378079
2025,sc01,03-12 08:00:00+01:00,17.16235962
2025,sc01,03-12 09:00:00+01:00,17.23769562
2025,sc01,03-12 10:00:00+01:00,17.13369923
2025,sc01,03-12 11:00:00+01:00,16.92956338
2025,sc01,03-12 12:00:00+01:00,16.706267
2025,sc01,03-12 13:00:00+01:00,16.50772742
2025,sc01,03-12 14:00:00+01:00,16.30622606
2025,sc01,03-12 15:00:00+01:00,16.21064311
2025,sc01,03-12 16:00:00+01:00,16.58238303
2025,sc01,03-12 17:00:00+01:00,17.55835765
2025,sc01,03-12 18:00:00+01:00,17.74370723
2025,sc01,03-12 19:00:00+01:00,17.10476814
2025,sc01,03-12 20:00:00+01:00,16.18726692
2025,sc01,03-12 21:00:00+01:00,15.37413007
2025,sc01,03-12 22:00:00+01:00,14.42249066
2025,sc01,03-12 23:00:00+01:00,13.58563578
2025,sc01,03-13 00:00:00+01:00,13.26657145
2025,sc01,03-13 01:00:00+01:00,12.99391401
2025,sc01,03-13 02:00:00+01:00,12.91485445
2025,sc01,03-13 03:00:00+01:00,13.11196841
2025,sc01,03-13 04:00:00+01:00,13.93272447
2025,sc01,03-13 05:00:00+01:00,15.13816258
2025,sc01,03-13 06:00:00+01:00,16.28258845
2025,sc01,03-13 07:00:00+01:00,16.93480887
2025,sc01,03-13 08:00:00+01:00,17.15813338
2025,sc01,03-13 09:00:00+01:00,17.16975612
2025,sc01,03-13 10:00:00+01:00,17.02728577
2025,sc01,03-13 11:00:00+01:00,16.81118832
2025,sc01,03-13 12:00:00+01:00,16.58521277
2025,sc01,03-13 13:00:00+01:00,16.37985912
2025,sc01,03-13 14:00:00+01:00,16.24153525
2025,sc01,03-13 15:00:00+01:00,16.16841215
2025,sc01,03-13 16:00:00+01:00,16.52570457
2025,sc01,03-13 17:00:00+01:00,17.43963776
2025,sc01,03-13 18:00:00+01:00,17.64717551
2025,sc01,03-13 19:00:00+01:00,17.0509995
2025,sc01,03-13 20:00:00+01:00,16.17054728
2025,sc01,03-13 21:00:00+01:00,15.33965434
2025,sc01,03-13 22:00:00+01:00,14.38421691
2025,sc01,03-13 23:00:00+01:00,13.54171546
2025,sc01,03-14 00:00:00+01:00,13.244239
2025,sc01,03-14 01:00:00+01:00,12.99202079
2025,sc01,03-14 02:00:00+01:00,12.86792702
2025,sc01,03-14 03:00:00+01:00,13.11002423
2025,sc01,03-14 04:00:00+01:00,13.89749158
2025,sc01,03-14 05:00:00+01:00,15.1159347
2025,sc01,03-14 06:00:00+01:00,16.2927839
2025,sc01,03-14 07:00:00+01:00,16.96540947
2025,sc01,03-14 08:00:00+01:00,17.197205
2025,sc01,03-14 09:00:00+01:00,17.1966325
2025,sc01,03-14 10:00:00+01:00,17.07581852
2025,sc01,03-14 11:00:00+01:00,16.82529862
2025,sc01,03-14 12:00:00+01:00,16.63140522
2025,sc01,03-14 13:00:00+01:00,16.42542579
2025,sc01,03-14 14:00:00+01:00,16.26512092
2025,sc01,03-14 15:00:00+01:00,16.18972701
2025,sc01,03-14 16:00:00+01:00,16.5238001
2025,sc01,03-14 17:00:00+01:00,17.4833721
2025,sc01,03-14 18:00:00+01:00,17.6959912
2025,sc01,03-14 19:00:00+01:00,17.09947566
2025,sc01,03-14 20:00:00+01:00,16.20645194
2025,sc01,03-14 21:00:00+01:00,15.41664065
2025,sc01,03-14 22:00:00+01:00,14.46414415
2025,sc01,03-14 23:00:00+01:00,13.61702001
2025,sc01,03-15 00:00:00+01:00,13.22455229
2025,sc01,03-15 01:00:00+01:00,12.97693526
2025,sc01,03-15 02:00:00+01:00,12.8715159
2025,sc01,03-15 03:00:00+01:00,13.05209884
2025,sc01,03-15 04:00:00+01:00,13.8386995
2025,sc01,03-15 05:00:00+01:00,15.06349505
2025,sc01,03-15 06:00:00+01:00,16.20726668
2025,sc01,03-15 07:00:00+01:00,16.86038987
2025,sc01,03-15 08:00:00+01:00,17.09496946
2025,sc01,03-15 09:00:00+01:00,17.14813383
2025,sc01,03-15 10:00:00+01:00,16.98558529
2025,sc01,03-15 11:00:00+01:00,16.7693644
2025,sc01,03-15 12:00:00+01:00,16.57598659
2025,sc01,03-15 13:00:00+01:00,16.41146772
2025,sc01,03-15 14:00:00+01:00,16.22222977
2025,sc01,03-15 15:00:00+01:00,16.14909476
2025,sc01,03-15 16:00:00+01:00,16.51962251
2025,sc01,03-15 17:00:00+01:00,17.45978777
2025,sc01,03-15 18:00:00+01:00,17.60292625
2025,sc01,03-15 19:00:00+01:00,17.04114423
2025,sc01,03-15 20:00:00+01:00,16.16802067
2025,sc01,03-15 21:00:00+01:00,15.38602019
2025,sc01,03-15 22:00:00+01:00,14.45251943
2025,sc01,03-15 23:00:00+01:00,13.60492273
2025,sc01,03-16 00:00:00+01:00,13.22770203
2025,sc01,03-16 01:00:00+01:00,12.98754404
2025,sc01,03-16 02:00:00+01:00,12.86706661
2025,sc01,03-16 03:00:00+01:00,13.09127668
2025,sc01,03-16 04:00:00+01:00,13.88705653
2025,sc01,03-16 05:00:00+01:00,15.09342653
2025,sc01,03-16 06:00:00+01:00,16.2670287
2025,sc01,03-16 07:00:00+01:00,16.91430147
2025,sc01,03-16 08:00:00+01:00,17.15093974
2025,sc01,03-16 09:00:00+01:00,17.21921513
2025,sc01,03-16 10:00:00+01:00,17.07186926
2025,sc01,03-16 11:00:00+01:00,16.82158895
2025,sc01,03-16 12:00:00+01:00,16.5540764
2025,sc01,03-16 13:00:00+01:00,16.30620555
2025,sc01,03-16 14:00:00+01:00,16.12214789
2025,sc01,03-16 15:00:00+01:00,16.02073636
2025,sc01,03-16 16:00:00+01:00,16.35983685
2025,sc01,03-16 17:00:00+01:00,17.23051587
2025,sc01,03-16 18:00:00+01:00,17.35587974
2025,sc01,03-16 19:00:00+01:00,16.71992724
2025,sc01,03-16 20:00:00+01:00,15.95072395
2025,sc01,03-16 21:00:00+01:00,15.29730161
2025,sc01,03-16 22:00:00+01:00,14.447495
2025,sc01,03-16 23:00:00+01:00,13.59435465
2025,sc01,03-17 00:00:00+01:00,13.13768986
2025,sc01,03-17 01:00:00+01:00,12.82108827
2025,sc01,03-17 02:00:00+01:00,12.58590375
2025,sc01,03-17 03:00:00+01:00,12.4853278
2025,sc01,03-17 04:00:00+01:00,12.58771225
2025,sc01,03-17 05:00:00+01:00,12.9909711
2025,sc01,03-17 06:00:00+01:00,13.77074875
2025,sc01,03-17 07:00:00+01:00,14.55116939
2025,sc01,03-17 08:00:00+01:00,15.14205392
2025,sc01,03-17 09:00:00+01:00,15.35275863
2025,sc01,03-17 10:00:00+01:00,15.30021275
2025,sc01,03-17 11:00:00+01:00,15.13896573
2025,sc01,03-17 12:00:00+01:00,14.72899243
2025,sc01,03-17 13:00:00+01:00,14.42028604
2025,sc01,03-17 14:00:00+01:00,14.19737055
2025,sc01,03-17 15:00:00+01:00,14.20789561
2025,sc01,03-17 16:00:00+01:00,14.58889613
2025,sc01,03-17 17:00:00+01:00,15.45084668
2025,sc01,03-17 18:00:00+01:00,15.73025697
2025,sc01,03-17 19:00:00+01:00,15.30954913
2025,sc01,03-17 20:00:00+01:00,14.73311542
2025,sc01,03-17 21:00:00+01:00,14.3085202
2025,sc01,03-17 22:00:00+01:00,13.56218745
2025,sc01,03-17 23:00:00+01:00,12.81507636
2025,sc01,03-18 00:00:00+01:00,12.41031214
2025,sc01,03-18 01:00:00+01:00,12.09022823
2025,sc01,03-18 02:00:00+01:00,11.83522662
2025,sc01,03-18 03:00:00+01:00,11.74743627
2025,sc01,03-18 04:00:00+01:00,11.65395502
2025,sc01,03-18 05:00:00+01:00,11.70487671
2025,sc01,03-18 06:00:00+01:00,12.1643183
2025,sc01,03-18 07:00:00+01:00,12.88362774
2025,sc01,03-18 08:00:00+01:00,13.50880765
2025,sc01,03-18 09:00:00+01:00,13.99752316
2025,sc01,03-18 10:00:00+01:00,14.13356199
2025,sc01,03-18 11:00:00+01:00,14.04772575
2025,sc01,03-18 12:00:00+01:00,13.75777154
2025,sc01,03-18 13:00:00+01:00,13.44531644
2025,sc01,03-18 14:00:00+01:00,13.25467967
2025,sc01,03-18 15:00:00+01:00,13.29706285
2025,sc01,03-18 16:00:00+01:00,13.84488316
2025,sc01,03-18 17:00:00+01:00,14.89804132
2025,sc01,03-18 18:00:00+01:00,15.43943111
2025,sc01,03-18 19:00:00+01:00,15.33668197
2025,sc01,03-18 20:00:00+01:00,14.95580522
2025,sc01,03-18 21:00:00+01:00,14.47686357
2025,sc01,03-18 22:00:00+01:00,13.69265351
2025,sc01,03-18 23:00:00+01:00,13.041956
2025,sc01,03-19 00:00:00+01:00,12.75034551
2025,sc01,03-19 01:00:00+01:00,12.54812473
2025,sc01,03-19 02:00:00+01:00,12.46502987
2025,sc01,03-19 03:00:00+01:00,12.69407707
2025,sc01,03-19 04:00:00+01:00,13.5818874
2025,sc01,03-19 05:00:00+01:00,14.842855
2025,sc01,03-19 06:00:00+01:00,16.10830432
2025,sc01,03-19 07:00:00+01:00,17.02796582
2025,sc01,03-19 08:00:00+01:00,17.47217428
2025,sc01,03-19 09:00:00+01:00,17.69825473
2025,sc01,03-19 10:00:00+01:00,17.68732793
2025,sc01,03-19 11:00:00+01:00,17.50686776
2025,sc01,03-19 12:00:00+01:00,17.38125041
2025,sc01,03-19 13:00:00+01:00,17.23392241
2025,sc01,03-19 14:00:00+01:00,17.10981441
2025,sc01,03-19 15:00:00+01:00,17.03661818
2025,sc01,03-19 16:00:00+01:00,17.2561076
2025,sc01,03-19 17:00:00+01:00,17.98044677
2025,sc01,03-19 18:00:00+01:00,18.10299777
2025,sc01,03-19 19:00:00+01:00,17.50902241
2025,sc01,03-19 20:00:00+01:00,16.6892985
2025,sc01,03-19 21:00:00+01:00,15.91003279
2025,sc01,03-19 22:00:00+01:00,14.97520799
2025,sc01,03-19 23:00:00+01:00,14.18083226
2025,sc01,03-20 00:00:00+01:00,13.86056436
2025,sc01,03-20 01:00:00+01:00,13.61846185
2025,sc01,03-20 02:00:00+01:00,13.48098549
2025,sc01,03-20 03:00:00+01:00,13.65013035
2025,sc01,03-20 04:00:00+01:00,14.37612547
2025,sc01,03-20 05:00:00+01:00,15.54560663
2025,sc01,03-20 06:00:00+01:00,16.79159361
2025,sc01,03-20 07:00:00+01:00,17.56278476
2025,sc01,03-20 08:00:00+01:00,17.94777094
2025,sc01,03-20 09:00:00+01:00,18.14865479
2025,sc01,03-20 10:00:00+01:00,18.10043575
2025,sc01,03-20 11:00:00+01:00,17.88243218
2025,sc01,03-20 12:00:00+01:00,17.74793943
2025,sc01,03-20 13:00:00+01:00,17.60850763
2025,sc01,03-20 14:00:00+01:00,17.4688101
2025,sc01,03-20 15:00:00+01:00,17.38358376
2025,sc01,03-20 16:00:00+01:00,17.63715214
2025,sc01,03-20 17:00:00+01:00,18.29634084
2025,sc01,03-20 18:00:00+01:00,18.40448371
2025,sc01,03-20 19:00:00+01:00,17.83097472
2025,sc01,03-20 20:00:00+01:00,17.01037188
2025,sc01,03-20 21:00:00+01:00,16.20346601
2025,sc01,03-20 22:00:00+01:00,15.2086224
2025,sc01,03-20 23:00:00+01:00,14.43929237
2025,sc01,03-21 00:00:00+01:00,14.15722641
2025,sc01,03-21 01:00:00+01:00,13.89177982
2025,sc01,03-21 02:00:00+01:00,13.78403406
2025,sc01,03-21 03:00:00+01:00,13.95332386
2025,sc01,03-21 04:00:00+01:00,14.6777322
2025,sc01,03-21 05:00:00+01:00,15.80883272
2025,sc01,03-21 06:00:00+01:00,17.04170978
2025,sc01,03-21 07:00:00+01:00,17.7532832
2025,sc01,03-21 08:00:00+01:00,18.14799625
2025,sc01,03-21 09:00:00+01:00,18.29520908
2025,sc01,03-21 10:00:00+01:00,18.20463864
2025,sc01,03-21 11:00:00+01:00,18.02109292
2025,sc01,03-21 12:00:00+01:00,17.8302715
2025,sc01,03-21 13:00:00+01:00,17.65698214
2025,sc01,03-21 14:00:00+01:00,17.51391811
2025,sc01,03-21 15:00:00+01:00,17.45856467
2025,sc01,03-21 16:00:00+01:00,17.63990742
2025,sc01,03-21 17:00:00+01:00,18.30468445
2025,sc01,03-21 18:00:00+01:00,18.46376258
2025,sc01,03-21 19:00:00+01:00,17.92674762
2025,sc01,03-21 20:00:00+01:00,17.07098106
2025,sc01,03-21 21:00:00+01:00,16.27137804
2025,sc01,03-21 22:00:00+01:00,15.33032524
2025,sc01,03-21 23:00:00+01:00,14.54220961
2025,sc01,03-22 00:00:00+01:00,14.24999915
2025,sc01,03-22 01:00:00+01:00,13.97321178
2025,sc01,03-22 02:00:00+01:00,13.81660598
2025,sc01,03-22 03:00:00+01:00,13.937643
2025,sc01,03-22 04:00:00+01:00,14.6601184
2025,sc01,03-22 05:00:00+01:00,15.83311795
2025,sc01,03-22 06:00:00+01:00,17.08579292
2025,sc01,03-22 07:00:00+01:00,17.85049795
2025,sc01,03-22 08:00:00+01:00,18.19642972
2025,sc01,03-22 09:00:00+01:00,18.39185166
2025,sc01,03-22 10:00:00+01:00,18.27450941
2025,sc01,03-22 11:00:00+01:00,18.09785289
2025,sc01,03-22 12:00:00+01:00,17.9340915
2025,sc01,03-22 13:00:00+01:00,17.7654652
2025,sc01,03-22 14:00:00+01:00,17.61544116
2025,sc01,03-22 15:00:00+01:00,17.58914953
2025,sc01,03-22 16:00:00+01:00,17.75780893
2025,sc01,03-22 17:00:00+01:00,18.39564902
2025,sc01,03-22 18:00:00+01:00,18.52770848
2025,sc01,03-22 19:00:00+01:00,17.95988046
2025,sc01,03-22 20:00:00+01:00,17.08672646
2025,sc01,03-22 21:00:00+01:00,16.26396334
2025,sc01,03-22 22:00:00+01:00,15.31986471
2025,sc01,03-22 23:00:00+01:00,14.51219838
2025,sc01,03-23 00:00:00+01:00,14.18867881
2025,sc01,03-23 01:00:00+01:00,13.92632405
2025,sc01,03-23 02:00:00+01:00,13.79023525
2025,sc01,03-23 03:00:00+01:00,13.93683521
2025,sc01,03-23 04:00:00+01:00,14.60015022
2025,sc01,03-23 05:00:00+01:00,15.76809457
2025,sc01,03-23 06:00:00+01:00,16.94270738
2025,sc01,03-23 07:00:00+01:00,17.73408196
2025,sc01,03-23 08:00:00+01:00,18.119361
2025,sc01,03-23 09:00:00+01:00,18.25469761
2025,sc01,03-23 10:00:00+01:00,18.16880578
2025,sc01,03-23 11:00:00+01:00,17.97580125
2025,sc01,03-23 12:00:00+01:00,17.75631414
2025,sc01,03-23 13:00:00+01:00,17.54584572
2025,sc01,03-23 14:00:00+01:00,17.40118829
2025,sc01,03-23 15:00:00+01:00,17.27270381
2025,sc01,03-23 16:00:00+01:00,17.46472384
2025,sc01,03-23 17:00:00+01:00,18.07665087
2025,sc01,03-23 18:00:00+01:00,18.03372465
2025,sc01,03-23 19:00:00+01:00,17.44316476
2025,sc01,03-23 20:00:00+01:00,16.63646572
2025,sc01,03-23 21:00:00+01:00,16.00586163
2025,sc01,03-23 22:00:00+01:00,15.10581072
2025,sc01,03-23 23:00:00+01:00,14.30026529
2025,sc01,03-24 00:00:00+01:00,13.93047881
2025,sc01,03-24 01:00:00+01:00,13.53382291
2025,sc01,03-24 02:00:00+01:00,13.27585521
2025,sc01,03-24 03:00:00+01:00,13.16513841
2025,sc01,03-24 04:00:00+01:00,13.16630128
2025,sc01,03-24 05:00:00+01:00,13.56715529
2025,sc01,03-24 06:00:00+01:00,14.3979205
2025,sc01,03-24 07:00:00+01:00,15.2242116
2025,sc01,03-24 08:00:00+01:00,15.90459934
2025,sc01,03-24 09:00:00+01:00,16.12440778
2025,sc01,03-24 10:00:00+01:00,16.08024456
2025,sc01,03-24 11:00:00+01:00,15.8828738
2025,sc01,03-24 12:00:00+01:00,15.52054273
2025,sc01,03-24 13:00:00+01:00,15.22407129
2025,sc01,03-24 14:00:00+01:00,15.00625336
2025,sc01,03-24 15:00:00+01:00,14.98584821
2025,sc01,03-24 16:00:00+01:00,15.32878413
2025,sc01,03-24 17:00:00+01:00,16.17125678
2025,sc01,03-24 18:00:00+01:00,16.41588093
2025,sc01,03-24 19:00:00+01:00,15.96371638
2025,sc01,03-24 20:00:00+01:00,15.36343326
2025,sc01,03-24 21:00:00+01:00,14.86777065
2025,sc01,03-24 22:00:00+01:00,14.06831688
2025,sc01,03-24 23:00:00+01:00,13.31133431
2025,sc01,03-25 00:00:00+01:00,12.89911005
2025,sc01,03-25 01:00:00+01:00,12.61799087
2025,sc01,03-25 02:00:00+01:00,12.08620088
2025,sc01,03-25 03:00:00+01:00,11.89993265
2025,sc01,03-25 04:00:00+01:00,12.07517513
2025,sc01,03-25 05:00:00+01:00,12.20500813
2025,sc01,03-25 06:00:00+01:00,12.65534167
2025,sc01,03-25 07:00:00+01:00,13.26856891
2025,sc01,03-25 08:00:00+01:00,13.88404445
2025,sc01,03-25 09:00:00+01:00,14.19741986
2025,sc01,03-25 10:00:00+01:00,14.3073345
2025,sc01,03-25 11:00:00+01:00,13.99307553
2025,sc01,03-25 12:00:00+01:00,13.58283252
2025,sc01,03-25 13:00:00+01:00,13.31318153
2025,sc01,03-25 14:00:00+01:00,13.16919521
2025,sc01,03-25 15:00:00+01:00,13.33320446
2025,sc01,03-25 16:00:00+01:00,13.83084567
2025,sc01,03-25 17:00:00+01:00,14.61024772
2025,sc01,03-25 18:00:00+01:00,15.2715967
2025,sc01,03-25 19:00:00+01:00,15.21259184
2025,sc01,03-25 20:00:00+01:00,14.81967009
2025,sc01,03-25 21:00:00+01:00,14.08574569
2025,sc01,03-25 22:00:00+01:00,13.33837846
2025,sc01,03-25 23:00:00+01:00,12.88108326
2025,sc01,03-26 00:00:00+01:00,12.71374293
2025,sc01,03-26 01:00:00+01:00,12.64197463
2025,sc01,03-26 02:00:00+01:00,12.87830217
2025,sc01,03-26 03:00:00+01:00,13.87766456
2025,sc01,03-26 04:00:00+01:00,15.24449563
2025,sc01,03-26 05:00:00+01:00,16.41555497
2025,sc01,03-26 06:00:00+01:00,17.20723764
2025,sc01,03-26 07:00:00+01:00,17.53087436
2025,sc01,03-26 08:00:00+01:00,17.64992848
2025,sc01,03-26 09:00:00+01:00,17.58689659
2025,sc01,03-26 10:00:00+01:00,17.35527811
2025,sc01,03-26 11:00:00+01:00,17.15872905
2025,sc01,03-26 12:00:00+01:00,16.85947188
2025,sc01,03-26 13:00:00+01:00,16.63445668
2025,sc01,03-26 14:00:00+01:00,16.37849008
