InitialNode,,,ES112,ES112,ES21,ES21,ES21,ES300,ES300,ES300,ES432,ES432,ES432,ES432,ES432,ES432,ES432,ES511,ES511,ES523,ES523,ES523,ES611,ES611,ES612,ES612,ES618,ES618,ES620,ES620
FinalNode,,,ES418,ES418,ES418,ES418,ES511,ES21,ES418,ES418,ES300,ES300,ES418,ES418,ES618,ES618,ES618,ES300,ES523,ES300,ES300,ES300,ES612,ES620,ES618,ES618,ES300,ES418,ES523,ES523
Circuit,,,ac1,ac2,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1,ac1,ac1,ac1,ac2,cac1,ac1,ac1,ac1,cac1,ac1,cac1,ac1,cac1
sc2015,y2030,2030-01-01T03:00:00+01:00,0.4796793114885871,0.4796793114885871,0.4656644919849857,0,0.6090071499304371,0,0.247271224408973,0,0.05607464492089536,0,0.03665206423246946,0,0.4330673165898666,0.4330673165898666,0,0.4804845152365311,0.45373779948190457,0.2995267601771713,0.2995267601771713,0,0.09708134083512653,0.08203059946338088,0.05860502317612878,0.05860502317612878,0.2704389026819394,0,0.7984783606574106,0
sc2015,y2030,2030-01-01T07:00:00+01:00,0.44748451326408484,0.44748451326408484,0.505412007044793,0,0.4117118971218733,0,0.22425665162882338,0,0.12145071688560864,0,0.03735447252479991,0,0.3896339685099699,0.3896339685099699,0,0.2622294003597077,0.17922684813806183,0.23828807919476072,0.23828807919476072,0,0.1165190859255882,0.036334898085605825,0.056154114935313276,0.056154114935313415,0.1784017211691354,0,0.6475991779344864,0
sc2015,y2030,2030-01-01T11:00:00+01:00,0.2501589995902111,0.2501589995902111,0.6388236562060301,0,0.3351358860825269,0,0.20241773058682838,0,0.173806295155286,0,0.24971294412534675,0,0.24780433726266876,0.24780433726266876,0,0.036186649339723605,0.24405783027680775,0.3268723898341756,0.3268723898341756,0,0.12770602965185582,0.05053081367401496,0.1374697074552839,0.1374697074552839,0.02517460925314956,0,0.22415577059091052,0
sc2015,y2030,2030-01-01T15:00:00+01:00,0.15659775854543392,0.15659775854543392,0.5818385786365398,0,0.4738860406420671,0,1.0,0,0.12024915620347026,0,0.4952491562034702,0,0.01295356677719349,0.01295356677719349,0,0.016931132125702186,0.4937223957939686,0.5680510579828477,0.5680510579828477,0,0.43338359202764937,0.10380617631190284,0.4616125471095982,0.4616125471095985,0.100319436065829,0,0.18444802220742507,0
sc2015,y2030,2030-01-01T19:00:00+01:00,0.3667755977261496,0.3667755977261496,0.5962634649532353,0,0.51951194717363,0,0.06541678072827999,0,0.3560707786615254,0,0.33153948588842025,0,0.5603427313059803,0.5603427313059803,0,0.29806795858346796,0.2614183756378298,0.20774870804999246,0.20774870804999246,0,0.11986514378926955,0.04927467648454326,0.012511878792858148,0.012511878792858287,0.0907041741939052,0,0.5676662865515265,0
sc2015,y2030,2030-01-01T23:00:00+01:00,0.3736128841969207,0.3736128841969207,0.9080717421358306,0,0.4033746004636713,0,0.7021067017040593,0,0.6090717465997825,0,0.34578173346075974,0,0.9209142924324153,0.9209142924324153,0,0.20254014453152544,0.29573678353903465,0.011995007384519746,0.011995007384519746,0,0.32282119724990566,0.10424680685189562,0.21952500749083767,0.2195250074908378,0.12724216320142215,0,0.7700507547774578,0
sc2015,y2030,2030-01-02T03:00:00+01:00,0.3902858319518956,0.3902858319518956,0.48978127383229864,0,0.49968993269755135,0,0.37634669589169695,0,0.07421726214504887,0,0.06691274881433747,0,0.4533264227811618,0.4533264227811618,0,0.3908362270413644,0.4023571034968089,0.20724441908762517,0.20724441908762517,0,0.0992754060839148,0.06563646171459268,0.010585380085703035,0.010585380085703174,0.26890098867624707,0,0.7252839326101151,0
sc2015,y2030,2030-01-02T07:00:00+01:00,0.39207510662540307,0.39207510662540307,0.44194690149725685,0,0.5387703327689115,0,0.14460836694246748,0,0.17030962836448224,0,0.11608149076105691,0,0.4858742584892651,0.4858742584892651,0,0.39640081337017985,0.39631463513145887,0.22306971496932737,0.22306971496932737,0,0.11901876132585328,0.044434111037330845,0.016400956870540537,0.016400956870540537,0.2052235032302131,0,0.6980889341722814,0
sc2015,y2030,2030-01-02T11:00:00+01:00,0.3363507929251544,0.3363507929251544,0.9530650773596229,0,0.4481677702771918,0,0.6359864486099281,0,0.07912743280608464,0,0.15936748542263832,0,0.42847176561175937,0.42847176561175937,0,0.21453514308411759,0.15198445516048473,0.1890908329012895,0.1890908329012895,0,0.04499131462531795,0.06553408337468199,0.09390784414111428,0.09390784414111428,0.24594823017460088,0,0.4901505218411144,0
sc2015,y2030,2030-01-02T15:00:00+01:00,0.2967002772472936,0.2967002772472936,0.7966277957058193,0,0.5870723522419407,0,0.47828523608892154,0,0.15844887155787019,0,0.3378058350912159,0,0.14314650261451153,0.14314650261451153,0,0.16313637973459605,0.13033547535626908,0.41274905510634396,0.41274905510634396,0,0.2671839227457165,0.1715093778326415,0.34862198977687325,0.34862198977687325,0.03853013776784425,0,0.014716396234523242,0
sc2015,y2030,2030-01-02T19:00:00+01:00,0.3082288024462987,0.3082288024462987,1.0,0,0.41767847879353115,0,0.5361029266495624,0,0.7408302275596172,0,0.5397916300660311,0,1.0,1.0,0,0.14283385841229995,0.2466837227452422,0.03324174375723675,0.03324174375723675,0,0.3133340191432705,0.173186960481579,0.25385055590673733,0.25385055590673705,0.06552664908834992,0,0.666186068635959,0
sc2015,y2030,2030-01-02T23:00:00+01:00,0.3040116998623434,0.3040116998623434,0.941458439292988,0,0.5519370520627322,0,1.0,0,0.47372805381856753,0,0.09872805381856745,0,1.0,1.0,0,0.40532144404098247,0.6569279882203187,0.04720134542309646,0.04720134542309646,0,0.3029746772767723,0.054075428707120544,0.32469021901546585,0.3246902190154656,0.3097343507944526,0,0.9415215654471085,0
sc2015,y2030,2030-01-03T03:00:00+01:00,0.3449594159941842,0.3449594159941842,0.598346865559987,0,0.5095221916539424,0,0.1107598901859742,0,0.49571367058728316,0,0.4541787117675431,0,0.7495722726634892,0.7495722726634892,0,0.2975190691156776,0.3555931547360049,0.10383594523033556,0.10383594523033556,0,0.2384847233117311,0.05383988040750226,0.1551159173843131,0.1551159173843131,0.10360118944164728,0,0.6847394910477219,0
sc2015,y2030,2030-01-03T07:00:00+01:00,0.3818017621446818,0.3818017621446818,0.45638647001219323,0,0.5571726097763631,0,0.10922534054404733,0,0.18498055406417874,0,0.144021051360161,0,0.5216767664092044,0.5216767664092044,0,0.40107050064942934,0.4221538334069476,0.20254226141176868,0.20254226141176868,0,0.12852408705216228,0.0404024262873899,0.039637087048060904,0.039637087048060904,0.21840623418815977,0,0.715951136065997,0
sc2015,y2030,2030-01-03T11:00:00+01:00,0.37487545065836336,0.37487545065836336,0.6724536983703618,0,0.6108016577863539,0,0.15795811872759274,0,0.15778896627210107,0,0.21702326079494835,0,0.33460336455364614,0.33460336455364614,0,0.30859363721071775,0.1599454278157678,0.3361678999567553,0.3361678999567553,0,0.07582002942775452,0.06621568753928524,0.18385730417977073,0.1838573041797706,0.10429830164821625,0,0.39778511256332694,0
sc2015,y2030,2030-01-03T15:00:00+01:00,0.15076349974879208,0.15076349974879208,0.8630027056862948,0,0.42470401098037125,0,0.6019668158753205,0,0.19298551501313038,0,0.41872307096637545,0,0.10141846817318224,0.10141846817318224,0,0.05353483071615774,0.49182972959638194,0.4492717033724066,0.4492717033724066,0,0.32515997953567033,0.17341669890338446,0.3436987838580117,0.3436987838580117,0.10110446594049818,0,0.09945946550786199,0
