InitialNode,,,ES112,ES112,ES21,ES21,ES21,ES300,ES300,ES300,ES432,ES432,ES432,ES432,ES432,ES432,ES432,ES511,ES511,ES523,ES523,ES523,ES611,ES611,ES612,ES612,ES618,ES618,ES620,ES620
FinalNode,,,ES418,ES418,ES418,ES418,ES511,ES21,ES418,ES418,ES300,ES300,ES418,ES418,ES618,ES618,ES618,ES300,ES523,ES300,ES300,ES300,ES612,ES620,ES618,ES618,ES300,ES418,ES523,ES523
Circuit,,,ac1,ac2,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1,ac1,ac1,ac1,ac2,cac1,ac1,ac1,ac1,cac1,ac1,cac1,ac1,cac1
sc2015,y2030,2030-01-03T23:00:00+01:00,170.81942124966199,170.81942124966199,-393.92952947145903,0,-190.1313580785407,0,-267.62490092259446,0,265.9843544733552,0,165.62501662738228,0,402.0,402.0,0,94.64039000628588,134.972458885935,9.122019041419517,9.122019041419517,0,-144.13887710940392,46.7953958469039,-89.01925356753782,-89.01925356753776,-55.442875910075294,0,-342.5785291530961,0
sc2015,y2030,2030-01-04T03:00:00+01:00,182.46818195966196,182.46818195966196,-196.68240306336443,0,-241.6733969866352,0,-78.84273677234344,0,43.20053438101279,0,13.634508091384001,0,195.35837525284393,195.35837525284393,0,181.59381919300256,180.01421534112382,103.87421500905636,103.87421500905636,0,-47.177818669489056,-25.881481348010936,7.536308239919687,7.536308239919687,-105.62573303947237,0,-318.11868134801097,0
sc2015,y2030,2030-01-04T07:00:00+01:00,187.55723522966207,187.55723522966207,-216.59674583313355,0,-173.89314954186608,0,-87.74889469248059,0,39.510301450970395,0,6.604465941290161,0,161.86096705386964,161.86096705386964,0,107.93947168929941,76.93795598243113,94.62386062961802,94.62386062961802,0,-48.689891075805456,-16.391758176694527,23.86686955013645,23.86686955013645,-84.11587134198744,0,-276.65621892494465,0
sc2015,y2030,2030-01-04T11:00:00+01:00,165.3563690363512,165.3563690363512,-314.68334672413005,0,-149.03771745086954,0,30.916111159124682,0,69.44835947263128,0,81.04190115730303,0,97.46802566003288,97.46802566003288,0,17.351988863770874,-88.21025122117199,125.21919382877734,125.21919382877734,0,18.090029626272873,42.35652486172714,99.71464109205053,99.71464109205053,-8.909176115332984,0,-115.28411287977298,0
sc2015,y2030,2030-01-04T15:00:00+01:00,69.38782945526445,69.38782945526445,-298.60870380224185,0,-184.63154624775763,0,274.7848947804349,0,49.95921409111492,0,153.00354963377782,0,67.97857647505367,67.97857647505367,0,4.09944214941238,-179.65088422870178,203.28285568510685,203.28285568510685,0,164.57684061858401,37.45896264891607,170.21295920979296,170.21295920979307,-4.8213753553064675,0,26.132225423915855,0
sc2015,y2030,2030-01-04T19:00:00+01:00,299.76110865307413,299.76110865307413,-280.89504383335134,0,-220.21791089164827,0,-142.82568267323342,0,48.57956052789919,0,-4.980070474563281,0,144.68142918583203,144.68142918583203,0,141.2577650723733,137.48726713597904,83.58147497114116,83.58147497114116,0,-67.22696374205361,31.415683553803643,92.24967080952351,92.24967080952356,-63.062034912538756,0,-250.18131941994648,0
sc2015,y2030,2030-01-04T23:00:00+01:00,285.4521902893242,285.4521902893242,-402.0,0,-167.81557192499952,0,-324.75963559176364,0,226.66447302515448,0,104.87960967824306,0,329.9494207453653,329.9494207453653,0,82.06303658728558,135.51877909271536,-12.306760284965634,-12.306760284965634,0,-169.26206185985376,74.29279987235377,-16.49160097500202,-16.491600975002353,-37.869194359272996,0,-305.58424802764637,0
sc2015,y2030,2030-01-05T03:00:00+01:00,273.9043927380741,273.9043927380741,-233.25071113378306,0,-194.9102124162165,0,-147.38483425884974,0,72.93306345355339,0,17.66375060648473,0,173.98412617948077,173.98412617948077,0,135.8602704784194,161.70895089786475,48.14940793534267,48.14940793534267,0,-95.02145679032093,23.661302865320867,44.49456608976499,44.49456608976493,-62.56369286150837,0,-261.77931280967925,0
sc2015,y2030,2030-01-05T07:00:00+01:00,273.1764407930741,273.1764407930741,-220.71737238985688,0,-196.76785423514272,0,-142.58786531919566,0,52.479397802602854,0,-0.9910516920955126,0,158.2789115212464,158.2789115212464,0,141.59784600199842,166.01235878785937,52.945415016588726,52.945415016588726,0,-87.04352476631844,17.46265365381844,50.45540916276609,50.45540916276609,-69.59745628197473,0,-260.79902119668174,0
sc2015,y2030,2030-01-05T11:00:00+01:00,264.79669061932407,264.79669061932407,-399.33676230542824,0,-176.2754455445713,0,-271.7436018981712,0,53.56850043576556,0,-48.33535027604857,0,151.44805693264152,151.44805693264152,0,79.57452506087436,74.17343073455473,50.668117266153835,50.668117266153835,0,-39.44475883125326,63.747163191753216,92.44316668829866,92.44316668829872,-63.5273561801194,0,-187.73275907524697,0
sc2015,y2030,2030-01-05T15:00:00+01:00,187.78449312509738,187.78449312509738,-402.0,0,-153.07812662499953,0,120.64063818018312,0,108.28996761205367,0,153.53020692962238,0,26.57689161666188,26.57689161666188,0,-33.51975371768346,-164.32236042736145,124.21048962251335,124.21048962251335,0,35.8048148801115,127.77527148238855,208.80469677873126,208.80469677873126,79.26513661578599,0,39.425605307388366,0
sc2015,y2030,2030-01-05T19:00:00+01:00,268.0799491368241,268.0799491368241,-351.8270102051004,0,-191.03433206989894,0,-127.69560111886769,0,227.53234823489532,0,179.64649781531995,0,278.5482620943921,278.5482620943921,0,80.54338865705569,105.13056924804587,18.41342734819823,18.41342734819823,0,-130.73535355185084,84.57921501535081,16.514482948499886,16.514482948499886,1.1080094017844044,0,-228.57551943064934,0
sc2015,y2030,2030-01-05T23:00:00+01:00,271.1638609255741,271.1638609255741,-381.842462939315,0,-178.65438553568447,0,-177.9486763317041,0,322.09646835176,0,255.36571472737103,0,374.8874194249344,374.8874194249344,0,67.64858165370019,122.04905828061597,-21.448194130482655,-21.448194130482655,0,-192.22300952091877,98.80686809591876,-39.9307233130341,-39.9307233130341,16.000402348800733,0,-274.8576975290814,0
sc2015,y2030,2030-01-06T03:00:00+01:00,294.12553544307417,294.12553544307417,-254.2105084238313,0,-176.4161759761682,0,-171.46658773622505,0,55.50093616999274,0,-8.799034231091685,0,154.87793495554936,154.87793495554936,0,114.51388118247475,122.43571337035664,55.749554209646114,55.749554209646114,0,-94.88653258893565,23.115418523935617,64.16673067795753,64.16673067795753,-64.30846718298622,0,-263.9690377260645,0
sc2015,y2030,2030-01-06T07:00:00+01:00,234.30620801257442,234.30620801257442,-268.137030056372,0,-113.04213719362738,0,-120.99021636720508,0,81.51073121613051,0,36.13940007842859,0,127.64507314022045,127.64507314022045,0,34.19317427329993,2.5205389330732464,53.87560543210424,53.87560543210424,0,-104.10896000863568,40.5790988161357,84.56046244935744,84.5604624493575,-20.297957220844488,0,-213.48019666386452,0
sc2015,y2030,2030-01-06T11:00:00+01:00,237.18257550832467,237.18257550832467,-331.072836088687,0,-118.5747171113124,0,-53.66333738574291,0,91.70625838743435,0,71.58250686778072,0,93.41435850989238,93.41435850989238,0,-0.45489627045197656,-69.48453397836002,75.24528709089518,75.24528709089518,0,-56.202414154400806,74.23820827015071,129.61762025959987,129.61762025959987,14.452198489734169,0,-123.25206889609952,0
sc2015,y2030,2030-01-06T15:00:00+01:00,188.44643063124767,188.44643063124767,-344.87121578966725,0,-129.74518266033226,0,64.2754642374183,0,76.27264694072205,0,100.37594602975398,0,82.57297043976197,82.57297043976197,0,-21.454838140272102,-139.1390443250597,116.6487540607083,116.6487540607083,0,63.61584448852331,61.40568760897669,96.42199803051388,96.42199803051388,8.39507059055128,0,-30.46855296602352,0
sc2015,y2030,2030-01-06T19:00:00+01:00,275.20961731182416,275.20961731182416,-276.6568075745432,0,-203.5568112254561,0,-120.07957085439025,0,93.28869697068181,0,48.2588579002855,0,163.22657335889102,163.22657335889102,0,121.12590351200848,133.40389182753609,54.7042710053966,54.7042710053966,0,-96.34287744200726,50.87812482075721,81.63186084842195,81.63186084842195,-35.961502979124205,0,-231.23635209924288,0
sc2015,y2030,2030-01-06T23:00:00+01:00,281.7724023293241,281.7724023293241,-363.32029479043604,0,-188.97988335956316,0,-179.68415441246202,0,264.9527581139234,0,197.57120020925012,0,317.7212083571629,317.7212083571629,0,85.70599019636293,130.30421119407464,-0.5696847307931074,-0.5696847307931074,0,-183.5321100143392,91.4820803418392,7.564421962255874,7.564421962255929,6.221052638837432,0,-276.71803835816087,0
sc2015,y2030,2030-01-07T03:00:00+01:00,281.28241872932415,281.28241872932415,-246.59451808453073,0,-178.52699289046856,0,-150.20316040694348,0,62.61194065792991,0,6.285755505326063,0,144.69756675587197,144.69756675587197,0,114.82799374156627,128.72727372296322,49.3884089999781,49.3884089999781,0,-104.93477583949235,34.081190684492334,78.16777222842941,78.16777222842941,-50.24441813139757,0,-249.3331499405077,0
sc2015,y2030,2030-01-07T07:00:00+01:00,264.8275728818242,264.8275728818242,-256.43461825082426,0,-189.24570684917492,0,-135.87227899004216,0,119.24298273098411,0,68.29087810971835,0,194.27542208964798,194.27542208964798,0,118.40307221923518,151.14280529159063,30.792645075431114,30.792645075431114,0,-121.96841584677159,47.6883616917716,48.05640283978979,48.05640283978985,-35.29672934112449,0,-249.4318550082284,0
sc2015,y2030,2030-01-07T11:00:00+01:00,249.67149048682413,249.67149048682413,-402.0,0,-252.824062524999,0,-85.6801506926092,0,327.0852514461895,0,294.95519493646106,0,355.1992855420175,355.1992855420175,0,112.94032305917467,164.43802013664,7.203325542308015,7.203325542308015,0,-156.53857150472612,124.58754434897601,5.7817824474374895,5.7817824474374895,35.18704634816022,0,-227.056882332774,0
sc2015,y2030,2030-01-07T15:00:00+01:00,242.49225862169922,242.49225862169922,-402.0,0,-243.93823129999925,0,41.63860681743836,0,174.4587524873742,0,190.07323004391364,0,153.07007785601567,153.07007785601567,0,75.22760334133393,34.73446264809704,86.60489951272815,86.60489951272815,0,-23.791528549859166,127.44957602485918,140.9679863381209,140.9679863381209,45.79594443827334,0,-70.73005017514089,0
sc2015,y2030,2030-01-07T19:00:00+01:00,245.10966588807415,245.10966588807415,-402.0,0,-247.24150317499925,0,-166.82736986091257,0,341.41387844158845,0,278.8536147437463,0,402.0,402.0,0,125.73071899256438,210.27207674383408,-21.743580607133882,-21.743580607133882,0,-187.18233265014842,115.77884147989836,-34.91687270764871,-34.91687270764865,13.521260289452218,0,-276.56505859410186,0
sc2015,y2030,2030-01-07T23:00:00+01:00,248.7840534943241,248.7840534943241,-402.0,0,-250.17401446439587,0,-137.86035085356224,0,402.0,0,350.3023684299141,0,401.06285690849165,401.06285690849165,0,122.10465994067398,222.90843003493077,-41.570252323964105,-41.570252323964105,0,-250.02576619714156,140.8933818096415,-84.29428700664532,-84.29428700664532,69.61044915369192,0,-295.63615569035875,0
sc2015,y2030,2030-01-08T03:00:00+01:00,270.59531545807414,270.59531545807414,-276.9604567783085,0,-193.61508402915095,0,-144.34812172254897,0,140.30743524566535,0,86.17688959970948,0,216.6823779910426,216.6823779910426,0,116.55862871454914,152.3077138313007,26.46366680548695,26.46366680548695,0,-132.53235164217358,53.93512742467349,42.06642248708864,42.066422487088694,-32.6829685687377,0,-260.45376940032673,0
sc2015,y2030,2030-01-08T07:00:00+01:00,277.5660894168241,277.5660894168241,-290.1323547634491,0,-198.02999841155005,0,-153.673308455807,0,147.44416315153552,0,89.81667248060788,0,225.786615284428,225.786615284428,0,117.86585221225299,153.2533017811978,27.59451890335901,27.59451890335901,0,-137.34941845702065,55.989026252020565,42.51420345241519,42.51420345241519,-32.92110790131403,0,-269.39195773247957,0
sc2015,y2030,2030-01-08T11:00:00+01:00,263.9889826318241,263.9889826318241,-402.0,0,-275.16862347499915,0,-76.91343091129666,0,271.98810833188503,0,243.14557174014874,0,310.23234443550854,310.23234443550854,0,133.2999663228399,167.66659857686028,37.39272702876267,37.39272702876267,0,-126.26116995391523,115.01077036116514,43.08543167046791,43.08543167046791,18.21652889420272,0,-224.66283716533493,0
sc2015,y2030,2030-01-08T15:00:00+01:00,269.7872070518241,269.7872070518241,-400.67821926661594,0,-238.79007765838324,0,39.64475895392455,0,75.75217248882154,0,90.61895709654321,0,60.23638570731749,60.23638570731749,0,71.05461139336377,-9.739260734246024,128.33651654834043,128.33651654834043,0,20.04341969907275,110.96698360092716,206.24861090521185,206.24861090521185,24.51209975005808,0,-53.99791619907302,0
sc2015,y2030,2030-01-08T19:00:00+01:00,270.17383550182416,270.17383550182416,-402.0,0,-250.45884064999902,0,-133.71568043184857,0,318.8437769351434,0,268.7003967732002,0,369.96050483401524,369.96050483401524,0,121.45107018173829,180.99650966763815,3.188402539524793,3.188402539524793,0,-178.23934135941158,112.74492985691154,-2.6406254454052758,-2.6406254454052758,16.686506749719776,0,-274.6540290858386,0
sc2015,y2030,2030-01-08T23:00:00+01:00,299.60718728557424,299.60718728557424,-402.0,0,-258.0876937749991,0,-201.45053742382333,0,309.38704995160884,0,233.84309841767515,0,393.32146247511724,393.32146247511724,0,144.41611734265715,216.35171747782388,2.554503357406035,2.554503357406035,0,-206.29087951448795,96.27626386198801,-12.927056716568297,-12.927056716568297,-9.313497882901922,0,-343.78219858801197,0
sc2015,y2030,2030-01-09T03:00:00+01:00,310.7013071105741,310.7013071105741,-279.0202129601792,0,-195.7760651648198,0,-182.83620344860793,0,52.851040395867024,0,-15.71253589736099,0,152.29803472574687,152.29803472574687,0,126.61776269726388,134.8639104029159,62.203267464153946,62.203267464153946,0,-110.75252354289245,31.619810525392424,92.2590949767293,92.2590949767293,-64.81473172004787,0,-284.9110415246076,0
