InitialNode,,,ES112,ES112,ES21,ES21,ES21,ES300,ES300,ES300,ES432,ES432,ES432,ES432,ES432,ES432,ES432,ES511,ES511,ES523,ES523,ES523,ES611,ES611,ES612,ES612,ES618,ES618,ES620,ES620
FinalNode,,,ES418,ES418,ES418,ES418,ES511,ES21,ES418,ES418,ES300,ES300,ES418,ES418,ES618,ES618,ES618,ES300,ES523,ES300,ES300,ES300,ES612,ES620,ES618,ES618,ES300,ES418,ES523,ES523
Circuit,,,ac1,ac2,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1,ac1,ac1,ac1,ac2,cac1,ac1,ac1,ac1,cac1,ac1,cac1,ac1,cac1
sc2015,y2030,2030-04-04T19:00:00+02:00,75.31658822374932,75.31658822374932,-288.78737747826904,0,-122.77654444672919,0,77.62527027200433,0,63.89998125676255,0,93.00945760876417,0,105.88088792235939,105.88088792235939,0,-9.224175747755636,-158.2068998239696,157.76125560024644,157.76125560024644,0,46.60258920303595,7.04665926096415,62.96068185489256,62.96068185489256,-20.23153387899834,0,-132.8617296822857,0
sc2015,y2030,2030-04-04T23:00:00+02:00,85.58140486374933,85.58140486374933,-370.10353191287015,0,-89.57923688712822,0,-62.94231522332061,0,319.45771506743546,0,295.8543468586904,0,367.629948746936,367.629948746936,0,-42.814468537219376,-110.78213507490486,50.25649672340754,50.25649672340754,0,-121.30566749422245,44.69187269672204,-89.99212105961185,-89.99212105961185,18.979091849645748,0,-261.7633064532782,0
sc2015,y2030,2030-04-05T03:00:00+02:00,95.40872532999933,95.40872532999933,-265.6226851053803,0,-98.79536969461799,0,-143.02002471315845,0,41.36821289597403,0,-12.26429637146037,0,174.7116992752429,174.7116992752429,0,25.930537795465504,-60.59259434007974,109.22060328320194,109.22060328320194,0,-24.840892346486175,-35.89545011851425,-8.116234523243671,-8.116234523243671,-91.96346767100411,0,-278.8408199435144,0
sc2015,y2030,2030-04-05T07:00:00+02:00,81.50392721749932,81.50392721749932,-251.4737225208986,0,-103.46500565409966,0,-21.14802917156311,0,119.39049274679736,0,111.45998180746119,0,203.4347778132438,203.4347778132438,0,8.612707109191875,-82.76849266328779,104.79283500006997,104.79283500006997,0,-37.84149021542943,-12.951787713070484,-21.551752701090166,-21.551752701090166,-41.965955864194996,0,-240.37811202482047,0
sc2015,y2030,2030-04-05T11:00:00+02:00,56.55741636124934,56.55741636124934,-228.35976718960887,0,-167.4346172603895,0,402.0,0,12.235236962108932,0,162.98523696210898,0,-43.74265656211074,-43.74265656211074,0,-14.066422569455561,-245.4513117159303,245.1648598086381,245.1648598086381,0,156.3715295642918,25.918599408208287,172.33530789464535,172.33530789464558,43.681047240067606,0,35.1371221582083,0
sc2015,y2030,2030-04-05T15:00:00+02:00,46.53227990499931,46.53227990499931,-215.93204976740392,0,-171.17231900759438,0,402.0,0,-134.67944537549576,0,16.070554624504297,0,-131.30371872595592,-131.30371872595592,0,-5.404530900244897,-281.8673986323458,299.34121295059765,299.34121295059765,0,280.5282709764574,-7.620443441457292,275.6041955257288,275.6041955257277,-25.595587575457436,0,105.47772200854277,0
sc2015,y2030,2030-04-05T19:00:00+02:00,54.5340638471033,54.5340638471033,-279.9200381589103,0,-107.85906814108803,0,98.54621734292435,0,93.5264645931807,0,130.48129609677738,0,121.52422190439505,121.52422190439505,0,-25.364996188198873,-165.6240194895959,139.1404963800411,139.1404963800411,0,39.87697267082041,15.283132086179707,42.40266595753472,42.40266595753472,-4.765225786642513,0,-111.46732064457032,0
sc2015,y2030,2030-04-05T23:00:00+02:00,69.27088421375105,69.27088421375105,-402.0,0,-52.4171453249983,0,-252.25141034680732,0,237.9803727407578,0,143.386093860705,0,346.0423628752871,346.0423628752871,0,-49.752346671950995,-95.0411651661841,21.54895022509501,21.54895022509501,0,-102.39434161637668,26.65815074137623,-100.70468772068891,-100.70468772068891,-39.4779859158062,0,-276.286612783624,0
sc2015,y2030,2030-04-06T03:00:00+02:00,71.23370035625098,71.23370035625098,-286.8425915350683,0,-69.23170386493,0,-223.59078257126475,0,41.03536256741752,0,-42.81118089680663,0,191.54219326469425,191.54219326469425,0,6.201420253962864,-58.888936807029616,74.68087692831472,74.68087692831472,0,-26.51683940366145,-32.82887648633898,-36.21740798933132,-36.21740798933132,-104.77044064927682,0,-270.2117400613391,0
sc2015,y2030,2030-04-06T07:00:00+02:00,56.14367913250101,56.14367913250101,-305.09176664533055,0,-82.32603652966763,0,-7.8662657894714165,0,265.70245496584965,0,262.75260529479795,0,315.8143903056174,315.8143903056174,0,-36.77833913218676,-100.36460333561747,48.85966071064729,48.85966071064729,0,-89.41855243716346,29.548901834913543,-88.00917186308216,-88.00917186308216,8.32298317031821,0,-223.55965197908634,0
sc2015,y2030,2030-04-06T11:00:00+02:00,46.79705017625102,46.79705017625102,-372.2743035300553,0,-108.33177779494285,0,124.55500389076147,0,218.5926419277542,0,265.30076838678974,0,209.14892636179405,209.14892636179405,0,-67.37426788091177,-203.4504583271677,110.93530761757953,110.93530761757953,0,12.904128762671775,64.63801917732836,14.62721825258545,14.62721825258545,44.488355893756825,0,-82.35855738017156,0
sc2015,y2030,2030-04-06T15:00:00+02:00,39.764728706707274,39.764728706707274,-338.8079228749749,0,-126.43746937502314,0,213.4788592841168,0,77.39426772089774,0,157.44883995244152,0,55.03754745083012,55.03754745083012,0,-56.14201537561592,-246.9612260228238,177.12862799659968,177.12862799659968,0,113.97721689397544,49.31092696602474,110.87879577198734,110.87879577198723,29.8754380956327,0,4.059279016024875,0
sc2015,y2030,2030-04-06T19:00:00+02:00,71.03100513125099,71.03100513125099,-332.2282864782382,0,-115.87812139675997,0,52.42080761226692,0,178.9808835488672,0,198.63868640346726,0,218.67554402752387,218.67554402752387,0,-27.628363648338205,-141.00294446155826,108.4624932122692,108.4624932122692,0,-14.02441654784814,31.24407998509826,-2.6346842861745823,-2.6346842861745823,1.1949751099464834,0,-166.3990540144017,0
sc2015,y2030,2030-04-06T23:00:00+02:00,85.675211960001,85.675211960001,-387.2004668002631,0,-98.27956297473506,0,-57.20744176808484,0,346.01345578637574,0,324.5606651233438,0,400.0482390079575,400.0482390079575,0,-42.18686158353868,-97.60086372933274,36.87895520622181,36.87895520622181,0,-132.7888217492791,51.87548346677862,-107.2633211621401,-107.2633211621401,19.17646774163212,0,-271.7778697082216,0
sc2015,y2030,2030-04-07T03:00:00+02:00,80.21707240375098,80.21707240375098,-277.5022726823654,0,-105.86343676763266,0,-25.90563670034951,0,175.2175798378418,0,165.50296607521076,0,260.0838882187907,260.0838882187907,0,1.7751332596047664,-71.23018209037375,80.84807612256672,80.84807612256672,0,-64.3170866305096,0.42280173550912625,-52.95701306525535,-52.95701306525535,-33.00624396793206,0,-255.15433786449105,0
sc2015,y2030,2030-04-07T07:00:00+02:00,62.23344290875099,62.23344290875099,-373.9727485274634,0,-84.62452804753472,0,-23.268950266013444,0,360.1662661507278,0,351.4404098009728,0,398.0567935813406,398.0567935813406,0,-58.284911874815606,-111.07356386085543,24.952325180147284,24.952325180147284,0,-127.80862039190133,58.75703184515147,-117.43459124570116,-117.43459124570116,33.59553953452671,0,-238.85506587934847,0
sc2015,y2030,2030-04-07T11:00:00+02:00,60.705815706250945,60.705815706250945,-402.0,0,-156.71220784999795,0,158.4154202033077,0,180.71511783294793,0,240.12090040918832,0,176.0097224163305,176.0097224163305,0,-38.43845332810947,-194.87697961919042,149.48300813380823,149.48300813380823,0,53.2031192231916,67.66685476180851,60.1489800115953,60.1489800115953,34.475171080849684,0,-69.4204075631914,0
sc2015,y2030,2030-04-07T15:00:00+02:00,76.70820105795723,76.70820105795723,-359.06919739903003,0,-173.4203479759679,0,281.3597982672307,0,69.64300154567104,0,175.1529258958824,0,38.85377872922297,38.85377872922297,0,-32.556458148303825,-250.5195118760808,220.08408230633515,220.08408230633515,0,128.15985677374763,53.114689038752495,154.15911822437334,154.15911822437334,34.81079435719059,0,-4.853257461247429,0
sc2015,y2030,2030-04-07T19:00:00+02:00,127.02885514125273,127.02885514125273,-363.14357570490654,0,-162.59364154509126,0,1.5093900003797511,0,116.13765774687701,0,116.7036789970194,0,196.85401319518604,196.85401319518604,0,18.364815699664916,-108.46441072103313,149.04967522870004,149.04967522870004,0,-1.1108885929343448,13.592256175434414,39.748207373032415,39.748207373032415,-40.05140843356503,0,-226.7845611105654,0
sc2015,y2030,2030-04-07T23:00:00+02:00,145.6633734387597,145.6633734387597,-380.13801525824977,0,-147.80194261674805,0,-110.44941910563256,0,253.87755152597313,0,212.45901936136102,0,361.5758186172753,361.5758186172753,0,22.188635236452757,-34.98676166510562,75.01669768158415,75.01669768158415,0,-108.97163776577601,20.981644778275577,-71.85212369538863,-71.85212369538863,-36.48256100622904,0,-330.9783270967245,0
sc2015,y2030,2030-04-08T03:00:00+02:00,147.82693237500953,147.82693237500953,-256.1020824482702,0,-160.27731920172755,0,-85.60288081133271,0,46.84790281383155,0,14.746822509581758,0,192.48265997179692,192.48265997179692,0,78.18469350969582,-3.3964882233282756,133.20830761969893,133.20830761969893,0,-28.335178602728327,-41.061388337272135,-1.4801961263648522,-1.4801961263648522,-100.15475054926026,0,-318.6476560622723,0
sc2015,y2030,2030-04-08T07:00:00+02:00,132.17131512750956,132.17131512750956,-342.01254792527317,0,-139.2707271247246,0,-99.29145947673412,0,196.5355140946282,0,159.30121679085275,0,306.8677553822593,306.8677553822593,0,26.237406507556237,-38.29004769418576,85.33544419365569,85.33544419365569,0,-79.15407767149829,7.052015056998373,-54.3097321608747,-54.3097321608747,-48.26929111173273,0,-304.88050339325156,0
sc2015,y2030,2030-04-08T11:00:00+02:00,112.12858239750956,112.12858239750956,-402.0,0,-179.1231313249978,0,94.3717896068434,0,133.7837917205691,0,169.17321282313534,0,167.6156579314364,167.6156579314364,0,-1.5270851897592475,-153.10213391683808,164.9262241260029,164.9262241260029,0,53.63887806115497,47.27045326884516,71.39230241807692,71.39230241807692,-2.1978791759753036,0,-122.60546235615477,0
sc2015,y2030,2030-04-08T15:00:00+02:00,95.35631133524714,95.35631133524714,-390.44293392998065,0,-168.7498473700172,0,156.70908948794693,0,58.570745138557314,0,117.33665369653734,0,68.8475036824524,68.8475036824524,0,-21.43525992026496,-217.8617444702492,202.78413377139626,202.78413377139626,0,110.21061621195727,44.2126150880428,134.74053913097805,134.74053913097805,2.4065356768591117,0,-56.19834138695712,0
sc2015,y2030,2030-04-08T19:00:00+02:00,148.67790490501997,148.67790490501997,-368.49070803603615,0,-174.08552013896178,0,-37.04974021106244,0,184.98268581620502,0,171.0890332370566,0,281.11075562625433,281.11075562625433,0,36.46838832341448,-43.29746911118981,107.757375001019,107.757375001019,0,-34.6122633474788,22.187323168728845,-23.45922426886493,-23.45922426886493,-39.698105718972975,0,-253.72528794652106,0
sc2015,y2030,2030-04-08T23:00:00+02:00,249.85748529756145,249.85748529756145,-322.4122731913269,0,-216.08446903367107,0,-210.44356912308658,0,156.37673801044582,0,77.46039958928836,0,358.3319741626326,358.3319741626326,0,135.9838104008253,146.38030776038025,65.11972436345104,65.11972436345104,0,-69.56453173652399,-20.184925258476426,-105.81709895576263,-105.81709895576263,-123.21644891126238,0,-379.1827533334766,0
sc2015,y2030,2030-04-09T03:00:00+02:00,238.1260233488115,238.1260233488115,-196.6987474289911,0,-223.525052621007,0,-144.78554544417526,0,-7.714956457893107,0,-62.009535999458684,0,214.82494622867566,214.82494622867566,0,178.3694460044275,169.99442464444226,109.4929929899744,109.4929929899744,0,0.36940629699128147,-70.4067063144917,-53.013356339005,-53.01335633900506,-166.63792024566118,0,-350.5559063144919,0
sc2015,y2030,2030-04-09T07:00:00+02:00,226.11940598006143,226.11940598006143,-244.33785336605766,0,-235.63658420894032,0,-139.47905434581253,0,97.62674463142473,0,45.32209925174507,0,304.3764956874134,304.3764956874134,0,170.40363574596938,183.81196495496798,81.18668503476567,81.18668503476567,0,-34.71366742431425,-40.822067507935714,-95.04616740653266,-95.04616740653266,-136.8495159904903,0,-355.89902074668566,0
