Reservoir,Reservoir
R_Azutan,R_Valdecanas
R_Valdecanas,R_TorrejonTajo
R_TorrejonTajo,R_JoseMariaOriol
R_TorrejonTietar,R_JoseMariaOriol
R_JoseMariaOriol,R_Cedillo
R_GuijoGranadilla,R_TorrejonTajo
