ENSCost,HNSCost,HTNSCost,CO2Cost,SBase,ReferenceNode,TimeStep,UpReserveActivation,DwReserveActivation,MinRatioDwUp,MaxRatioDwUp,EconomicBaseYear,AnnualDiscountRate
10000,300,300,50,100,Valladolid,4,0.25,0.3,0,1,2020,0
