,,,LineType,LossesCoeff,X,TTC,FixedCost,FxChargeRate,,
Callahuanca_220_kV,Callahuanca_60_kV,cc1,AC,0,0.138235294,9999,0,0,,Callahuanca_220_kVCallahuanca_60_kV
Mantaro_220_kV,Cobriza_69_kV,cc1,AC,0,0.2484,9999,0,0,,Mantaro_220_kVCobriza_69_kV
Mollepata_220_kV,Mollepata_69_kV,cc1,AC,0,0.2196,9999,0,0,,Mollepata_220_kVMollepata_69_kV
Huayucachi_220_kV,Huayucachi_60_kV,cc1,AC,0,0.201439206,9999,0,0,,Huayucachi_220_kVHuayucachi_60_kV
Orcotuna_220_kV,Orcotuna_60_kV,cc1,AC,0,0.22,9999,0,0,,Orcotuna_220_kVOrcotuna_60_kV
Oroya_220_kV,Oroya_50_kV,cc1,AC,0,0.1245,98,0,0,,Oroya_220_kVOroya_50_kV
Carhuamayo_220_kV,Carhuamayo_138_kV,cc1,AC,0,0.120666667,147,0,0,,Carhuamayo_220_kVCarhuamayo_138_kV
Yuncan_220_kV,Yuncan_138_kV,cc1,AC,0,0.092833333,117.6,0,0,,Yuncan_220_kVYuncan_138_kV
Paragsha_220_kV,Paragsha_138_kV,cc1,AC,0,0.07667,117.6,0,0,,Paragsha_220_kVParagsha_138_kV
Huanuco_220_kV,HuanucoNueva_138_kV,cc1,AC,0,0.14,98,0,0,,Huanuco_220_kVHuanucoNueva_138_kV
TingoMaria_220_kV,TingoMaria_138_kV,cc1,AC,0,0.141861219,98,0,0,,TingoMaria_220_kVTingoMaria_138_kV
Aguaytia_220_kV,Aguaytia(neutro)_138_kV,cc1,AC,0,0.09375,117.6,0,0,,Aguaytia_220_kVAguaytia(neutro)_138_kV
Aguaytia_138_kV,Aguaytia(neutro)_138_kV,cc1,AC,0,0.0645,117.6,0,0,,Aguaytia_138_kVAguaytia(neutro)_138_kV
Aguaytia_22.9_kV,Aguaytia(neutro)_138_kV,cc1,AC,0,0.098083333,39.2,0,0,,Aguaytia_22.9_kVAguaytia(neutro)_138_kV
Moyobamba_220_kV,Moyobamba_138_kV,cc1,AC,0,0.07,98,0,0,,Moyobamba_220_kVMoyobamba_138_kV
Socabaya_220_kV,Socabaya_138_kV,cc1,AC,0,0.031433333,294,0,0,,Socabaya_220_kVSocabaya_138_kV
Moquegua_220_kV,Moquegua_138_kV,cc1,AC,0,0.0226,588,0,0,,Moquegua_220_kVMoquegua_138_kV
LosHeroes_220_kV,Tacna_66_kV,cc1,AC,0,0.256,49,0,0,,LosHeroes_220_kVTacna_66_kV
Ilo3_220_kV,Ilo3_138_kV,cc1,AC,0,0.025037494,392,0,0,,Ilo3_220_kVIlo3_138_kV
Puno_220_kV,Puno_138_kV,cc1,AC,0,0.1015,117.6,0,0,,Puno_220_kVPuno_138_kV
Juliaca_220_kV,Juliaca_138_kV,cc1,AC,0,0.1015,98,0,0,,Juliaca_220_kVJuliaca_138_kV
Azangaro_220_kV,Azangaro_138_kV,cc1,AC,0,0.1015,98,0,0,,Azangaro_220_kVAzangaro_138_kV
Tintaya_220_kV,Tintaya_138_kV,cc1,AC,0,0.07296,122.5,0,0,,Tintaya_220_kVTintaya_138_kV
Kayra_220_kV,Kayra_138_kV,cc1,AC,0,0.116666667,117.6,0,0,,Kayra_220_kVKayra_138_kV
Suriray_220_kV,Suriray_138_kV,cc1,AC,0,0.055918889,220.5,0,0,,Suriray_220_kVSuriray_138_kV
Abancay_220_kV,Abancay_138_kV,cc1,AC,0,0.104670833,117.6,0,0,,Abancay_220_kVAbancay_138_kV
Carhuaquero_138_kV,Cutervo_138_kV,cc1,AC,0,0.171783239,34.3,0,0,,Carhuaquero_138_kVCutervo_138_kV
Cutervo_138_kV,Jaen_138_kV,cc1,AC,0,0.241455842,24.5,0,0,,Cutervo_138_kVJaen_138_kV
Chimbote_138_kV,Huallanca_138_kV,cc1,AC,0,0.211644612,98,0,0,,Chimbote_138_kVHuallanca_138_kV
Huallanca_138_kV,KimanAyllu_138_kV,cc1,AC,0,0.016947826,137.2,0,0,,Huallanca_138_kVKimanAyllu_138_kV
SEPANU_138_kV,SEPAEX_138_kV,cc1,AC,0,0.025748099,83.3,0,0,,SEPANU_138_kVSEPAEX_138_kV
Yuncan_138_kV,Yaupi_138_kV,cc1,AC,0,0.036140216,172.48,0,0,,Yuncan_138_kVYaupi_138_kV
Carhuamayo_138_kV,Caripa_138_kV,cc1,AC,0,0.137229207,134.6912,0,0,,Carhuamayo_138_kVCaripa_138_kV
Caripa_138_kV,Oroya_138_kV,cc1,AC,0,0.052516019,134.6912,0,0,,Caripa_138_kVOroya_138_kV
Caripa_138_kV,Condorcocha_138_kV,cc1,AC,0,0.03078765,114.66,0,0,,Caripa_138_kVCondorcocha_138_kV
Carhuamayo_138_kV,Paragsha_138_kV,cc1,AC,0,0.159821193,134.6912,0,0,,Carhuamayo_138_kVParagsha_138_kV
Paragsha_138_kV,SantaLorenza_138_kV,cc1,AC,0,0.154715396,73.5,0,0,,Paragsha_138_kVSantaLorenza_138_kV
SantaLorenza_138_kV,Amarilis_138_kV,cc1,AC,0,0.092509137,73.5,0,0,,SantaLorenza_138_kVAmarilis_138_kV
PiedraBlanca_138_kV,TingoMaria_138_kV,cc1,AC,0,0.073585079,44.1,0,0,,PiedraBlanca_138_kVTingoMaria_138_kV
Amarilis_138_kV,PiedraBlanca_138_kV,cc1,AC,0,0.145531409,44.1,0,0,,Amarilis_138_kVPiedraBlanca_138_kV
Huanuco_138_kV,Amarilis_138_kV,cc1,AC,0,0.016255325,44.1,0,0,,Huanuco_138_kVAmarilis_138_kV
Amarilis_138_kV,HuanucoNueva_138_kV,cc1,AC,0,0.002643142,147,0,0,,Amarilis_138_kVHuanucoNueva_138_kV
TingoMaria_138_kV,Aucayacu_138_kV,cc1,AC,0,0.120294371,44.1,0,0,,TingoMaria_138_kVAucayacu_138_kV
Aucayacu_138_kV,Tocache_138_kV,cc1,AC,0,0.288587889,44.1,0,0,,Aucayacu_138_kVTocache_138_kV
Tocache_138_kV,Bellavista_138_kV,cc1,AC,0,0.392251103,44.1,0,0,,Tocache_138_kVBellavista_138_kV
Bellavista_138_kV,Picota_138_kV,cc1,AC,0,0.089141987,44.1,0,0,,Bellavista_138_kVPicota_138_kV
Tarapoto_138_kV,Moyobamba_138_kV,cc1,AC,0,0.25958671,44.1,0,0,,Tarapoto_138_kVMoyobamba_138_kV
Aguaytia_138_kV,CampoVerde_138_kV,cc1,AC,0,0.277128544,78.4,0,0,,Aguaytia_138_kVCampoVerde_138_kV
CampoVerde_138_kV,Pucallpa_138_kV,cc1,AC,0,0.06089603,78.4,0,0,,CampoVerde_138_kVPucallpa_138_kV
Aguaytia_138_kV,Pucallpa_138_kV,cc1,AC,0,0.338024575,78.4,0,0,,Aguaytia_138_kVPucallpa_138_kV
Moquegua_138_kV,Botiflaca_138_kV,cc1,AC,0,0.077529931,192.08,0,0,,Moquegua_138_kVBotiflaca_138_kV
Moquegua_138_kV,MillSite_138_kV,cc1,AC,0,0.108511153,98,0,0,,Moquegua_138_kVMillSite_138_kV
Moquegua_138_kV,Toquepala_138_kV,cc1,AC,0,0.108455104,78.4,0,0,,Moquegua_138_kVToquepala_138_kV
Moquegua_138_kV,SPCC_138_kV,cc1,AC,0,0.148034972,127.4,0,0,,Moquegua_138_kVSPCC_138_kV
Moquegua_138_kV,MoqueguaC_138_kV,cc1,AC,0,0.016068053,112.7,0,0,,Moquegua_138_kVMoqueguaC_138_kV
MillSite_138_kV,Botiflaca_138_kV,cc1,AC,0,0.086139519,58.8,0,0,,MillSite_138_kVBotiflaca_138_kV
MillSite_138_kV,Ilo3_138_kV,cc1,AC,0,0.168045374,99.96,0,0,,MillSite_138_kVIlo3_138_kV
Ilo3_138_kV,IloELS_138_kV,cc1,AC,0,0.065612256,73.5,0,0,,Ilo3_138_kVIloELS_138_kV
IloELS_138_kV,SPCC_138_kV,cc1,AC,0,0.036808759,58.8,0,0,,IloELS_138_kVSPCC_138_kV
Toquepala_138_kV,Aricota_138_kV,cc1,AC,0,0.092995169,73.5,0,0,,Toquepala_138_kVAricota_138_kV
Puno_138_kV,Totorani_138_kV,cc1,AC,0,0.027774627,130.34,0,0,,Puno_138_kVTotorani_138_kV
Juliaca_138_kV,Puno_138_kV,cc1,AC,0,0.097784604,78.4,0,0,,Juliaca_138_kVPuno_138_kV
Azangaro_138_kV,Maravilla_138_kV,cc1,AC,0,0.178390832,88.2,0,0,,Azangaro_138_kVMaravilla_138_kV
Maravilla_138_kV,Juliaca_138_kV,cc1,AC,0,0.027749685,88.2,0,0,,Maravilla_138_kVJuliaca_138_kV
Azangaro_138_kV,Putina_138_kV,cc1,AC,0,0.104967129,130.34,0,0,,Azangaro_138_kVPutina_138_kV
Putina_138_kV,Ananea_138_kV,cc1,AC,0,0.13025252,130.34,0,0,,Putina_138_kVAnanea_138_kV
Azangaro_138_kV,SanGaban_138_kV,cc1,AC,0,0.421002363,117.6,0,0,,Azangaro_138_kVSanGaban_138_kV
Azangaro_138_kV,SanRafael_138_kV,cc1,AC,0,0.235978035,117.6,0,0,,Azangaro_138_kVSanRafael_138_kV
SanRafael_138_kV,SanGaban_138_kV,cc1,AC,0,0.202123419,117.6,0,0,,SanRafael_138_kVSanGaban_138_kV
SanGaban_138_kV,Mazuco_138_kV,cc1,AC,0,0.195336604,109.76,0,0,,SanGaban_138_kVMazuco_138_kV
Mazuco_138_kV,PuertoMaldonado_138_kV,cc1,AC,0,0.44435467,105.84,0,0,,Mazuco_138_kVPuertoMaldonado_138_kV
Ayaviri_138_kV,Azangaro_138_kV,cc1,AC,0,0.112055871,88.2,0,0,,Ayaviri_138_kVAzangaro_138_kV
Tintaya_138_kV,Ayaviri_138_kV,cc1,AC,0,0.218033239,88.2,0,0,,Tintaya_138_kVAyaviri_138_kV
Tintaya_138_kV,Combapata_138_kV,cc1,AC,0,0.264296576,107.8,0,0,,Tintaya_138_kVCombapata_138_kV
Combapata_138_kV,Quencoro_138_kV,cc1,AC,0,0.2336182,107.8,0,0,,Combapata_138_kVQuencoro_138_kV
Quencoro_138_kV,Dolorespata_138_kV,cc1,AC,0,0.02276771,70.56,0,0,,Quencoro_138_kVDolorespata_138_kV
Dolorespata_138_kV,Cachimayo_138_kV,cc1,AC,0,0.035529301,69.58,0,0,,Dolorespata_138_kVCachimayo_138_kV
Quencoro_138_kV,ParqueInd_138_kV,cc1,AC,0,0.014418715,70.56,0,0,,Quencoro_138_kVParqueInd_138_kV
Quencoro_138_kV,Kayra_138_kV,cc1,AC,0,0.009860134,147,0,0,,Quencoro_138_kVKayra_138_kV
Machupicchu_138_kV,Cachimayo_138_kV,cc1,AC,0,0.214399758,82.32,0,0,,Machupicchu_138_kVCachimayo_138_kV
Cachimayo_138_kV,Quencoro_138_kV,cc1,AC,0,0.056745652,82.32,0,0,,Cachimayo_138_kVQuencoro_138_kV
Machupicchu_138_kV,Suriray_138_kV,cc1,AC,0,0.014109168,245,0,0,,Machupicchu_138_kVSuriray_138_kV
Cachimayo_138_kV,Abancay_138_kV,cc1,AC,0,0.235676329,88.2,0,0,,Cachimayo_138_kVAbancay_138_kV
Abancay_138_kV,Tamburco_138_kV,cc1,AC,0,0.032707729,88.2,0,0,,Abancay_138_kVTamburco_138_kV
Callalli_138_kV,Tintaya_138_kV,cc1,AC,0,0.242234405,107.8,0,0,,Callalli_138_kVTintaya_138_kV
Santuario_138_kV,Callalli_138_kV,cc1,AC,0,0.239018904,107.8,0,0,,Santuario_138_kVCallalli_138_kV
Socabaya_138_kV,Santuario_138_kV,cc1,AC,0,0.057369565,147,0,0,,Socabaya_138_kVSantuario_138_kV
Santuario_138_kV,Socabaya_138_kV,cc1,AC,0,0.057369565,132.3,0,0,,Santuario_138_kVSocabaya_138_kV
Socabaya_138_kV,CerroVerde_138_kV,cc1,AC,0,0.029931947,55.86,0,0,,Socabaya_138_kVCerroVerde_138_kV
CerroVerde_138_kV,Reparticion_138_kV,cc1,AC,0,0.063745169,88.2,0,0,,CerroVerde_138_kVReparticion_138_kV
Reparticion_138_kV,Mollendo_138_kV,cc1,AC,0,0.177377862,88.2,0,0,,Reparticion_138_kVMollendo_138_kV
Oroya_138_kV,Oroya_50_kV,cc1,AC,0,0.133333333,9999,0,0,,Oroya_138_kVOroya_50_kV
Carhuamayo_138_kV,Carhuamayo_50_kV,cc1,AC,0,0.176666667,9999,0,0,,Carhuamayo_138_kVCarhuamayo_50_kV
Paragsha_138_kV,Paragsha_50_kV,cc1,AC,0,0.072727273,9999,0,0,,Paragsha_138_kVParagsha_50_kV
Pucallpa_138_kV,Pucallpa_60_kV,cc1,AC,0,0.097045455,9999,0,0,,Pucallpa_138_kVPucallpa_60_kV
Aricota_138_kV,Aricota_66_kV,cc1,AC,0,0.130333333,9999,0,0,,Aricota_138_kVAricota_66_kV
Paragsha_50_kV,Excelsior_50_kV,cc1,AC,0,0.022873717,9999,0,0,,Paragsha_50_kVExcelsior_50_kV
Excelsior_50_kV,Carhuamayo_50_kV,cc1,AC,0,0.725800452,9999,0,0,,Excelsior_50_kVCarhuamayo_50_kV
Carhuamayo_50_kV,Malpaso_50_kV,cc1,AC,0,1.358727568,9999,0,0,,Carhuamayo_50_kVMalpaso_50_kV
Malpaso_50_kV,Oroya_50_kV,cc1,AC,0,0.366905232,9999,0,0,,Malpaso_50_kVOroya_50_kV
OroyaCH_50_kV,Malpaso_50_kV,cc1,AC,0,0.355609848,9999,0,0,,OroyaCH_50_kVMalpaso_50_kV
OroyaCH_50_kV,Pzinc_50_kV,cc1,AC,0,0.078951348,9999,0,0,,OroyaCH_50_kVPzinc_50_kV
Oroya_50_kV,Pzinc_50_kV,cc1,AC,0,0.0494996,9999,0,0,,Oroya_50_kVPzinc_50_kV
Cobriza_69_kV,Machahuay_69_kV,cc1,AC,0,0.556608982,9999,0,0,,Cobriza_69_kVMachahuay_69_kV
Machahuay_69_kV,Huanta_69_kV,cc1,AC,0,0.499528544,9999,0,0,,Machahuay_69_kVHuanta_69_kV
Huanta_69_kV,Mollepata_69_kV,cc1,AC,0,0.420829994,9999,0,0,,Huanta_69_kVMollepata_69_kV
Huayucachi_60_kV,Huancayo_60_kV,cc1,AC,0,0.126023995,9999,0,0,,Huayucachi_60_kVHuancayo_60_kV
Huancayo_60_kV,PIndustrial_60_kV,cc1,AC,0,0.12854289,9999,0,0,,Huancayo_60_kVPIndustrial_60_kV
Huayucachi_60_kV,PIndustrial_60_kV,cc1,AC,0,0.173551922,9999,0,0,,Huayucachi_60_kVPIndustrial_60_kV
PIndustrial_60_kV,Orcotuna_60_kV,cc1,AC,0,0.13902489,9999,0,0,,PIndustrial_60_kVOrcotuna_60_kV
Callahuanca_60_kV,Huampani_60_kV,cc1,AC,0,0.31725,9999,0,0,,Callahuanca_60_kVHuampani_60_kV
Huampani_60_kV,nhanha_60_kV,cc1,AC,0,0.096442444,9999,0,0,,Huampani_60_kVnhanha_60_kV
nhanha_60_kV,Huachipa_60_kV,cc1,AC,0,0.265850805,9999,0,0,,nhanha_60_kVHuachipa_60_kV
Callahuanca_60_kV,Huachipa_60_kV,cc1,AC,0,0.51612,9999,0,0,,Callahuanca_60_kVHuachipa_60_kV
Callahuanca_60_kV,Moyopampa_60_kV,cc1,AC,0,0.166628583,9999,0,0,,Callahuanca_60_kVMoyopampa_60_kV
Huachipa_60_kV,SantaRosaLDS_60_kV,cc1,AC,0,0.149688,9999,0,0,,Huachipa_60_kVSantaRosaLDS_60_kV
Huachipa_60_kV,Planicie_60_kV,cc1,AC,0,0.179831733,9999,0,0,,Huachipa_60_kVPlanicie_60_kV
Manchay_60_kV,Planicie_60_kV,cc1,AC,0,0.064775667,9999,0,0,,Manchay_60_kVPlanicie_60_kV
Huachipa_60_kV,SanMiguel_60_kV,cc1,AC,0,0.138758222,9999,0,0,,Huachipa_60_kVSanMiguel_60_kV
Moyopampa_60_kV,SantaRosaEDN_60_kV,cc1,AC,0,0.504465,9999,0,0,,Moyopampa_60_kVSantaRosaEDN_60_kV
SantaRosaLDS_60_kV,Puente_60_kV,cc1,AC,0,0.164943644,9999,0,0,,SantaRosaLDS_60_kVPuente_60_kV
Puente_60_kV,Huachipa_60_kV,cc1,AC,0,0.16944675,9999,0,0,,Puente_60_kVHuachipa_60_kV
Balnearios_60_kV,Salamanca_60_kV,cc1,AC,0,0.0541569,9999,0,0,,Balnearios_60_kVSalamanca_60_kV
Balnearios_60_kV,Moyopampa_60_kV,cc1,AC,0,0.565076889,9999,0,0,,Balnearios_60_kVMoyopampa_60_kV
SanJuan_60_kV,Pachacutec_60_kV,cc1,AC,0,0.053004083,9999,0,0,,SanJuan_60_kVPachacutec_60_kV
SanJuan_60_kV,Praderas_60_kV,cc1,AC,0,0.330913075,9999,0,0,,SanJuan_60_kVPraderas_60_kV
Salamanca_60_kV,Moyopampa_60_kV,cc1,AC,0,0.55499815,9999,0,0,,Salamanca_60_kVMoyopampa_60_kV
Mirador_60_kV,SantaRosaEDN_60_kV,cc1,AC,0,0.284232667,9999,0,0,,Mirador_60_kVSantaRosaEDN_60_kV
Chavarria_60_kV,Mirones_60_kV,cc1,AC,0,0.1078229,9999,0,0,,Chavarria_60_kVMirones_60_kV
Mirones_60_kV,Barsi_60_kV,cc1,AC,0,0.175354667,9999,0,0,,Mirones_60_kVBarsi_60_kV
Chavarria_60_kV,Naranjal_60_kV,cc1,AC,0,0.048667125,9999,0,0,,Chavarria_60_kVNaranjal_60_kV
Naranjal_60_kV,Chillon_60_kV,cc1,AC,0,0.135562954,9999,0,0,,Naranjal_60_kVChillon_60_kV
Chavarria_60_kV,Oquendo_60_kV,cc1,AC,0,0.099126103,9999,0,0,,Chavarria_60_kVOquendo_60_kV
Oquendo_60_kV,Chillon_60_kV,cc1,AC,0,0.08937692,9999,0,0,,Oquendo_60_kVChillon_60_kV
Chavarria_60_kV,PuentePiedra_60_kV,cc1,AC,0,0.180864444,9999,0,0,,Chavarria_60_kVPuentePiedra_60_kV
Chavarria_60_kV,Zapallal_60_kV,cc1,AC,0,0.43815575,9999,0,0,,Chavarria_60_kVZapallal_60_kV
Huarangal_60_kV,PuentePiedra_60_kV,cc1,AC,0,0.116626138,9999,0,0,,Huarangal_60_kVPuentePiedra_60_kV
PuentePiedra_60_kV,Zapallal_60_kV,cc1,AC,0,0.073704378,9999,0,0,,PuentePiedra_60_kVZapallal_60_kV
Zapallal_60_kV,Lomera_60_kV,cc1,AC,0,0.765480417,9999,0,0,,Zapallal_60_kVLomera_60_kV
Chilca_60_kV,SanBartolo_60_kV,cc1,AC,0,0.215883612,9999,0,0,,Chilca_60_kVSanBartolo_60_kV
SanBartolo_60_kV,Praderas_60_kV,cc1,AC,0,0.15873,9999,0,0,,SanBartolo_60_kVPraderas_60_kV
Chilca_60_kV,Bujama_60_kV,cc1,AC,0,0.37011975,9999,0,0,,Chilca_60_kVBujama_60_kV
Independencia_60_kV,PuebloNuevo_60_kV,cc1,AC,0,0.5707,9999,0,0,,Independencia_60_kVPuebloNuevo_60_kV
Marcona_60_kV,Nazca_60_kV,cc1,AC,0,0.77175,9999,0,0,,Marcona_60_kVNazca_60_kV
Aricota_66_kV,Tomasiri_66_kV,cc1,AC,0,0.615121212,9999,0,0,,Aricota_66_kVTomasiri_66_kV
Tomasiri_66_kV,Tacna_66_kV,cc1,AC,0,0.373504132,9999,0,0,,Tomasiri_66_kVTacna_66_kV
Celendin_500_kV,Trujillo_500_kV,cc1,AC,0,0.0118558,1372,0,0,,Celendin_500_kVTrujillo_500_kV
Celendin_500_kV,Piura_500_kV,cc1,AC,0,0.02372656,1372,0,0,,Celendin_500_kVPiura_500_kV
Celendin_500_kV,Jaen_500_kV,cc1,AC,0,0.00996008,1372,0,0,,Celendin_500_kVJaen_500_kV
Jaen_500_kV,Piura_500_kV,cc1,AC,0,0.0139568,1372,0,0,,Jaen_500_kVPiura_500_kV
Paramonga_500_kV,Chimbote_500_kV,cc1,AC,0,0.012836062,980,0,0,,Paramonga_500_kVChimbote_500_kV
Carabayllo_500_kV,Paramonga_500_kV,cc1,AC,0,0.01106557,980,0,0,,Carabayllo_500_kVParamonga_500_kV
Yuncan_500_kV,Yanango_500_kV,cc1,AC,0,0.007608,1372,0,0,,Yuncan_500_kVYanango_500_kV
Yuncan_500_kV,Paramonga_500_kV,cc1,AC,0,0.017752,1372,0,0,,Yuncan_500_kVParamonga_500_kV
Yanango_500_kV,Yungas_500_kV,cc1,AC,0,0.014582,1372,0,0,,Yanango_500_kVYungas_500_kV
Yungas_500_kV,Paramonga_500_kV,cc1,AC,0,0.009193,1372,0,0,,Yungas_500_kVParamonga_500_kV
Huanuco_500_kV,Paramonga_500_kV,cc1,AC,0,0.013947996,1372,0,0,,Huanuco_500_kVParamonga_500_kV
Huanuco_500_kV,Tocache_500_kV,cc1,AC,0,0.013947996,1372,0,0,,Huanuco_500_kVTocache_500_kV
Tocache_500_kV,Celendin_500_kV,cc1,AC,0,0.017434992,1372,0,0,,Tocache_500_kVCelendin_500_kV
Tocache_500_kV,Chimbote_500_kV,cc1,AC,0,0.0163572,1372,0,0,,Tocache_500_kVChimbote_500_kV
Mara_I_500_kV,Tocache_500_kV,cc1,AC,0,0.006657,1372,0,0,,Mara_I_500_kVTocache_500_kV
Mara_II_500_kV,Tocache_500_kV,cc1,AC,0,0.006657,1372,0,0,,Mara_II_500_kVTocache_500_kV
Colcabamba_500_kV,Abancay_500_kV,cc1,AC,0,0.0176252,1372,0,0,,Colcabamba_500_kVAbancay_500_kV
Abancay_500_kV,Onocora_500_kV,cc1,AC,0,0.0113486,1372,0,0,,Abancay_500_kVOnocora_500_kV
Onocora_500_kV,Yarabamba_500_kV,cc1,AC,0,0.0175618,1372,0,0,,Onocora_500_kVYarabamba_500_kV
Poroma_500_kV,Cotaruse_500_kV,cc1,AC,0,0.01585,1372,0,0,,Poroma_500_kVCotaruse_500_kV
Celendin_500_kV,Celendin_220_kV,cc1,AC,0,0.021733333,735,0,0,,Celendin_500_kVCelendin_220_kV
Paramonga_500_kV,Paramonga_220_kV,cc1,AC,0,0.028333333,735,0,0,,Paramonga_500_kVParamonga_220_kV
Carapongo_500_kV,Cajamarquilla_220_kV,cc1,AC,0,0.027166667,588,0,0,,Carapongo_500_kVCajamarquilla_220_kV
Independencia_500_kV,Independencia_220_kV,cc1,AC,0,0.027066667,588,0,0,,Independencia_500_kVIndependencia_220_kV
Montalvo_500_kV,Moquegua_220_kV,cc1,AC,0,0.022533333,735,0,0,,Montalvo_500_kVMoquegua_220_kV
Yuncan_500_kV,Yuncan_220_kV,cc1,AC,0,0.028333333,735,0,0,,Yuncan_500_kVYuncan_220_kV
Yungas_500_kV,Yungas_220_kV,cc1,AC,0,0.028333333,735,0,0,,Yungas_500_kVYungas_220_kV
Cotaruse_500_kV,Cotaruse_220_kV,cc1,AC,0,0.028333333,735,0,0,,Cotaruse_500_kVCotaruse_220_kV
Abancay_500_kV,Abancay_220_kV,cc1,AC,0,0.028333333,735,0,0,,Abancay_500_kVAbancay_220_kV
Onocora_500_kV,Onocora_220_kV,cc1,AC,0,0.028333333,735,0,0,,Onocora_500_kVOnocora_220_kV
Olmos_220_kV,Chiclayo_220_kV,cc1,AC,0,0.050991736,9999,0,0,,Olmos_220_kVChiclayo_220_kV
Celendin_220_kV,Cajamarca_220_kV,cc1,AC,0,0.026828512,882,0,0,,Celendin_220_kVCajamarca_220_kV
TingoMariaN_220_kV,Huanuco_220_kV,cc1,AC,0,0.069580826,441,0,0,,TingoMariaN_220_kVHuanuco_220_kV
BeloHorizonte_220_kV,TingoMaria_220_kV,cc1,AC,0,0.020867769,9999,0,0,,BeloHorizonte_220_kVTingoMaria_220_kV
Paramonga_500_kV,Trujillo_500_kV,cc1,AC,0,0.022072076,1372,0,0,,Paramonga_500_kVTrujillo_500_kV
Planicie_500_kV,Carapongo_500_kV,cc1,AC,0,0.00154696,1372,0,0,,Planicie_500_kVCarapongo_500_kV
Colcabamba_500_kV,Carapongo_500_kV,cc1,AC,0,0.017118,1372,0,0,,Colcabamba_500_kVCarapongo_500_kV
Colcabamba_500_kV,Independencia_500_kV,cc1,AC,0,0.016484,1372,0,0,,Colcabamba_500_kVIndependencia_500_kV
Mara_I_500_kV,Trujillo_500_kV,cc1,AC,0,0.0091296,1372,0,0,,Mara_I_500_kVTrujillo_500_kV
Mara_II_500_kV,Chimbote_500_kV,cc1,AC,0,0.0091296,1372,0,0,,Mara_II_500_kVChimbote_500_kV
LaNinha_500_kV,Veracruz_500_kV,cc1,AC,0,0.011412,9999,0,0,,LaNinha_500_kVVeracruz_500_kV
ColSur_500_kV,Inambari_500_kV,cc1,AC,0,0.026628,1372,0,0,,ColSur_500_kVInambari_500_kV
Poroma_500_kV,ColSur_500_kV,cc1,AC,0,0.02219,1372,0,0,,Poroma_500_kVColSur_500_kV
Colcabamba_500_kV,Carabayllo_500_kV,cc1,AC,0,0.02219,1372,0,0,,Colcabamba_500_kVCarabayllo_500_kV
Colcabamba_500_kV,ColSur_500_kV,cc1,AC,0,0.006974,1372,0,0,,Colcabamba_500_kVColSur_500_kV
ColSur_500_kV,Mainique1_500_kV,cc1,AC,0,0.006974,1372,0,0,,ColSur_500_kVMainique1_500_kV
Brasil_500_kV,Inambari_500_kV,cc1,AC,0,0.01902,1372,0,0,,Brasil_500_kVInambari_500_kV
Colcabamba_500_kV,Paquitzapango_500_kV,cc1,AC,0,0.005706,2156,0,0,,Colcabamba_500_kVPaquitzapango_500_kV
Paquitzapango_500_kV,Tambo40_500_kV,cc1,AC,0,0.003804,2156,0,0,,Paquitzapango_500_kVTambo40_500_kV
Tambo40_500_kV,Tambo60_500_kV,cc1,AC,0,0.003804,2156,0,0,,Tambo40_500_kVTambo60_500_kV
Aguaytia_220_kV,Pucallpa_220_kV,cc1,AC,0,0.136683884,441,0,0,,Aguaytia_220_kVPucallpa_220_kV
LasBambas_220_kV,Constancia_220_kV,cc1,AC,0,0.075500033,441,0,0,,LasBambas_220_kVConstancia_220_kV
Colcabamba_220_kV,Abancay_220_kV,cc1,AC,0,0.286940826,441,0,0,,Colcabamba_220_kVAbancay_220_kV
Abancay_220_kV,LasBambas_220_kV,cc1,AC,0,0.108874711,441,0,0,,Abancay_220_kVLasBambas_220_kV
Pucallpa_220_kV,Pucallpa_138_kV,cc1,AC,0,0.046875,117.6,0,0,,Pucallpa_220_kVPucallpa_138_kV
Desierto_220_kV,Independencia_220_kV,cc1,AC,0,0.057507273,176.4,0,0,,Desierto_220_kVIndependencia_220_kV
Pomacocha_220_kV,Planicie_220_kV,cc1,AC,0,0.104772934,245,0,0,,Pomacocha_220_kVPlanicie_220_kV
Planicie_220_kV,SanJuan_220_kV,cc1,AC,0,0.025006198,245,0,0,,Planicie_220_kVSanJuan_220_kV
Cantera_220_kV,Desierto_220_kV,cc1,AC,0,0.024003926,148.96,0,0,,Cantera_220_kVDesierto_220_kV
ChilcaREP_220_kV,Cantera_220_kV,cc1,AC,0,0.084461293,148.96,0,0,,ChilcaREP_220_kVCantera_220_kV
Celendin_500_kV,Veracruz_500_kV,cc1,AC,0,0.006974,980,0,0,,Celendin_500_kVVeracruz_500_kV
San_Gaban_220_kV,Onocora_220_kV,cc1,AC,0,0.110371377,980,0,0,,San_Gaban_220_kVOnocora_220_kV
San_Gaban_220_kV,Azangaro_220_kV,cc1,AC,0,0.131507669,980,0,0,,San_Gaban_220_kVAzangaro_220_kV
