Period,Scenario,LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
2030,sc01,01-01 00:00:00+01:00,0.0,25.678907082557878,19.259180311918406,16.04931692659867,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 01:00:00+01:00,0.0,23.703606537745728,17.777704903309296,14.814754086091082,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 02:00:00+01:00,0.0,21.72830599293359,16.296229494700192,13.580191245583492,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 03:00:00+01:00,0.0,21.72830599293359,16.296229494700192,13.580191245583492,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 04:00:00+01:00,0.0,23.703606537745728,17.777704903309296,14.814754086091082,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 05:00:00+01:00,0.0,29.62950817218216,22.22213112913662,18.51844260761385,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 06:00:00+01:00,0.0,35.55540980661859,26.666557354963945,22.22213112913662,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 07:00:00+01:00,0.0,39.506010896242884,29.629508172182163,24.691256810151803,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 08:00:00+01:00,0.0,37.530710351430734,28.148032763573053,23.45669396964421,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 09:00:00+01:00,0.0,33.58010926180645,25.185081946354835,20.98756828862903,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 10:00:00+01:00,0.0,30.814688499069447,23.111016374302086,19.259180311918406,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 11:00:00+01:00,0.0,29.62950817218216,22.22213112913662,18.51844260761385,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 12:00:00+01:00,0.0,29.62950817218216,22.22213112913662,18.51844260761385,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 13:00:00+01:00,0.0,28.444327845294875,21.333245883971156,17.777704903309296,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 14:00:00+01:00,0.0,27.654207627370017,20.740655720527513,17.28387976710626,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 15:00:00+01:00,0.0,28.444327845294875,21.333245883971156,17.777704903309296,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 16:00:00+01:00,0.0,30.814688499069447,23.111016374302086,19.259180311918406,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 17:00:00+01:00,0.0,34.76528958869374,26.073967191520303,21.728305992933585,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 18:00:00+01:00,0.0,39.506010896242884,29.629508172182163,24.691256810151803,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 19:00:00+01:00,0.0,36.34553002454346,27.25914751840759,22.71595626533966,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 20:00:00+01:00,0.0,33.58010926180645,25.185081946354835,20.98756828862903,0.0,0.0,0.0,0.0,0.0
2030,sc01,01-01 21:00:00+01:00,0.0,31.604808716994306,23.703606537745728,19.753005448121442,0.0,0.0,0.0,0.0,0.0
