,,,Nuclear,DomesticCoal_Anthracite,BrownLignite,ImportedCoal_SubBituminous,ImportedCoal_Bituminous,CCGT_1,CCGT_2,CCGT_3,CCGT_4,OCGT_1,OCGT_2,OCGT_3,FuelOilGas,WindFarm_1,SolarPV_1,ESS1
2030,sc01,03-26 15:00:00+01:00,,,,,,,,,,,,,,281.9969,52.56825,
2030,sc01,03-26 16:00:00+01:00,,,,,,,,,,,,,,285.253,40.31735,
2030,sc01,03-26 17:00:00+01:00,,,,,,,,,,,,,,289.224825,25.365175,
2030,sc01,03-26 18:00:00+01:00,,,,,,,,,,,,,,284.925625,9.86505,
2030,sc01,03-26 19:00:00+01:00,,,,,,,,,,,,,,283.144775,0.5829,
2030,sc01,03-26 20:00:00+01:00,,,,,,,,,,,,,,286.626375,0.000001,
2030,sc01,03-26 21:00:00+01:00,,,,,,,,,,,,,,286.68415,0.000001,
2030,sc01,03-26 22:00:00+01:00,,,,,,,,,,,,,,283.1119,0.000001,
2030,sc01,03-26 23:00:00+01:00,,,,,,,,,,,,,,273.490425,0.000001,
2030,sc01,03-27 00:00:00+01:00,,,,,,,,,,,,,,269.5658,0.000001,
2030,sc01,03-27 01:00:00+01:00,,,,,,,,,,,,,,272.4509,0.000001,
2030,sc01,03-27 02:00:00+01:00,,,,,,,,,,,,,,269.82295,0.000001,
2030,sc01,03-27 03:00:00+01:00,,,,,,,,,,,,,,262.1563,0.000001,
2030,sc01,03-27 04:00:00+01:00,,,,,,,,,,,,,,256.376475,0.000001,
2030,sc01,03-27 05:00:00+01:00,,,,,,,,,,,,,,241.357225,0.000001,
2030,sc01,03-27 06:00:00+01:00,,,,,,,,,,,,,,233.91795,0.0249,
2030,sc01,03-27 07:00:00+01:00,,,,,,,,,,,,,,237.580625,4.280775,
2030,sc01,03-27 08:00:00+01:00,,,,,,,,,,,,,,229.627725,29.94535,
2030,sc01,03-27 09:00:00+01:00,,,,,,,,,,,,,,230.7195,56.625,
2030,sc01,03-27 10:00:00+01:00,,,,,,,,,,,,,,234.024625,72.94975,
2030,sc01,03-27 11:00:00+01:00,,,,,,,,,,,,,,237.793,82.088,
2030,sc01,03-27 12:00:00+01:00,,,,,,,,,,,,,,244.592425,84.422925,
2030,sc01,03-27 13:00:00+01:00,,,,,,,,,,,,,,250.329875,82.873,
2030,sc01,03-27 14:00:00+01:00,,,,,,,,,,,,,,249.253775,79.41585,
2030,sc01,03-27 15:00:00+01:00,,,,,,,,,,,,,,243.470075,73.3937,
2030,sc01,03-27 16:00:00+01:00,,,,,,,,,,,,,,244.018325,60.204675,
2030,sc01,03-27 17:00:00+01:00,,,,,,,,,,,,,,239.3925,42.745175,
2030,sc01,03-27 18:00:00+01:00,,,,,,,,,,,,,,226.519825,18.032825,
2030,sc01,03-27 19:00:00+01:00,,,,,,,,,,,,,,211.81125,1.113975,
2030,sc01,03-27 20:00:00+01:00,,,,,,,,,,,,,,213.82975,0.000001,
2030,sc01,03-27 21:00:00+01:00,,,,,,,,,,,,,,221.6277,0.000001,
2030,sc01,03-27 22:00:00+01:00,,,,,,,,,,,,,,217.278825,0.000001,
2030,sc01,03-27 23:00:00+01:00,,,,,,,,,,,,,,205.294,0.000001,
2030,sc01,03-28 00:00:00+01:00,,,,,,,,,,,,,,196.3736,0.000001,
2030,sc01,03-28 01:00:00+01:00,,,,,,,,,,,,,,185.08765,0.000001,
2030,sc01,03-28 02:00:00+01:00,,,,,,,,,,,,,,184.140025,0.000001,
2030,sc01,03-28 03:00:00+01:00,,,,,,,,,,,,,,181.10765,0.000001,
2030,sc01,03-28 04:00:00+01:00,,,,,,,,,,,,,,176.8601,0.000001,
2030,sc01,03-28 05:00:00+01:00,,,,,,,,,,,,,,170.194375,0.000001,
2030,sc01,03-28 06:00:00+01:00,,,,,,,,,,,,,,168.423625,0.026725,
2030,sc01,03-28 07:00:00+01:00,,,,,,,,,,,,,,167.9368,5.19875,
2030,sc01,03-28 08:00:00+01:00,,,,,,,,,,,,,,157.358225,32.9456,
2030,sc01,03-28 09:00:00+01:00,,,,,,,,,,,,,,152.534025,58.6235,
2030,sc01,03-28 10:00:00+01:00,,,,,,,,,,,,,,157.320375,75.397925,
2030,sc01,03-28 11:00:00+01:00,,,,,,,,,,,,,,165.375,85.58655,
2030,sc01,03-28 12:00:00+01:00,,,,,,,,,,,,,,163.288975,91.239625,
2030,sc01,03-28 13:00:00+01:00,,,,,,,,,,,,,,169.643675,92.6784,
2030,sc01,03-28 14:00:00+01:00,,,,,,,,,,,,,,180.537875,89.68185,
2030,sc01,03-28 15:00:00+01:00,,,,,,,,,,,,,,188.843025,81.856375,
2030,sc01,03-28 16:00:00+01:00,,,,,,,,,,,,,,193.85575,68.775925,
2030,sc01,03-28 17:00:00+01:00,,,,,,,,,,,,,,197.035425,48.539225,
2030,sc01,03-28 18:00:00+01:00,,,,,,,,,,,,,,187.69895,19.65325,
2030,sc01,03-28 19:00:00+01:00,,,,,,,,,,,,,,177.7515,1.093225,
2030,sc01,03-28 20:00:00+01:00,,,,,,,,,,,,,,186.16675,0.000001,
2030,sc01,03-28 21:00:00+01:00,,,,,,,,,,,,,,181.099525,0.000001,
2030,sc01,03-28 22:00:00+01:00,,,,,,,,,,,,,,178.73265,0.000001,
2030,sc01,03-28 23:00:00+01:00,,,,,,,,,,,,,,175.196575,0.000001,
2030,sc01,03-29 00:00:00+01:00,,,,,,,,,,,,,,168.9986,0.000001,
2030,sc01,03-29 01:00:00+01:00,,,,,,,,,,,,,,164.87875,0.000001,
2030,sc01,03-29 02:00:00+01:00,,,,,,,,,,,,,,167.67535,0.000001,
2030,sc01,03-29 03:00:00+01:00,,,,,,,,,,,,,,179.6973,0.000001,
2030,sc01,03-29 04:00:00+01:00,,,,,,,,,,,,,,186.998325,0.000001,
2030,sc01,03-29 05:00:00+01:00,,,,,,,,,,,,,,191.57965,0.1368,
2030,sc01,03-29 06:00:00+01:00,,,,,,,,,,,,,,192.0481,0.272925,
2030,sc01,03-29 07:00:00+01:00,,,,,,,,,,,,,,175.5426,6.059325,
2030,sc01,03-29 08:00:00+01:00,,,,,,,,,,,,,,164.30255,31.19445,
2030,sc01,03-29 09:00:00+01:00,,,,,,,,,,,,,,164.654125,53.941775,
2030,sc01,03-29 10:00:00+01:00,,,,,,,,,,,,,,161.82035,71.388575,
2030,sc01,03-29 11:00:00+01:00,,,,,,,,,,,,,,160.94585,79.7702,
2030,sc01,03-29 12:00:00+01:00,,,,,,,,,,,,,,164.314975,82.72065,
2030,sc01,03-29 13:00:00+01:00,,,,,,,,,,,,,,189.42205,83.08405,
2030,sc01,03-29 14:00:00+01:00,,,,,,,,,,,,,,205.64215,79.18415,
2030,sc01,03-29 15:00:00+01:00,,,,,,,,,,,,,,203.3349,69.24815,
2030,sc01,03-29 16:00:00+01:00,,,,,,,,,,,,,,194.63765,56.543125,
2030,sc01,03-29 17:00:00+01:00,,,,,,,,,,,,,,195.29415,35.54235,
2030,sc01,03-29 18:00:00+01:00,,,,,,,,,,,,,,205.32795,12.08565,
2030,sc01,03-29 19:00:00+01:00,,,,,,,,,,,,,,205.80915,0.614375,
2030,sc01,03-29 20:00:00+01:00,,,,,,,,,,,,,,201.5423,0.000001,
2030,sc01,03-29 21:00:00+01:00,,,,,,,,,,,,,,195.11085,0.000001,
2030,sc01,03-29 22:00:00+01:00,,,,,,,,,,,,,,195.093275,0.000001,
2030,sc01,03-29 23:00:00+01:00,,,,,,,,,,,,,,190.355925,0.000001,
2030,sc01,03-30 00:00:00+01:00,,,,,,,,,,,,,,203.2804,0.000001,
2030,sc01,03-30 01:00:00+01:00,,,,,,,,,,,,,,211.72775,0.000001,
2030,sc01,03-30 02:00:00+01:00,,,,,,,,,,,,,,209.738225,0.000001,
2030,sc01,03-30 03:00:00+01:00,,,,,,,,,,,,,,196.53825,0.000001,
2030,sc01,03-30 04:00:00+01:00,,,,,,,,,,,,,,193.680425,0.000001,
2030,sc01,03-30 05:00:00+01:00,,,,,,,,,,,,,,214.06395,0.000001,
2030,sc01,03-30 06:00:00+01:00,,,,,,,,,,,,,,221.772875,0.1583,
2030,sc01,03-30 07:00:00+01:00,,,,,,,,,,,,,,222.399275,4.053225,
2030,sc01,03-30 08:00:00+01:00,,,,,,,,,,,,,,213.828625,27.616075,
2030,sc01,03-30 09:00:00+01:00,,,,,,,,,,,,,,197.2064,51.59965,
2030,sc01,03-30 10:00:00+01:00,,,,,,,,,,,,,,202.26345,67.648275,
2030,sc01,03-30 11:00:00+01:00,,,,,,,,,,,,,,209.681275,77.936,
2030,sc01,03-30 12:00:00+01:00,,,,,,,,,,,,,,212.287975,83.50445,
2030,sc01,03-30 13:00:00+01:00,,,,,,,,,,,,,,208.468925,84.521425,
2030,sc01,03-30 14:00:00+01:00,,,,,,,,,,,,,,207.995475,81.819575,
2030,sc01,03-30 15:00:00+01:00,,,,,,,,,,,,,,201.9883,74.526125,
2030,sc01,03-30 16:00:00+01:00,,,,,,,,,,,,,,198.912275,62.23225,
2030,sc01,03-30 17:00:00+01:00,,,,,,,,,,,,,,197.750675,45.3051,
2030,sc01,03-30 18:00:00+01:00,,,,,,,,,,,,,,196.62625,19.83955,
2030,sc01,03-30 19:00:00+01:00,,,,,,,,,,,,,,189.11875,1.487975,
2030,sc01,03-30 20:00:00+01:00,,,,,,,,,,,,,,196.824775,0.000001,
2030,sc01,03-30 21:00:00+01:00,,,,,,,,,,,,,,200.094375,0.000001,
2030,sc01,03-30 22:00:00+01:00,,,,,,,,,,,,,,196.36645,0.000001,
2030,sc01,03-30 23:00:00+01:00,,,,,,,,,,,,,,194.7299,0.000001,
2030,sc01,03-31 00:00:00+01:00,,,,,,,,,,,,,,182.64645,0.000001,
2030,sc01,03-31 01:00:00+01:00,,,,,,,,,,,,,,166.8106,0.000001,
2030,sc01,03-31 02:00:00+01:00,,,,,,,,,,,,,,152.1069,0.000001,
2030,sc01,03-31 03:00:00+02:00,,,,,,,,,,,,,,139.26855,0.000001,
2030,sc01,03-31 04:00:00+02:00,,,,,,,,,,,,,,132.5719,0.000001,
2030,sc01,03-31 05:00:00+02:00,,,,,,,,,,,,,,128.27015,0.01045,
2030,sc01,03-31 06:00:00+02:00,,,,,,,,,,,,,,134.469675,0.1716,
2030,sc01,03-31 07:00:00+02:00,,,,,,,,,,,,,,135.6546,7.15795,
2030,sc01,03-31 08:00:00+02:00,,,,,,,,,,,,,,126.20575,36.4258,
2030,sc01,03-31 09:00:00+02:00,,,,,,,,,,,,,,120.3923,61.15665,
2030,sc01,03-31 10:00:00+02:00,,,,,,,,,,,,,,124.3459,76.510825,
2030,sc01,03-31 11:00:00+02:00,,,,,,,,,,,,,,129.7246,85.847175,
2030,sc01,03-31 12:00:00+02:00,,,,,,,,,,,,,,132.71055,90.218375,
2030,sc01,03-31 13:00:00+02:00,,,,,,,,,,,,,,139.0249,90.59265,
2030,sc01,03-31 14:00:00+02:00,,,,,,,,,,,,,,146.898775,87.502225,
2030,sc01,03-31 15:00:00+02:00,,,,,,,,,,,,,,154.42625,80.486,
2030,sc01,03-31 16:00:00+02:00,,,,,,,,,,,,,,164.29695,67.385025,
2030,sc01,03-31 17:00:00+02:00,,,,,,,,,,,,,,171.188525,47.995875,
2030,sc01,03-31 18:00:00+02:00,,,,,,,,,,,,,,185.42215,20.628725,
2030,sc01,03-31 19:00:00+02:00,,,,,,,,,,,,,,198.266225,1.535925,
2030,sc01,03-31 20:00:00+02:00,,,,,,,,,,,,,,208.96985,0.000001,
2030,sc01,03-31 21:00:00+02:00,,,,,,,,,,,,,,212.610675,0.000001,
2030,sc01,03-31 22:00:00+02:00,,,,,,,,,,,,,,211.259725,0.000001,
2030,sc01,03-31 23:00:00+02:00,,,,,,,,,,,,,,211.3343,0.000001,
2030,sc01,04-01 00:00:00+02:00,,,,,,,,,,,,,,199.971425,0.000001,
2030,sc01,04-01 01:00:00+02:00,,,,,,,,,,,,,,191.760425,0.000001,
2030,sc01,04-01 02:00:00+02:00,,,,,,,,,,,,,,187.549725,0.000001,
2030,sc01,04-01 03:00:00+02:00,,,,,,,,,,,,,,187.2107,0.000001,
2030,sc01,04-01 04:00:00+02:00,,,,,,,,,,,,,,193.1825,0.000001,
2030,sc01,04-01 05:00:00+02:00,,,,,,,,,,,,,,196.474575,0.021125,
2030,sc01,04-01 06:00:00+02:00,,,,,,,,,,,,,,203.9026,0.189375,
2030,sc01,04-01 07:00:00+02:00,,,,,,,,,,,,,,206.8085,6.82635,
2030,sc01,04-01 08:00:00+02:00,,,,,,,,,,,,,,212.0165,34.539275,
2030,sc01,04-01 09:00:00+02:00,,,,,,,,,,,,,,208.8309,59.396575,
2030,sc01,04-01 10:00:00+02:00,,,,,,,,,,,,,,198.312225,75.2335,
2030,sc01,04-01 11:00:00+02:00,,,,,,,,,,,,,,186.703,85.615975,
2030,sc01,04-01 12:00:00+02:00,,,,,,,,,,,,,,180.7428,91.9544,
2030,sc01,04-01 13:00:00+02:00,,,,,,,,,,,,,,186.186475,93.42125,
2030,sc01,04-01 14:00:00+02:00,,,,,,,,,,,,,,191.604275,90.484775,
2030,sc01,04-01 15:00:00+02:00,,,,,,,,,,,,,,198.44085,82.7793,
2030,sc01,04-01 16:00:00+02:00,,,,,,,,,,,,,,203.962325,69.745625,
2030,sc01,04-01 17:00:00+02:00,,,,,,,,,,,,,,205.2641,49.57875,
2030,sc01,04-01 18:00:00+02:00,,,,,,,,,,,,,,202.565575,21.845375,
2030,sc01,04-01 19:00:00+02:00,,,,,,,,,,,,,,207.86505,1.7967,
2030,sc01,04-01 20:00:00+02:00,,,,,,,,,,,,,,221.1348,0.000001,
2030,sc01,04-01 21:00:00+02:00,,,,,,,,,,,,,,222.29385,0.000001,
2030,sc01,04-01 22:00:00+02:00,,,,,,,,,,,,,,217.199775,0.000001,
2030,sc01,04-01 23:00:00+02:00,,,,,,,,,,,,,,208.334625,0.000001,
2030,sc01,04-02 00:00:00+02:00,,,,,,,,,,,,,,200.14435,0.000001,
2030,sc01,04-02 01:00:00+02:00,,,,,,,,,,,,,,193.3903,0.000001,
2030,sc01,04-02 02:00:00+02:00,,,,,,,,,,,,,,183.38065,0.000001,
2030,sc01,04-02 03:00:00+02:00,,,,,,,,,,,,,,174.704575,0.000001,
2030,sc01,04-02 04:00:00+02:00,,,,,,,,,,,,,,165.496575,0.000001,
2030,sc01,04-02 05:00:00+02:00,,,,,,,,,,,,,,156.19,0.0259,
2030,sc01,04-02 06:00:00+02:00,,,,,,,,,,,,,,151.86655,0.209475,
2030,sc01,04-02 07:00:00+02:00,,,,,,,,,,,,,,147.516525,8.129975,
2030,sc01,04-02 08:00:00+02:00,,,,,,,,,,,,,,132.640125,35.965025,
2030,sc01,04-02 09:00:00+02:00,,,,,,,,,,,,,,114.6324,59.68215,
2030,sc01,04-02 10:00:00+02:00,,,,,,,,,,,,,,107.7924,75.9729,
2030,sc01,04-02 11:00:00+02:00,,,,,,,,,,,,,,102.632975,86.156225,
2030,sc01,04-02 12:00:00+02:00,,,,,,,,,,,,,,98.172525,91.327525,
2030,sc01,04-02 13:00:00+02:00,,,,,,,,,,,,,,96.761775,92.041075,
2030,sc01,04-02 14:00:00+02:00,,,,,,,,,,,,,,97.8492,88.72595,
2030,sc01,04-02 15:00:00+02:00,,,,,,,,,,,,,,103.50075,80.831775,
2030,sc01,04-02 16:00:00+02:00,,,,,,,,,,,,,,108.160575,67.8784,
2030,sc01,04-02 17:00:00+02:00,,,,,,,,,,,,,,110.5098,46.7065,
2030,sc01,04-02 18:00:00+02:00,,,,,,,,,,,,,,115.916175,17.892875,
2030,sc01,04-02 19:00:00+02:00,,,,,,,,,,,,,,129.68335,1.17225,
2030,sc01,04-02 20:00:00+02:00,,,,,,,,,,,,,,148.818525,0.000001,
2030,sc01,04-02 21:00:00+02:00,,,,,,,,,,,,,,159.747775,0.000001,
2030,sc01,04-02 22:00:00+02:00,,,,,,,,,,,,,,163.583425,0.000001,
2030,sc01,04-02 23:00:00+02:00,,,,,,,,,,,,,,158.750875,0.000001,
2030,sc01,04-03 00:00:00+02:00,,,,,,,,,,,,,,148.635325,0.000001,
2030,sc01,04-03 01:00:00+02:00,,,,,,,,,,,,,,137.3021,0.000001,
2030,sc01,04-03 02:00:00+02:00,,,,,,,,,,,,,,126.848925,0.000001,
2030,sc01,04-03 03:00:00+02:00,,,,,,,,,,,,,,119.454625,0.000001,
2030,sc01,04-03 04:00:00+02:00,,,,,,,,,,,,,,114.620975,0.000001,
2030,sc01,04-03 05:00:00+02:00,,,,,,,,,,,,,,104.17125,0.0264,
2030,sc01,04-03 06:00:00+02:00,,,,,,,,,,,,,,96.4827,0.224675,
2030,sc01,04-03 07:00:00+02:00,,,,,,,,,,,,,,85.171025,7.5671,
2030,sc01,04-03 08:00:00+02:00,,,,,,,,,,,,,,69.279825,32.3185,
2030,sc01,04-03 09:00:00+02:00,,,,,,,,,,,,,,63.790975,54.704025,
2030,sc01,04-03 10:00:00+02:00,,,,,,,,,,,,,,65.2865,70.469475,
2030,sc01,04-03 11:00:00+02:00,,,,,,,,,,,,,,65.79225,79.906175,
2030,sc01,04-03 12:00:00+02:00,,,,,,,,,,,,,,70.55725,84.312625,
2030,sc01,04-03 13:00:00+02:00,,,,,,,,,,,,,,74.579,83.5435,
2030,sc01,04-03 14:00:00+02:00,,,,,,,,,,,,,,88.006125,78.4136,
2030,sc01,04-03 15:00:00+02:00,,,,,,,,,,,,,,106.1599,69.10195,
2030,sc01,04-03 16:00:00+02:00,,,,,,,,,,,,,,124.6369,53.08485,
2030,sc01,04-03 17:00:00+02:00,,,,,,,,,,,,,,132.076075,31.520625,
2030,sc01,04-03 18:00:00+02:00,,,,,,,,,,,,,,141.1291,11.743875,
2030,sc01,04-03 19:00:00+02:00,,,,,,,,,,,,,,155.61685,1.052475,
2030,sc01,04-03 20:00:00+02:00,,,,,,,,,,,,,,169.9131,0.000001,
2030,sc01,04-03 21:00:00+02:00,,,,,,,,,,,,,,176.950575,0.000001,
2030,sc01,04-03 22:00:00+02:00,,,,,,,,,,,,,,178.909025,0.000001,
2030,sc01,04-03 23:00:00+02:00,,,,,,,,,,,,,,177.32705,0.000001,
2030,sc01,04-04 00:00:00+02:00,,,,,,,,,,,,,,175.339375,0.000001,
2030,sc01,04-04 01:00:00+02:00,,,,,,,,,,,,,,173.155975,0.000001,
2030,sc01,04-04 02:00:00+02:00,,,,,,,,,,,,,,174.36575,0.000001,
2030,sc01,04-04 03:00:00+02:00,,,,,,,,,,,,,,184.277725,0.000001,
2030,sc01,04-04 04:00:00+02:00,,,,,,,,,,,,,,195.289025,0.000001,
2030,sc01,04-04 05:00:00+02:00,,,,,,,,,,,,,,195.27605,0.023675,
2030,sc01,04-04 06:00:00+02:00,,,,,,,,,,,,,,186.719475,0.1938,
2030,sc01,04-04 07:00:00+02:00,,,,,,,,,,,,,,183.65355,5.87885,
2030,sc01,04-04 08:00:00+02:00,,,,,,,,,,,,,,178.624575,27.65935,
2030,sc01,04-04 09:00:00+02:00,,,,,,,,,,,,,,182.4779,50.336325,
2030,sc01,04-04 10:00:00+02:00,,,,,,,,,,,,,,178.795275,68.399025,
2030,sc01,04-04 11:00:00+02:00,,,,,,,,,,,,,,169.3536,79.7671,
2030,sc01,04-04 12:00:00+02:00,,,,,,,,,,,,,,167.856525,83.989,
2030,sc01,04-04 13:00:00+02:00,,,,,,,,,,,,,,169.717,84.0797,
2030,sc01,04-04 14:00:00+02:00,,,,,,,,,,,,,,172.3692,80.2225,
2030,sc01,04-04 15:00:00+02:00,,,,,,,,,,,,,,180.0528,73.105375,
2030,sc01,04-04 16:00:00+02:00,,,,,,,,,,,,,,183.81765,61.04065,
2030,sc01,04-04 17:00:00+02:00,,,,,,,,,,,,,,187.86505,42.055775,
2030,sc01,04-04 18:00:00+02:00,,,,,,,,,,,,,,191.03835,18.71065,
2030,sc01,04-04 19:00:00+02:00,,,,,,,,,,,,,,198.23,1.7078,
2030,sc01,04-04 20:00:00+02:00,,,,,,,,,,,,,,208.3337,0.000001,
2030,sc01,04-04 21:00:00+02:00,,,,,,,,,,,,,,212.585175,0.000001,
2030,sc01,04-04 22:00:00+02:00,,,,,,,,,,,,,,218.17795,0.000001,
2030,sc01,04-04 23:00:00+02:00,,,,,,,,,,,,,,218.3845,0.000001,
2030,sc01,04-05 00:00:00+02:00,,,,,,,,,,,,,,222.3008,0.000001,
2030,sc01,04-05 01:00:00+02:00,,,,,,,,,,,,,,221.481075,0.000001,
2030,sc01,04-05 02:00:00+02:00,,,,,,,,,,,,,,211.900375,0.000001,
2030,sc01,04-05 03:00:00+02:00,,,,,,,,,,,,,,210.7172,0.000001,
2030,sc01,04-05 04:00:00+02:00,,,,,,,,,,,,,,204.145075,0.000001,
2030,sc01,04-05 05:00:00+02:00,,,,,,,,,,,,,,191.965425,0.02765,
2030,sc01,04-05 06:00:00+02:00,,,,,,,,,,,,,,182.66215,0.240725,
2030,sc01,04-05 07:00:00+02:00,,,,,,,,,,,,,,181.78685,8.1748,
2030,sc01,04-05 08:00:00+02:00,,,,,,,,,,,,,,169.954375,33.960125,
2030,sc01,04-05 09:00:00+02:00,,,,,,,,,,,,,,158.791675,56.99665,
2030,sc01,04-05 10:00:00+02:00,,,,,,,,,,,,,,146.1715,75.024025,
2030,sc01,04-05 11:00:00+02:00,,,,,,,,,,,,,,140.660175,84.85755,
2030,sc01,04-05 12:00:00+02:00,,,,,,,,,,,,,,136.34005,89.263275,
2030,sc01,04-05 13:00:00+02:00,,,,,,,,,,,,,,135.9165,89.713625,
2030,sc01,04-05 14:00:00+02:00,,,,,,,,,,,,,,134.688125,85.602575,
2030,sc01,04-05 15:00:00+02:00,,,,,,,,,,,,,,138.656825,76.355825,
2030,sc01,04-05 16:00:00+02:00,,,,,,,,,,,,,,141.139125,61.3862,
2030,sc01,04-05 17:00:00+02:00,,,,,,,,,,,,,,147.957725,41.500575,
2030,sc01,04-05 18:00:00+02:00,,,,,,,,,,,,,,152.215125,16.8012,
2030,sc01,04-05 19:00:00+02:00,,,,,,,,,,,,,,153.821425,1.3481,
2030,sc01,04-05 20:00:00+02:00,,,,,,,,,,,,,,170.677225,0.000001,
2030,sc01,04-05 21:00:00+02:00,,,,,,,,,,,,,,177.734975,0.000001,
2030,sc01,04-05 22:00:00+02:00,,,,,,,,,,,,,,177.2412,0.000001,
2030,sc01,04-05 23:00:00+02:00,,,,,,,,,,,,,,179.9943,0.000001,
2030,sc01,04-06 00:00:00+02:00,,,,,,,,,,,,,,179.67835,0.000001,
2030,sc01,04-06 01:00:00+02:00,,,,,,,,,,,,,,169.7979,0.000001,
2030,sc01,04-06 02:00:00+02:00,,,,,,,,,,,,,,156.68045,0.000001,
2030,sc01,04-06 03:00:00+02:00,,,,,,,,,,,,,,148.7766,0.000001,
2030,sc01,04-06 04:00:00+02:00,,,,,,,,,,,,,,144.62525,0.000001,
2030,sc01,04-06 05:00:00+02:00,,,,,,,,,,,,,,142.369325,0.02395,
2030,sc01,04-06 06:00:00+02:00,,,,,,,,,,,,,,139.328525,0.189175,
2030,sc01,04-06 07:00:00+02:00,,,,,,,,,,,,,,150.210025,4.52965,
2030,sc01,04-06 08:00:00+02:00,,,,,,,,,,,,,,148.172375,18.87035,
2030,sc01,04-06 09:00:00+02:00,,,,,,,,,,,,,,142.211425,36.321825,
2030,sc01,04-06 10:00:00+02:00,,,,,,,,,,,,,,135.64165,47.857025,
2030,sc01,04-06 11:00:00+02:00,,,,,,,,,,,,,,132.870875,56.23385,
2030,sc01,04-06 12:00:00+02:00,,,,,,,,,,,,,,128.099225,60.8649,
2030,sc01,04-06 13:00:00+02:00,,,,,,,,,,,,,,128.47335,63.042975,
2030,sc01,04-06 14:00:00+02:00,,,,,,,,,,,,,,131.93675,62.270875,
2030,sc01,04-06 15:00:00+02:00,,,,,,,,,,,,,,139.10365,57.155525,
2030,sc01,04-06 16:00:00+02:00,,,,,,,,,,,,,,148.92135,47.431325,
2030,sc01,04-06 17:00:00+02:00,,,,,,,,,,,,,,169.474225,31.726175,
2030,sc01,04-06 18:00:00+02:00,,,,,,,,,,,,,,190.500125,12.6942,
2030,sc01,04-06 19:00:00+02:00,,,,,,,,,,,,,,203.848625,1.0084,
2030,sc01,04-06 20:00:00+02:00,,,,,,,,,,,,,,211.7907,0.000001,
2030,sc01,04-06 21:00:00+02:00,,,,,,,,,,,,,,215.253675,0.000001,
2030,sc01,04-06 22:00:00+02:00,,,,,,,,,,,,,,205.792075,0.000001,
2030,sc01,04-06 23:00:00+02:00,,,,,,,,,,,,,,198.710675,0.000001,
2030,sc01,04-07 00:00:00+02:00,,,,,,,,,,,,,,191.476275,0.000001,
2030,sc01,04-07 01:00:00+02:00,,,,,,,,,,,,,,183.8755,0.000001,
2030,sc01,04-07 02:00:00+02:00,,,,,,,,,,,,,,181.7016,0.000001,
2030,sc01,04-07 03:00:00+02:00,,,,,,,,,,,,,,177.9404,0.000001,
2030,sc01,04-07 04:00:00+02:00,,,,,,,,,,,,,,169.8547,0.000001,
2030,sc01,04-07 05:00:00+02:00,,,,,,,,,,,,,,164.4119,0.02375,
2030,sc01,04-07 06:00:00+02:00,,,,,,,,,,,,,,159.4794,0.241175,
2030,sc01,04-07 07:00:00+02:00,,,,,,,,,,,,,,161.72515,7.187875,
2030,sc01,04-07 08:00:00+02:00,,,,,,,,,,,,,,166.31475,30.236625,
2030,sc01,04-07 09:00:00+02:00,,,,,,,,,,,,,,173.7997,51.117175,
2030,sc01,04-07 10:00:00+02:00,,,,,,,,,,,,,,178.633175,63.9239,
2030,sc01,04-07 11:00:00+02:00,,,,,,,,,,,,,,181.63295,70.937,
2030,sc01,04-07 12:00:00+02:00,,,,,,,,,,,,,,183.565,72.861025,
2030,sc01,04-07 13:00:00+02:00,,,,,,,,,,,,,,197.1349,72.168,
2030,sc01,04-07 14:00:00+02:00,,,,,,,,,,,,,,210.301425,68.13155,
2030,sc01,04-07 15:00:00+02:00,,,,,,,,,,,,,,227.96495,59.67115,
2030,sc01,04-07 16:00:00+02:00,,,,,,,,,,,,,,251.333025,49.64475,
2030,sc01,04-07 17:00:00+02:00,,,,,,,,,,,,,,276.076725,34.5203,
2030,sc01,04-07 18:00:00+02:00,,,,,,,,,,,,,,288.13565,15.42635,
2030,sc01,04-07 19:00:00+02:00,,,,,,,,,,,,,,285.628025,1.554175,
2030,sc01,04-07 20:00:00+02:00,,,,,,,,,,,,,,281.6646,0.000001,
2030,sc01,04-07 21:00:00+02:00,,,,,,,,,,,,,,270.348,0.000001,
2030,sc01,04-07 22:00:00+02:00,,,,,,,,,,,,,,266.855275,0.000001,
2030,sc01,04-07 23:00:00+02:00,,,,,,,,,,,,,,261.082425,0.000001,
2030,sc01,04-08 00:00:00+02:00,,,,,,,,,,,,,,265.108375,0.000001,
2030,sc01,04-08 01:00:00+02:00,,,,,,,,,,,,,,262.0976,0.000001,
2030,sc01,04-08 02:00:00+02:00,,,,,,,,,,,,,,255.338925,0.000001,
2030,sc01,04-08 03:00:00+02:00,,,,,,,,,,,,,,250.01495,0.000001,
2030,sc01,04-08 04:00:00+02:00,,,,,,,,,,,,,,245.750975,0.000001,
2030,sc01,04-08 05:00:00+02:00,,,,,,,,,,,,,,243.2847,0.025625,
2030,sc01,04-08 06:00:00+02:00,,,,,,,,,,,,,,241.34795,0.304775,
2030,sc01,04-08 07:00:00+02:00,,,,,,,,,,,,,,232.6348,7.860825,
2030,sc01,04-08 08:00:00+02:00,,,,,,,,,,,,,,218.84235,27.8474,
2030,sc01,04-08 09:00:00+02:00,,,,,,,,,,,,,,223.634575,45.789675,
2030,sc01,04-08 10:00:00+02:00,,,,,,,,,,,,,,223.06455,59.087075,
