InitialNode,,,Node_1,Node_1,Node_2,Node_2,Node_3,Node_3,Node_4,Node_4,Node_4,Node_6,Node_6,Node_7,Node_8
FinalNode,,,Node_4,Node_6,Node_3,Node_6,Node_4,Node_6,Node_5,Node_6,Node_9,Node_7,Node_8,Node_8,Node_9
Circuit,,,dc1,ac1,ac1,ac1,ac1,ac1,ac1,ac1,ac1,ac1,ac1,ac1,ac1
sc01,y2030,2030-01-01T03:00:00+01:00,0.0181146356552239,1.0,0.06111834085211847,0.2761637756777323,0.06455417759876828,0.1535500133590957,0.3372821165298507,0.15550887101855201,0.00020140502297817932,0.13825911331462462,0.1640908544471596,0.002275101912987343,0.14073562025059014
sc01,y2030,2030-01-01T07:00:00+01:00,0.2909862862658166,0.7818307992375415,0.08071206392169417,0.23002961070517142,0.007032037824264632,0.1129970418426006,0.31074167462686575,0.08914280502211573,0.032291966761450706,0.11655378055638205,0.12952700289485375,0.012921917216006032,0.09718373101093737
sc01,y2030,2030-01-01T11:00:00+01:00,0.20473243075093325,1.0,0.06551871093378504,0.2779456532826331,0.05910683178681171,0.1525377467215294,0.3434643642164182,0.1513450799079044,0.004003427594902953,0.1393905066969727,0.16429289198797523,0.0037196450604899695,0.13910672416255987
sc01,y2030,2030-01-01T15:00:00+01:00,0.2484284234123137,1.0,0.08210046226424218,0.28520516889247444,0.036716245464167054,0.1490865481295286,0.3673056311567166,0.1347625645122509,0.020534119918582273,0.14364857283062177,0.16486193524333323,0.009395440191766224,0.13250989310380573
sc01,y2030,2030-01-01T19:00:00+01:00,0.2909862862658166,1.0,0.008115216575105194,0.19906723056760053,0.11052362795156837,0.13676909533262,0.40867371201492564,0.1716540889691952,0.009818519194042563,0.16416986170148834,0.19211515274626023,0.0061108516194072985,0.16046219412685292
sc01,y2030,2030-01-01T23:00:00+01:00,0.2909862862658166,1.0,0.04354045990310328,0.2507925687834222,0.07073817378734061,0.14542481590406317,0.3761675147014929,0.15327997054513515,0.011869925374411432,0.15016754825604195,0.1749459249479048,0.006568916199181858,0.14486653908081254
sc01,y2030,2030-01-02T03:00:00+01:00,0.20335495481343316,1.0,0.05675846090485097,0.2741104026772389,0.07093592815391773,0.1543610379990671,0.33086886358208983,0.16010573359549904,0.00472984761625463,0.13714094190790582,0.16399226263372194,0.0007210845697061748,0.14259187409386664
sc01,y2030,2030-01-02T07:00:00+01:00,0.2909862862658166,1.0,0.014317348523508735,0.22180415102141252,0.0943888502394599,0.14071075975252087,0.39264873682835827,0.16452610121405303,0.009671751002911419,0.1576529960092285,0.18442307973785999,0.005950644341517792,0.15393188934783486
sc01,y2030,2030-01-02T11:00:00+01:00,0.2909862862658166,1.0,0.08425792883084973,0.1190294787311814,0.16612603610083088,0.12148195023621233,0.46959653205223906,0.1949402352401784,0.012664068241154063,0.18818277860493865,0.21983337983674292,0.007482443111479132,0.18300115347526372
sc01,y2030,2030-01-02T15:00:00+01:00,0.2909862862658166,1.0,0.0882958055828781,0.11390519313806031,0.1681232949136833,0.12008469821681263,0.47610247958955226,0.19514058298366144,0.014339772185549361,0.19028984188964276,0.22187885724197215,0.008086191281999047,0.18403626098609246
sc01,y2030,2030-01-02T19:00:00+01:00,0.2909862862658166,1.0,0.1530652606504831,0.05252994926988624,0.22884720634878714,0.11155259650516582,0.4964796139925375,0.22669395134686615,0.0010326892972907032,0.20307450095687327,0.2406557972570301,0.0037920048640222603,0.2058338165236048
sc01,y2030,2030-01-02T23:00:00+01:00,0.2909862862658166,1.0,0.061043817173189574,0.1499406800250134,0.1561374992741593,0.13048236193660398,0.42687016335820926,0.19544770849880258,0.0005653262402707513,0.17470974984528295,0.20712944524280455,0.0031528182144185705,0.17729724181943077
sc01,y2030,2030-01-03T03:00:00+01:00,0.2909862862658166,1.0,0.028806854373180785,0.23997525825849375,0.0869986533042866,0.145580078319072,0.3700982726492539,0.16355921705448317,0.0040270137887653,0.15029514879429226,0.17722420669306185,0.003912464825110851,0.15018059983063764
sc01,y2030,2030-01-03T07:00:00+01:00,0.2909862862658166,1.0,0.041410272558602815,0.1658368611137847,0.1371411850551165,0.13126304368849132,0.4283207950373137,0.18416052342581632,0.0077380720601819535,0.17291319059187982,0.2030527828554013,0.005553807318568148,0.17072892585026586
sc01,y2030,2030-01-03T11:00:00+01:00,0.2909862862658166,1.0,0.10340457188521461,0.09607834946371743,0.1769831514707978,0.11575451891841909,0.4955053717537315,0.19743035885806293,0.018321913348408592,0.19691225759157527,0.22865605792941934,0.009548313975588996,0.18813865821875567
sc01,y2030,2030-01-03T15:00:00+01:00,0.2909862862658166,1.0,0.07311505655509928,0.12162806879498263,0.14873286930561008,0.11764290747420479,0.49397997686567185,0.18119022392165987,0.027644921769205542,0.19317959994384687,0.22169920758918638,0.012645390429287424,0.17818006860392874
sc01,y2030,2030-01-03T19:00:00+01:00,0.2909862862658166,1.0,0.12397010546290053,0.07461627115054495,0.19192848049514938,0.11172923349848013,0.5116337675373135,0.20375222543332838,0.018980902642055247,0.20330075663424044,0.2360569241043016,0.009879979820983585,0.1941998338131688
sc01,y2030,2030-01-03T23:00:00+01:00,0.2909862862658166,1.0,0.007666289550445846,0.19192328946197093,0.10322194624702032,0.13178200441653715,0.43534096216417945,0.16335021971679062,0.022162112938582397,0.1709814954694776,0.1968493368792536,0.010410572105149325,0.15922995463604453
sc01,y2030,2030-01-04T03:00:00+01:00,0.2909862862658166,1.0,0.08200667540686025,0.2828143633824628,0.035284815513963425,0.14753957121821187,0.374886572462687,0.13270768810988604,0.023859701419516204,0.14564612576190264,0.16633006068798442,0.01055661278287357,0.13234303712526002
sc01,y2030,2030-01-04T07:00:00+01:00,0.2909862862658166,1.0,0.0026895402195389177,0.1967036758586752,0.09917978667184589,0.1324805540155533,0.4329540392164183,0.16134778218156867,0.022704685268484334,0.16982266264806767,0.1953273122215082,0.010574853695216187,0.1576928310747995
sc01,y2030,2030-01-04T11:00:00+01:00,0.2909862862658166,1.0,0.08676574211093946,0.10885690454485207,0.16017101496764155,0.11595414075203792,0.49927655951492567,0.1870724899188046,0.0255776396970383,0.19603882161715658,0.225652123353716,0.011993078233589782,0.18245426015370808
sc01,y2030,2030-01-04T15:00:00+01:00,0.2909862862658166,1.0,0.07087912632276913,0.12272229233317423,0.14583237887374528,0.1172544247168343,0.49677177119403015,0.1790860553337165,0.029678074465815087,0.19364574253129566,0.22170089467453158,0.013342495453779099,0.17731016351925982
sc01,y2030,2030-01-04T19:00:00+01:00,0.2909862862658166,1.0,0.14359310809006498,0.058129963500513165,0.21108754669052038,0.11054986304537472,0.5115517807835825,0.21484211396560626,0.012304337780151407,0.20549268648621843,0.24046811270377993,0.007653888849602712,0.20084223755566974
sc01,y2030,2030-01-04T23:00:00+01:00,0.2909862862658166,1.0,0.054131602429438055,0.1532719501394695,0.14711789148732368,0.12924710130769904,0.4356894798880602,0.18888400816035142,0.0069380452791624565,0.1761989801358019,0.20716813364473774,0.005338303147780515,0.17459923800441995
sc01,y2030,2030-01-05T03:00:00+01:00,0.2909862862658166,1.0,0.001399449949141565,0.21551129045025544,0.11117596319412032,0.14297446865893357,0.3764132882089558,0.17671582849052536,0.0021237456689418275,0.1549328041309411,0.1843945122021803,0.0019060659436859442,0.15896261574356904
sc01,y2030,2030-01-05T07:00:00+01:00,0.2909862862658166,1.0,0.08446320151714654,0.1288240338708347,0.17657815149887565,0.12811429000579622,0.4330453787686573,0.2064470621911446,0.004329669223268606,0.17887153797740823,0.21339461637272672,0.0015640365002040216,0.18476524370088085
sc01,y2030,2030-01-05T11:00:00+01:00,0.2909862862658166,1.0,0.1484528011566923,0.05824043004769392,0.2191642790723689,0.1130533539434753,0.4971833832835827,0.22176768987783702,0.004182715850350145,0.20231284205859001,0.23889788966941866,0.004846901001111671,0.20297702720935154
