Scenario,Period,LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
sc01,y2030,2030-01-01T03:00:00+01:00,25.2,25.20000000000875,25.200000000003502,25.20000000000025,25.2,25.200000000003502,25.200000000001747,25.200000000001747,25.200000000003502
sc01,y2030,2030-01-01T07:00:00+01:00,25.200000000001747,25.199999999998,25.19999999999625,25.199999999994752,25.1999999999945,25.2,25.2,25.2,25.199999999998
sc01,y2030,2030-01-01T11:00:00+01:00,28.0000000000005,27.99999999999525,27.999999999991502,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-01T15:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-01T19:00:00+01:00,28.0000000000005,27.99999999999525,27.99999999999525,27.999999999998,27.999999999998753,27.999999999996998,27.999999999998753,27.999999999998753,27.999999999998753
sc01,y2030,2030-01-01T23:00:00+01:00,28.0000000000005,27.99999999999525,27.999999999991502,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-02T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-02T07:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-02T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-02T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-02T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-02T23:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-03T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-03T07:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-03T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-03T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-03T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-03T23:00:00+01:00,28.0000000000005,37.499999998882245,37.49999999888575,37.499999998882494,37.499999998882245,37.499999998882245,37.4999999988805,37.4999999988805,37.4999999988805
sc01,y2030,2030-01-04T03:00:00+01:00,27.999999999996998,27.99999999999525,27.99999999999525,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-04T07:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-04T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-04T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-04T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-04T23:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-05T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-05T07:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-05T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.50000000000024,71.50000000000024,71.4999999999985,71.49999999993825,71.49999999998425,71.50000000000576
sc01,y2030,2030-01-05T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-05T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-05T23:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-06T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-06T07:00:00+01:00,28.0000000000005,27.99999999999525,27.999999999991502,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-06T11:00:00+01:00,28.0000000000005,27.99999999999525,27.999999999991502,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-06T15:00:00+01:00,28.0000000000005,28.0000000000005,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-06T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-06T23:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-07T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-07T07:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-07T11:00:00+01:00,28.0000000000005,27.99999999999525,27.999999999991502,27.99999999999225,27.999999999991502,27.999999999996998,27.999999999996998,27.999999999996998,27.99999999999525
sc01,y2030,2030-01-07T15:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-07T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999599,71.49999999999675,71.50000000000024,71.50000000002875,71.49999999998425,71.49999999998249
sc01,y2030,2030-01-07T23:00:00+01:00,28.0000000000005,32.900000000157746,32.900000000157746,32.9000000001555,32.900000000156,32.900000000157746,32.900000000157746,32.900000000157746,32.900000000157746
sc01,y2030,2030-01-08T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-08T07:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-08T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-08T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-08T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-08T23:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999996998,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-09T03:00:00+01:00,28.0000000000005,27.999999999998753,27.999999999998753,28.0,28.0000000000005,28.0000000000005,28.0000000000005,28.0000000000005,27.999999999998753
sc01,y2030,2030-01-09T07:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-09T11:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-09T15:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
sc01,y2030,2030-01-09T19:00:00+01:00,28.0000000000005,71.50000000000024,71.500000000002,71.49999999999899,71.4999999999985,71.50000000000024,71.50000000000024,71.4999999999985,71.50000000000024
