,ENSCost,CO2Cost,UpReserveActivation,DwReserveActivation,MinRatioDwUp,MaxRatioDwUp,SBase,ReferenceNode,TimeStep,EconomicBaseYear,AnnualDiscountRate
Parameters,10000,25,0.25,0.3,0,1,100,Node_4,4,2020,0
