Scenario,Period,LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
sc01,y2030,2030-01-01T03:00:00+01:00,0.21735275486594396,0.009340862984311693,0.021625649495587318,0.0,-0.1581853126524999,0.08335275486594385,0.027772591313464767,0.028382318626145375,9.4458955776755e-05
sc01,y2030,2030-01-01T07:00:00+01:00,0.15254587058968472,-0.013867392177131954,0.002355732671128541,0.0,-0.1457378454,0.04778054349185412,0.0009259237081884475,0.0043889975220781086,-0.01514493241112036
sc01,y2030,2030-01-01T11:00:00+01:00,0.21512096283063675,0.006631527750891042,0.019800788648581813,0.0,-0.16108478681750005,0.08112096283063686,0.025085979138453673,0.026082844014664985,-0.0018776075420094962
sc01,y2030,2030-01-01T15:00:00+01:00,0.2062327345785664,-0.00420225068461666,0.012299942230495908,0.0,-0.17226634101250005,0.0722327345785665,0.014486008300656605,0.01700398627204991,-0.009630502241815053
sc01,y2030,2030-01-01T19:00:00+01:00,0.2260065916874887,0.03865657389537169,0.03702541536377546,0.0,-0.1916679709350002,0.09200659168748859,0.026010307283490297,0.02764801551749141,-0.004604885502005995
sc01,y2030,2030-01-01T23:00:00+01:00,0.21615806421219252,0.014945655778235256,0.02369728821875916,0.0,-0.17642256439500015,0.0821580642121924,0.021790709813263698,0.023551179354644347,-0.005566995000598984
sc01,y2030,2030-01-02T03:00:00+01:00,0.21981667320718756,0.012355085289687429,0.02376353593156244,0.0,-0.15517749702000017,0.08581667320718744,0.03068601456020925,0.030879265224890595,0.0022182985320233772
sc01,y2030,2030-01-02T07:00:00+01:00,0.22218599025073238,0.02874247777699379,0.03162026483021907,0.0,-0.1841522575725001,0.08818599025073248,0.024809485855022517,0.02640425853854933,-0.004536051220365378
sc01,y2030,2030-01-02T11:00:00+01:00,0.2384879660887358,0.07258806578877897,0.05565222209377829,0.0,-0.22024077353250004,0.10448796608873567,0.028838489089550334,0.030843783843426786,-0.0059394480051011556
sc01,y2030,2030-01-02T15:00:00+01:00,0.23859535247924257,0.07406876071824242,0.05632130379608391,0.0,-0.22329206292750015,0.10459535247924245,0.028098836039606168,0.030265935303182,-0.006725353155022651
sc01,y2030,2030-01-02T19:00:00+01:00,0.2555079579219204,0.10742993151759084,0.07666381412684364,0.0,-0.23284893896250014,0.12150795792192026,0.03987200853725725,0.040888265840815174,-0.0004843312804292399
sc01,y2030,2030-01-02T23:00:00+01:00,0.23875997175535812,0.06457586950865446,0.05230606225684342,0.0,-0.20020210661500015,0.10475997175535823,0.034526652317554474,0.035371607599018695,-0.0002651380066869269
sc01,y2030,2030-01-03T03:00:00+01:00,0.22166774034120307,0.02335437112792671,0.02914454885693596,0.0,-0.17357608987250006,0.08766774034120295,0.027249090525897524,0.028297631099027276,-0.0018886694669308923
sc01,y2030,2030-01-03T07:00:00+01:00,0.23271004055623745,0.054265761777743116,0.04594229699346397,0.0,-0.20088245287250017,0.09871004055623755,0.029198937938301972,0.030687358299678058,-0.0036291557962253584
sc01,y2030,2030-01-03T11:00:00+01:00,0.23982267234792176,0.0800736746916455,0.05928935574271721,0.0,-0.2323920193525002,0.10582267234792164,0.02666394479610834,0.029222892941566325,-0.008592977360403653
sc01,y2030,2030-01-03T15:00:00+01:00,0.23111796002200968,0.06452163758495422,0.049825511217379326,0.0,-0.2316766091500002,0.09711796002200979,0.01945976084458323,0.022848725479632348,-0.012965468309757533
sc01,y2030,2030-01-03T19:00:00+01:00,0.243211192832264,0.0892140321639181,0.06429604096587505,0.0,-0.23995623697500013,0.1092111928322641,0.027484288665299283,0.030132123257323062,-0.008902043339124033
sc01,y2030,2030-01-03T23:00:00+01:00,0.2215557177681997,0.036120276192391554,0.03457935199275175,0.0,-0.2041749112550002,0.08755571776819981,0.018821156589469812,0.021611189913649742,-0.010394030968195134
sc01,y2030,2030-01-04T03:00:00+01:00,0.205131320826899,-0.004662928559601154,0.011820413197177748,0.0,-0.17582180248500023,0.07113132082689888,0.012581578270614013,0.015410750496424042,-0.0111901999657531
sc01,y2030,2030-01-04T07:00:00+01:00,0.2204824112493209,0.03376582611919576,0.033225228535068485,0.0,-0.20305544439250012,0.08648241124932077,0.018213700864797566,0.02104776165511546,-0.01064849739091911
sc01,y2030,2030-01-04T11:00:00+01:00,0.23427085459647934,0.07109720417845877,0.053657290014159864,0.0,-0.2341607064125002,0.10027085459647922,0.021463248306382354,0.02467739327298446,-0.01199591301791103
sc01,y2030,2030-01-04T15:00:00+01:00,0.2299901256588721,0.06310055131358139,0.04885384692270467,0.0,-0.23298596069000022,0.095990125658872,0.018144537161291163,0.021720325942903962,-0.013919016924467176
sc01,y2030,2030-01-04T19:00:00+01:00,0.2491553730855649,0.09957654286742734,0.07071432814132428,0.0,-0.2399177851875003,0.115155373085565,0.0325473131181051,0.03459855532979872,-0.005770734418891088
sc01,y2030,2030-01-04T23:00:00+01:00,0.23524182837394836,0.060164945736570496,0.04928449364825349,0.0,-0.20433836606750022,0.10124182837394846,0.030409838359356067,0.0318405036029612,-0.0032539432359270926
sc01,y2030,2030-01-05T03:00:00+01:00,0.22871968407092158,0.03696265823025313,0.037243947670030364,0.0,-0.1765378321700004,0.09471968407092146,0.03243669681028316,0.032947522483190994,0.0009960367187338282
sc01,y2030,2030-01-05T07:00:00+01:00,0.2446556253344534,0.07613078425706976,0.05915368075212335,0.0,-0.2030982826425003,0.1106556253344535,0.03874926706753534,0.03916842884959015,0.0020306148657129874
sc01,y2030,2030-01-05T11:00:00+01:00,0.2528674817745207,0.10325904652173867,0.07342003348924364,0.0,-0.23317900676000036,0.11886748177452078,0.03753771926696747,0.03883668873526536,-0.0019616937338142737
sc01,y2030,2030-01-05T15:00:00+01:00,0.24329024355100315,0.08457678361338417,0.06233416864276098,0.0,-0.22868250935250023,0.10929024355100325,0.03062155937397759,0.03262398644262743,-0.005748523163160879
sc01,y2030,2030-01-05T19:00:00+01:00,0.256682647133899,0.10908916162641535,0.07886866324830288,0.0,-0.23327410342250032,0.12268264713389887,0.040754712966313944,0.041677543387924176,1.5017441546749666e-05
sc01,y2030,2030-01-05T23:00:00+01:00,0.2382800310916955,0.06332183851542816,0.05161432145238143,0.0,-0.19922653541000024,0.10428003109169559,0.034384371699191174,0.035222154817521556,-0.0002478085522350515
