InitialNode,,,Almeria,Almeria,Barcelona,Barcelona,Bilbao,Bilbao,Bilbao,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Cadiz,Cadiz,Cartagena,Cartagena,Lugo,Lugo,Madrid,Madrid,Madrid,Sevilla,Sevilla,Valencia,Valencia,Valencia
sc2015,y2030,2030-01-02T03:00:00+01:00,-32.42208963377369,-29.067286416226302,173.0522051043688,167.65113842335623,-225.76904218148775,-143.16721406851224,0,47.27331849840771,0,174.6544687719559,174.6544687719559,0,40.63209567492476,0,-2.702652616553114,-2.7026526165530584,-275.02479051622646,0,118.9938354864376,118.9938354864376,0,-17.70992752928785,0,-86.52199988919452,0,103.24928205356498,103.24928205356498,0
sc2015,y2030,2030-01-02T05:00:00+01:00,-25.480483180564118,-34.6807636944359,180.7009622628869,172.5271259420389,-231.34918910428703,-129.61829219571297,0,30.197578714275643,0,160.22911365940828,160.22911365940828,0,29.02170016690775,0,4.626187015051741,4.626187015051686,-275.32575119443607,0,107.79523436505978,107.79523436505978,0,-3.135676126314324,0,-91.41812675107991,0,110.5844247488016,110.5844247488016,0
sc2015,y2030,2030-01-02T07:00:00+01:00,-41.34101451451561,-29.80532688448434,153.68099918125756,171.4274938322824,-191.27613604567276,-236.25303900432723,0,20.245440439848494,0,204.8867527676026,204.8867527676026,0,-72.52867097505356,0,-22.394729968924054,-22.39472996892411,-314.7054036684847,0,118.34976368893757,118.34976368893757,0,-247.39763043973898,0,-133.69147079664322,0,67.03533351489894,67.03533351489894,0
sc2015,y2030,2030-01-02T09:00:00+01:00,-93.41253762366097,47.96804716066105,91.01682352099016,105.5336452045863,-198.56879198363646,-337.2352580663635,0,242.9767564543186,0,339.3114136905779,339.3114136905779,0,199.79906611452557,0,-63.642008360746736,-63.642008360746736,-260.99284988283915,0,106.14575074893762,106.14575074893762,0,-115.14050757278154,0,-29.909729983338018,0,35.319189514123664,35.319189514123664,0
sc2015,y2030,2030-01-02T11:00:00+01:00,81.98579639412739,52.321114060872695,76.03710372108252,-3.91676098659971,-218.21637907472982,-372.57078037527015,0,44.89413510838952,0,111.14891322500675,111.14891322500675,0,35.87898529159689,0,96.3303623623974,96.33036236239745,-85.48841148912761,0,88.26134290393762,88.26134290393762,0,-24.0403995114471,0,-41.521697725191764,0,130.2204103671364,130.2204103671364,0
sc2015,y2030,2030-01-02T13:00:00+01:00,129.1284888891091,70.12406501589102,77.74888074265112,-51.41005354379885,-258.6334585053607,-310.07036664463925,0,61.92287303506172,0,45.23995421046673,45.239954210466614,0,158.02927684400493,0,150.98986877738818,150.98986877738818,14.428358865890722,0,74.25202084755966,74.25202084755966,0,256.28374349051506,0,23.008375075709797,0,185.0013297935459,185.0013297935459,0
sc2015,y2030,2030-01-02T15:00:00+01:00,93.31332383249635,60.14353592750376,86.34833496134436,-16.760060007231402,-250.0450695050997,-293.7460242949002,0,81.66117607194734,0,86.33073281189164,86.33073281189164,0,160.01306421651373,0,114.10150682658194,114.10150682658183,-33.88628027249663,0,82.3952078014376,82.3952078014376,0,208.9383683855105,0,10.530245176946618,0,161.34574541263603,161.34574541263603,0
sc2015,y2030,2030-01-02T17:00:00+01:00,-70.63853208638571,59.261944831385804,79.46342403575369,81.31089994260348,-203.56815915585557,-327.82203149414414,0,248.56008101868966,0,317.66725751899196,317.66725751899196,0,238.97534039332635,0,-50.647098635359214,-50.647098635359214,-210.0908932086146,0,88.31744981143763,88.31744981143763,0,-25.559308334302255,0,-8.72646008273481,0,42.67749924699443,42.67749924699443,0
sc2015,y2030,2030-01-02T19:00:00+01:00,-130.44349131657307,29.141843407573198,161.61076538122364,264.15834475724876,-225.83161519074062,-382.5916911092591,0,208.31808211232538,0,402.0,402.0,0,63.608067318886576,0,-147.04315791320283,-147.04315791320278,-376.3612339629271,0,83.47956349643759,83.47956349643759,0,-385.8933727825034,0,-108.16632492587402,0,-21.255359415589204,-21.255359415589204,0
sc2015,y2030,2030-01-02T21:00:00+01:00,-150.1588025094505,46.0151009094506,149.9895082690007,255.68351784521238,-222.86220939999967,-402.0,0,237.17004228366213,0,402.0,402.0,0,94.0529535318792,0,-163.6444649593917,-163.6444649593916,-370.5597053405496,0,80.90186788143761,80.90186788143761,0,-381.6455700047545,0,-81.78738991208034,0,-31.233724572668653,-31.233724572668653,0
sc2015,y2030,2030-01-02T23:00:00+01:00,-115.59057113205817,19.619276882058223,135.8071724428439,223.8815449677999,-196.48871806145368,-379.339047588546,0,192.31569089925992,0,402.0,402.0,0,43.878250850099,0,-127.49901127819541,-127.49901127819524,-364.26590016794205,0,87.50459494893758,87.50459494893758,0,-395.8331734644291,0,-122.79708260639089,0,-19.939810450070983,-19.939810450070983,0
sc2015,y2030,2030-01-03T01:00:00+01:00,-112.76971073223629,32.75220497723641,100.8716094371388,138.81192429907009,-188.57782504800375,-291.52720940199595,0,239.8485393669467,0,353.1596106653357,353.1596106653357,0,193.79722780238197,0,-94.62686372328444,-94.62686372328444,-287.3178179727638,0,95.03562950143763,95.03562950143763,0,-122.80349750550612,0,-43.05704621589812,0,15.243060928153252,15.243060928153252,0
sc2015,y2030,2030-01-03T03:00:00+01:00,-64.86421765591932,-3.572730284080561,149.94698490028546,163.57963001451793,-223.41743459440917,-187.20425295559053,0,132.072799662165,0,249.3396847145637,249.3396847145637,0,130.90544096595113,0,-42.046112870125995,-42.04611287012594,-277.32052198408076,0,106.29279709893757,106.29279709893757,0,-3.1129565232370093,0,-64.4714918111251,0,69.4344734127188,69.4344734127188,0
sc2015,y2030,2030-01-03T05:00:00+01:00,-45.138183290525824,-20.556323494474114,168.74546833904714,175.5379917074721,-232.13810951269355,-162.02893113730627,0,76.05327122111616,0,208.3025929950081,208.3025929950081,0,74.71584710611079,0,-20.974144159929153,-20.974144159929153,-283.33435054447426,0,113.38808687893764,113.38808687893764,0,-3.5664643066811164,0,-85.2046496798427,0,87.49000350649911,87.49000350649911,0
sc2015,y2030,2030-01-03T07:00:00+01:00,-36.306718730645784,-33.706823706854074,167.46246527847708,184.9970990700578,-211.40534716067785,-209.3291123393219,0,14.568704598413419,0,197.6048014042292,197.6048014042292,0,-50.023127256871526,0,-18.96689032848914,-18.966890328489082,-314.0767091038543,0,117.56158602643762,117.56158602643762,0,-172.24488494742653,0,-133.47217969602076,0,75.01913100960189,75.01913100960189,0
sc2015,y2030,2030-01-03T09:00:00+01:00,-57.06160757865997,20.587255225160085,133.31455453929786,128.19145976510237,-234.32988755481247,-248.47459059518744,0,165.5173236481794,0,260.7847466300156,260.7847466300156,0,169.76251887703364,0,-22.34317503274624,-22.34317503274624,-252.89003010734012,0,115.94394418143762,115.94394418143762,0,11.32052061027805,0,-42.39568730396187,0,80.59282183763128,80.59282183763128,0
sc2015,y2030,2030-01-03T11:00:00+01:00,100.587706756729,50.083362038271076,104.35994973119256,-15.908563530571184,-270.22701141149156,-278.7058167885083,0,53.446148574321114,0,59.15673238041064,59.15673238041064,0,145.2627772148578,0,142.4341717586981,142.4341717586981,-49.49599591172921,0,43.86716979110983,43.86716979110983,0,244.844343041431,0,4.920048928217124,0,190.24615810385004,190.24615810385004,0
sc2015,y2030,2030-01-03T13:00:00+01:00,142.17126694814309,74.78011318685706,-27.537313250178496,-210.15098261272888,-171.5816980506491,-357.0931957493508,0,78.79742315106807,0,35.365868170689986,35.365868170689815,0,174.24587590755237,0,143.38167391711377,143.38167391711377,57.90043273685686,0,61.75185454308701,61.75185454308701,0,254.52920735062457,0,45.77157052560693,0,184.24396216206407,184.24396216206407,0
sc2015,y2030,2030-01-03T15:00:00+01:00,122.90726448414213,60.99700484585796,-11.488646744393483,-179.96151502326637,-172.42756600540142,-334.2137403945983,0,73.56609018948495,0,49.35196196906877,49.35196196906877,0,158.84955042237758,0,127.31604045761335,127.31604045761335,18.415069645857763,0,60.982117000586975,60.982117000586975,0,227.42256062104693,0,30.598967853363746,0,177.80483588629582,177.80483588629582,0
sc2015,y2030,2030-01-03T17:00:00+01:00,7.036813044990153,7.011935700009964,150.51899449173877,108.04093833219596,-254.27662188527776,-233.9347937647221,0,65.85367300619654,0,160.8847052612009,160.8847052612009,0,84.18253496864664,0,46.543988180328846,46.54398818032879,-213.50329156499026,0,125.85028992393765,125.85028992393765,0,48.876965233200174,0,-59.30528001694096,0,131.12730832610296,131.12730832610296,0
sc2015,y2030,2030-01-03T19:00:00+01:00,-128.47231402592797,32.80622195892802,102.83351141155195,146.4935838732041,-186.47147097445625,-388.19342902554365,0,226.2170613105826,0,386.1187390003937,386.1187390003937,0,109.99049403863003,0,-90.95526078613025,-90.95526078613025,-350.1811809680723,0,130.1372352939376,130.1372352939376,0,-309.9375127252074,0,-80.00403577347393,0,10.090645914065943,10.090645914065943,0
sc2015,y2030,2030-01-03T21:00:00+01:00,-128.74914865087737,28.007595000877462,124.70059028055435,181.59567320892845,-202.44932189999997,-402.0,0,216.43209440622434,0,400.34693354642235,400.34693354642235,0,81.390931150931,0,-97.51139931010499,-97.5113993101051,-374.9586195491229,0,131.22688472643762,131.22688472643762,0,-360.10976868078194,0,-99.51980717736598,0,7.91508507990274,7.91508507990274,0
sc2015,y2030,2030-01-03T23:00:00+01:00,-124.93528414239718,30.98987526739727,112.32097097714654,148.815020029616,-199.9524550024498,-363.71999819755024,0,227.32815701328656,0,375.5022358368304,375.5022358368304,0,133.77655361305264,0,-82.24412070586484,-82.24412070586484,-344.79176018260307,0,134.39301391393766,134.39301391393766,0,-249.47094240062341,0,-71.10163163806932,0,23.26518002350647,23.26518002350647,0
sc2015,y2030,2030-01-04T01:00:00+01:00,-77.32780511896858,-1.5085110410313352,162.24097938977488,168.35950391205057,-241.89292270738673,-231.1249741926134,0,139.95991589480005,0,268.53574634087664,268.53574634087664,0,120.20768270069205,0,-28.368812644150587,-28.368812644150697,-316.85377559103176,0,141.80094337143768,141.80094337143768,0,-52.67262185095478,0,-71.52034560654835,0,84.56841471050947,84.56841471050947,0
sc2015,y2030,2030-01-04T03:00:00+01:00,-26.7502852626465,-40.531998612353405,205.9772496431377,193.8466141349796,-264.6929314810948,-139.00077171890536,0,16.695514353973874,0,163.00790599423388,163.00790599423388,0,22.72410595755858,0,19.566529009010402,19.566529009010402,-309.6611340623537,0,93.13995621756061,93.13995621756061,0,16.076244276225783,0,-105.82711704351189,0,129.13008551131298,129.13008551131298,0
sc2015,y2030,2030-01-04T05:00:00+01:00,-32.12730839845751,-31.7219161015424,164.78651406157996,137.0442677429101,-230.01110555762423,-153.084241342376,0,28.482494642395718,0,153.88493271540972,153.88493271540972,0,36.04919092678499,0,25.45066119110484,25.45066119110484,-287.1188139515428,0,84.96972682860982,84.96972682860982,0,20.177856758371416,0,-88.27338348697117,0,123.03549607068376,123.03549607068376,0
sc2015,y2030,2030-01-04T07:00:00+01:00,-27.450132196648656,-38.756855774851275,197.82151254265324,181.14483604655385,-258.77554612140705,-139.10889772859326,0,19.36286666482745,0,159.4906073449618,159.4906073449618,0,29.02777064524914,0,22.167336285509265,22.167336285509265,-303.8953570378517,0,82.98619077610986,82.98619077610986,0,25.773077281124547,0,-100.77554450555803,0,129.51471572285112,129.51471572285112,0
sc2015,y2030,2030-01-04T09:00:00+01:00,-5.193890396806511,-25.460689262193416,190.75266754360632,161.18312657769096,-267.5620727379147,-166.15515866208546,0,21.625374935338336,0,147.00029259912196,147.00029259912196,0,39.80162941641796,0,40.471389900430424,40.471389900430424,-268.81072204519387,0,91.67147879806097,91.67147879806097,0,48.47001194954564,0,-89.42844598989552,0,139.64006092474867,139.64006092474867,0
sc2015,y2030,2030-01-04T11:00:00+01:00,103.73377570998343,47.813912925016744,5.0747053029509,-150.5978023871346,-174.84127387192453,-318.88362307807574,0,67.50988366319022,0,64.24838273812227,64.24838273812216,0,139.4183852105656,0,113.8381974730337,113.8381974730338,-24.11732977498371,0,69.11230038558801,69.11230038558801,0,191.75600412633432,0,13.995952172311753,0,173.1213270189409,173.1213270189409,0
sc2015,y2030,2030-01-04T13:00:00+01:00,161.47389177219708,57.46810278780312,4.827696169092399,-196.78944959299898,-207.19578151164737,-281.0242153883529,0,71.1650986039103,0,22.08990192108984,22.089901921089783,0,221.91509860391034,0,174.9331421291408,174.9331421291407,62.3312983378026,0,56.047107758609826,56.047107758609826,0,402.0,0,48.65559158219407,0,223.23433227240196,223.23433227240196,0
sc2015,y2030,2030-01-04T15:00:00+01:00,152.38036790424303,32.749244070757186,4.966189770354845,-165.65458666869222,-175.49646523607836,-302.76403796392185,0,48.121087065339296,0,80.29289467152034,80.29289467152034,0,131.8729558916202,0,150.38200372016362,150.38200372016362,5.23257407075678,0,53.062621841109824,53.062621841109824,0,223.3383168700821,0,-15.649727867676322,0,189.4099559760324,189.4099559760324,0
sc2015,y2030,2030-01-04T17:00:00+01:00,18.70440494745568,0.11755079254455181,152.53787376413163,109.13408566310324,-248.52679093197713,-210.2659903680231,0,37.5812152555548,0,133.33786069877164,133.33786069877164,0,58.57580313578376,0,54.30204507386699,54.30204507386699,-200.92814218245593,0,125.19007555581452,125.19007555581452,0,55.98556768061053,0,-64.6910139997231,0,133.2754472278238,133.2754472278238,0
sc2015,y2030,2030-01-04T19:00:00+01:00,-158.1136321129288,67.669115996429,107.84925157859182,141.289659404755,-206.73162726665257,-336.70150088334765,0,242.36400915885193,0,316.2726767128216,316.2726767128216,0,185.1775839375056,0,-6.011587459930134,-6.011587459930134,-294.4791969760715,0,245.49417997971602,245.49417997971602,0,-152.49713392359007,0,-13.355465755717166,0,24.089757953091873,24.089757953091873,0
sc2015,y2030,2030-01-04T21:00:00+01:00,-197.479156347011,100.04499746701111,74.42627965885751,120.06599926367201,-193.46988232746986,-391.1350708725303,0,349.48242761386393,0,397.34709552624105,397.34709552624105,0,289.96600427365513,0,-44.15020817322124,-44.15020817322124,-289.69163798298933,0,237.40149718471594,237.40149718471594,0,-158.71046224055678,0,24.354662856039322,0,-8.05366100965854,-8.05366100965854,0
sc2015,y2030,2030-01-04T23:00:00+01:00,-169.33170737574875,76.82734228074884,79.29083956086825,131.2801393206674,-172.2616350784638,-382.76455557153633,0,258.7003489640488,0,347.39846569485286,347.39846569485286,0,161.4939894462456,0,-34.40388688009005,-34.40388688009005,-293.19011806925164,0,225.67940333471591,225.67940333471603,0,-259.21695871414187,0,-21.54139832047469,0,-12.262199359291959,-12.262199359291959,0
sc2015,y2030,2030-01-05T01:00:00+01:00,-121.99450946361124,45.657955303611274,116.4806230736134,147.05036704713214,-195.90199976925382,-262.1173253307463,0,168.64748969385667,0,245.7887533592178,245.7887533592178,0,128.1746500977088,0,7.192215995978691,7.192215995978691,-259.68826139638924,0,219.355190897216,219.355190897216,0,-107.92757225639437,0,-28.39394048960714,0,32.084693007871536,32.084693007871536,0
sc2015,y2030,2030-01-05T03:00:00+01:00,-75.86472795195031,9.480974261950381,150.48554505731292,168.97453590287014,-206.06579673481647,-192.23672526518368,0,48.845726720261,0,151.8207991619449,151.8207991619449,0,14.745167605849375,0,46.46123116430928,46.461231164309226,-256.05404038805,0,220.63011451971605,220.63011451971605,0,-90.93482430509764,0,-68.12221494749193,0,64.42578535741028,64.42578535741028,0
sc2015,y2030,2030-01-05T05:00:00+01:00,-73.49241977904659,8.764998934046698,154.09360687071992,169.49561592634154,-211.52394020293795,-176.84058484706225,0,50.038620765425094,0,145.7002804967743,145.7002804967743,0,29.10597654102637,0,49.60324342576106,49.603243425761114,-250.1446843659537,0,186.78249168721618,186.78249168721618,0,-55.8203845983965,0,-62.48489795492945,0,69.83170646019404,69.83170646019404,0
sc2015,y2030,2030-01-05T07:00:00+01:00,-87.53636415670263,13.207644254202844,130.09911972066334,167.63349570023357,-175.91033962910254,-270.6955885708976,0,41.83510497189591,0,184.6151471662537,184.6151471662537,0,-59.93404205440322,0,26.40545588468324,26.40545588468318,-284.41347957029757,0,218.427928084716,218.427928084716,0,-271.38439207013096,0,-98.89344192062654,0,32.127531115218154,32.127531115218154,0
sc2015,y2030,2030-01-05T09:00:00+01:00,-150.68673412109666,94.96047273709685,71.74844626188442,101.59806179400633,-193.00776880410876,-357.8741968458913,0,293.55160540650206,0,330.47190623027643,330.47190623027643,0,259.53241668694494,0,-15.719481147264014,-15.719481147264014,-232.59803149690353,0,214.15719645971598,214.1571964597161,0,-90.71783658548554,0,22.896623172024956,0,7.710484034051612,7.710484034051612,0
sc2015,y2030,2030-01-05T11:00:00+01:00,0.8994897200409468,103.43158038495926,65.22113779130534,1.457126548624288,-227.0142614800702,-373.32818856993,0,141.68306864533065,0,130.5541304969192,130.5541304969192,0,164.6563060058308,0,133.72942805280474,133.72942805280485,-71.96975991504118,0,207.61270471971605,207.61270471971605,0,61.26196629466724,0,32.55573724944799,0,106.42877730429157,106.42877730429157,0
sc2015,y2030,2030-01-05T13:00:00+01:00,69.05847639757296,104.03154286742733,68.53300049525541,-51.041130027260685,-254.07010455324354,-317.5027235967566,0,85.07375328943539,0,20.19677554272897,20.19677554272897,0,184.00841952510683,0,210.43382809157075,210.43382809157075,18.170363867426875,0,63.24538794409651,63.24538794409651,0,263.8257766284569,0,62.77839831859955,0,169.33401803758306,169.33401803758306,0
sc2015,y2030,2030-01-05T15:00:00+01:00,51.89540997494285,102.17474348505739,44.24866539438521,-75.25005568977444,-223.31194738662703,-315.271477713373,0,91.01275997426511,0,24.3850090756102,24.3850090756102,0,180.6894135245146,0,200.42017067025597,200.42017067025608,11.336590135057001,0,67.05086783159653,67.05086783159653,0,239.13774280066536,0,65.09708809173198,0,155.59160047014132,155.59160047014132,0
sc2015,y2030,2030-01-05T17:00:00+01:00,-65.41072560310651,67.53661050310677,98.4327117578433,89.06825632149007,-212.75597106566673,-305.7240258843333,0,146.70428080094277,0,190.70744096556237,190.70744096556237,0,135.42078704293147,0,63.700236748731044,63.700236748731044,-180.7235812518937,0,213.989917919716,213.989917919716,0,-30.089316688030053,0,-7.538756556413007,0,65.61077349729827,65.61077349729827,0
sc2015,y2030,2030-01-05T19:00:00+01:00,-195.7182492628698,101.28008728987004,60.1532077316273,118.7011616078889,-174.30527146548388,-392.93741613451607,0,346.8192288490449,0,402.0,402.0,0,278.01840506996865,0,-61.92792783465079,-61.92792783465073,-276.76918984713046,0,214.34650029471604,214.34650029471592,0,-183.4688634108701,0,18.463294947698493,0,-30.200645203120715,-30.200645203120715,0
sc2015,y2030,2030-01-05T21:00:00+01:00,-193.35414332087123,97.21182560087138,66.09443071066723,129.79905742375342,-174.85390625000008,-402.0,0,332.1925562137312,0,402.0,402.0,0,248.5129375757512,0,-62.95671939515157,-62.95671939515157,-287.3574451991292,0,214.59471770471595,214.59471770471606,0,-223.1456497012798,0,5.090337109697085,0,-32.49881819268779,-32.49881819268779,0
sc2015,y2030,2030-01-05T23:00:00+01:00,-166.50747184581715,75.81750671581733,81.69206562915465,134.9909240927868,-176.46596408805866,-367.6738266119414,0,257.8056181514422,0,343.6627564193214,343.6627564193214,0,173.48893875991544,0,-36.040048395124316,-36.040048395124316,-286.9423537341832,0,219.90952408721597,219.90952408721597,0,-224.8444783774049,0,-19.58433960160577,0,-12.343839528198119,-12.343839528198119,0
sc2015,y2030,2030-01-06T01:00:00+01:00,-110.12495105676983,32.632615116769955,135.78663644420718,160.25679190734655,-209.78759384844645,-255.16642180155358,0,126.10035461261604,0,220.42760311063293,220.42760311063293,0,81.2114760061176,0,26.56833933189928,26.56833933189928,-277.33672863323056,0,234.530207664716,234.530207664716,0,-119.70367628399586,0,-48.454466664935524,0,49.615750462058074,49.615750462058074,0
sc2015,y2030,2030-01-06T03:00:00+01:00,-71.36146369163131,5.311571501631418,173.63414617760918,170.76005601935674,-241.09583690427291,-155.20351624572717,0,48.56529531334719,0,130.4442536217637,130.4442536217637,0,58.44641304312559,0,74.48092413696861,74.48092413696855,-258.88799724836906,0,101.27777183159648,101.27777183159648,0,26.349647279408806,0,-52.498889832535475,0,100.81274333549383,100.81274333549383,0
sc2015,y2030,2030-01-06T05:00:00+01:00,-80.48423983388203,18.096771078882135,114.04149592882528,90.00559265422808,-189.92029162318497,-184.4045209768151,0,64.50421712521187,0,120.77891986091404,120.77891986091404,0,69.16300560296018,0,82.2041212408433,82.2041212408433,-231.45310392111836,0,108.06872184909655,108.06872184909655,0,12.423435940662031,0,-30.74619909648524,0,90.43761066655492,90.43761066655492,0
sc2015,y2030,2030-01-06T07:00:00+01:00,-77.43860030783017,12.869572863830392,138.5503342504041,122.21541028443417,-211.74032264990012,-176.29319925009983,0,57.260525893019945,0,125.3029673175864,125.3029673175864,0,62.78903217180737,0,80.63344560111918,80.63344560111918,-245.70589288167005,0,108.34562938159652,108.34562938159652,0,14.7426834100996,0,-40.72972347658877,0,95.80088610363202,95.80088610363202,0
sc2015,y2030,2030-01-06T09:00:00+01:00,-60.963498973456375,18.042808654956556,148.91268850185202,128.12782858742867,-232.1476885649575,-186.14208338504255,0,53.7508535388741,0,118.68307114458388,118.68307114458376,0,69.4530801719585,0,92.41169517230607,92.41169517230607,-231.3433404775439,0,104.77031580909657,104.77031580909657,0,41.872604354891266,0,-39.02092961472009,0,106.4968278136924,106.4968278136924,0
sc2015,y2030,2030-01-06T11:00:00+01:00,3.092836674050581,75.89944187594966,54.88708282922084,-37.25074867424488,-200.74797212126177,-280.2573623287383,0,84.78157248261469,0,56.21926986153114,56.219269861531195,0,142.44477634432317,0,162.66310524980955,162.66310524980955,-69.69496332405085,0,85.87138920659653,85.87138920659653,0,153.7685436312223,0,35.751694372681776,0,131.64973729835228,131.64973729835228,0
