Scenario,Period,LoadLevel,Anthracit,CCGT,Cogeneration,Hydro_UGH,Oil,Onshore_wind,Solar_PV,Sub_bitumous
sc01,y2030,2030-01-01T15:00:00+01:00,-406.63649245459544,-494.9987970084826,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-02T07:00:00+01:00,-269.9790606625762,-296.1542481055658,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-02T23:00:00+01:00,95.16350754540457,233.16842309845015,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-03T15:00:00+01:00,84.73146345429518,-116.79995794686965,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-04T07:00:00+01:00,59.812717666672086,-199.86244390561296,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-04T23:00:00+01:00,95.16350754540457,622.5379926151472,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-05T15:00:00+01:00,-16.862271975641193,-255.25792252343263,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-06T07:00:00+01:00,-166.27540359834993,-278.27647764317135,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-06T23:00:00+01:00,-144.3761859748438,-278.27647764317135,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-07T15:00:00+01:00,57.93066937760591,-206.13593820250026,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-08T07:00:00+01:00,73.98510145062522,-152.62116462576887,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-08T23:00:00+01:00,95.16350754540457,677.261103883644,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-09T15:00:00+01:00,84.73146345429535,-116.79995794686874,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-10T07:00:00+01:00,78.6810009401388,-136.96816632739092,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-10T23:00:00+01:00,95.16350754540457,677.2611038836412,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-11T15:00:00+01:00,57.93066937760727,-206.1359382024957,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-12T07:00:00+01:00,70.04126439450789,-165.76728814616035,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-12T23:00:00+01:00,95.16350754540457,233.16842309845197,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-13T15:00:00+01:00,-406.63649245459544,-494.8868687797285,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-14T07:00:00+01:00,-319.72721472041434,-311.0786943229173,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-14T23:00:00+01:00,95.16350754540457,622.5379926151427,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-15T15:00:00+01:00,84.73146345429376,-116.7999579468742,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-16T07:00:00+01:00,78.68100094013386,-136.9681663274073,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-16T23:00:00+01:00,95.16350754540457,677.2611038836376,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-17T15:00:00+01:00,84.73146345429001,-116.79995794688693,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-18T07:00:00+01:00,59.81271766667061,-199.86244390561842,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-18T23:00:00+01:00,95.16350754540457,622.5379926151431,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-19T15:00:00+01:00,-16.862271975647502,-255.257922523434,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-20T07:00:00+01:00,-166.2754035983504,-278.27647764317135,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-20T23:00:00+01:00,-144.37618597485454,-278.27647764317135,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-21T15:00:00+01:00,57.93066937760557,-206.13593820250117,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-22T07:00:00+01:00,73.98510145062454,-152.6211646257716,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-22T23:00:00+01:00,95.16350754540457,677.2611038836376,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-23T15:00:00+01:00,84.73146345429342,-116.79995794687511,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-24T07:00:00+01:00,78.6810009401342,-136.96816632740592,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-24T23:00:00+01:00,95.16350754540457,677.2610848676154,1.4210854715202004e-14,1.8602629097586032e-05,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-25T15:00:00+01:00,57.93066937760665,-206.13593820249798,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-26T07:00:00+01:00,70.04126439450903,-165.76728814615672,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-26T23:00:00+01:00,95.16350754540457,233.1684230984465,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-27T15:00:00+01:00,-406.63649245459544,-494.88686877974305,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,5.684341886080802e-14,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-28T07:00:00+01:00,-319.7272147204171,-311.0786943229177,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-28T23:00:00+01:00,95.16350754540457,622.5379926151472,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-29T15:00:00+01:00,84.73146345429376,-116.7999579468742,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-30T07:00:00+01:00,78.68100094013278,-136.96816632741047,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-30T23:00:00+01:00,95.16350754540457,677.2611038836417,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
sc01,y2030,2030-01-31T15:00:00+01:00,84.73146345429325,-116.79995794687602,1.4210854715202004e-14,-4.1338989831274375e-07,0.0,0.0,-2.8421709430404007e-13,0.0
