Scenario,Period,LoadLevel,Biofuel,Gas,HardCoal,HydroRun,HydroTurbinePumpStorage,HydroTurbineReservoir,Lignite,Nuclear,Oil,OthersNonRenewable,OthersRenewable,SolarPhotovoltaic,SolarThermal,WindOffshore,WindOnshore
sc2025,y2025,2025-01-01T01:00:00+01:00,18.799744177,3.953332701800002,0.0,45.810788992650004,0.0,158.6386796977,0.0,82.08911734600001,0.0,74.59478550752,26.314579546740006,390.40333191617,0.36000000316,28.44337504795,36.74638155009
sc2025,y2025,2025-01-01T03:00:00+01:00,14.614331136000002,2.437132320100001,0.0,48.0587293998,0.0,148.35525177598,0.0,82.08911734600001,0.0,60.09898693000001,30.17226944878,378.2352022279229,0.200000003,17.375712749300007,43.74546836819698
sc2025,y2025,2025-01-01T05:00:00+01:00,13.9688395866,1.517183189000003,0.0,35.973748471425004,26.136000000000003,141.04921664030002,0.0,82.08911734600001,0.0,47.54646634180001,20.43880733938,390.28060611355994,0.45243765029999927,1.4902343264450004,48.32155668307001
sc2025,y2025,2025-01-01T07:00:00+01:00,25.026195480000005,6.982032679895001,7.0311334205999945,123.12144014382001,40.512814404419004,182.81528042821702,0.0,84.63585546485601,0.0,99.38549140531002,60.29147660144,84.608430626571,2.27067672264,13.300372564360005,81.43326117223594
sc2025,y2025,2025-01-01T09:00:00+01:00,24.990195480000004,7.316410441604001,11.58467714139999,120.25065664475999,43.95364863527002,193.7634301182,0.0,86.031117346,0.0,120.70266611580001,69.16658285116002,61.974767846027014,10.260564834233,13.739701409120004,83.89502070152099
sc2025,y2025,2025-01-01T11:00:00+01:00,25.026195480000005,7.35273038687,12.399960049399995,122.05237426196999,36.369004547625984,197.04373934031904,0.0,85.41554005781,0.0,111.44416747477001,68.44342262448001,120.04388305128,0.7865210165400001,18.392934419521005,85.28417770757399
sc2025,y2025,2025-01-01T13:00:00+01:00,24.991189759859004,6.541170513920006,13.226650958899986,120.21339379077999,19.532185848999934,180.49896801667,0.0,85.89363219657099,0.18119557955000032,118.2428702323,70.61942262448001,125.13566815176,8.761599461350013,32.902371673180006,92.550058792651
sc2025,y2025,2025-01-01T15:00:00+01:00,24.990195480000004,14.885861213347049,12.694551917199979,127.29934444689998,28.143236453607873,202.38165279800003,0.0,87.182349826903,0.3386200402999998,118.41635192657,70.05542262448002,65.09285989987401,0.5344551871600001,40.690530750502006,113.91444664533898
sc2025,y2025,2025-01-01T17:00:00+01:00,24.990195480000004,13.275660224527012,14.697425403799988,116.7437483161,53.55718430811099,201.645268006,0.0,88.12498079404696,0.0,103.7578747958,69.53217726144001,119.293288076636,0.82000001156,37.62651475060301,96.32888823845498
sc2025,y2025,2025-01-01T19:00:00+01:00,24.990195480000004,8.060563117528007,13.857850686599972,113.46501945809992,57.74705240600602,198.28859728100005,0.0,84.52737913214001,0.0,113.32193865689999,46.39087464896,163.39098982941002,0.780000012452,42.948869512977005,126.73727365468001
sc2025,y2025,2025-01-01T21:00:00+01:00,22.330175521999998,7.814041111212008,10.903345806099978,119.13051690642,19.629505931067968,200.077567761,0.0,84.44111734600001,0.0,117.8012441812,63.32195284115998,163.19335949778002,0.7137940468000039,44.11091188033001,112.82527262071001
sc2025,y2025,2025-01-01T23:00:00+01:00,15.757599162999975,8.050987445469998,5.496819344299981,100.97962216660002,0.7790791126199976,191.47969011500004,0.0,84.44111734600001,0.0,107.74101710657001,63.78352493864,138.29089918296,0.30000000450000003,47.905305618610015,129.13075256766
sc2025,y2025,2025-01-02T01:00:00+01:00,14.998175521999999,7.867583490529995,6.5339953167999845,85.00740873337998,20.074,190.85658506869999,0.0,84.162116689181,0.0,113.45317411036005,54.59672999565002,164.79514207872,0.30000000450000003,12.815951248540003,131.93482709388903
sc2025,y2025,2025-01-02T03:00:00+01:00,13.9688395866,8.094548424679997,5.3184146067999905,90.48755217700996,0.0,159.384746904048,0.0,83.33622169024002,0.0,97.78734843790001,53.53761682170002,159.88447798352,0.30000000450000003,60.24701538662201,116.08126120566
sc2025,y2025,2025-01-02T05:00:00+01:00,13.9688395866,8.778878771469996,7.4657529157999925,120.22167481583998,10.01,180.682553137223,0.0,84.44111734600001,0.0,77.13194413809997,58.20965425010003,150.60610193420004,0.200000003,28.931529122746937,141.907616928376
sc2025,y2025,2025-01-02T07:00:00+01:00,17.658195480000003,41.55958650456504,15.885111567800001,121.0651147081,22.123528530379993,192.75026151140904,0.0,88.29671734600001,0.0,119.1206661158,70.64367654058994,33.937299397587,0.4600000084,74.01188083192001,162.14952327201104
sc2025,y2025,2025-01-02T09:00:00+01:00,25.026195480000005,39.95086933029005,16.079705582,123.65774831609998,52.94343906322899,206.50562433400003,3.2436035988000036,92.31466668463001,0.0,112.96814609580001,69.27699946496,56.4883575499,0.70047752564,73.74810964167702,171.06059236715384
sc2025,y2025,2025-01-02T11:00:00+01:00,25.026195480000005,36.01503074808004,16.079705582,120.4479524181,33.679629494980006,200.94726800600003,0.17795427929999086,94.51642009184002,0.0,98.3537580958,69.06597351592987,129.04213083927002,6.948903242069994,70.98917852712002,182.10774220579
sc2025,y2025,2025-01-02T13:00:00+01:00,20.887806459000004,41.837449524330026,16.079705582,117.5097483161,25.181899496510987,205.46885865901,0.0,93.96104787671001,0.0,102.56716162179991,69.47812207696,142.73520938593998,0.7238506976500001,58.82305147774894,195.82957082279
