Scenario,Period,LoadLevel,AT00_HydroTurbinePumpStorage,BA00_HydroTurbinePumpStorage,BE00_HydroTurbinePumpStorage,BG00_HydroTurbinePumpStorage,CH00_HydroTurbinePumpStorage,CZ00_HydroTurbinePumpStorage,DE00_HydroTurbinePumpStorage,ES00_HydroTurbinePumpStorage,FR00_HydroTurbinePumpStorage,GR00_HydroTurbinePumpStorage,HR00_HydroTurbinePumpStorage,IE00_HydroTurbinePumpStorage,ITCS_HydroTurbinePumpStorage,ITN1_HydroTurbinePumpStorage,ITSA_HydroTurbinePumpStorage,ITSI_HydroTurbinePumpStorage,LT00_HydroTurbinePumpStorage,NOM1_HydroTurbinePumpStorage,NON1_HydroTurbinePumpStorage,NOS0_HydroTurbinePumpStorage,PL00_HydroTurbinePumpStorage,PT00_HydroTurbinePumpStorage,RO00_HydroTurbinePumpStorage,RS00_HydroTurbinePumpStorage,SI00_HydroTurbinePumpStorage,SK00_HydroTurbinePumpStorage,UK00_HydroTurbinePumpStorage
sc2025,y2025,2025-01-01T01:00:00+01:00,4188.280029,440.0,1395.0,1399.0,3989.0,1157.999969,10037.0,6895.000000000001,3500.0,735.0,300.0,0.0,1747.0,5005.0,240.0,580.0,900.0,0.0,0.0,0.0,1501.7999730000001,3832.0000000000005,746.0,614.0,534.0,926.0599976,2954.0
sc2025,y2025,2025-01-01T03:00:00+01:00,4188.280029,440.0,1395.0,1399.0,3989.0,1157.999969,10037.0,6895.000000000001,3500.0,735.0,300.0,0.0,1747.0,5005.0,240.0,580.0,900.0,0.0,0.0,489.80720014000025,1501.7999730000001,3832.0000000000005,746.0,614.0,534.0,926.0599976,2954.0
sc2025,y2025,2025-01-01T05:00:00+01:00,4188.280029,440.0,1395.0,1399.0,3989.0,1157.999969,10037.0,6895.000000000001,3500.0,735.0,300.0,0.0,1747.0,5005.0,240.0,580.0,900.0,0.0,0.0,0.0,1501.7999730000001,0.0,746.0,614.0,534.0,926.0599976,2954.0
sc2025,y2025,2025-01-01T07:00:00+01:00,0.0,440.0,1395.0,75.30827719199576,3989.0,1157.999969,0.0,6895.000000000001,3500.0,735.0,300.0,0.0,0.0,5005.0,240.0,0.0,222.41329650000083,0.0,0.0,0.0,0.0,2821.893084240004,0.0,0.0,534.0,926.0599976,2954.0
sc2025,y2025,2025-01-01T09:00:00+01:00,0.0,0.0,0.0,696.9612833249952,3835.2887566100117,413.28323550000204,0.0,6895.000000000001,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,124.88958170000035,0.0,0.0,0.0,0.0,3290.9078499999996,0.0,100.74466081250665,0.0,0.0,2954.0
sc2025,y2025,2025-01-01T11:00:00+01:00,0.0,0.0,0.0,84.60531821499464,3989.0,365.2553365000035,0.0,6895.000000000001,0.0,735.0,0.0,292.0,0.0,1249.0902272000085,240.0,0.0,115.11633573000029,0.0,0.0,0.0,0.0,3832.0000000000005,0.0,0.0,148.25043840000157,0.0,2424.8060528299934
sc2025,y2025,2025-01-01T13:00:00+01:00,0.0,0.0,495.7371931500029,0.0,2488.7391103,364.47595875000525,4087.336722715505,6895.000000000001,0.0,0.0,0.0,292.0,0.0,5005.0,240.0,0.0,101.12120903000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2954.0
sc2025,y2025,2025-01-01T15:00:00+01:00,0.0,0.0,0.0,0.0,3436.7426162000024,314.87933650000286,0.0,6895.000000000001,3500.0,0.0,0.0,292.0,0.0,5005.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,3832.0000000000005,0.0,0.0,0.0,0.0,2954.0
sc2025,y2025,2025-01-01T17:00:00+01:00,0.0,0.0,1395.0,0.0,564.5033504549972,0.0,0.0,6895.000000000001,3500.0,0.0,232.57646274778955,292.0,0.0,3796.505709994505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556.5547085,0.0,0.0,492.7717731522102,0.0,2954.0
sc2025,y2025,2025-01-01T19:00:00+01:00,0.0,305.0668221764993,1395.0,294.6768580000011,3989.0,1157.999969,0.0,6895.000000000001,0.0,0.0,300.0,292.0,0.0,5005.0,0.0,0.0,75.54223500000029,0.0,0.0,0.0,0.0,3832.0000000000005,0.0,0.0,534.0,926.0599976,2954.0
