,Node,Technology,StorageType,MustRun,MaximumPower,MinimumPower,MaximumCharge,InitialStorage,MaximumStorage,MinimumStorage,Efficiency,EFOR,RampUp,RampDown,UpTime,DownTime,FuelCost,LinearTerm,ConstantTerm,OMVariableCost,StartUpCost,ShutDownCost,CO2EmissionRate,FixedCost,FixedChargeRate,BinaryInvestment,MaximumReactivePower,MinimumReactivePower
AT00_Oil,AT00,Oil,,,168.4060059,84.20300293,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
BA00_Oil,BA00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
BE00_Oil,BE00,Oil,,,140,70,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
BG00_Oil,BG00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
CH00_Oil,CH00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
CY00_Oil,CY00,Oil,,,663.042469,331.5212345,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
CZ00_Oil,CZ00,Oil,,,13.89999962,6.949999809,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
DE00_Oil,DE00,Oil,,,1059.389998,529.6949992,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
DEKF_Oil,DEKF,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
DKE1_Oil,DKE1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
DKKF_Oil,DKKF,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
DKW1_Oil,DKW1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
EE00_Oil,EE00,Oil,,,1098.799997,549.3999987,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ES00_Oil,ES00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
FI00_Oil,FI00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
FR00_Oil,FR00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
GR00_Oil,GR00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
GR03_Oil,GR03,Oil,,,369.4499903,184.7249951,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
HR00_Oil,HR00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
HU00_Oil,HU00,Oil,,,410,205,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
IE00_Oil,IE00,Oil,,,315.8550496,157.9275248,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITCN_Oil,ITCN,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITCS_Oil,ITCS,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITN1_Oil,ITN1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITS1_Oil,ITS1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITSA_Oil,ITSA,Oil,,,48.2498455,24.12492275,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ITSI_Oil,ITSI,Oil,,,822.3001596,411.1500798,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
LT00_Oil,LT00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
LUG1_Oil,LUG1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
LV00_Oil,LV00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
ME00_Oil,ME00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
MK00_Oil,MK00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
MT00_Oil,MT00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
NL00_Oil,NL00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
NOM1_Oil,NOM1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
NON1_Oil,NON1,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
NOS0_Oil,NOS0,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
PL00_Oil,PL00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
PT00_Oil,PT00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
RO00_Oil,RO00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
RS00_Oil,RS00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SE01_Oil,SE01,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SE02_Oil,SE02,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SE03_Oil,SE03,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SE04_Oil,SE04,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SI00_Oil,SI00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
SK00_Oil,SK00,Oil,,,0,0,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
TR00_Oil,TR00,Oil,,,342.1331921,171.066596,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
UA01_Oil,UA01,Oil,,,13,6.5,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
UK00_Oil,UK00,Oil,,,337,168.5,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
UKNI_Oil,UKNI,Oil,,,380.9310284,190.4655142,,,,,,,,,3,3,19,9.000000252,,3.3,81,,78,,,,,
AL00_HydroRun,AL00,HydroRun,,,449.3630066,,,,,,,,,,,,,,,,,,,,,,,
AT00_HydroRun,AT00,HydroRun,,,6130.413574,,,,,,,,,,,,,,,,,,,,,,,
BA00_HydroRun,BA00,HydroRun,,,1118,,,,,,,,,,,,,,,,,,,,,,,
BE00_HydroRun,BE00,HydroRun,,,134.25,,,,,,,,,,,,,,,,,,,,,,,
BG00_HydroRun,BG00,HydroRun,,,485,,,,,,,,,,,,,,,,,,,,,,,
CH00_HydroRun,CH00,HydroRun,,,4113,,,,,,,,,,,,,,,,,,,,,,,
CY00_HydroRun,CY00,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
CZ00_HydroRun,CZ00,HydroRun,,,395,,,,,,,,,,,,,,,,,,,,,,,
DE00_HydroRun,DE00,HydroRun,,,4036,,,,,,,,,,,,,,,,,,,,,,,
DEKF_HydroRun,DEKF,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKE1_HydroRun,DKE1,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKKF_HydroRun,DKKF,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKW1_HydroRun,DKW1,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
EE00_HydroRun,EE00,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
ES00_HydroRun,ES00,HydroRun,,,3500,,,,,,,,,,,,,,,,,,,,,,,
FI00_HydroRun,FI00,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
FR00_HydroRun,FR00,HydroRun,,,13600,,,,,,,,,,,,,,,,,,,,,,,
GR00_HydroRun,GR00,HydroRun,,,344,,,,,,,,,,,,,,,,,,,,,,,
GR03_HydroRun,GR03,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
HR00_HydroRun,HR00,HydroRun,,,500,,,,,,,,,,,,,,,,,,,,,,,
HU00_HydroRun,HU00,HydroRun,,,60,,,,,,,,,,,,,,,,,,,,,,,
IE00_HydroRun,IE00,HydroRun,,,238,,,,,,,,,,,,,,,,,,,,,,,
ITCN_HydroRun,ITCN,HydroRun,,,300.4233093,,,,,,,,,,,,,,,,,,,,,,,
ITCS_HydroRun,ITCS,HydroRun,,,526.0081177,,,,,,,,,,,,,,,,,,,,,,,
ITN1_HydroRun,ITN1,HydroRun,,,4761.870117,,,,,,,,,,,,,,,,,,,,,,,
ITS1_HydroRun,ITS1,HydroRun,,,144.3314972,,,,,,,,,,,,,,,,,,,,,,,
ITSA_HydroRun,ITSA,HydroRun,,,74.3039856,,,,,,,,,,,,,,,,,,,,,,,
ITSI_HydroRun,ITSI,HydroRun,,,70.56206512,,,,,,,,,,,,,,,,,,,,,,,
LT00_HydroRun,LT00,HydroRun,,,128,,,,,,,,,,,,,,,,,,,,,,,
LUG1_HydroRun,LUG1,HydroRun,,,43,,,,,,,,,,,,,,,,,,,,,,,
LV00_HydroRun,LV00,HydroRun,,,1608.135132,,,,,,,,,,,,,,,,,,,,,,,
ME00_HydroRun,ME00,HydroRun,,,132,,,,,,,,,,,,,,,,,,,,,,,
MK00_HydroRun,MK00,HydroRun,,,77.90000153,,,,,,,,,,,,,,,,,,,,,,,
MT00_HydroRun,MT00,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
NL00_HydroRun,NL00,HydroRun,,,43,,,,,,,,,,,,,,,,,,,,,,,
NOM1_HydroRun,NOM1,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
NON1_HydroRun,NON1,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
NOS0_HydroRun,NOS0,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
PL00_HydroRun,PL00,HydroRun,,,536.5,,,,,,,,,,,,,,,,,,,,,,,
PT00_HydroRun,PT00,HydroRun,,,1005,,,,,,,,,,,,,,,,,,,,,,,
RO00_HydroRun,RO00,HydroRun,,,3432.129883,,,,,,,,,,,,,,,,,,,,,,,
RS00_HydroRun,RS00,HydroRun,,,2035.119995,,,,,,,,,,,,,,,,,,,,,,,
SE01_HydroRun,SE01,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE02_HydroRun,SE02,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE03_HydroRun,SE03,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE04_HydroRun,SE04,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
SI00_HydroRun,SI00,HydroRun,,,1125,,,,,,,,,,,,,,,,,,,,,,,
SK00_HydroRun,SK00,HydroRun,,,1517.993164,,,,,,,,,,,,,,,,,,,,,,,
TR00_HydroRun,TR00,HydroRun,,,10212.57031,,,,,,,,,,,,,,,,,,,,,,,
UA01_HydroRun,UA01,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
UK00_HydroRun,UK00,HydroRun,,,1938.102051,,,,,,,,,,,,,,,,,,,,,,,
UKNI_HydroRun,UKNI,HydroRun,,,0,,,,,,,,,,,,,,,,,,,,,,,
AL00_HydroTurbineReservoir,AL00,HydroTurbineReservoir,,,2109.593994,,,,,,,,,,,,,,,,,,,,,,,
AT00_HydroTurbineReservoir,AT00,HydroTurbineReservoir,,,2429.553955,,,,,,,,,,,,,,,,,,,,,,,
BA00_HydroTurbineReservoir,BA00,HydroTurbineReservoir,,,680,,,,,,,,,,,,,,,,,,,,,,,
BE00_HydroTurbineReservoir,BE00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
BG00_HydroTurbineReservoir,BG00,HydroTurbineReservoir,,,1347,,,,,,,,,,,,,,,,,,,,,,,
CH00_HydroTurbineReservoir,CH00,HydroTurbineReservoir,,,8152,,,,,,,,,,,,,,,,,,,,,,,
CY00_HydroTurbineReservoir,CY00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
CZ00_HydroTurbineReservoir,CZ00,HydroTurbineReservoir,,,700,,,,,,,,,,,,,,,,,,,,,,,
DE00_HydroTurbineReservoir,DE00,HydroTurbineReservoir,,,1297,,,,,,,,,,,,,,,,,,,,,,,
DEKF_HydroTurbineReservoir,DEKF,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKE1_HydroTurbineReservoir,DKE1,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKKF_HydroTurbineReservoir,DKKF,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKW1_HydroTurbineReservoir,DKW1,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
EE00_HydroTurbineReservoir,EE00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
ES00_HydroTurbineReservoir,ES00,HydroTurbineReservoir,,,10970,,,,,,,,,,,,,,,,,,,,,,,
FI00_HydroTurbineReservoir,FI00,HydroTurbineReservoir,,,3200,,,,,,,,,,,,,,,,,,,,,,,
FR00_HydroTurbineReservoir,FR00,HydroTurbineReservoir,,,8200,,,,,,,,,,,,,,,,,,,,,,,
GR00_HydroTurbineReservoir,GR00,HydroTurbineReservoir,,,2691,,,,,,,,,,,,,,,,,,,,,,,
GR03_HydroTurbineReservoir,GR03,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
HR00_HydroTurbineReservoir,HR00,HydroTurbineReservoir,,,2000,,,,,,,,,,,,,,,,,,,,,,,
HU00_HydroTurbineReservoir,HU00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
IE00_HydroTurbineReservoir,IE00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITCN_HydroTurbineReservoir,ITCN,HydroTurbineReservoir,,,944.0348511,,,,,,,,,,,,,,,,,,,,,,,
ITCS_HydroTurbineReservoir,ITCS,HydroTurbineReservoir,,,544.1831665,,,,,,,,,,,,,,,,,,,,,,,
ITN1_HydroTurbineReservoir,ITN1,HydroTurbineReservoir,,,7633.532227,,,,,,,,,,,,,,,,,,,,,,,
ITS1_HydroTurbineReservoir,ITS1,HydroTurbineReservoir,,,942.9657593,,,,,,,,,,,,,,,,,,,,,,,
ITSA_HydroTurbineReservoir,ITSA,HydroTurbineReservoir,,,152.8844604,,,,,,,,,,,,,,,,,,,,,,,
ITSI_HydroTurbineReservoir,ITSI,HydroTurbineReservoir,,,145.4006195,,,,,,,,,,,,,,,,,,,,,,,
LT00_HydroTurbineReservoir,LT00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
LUG1_HydroTurbineReservoir,LUG1,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
LV00_HydroTurbineReservoir,LV00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
ME00_HydroTurbineReservoir,ME00,HydroTurbineReservoir,,,1139,,,,,,,,,,,,,,,,,,,,,,,
MK00_HydroTurbineReservoir,MK00,HydroTurbineReservoir,,,502,,,,,,,,,,,,,,,,,,,,,,,
MT00_HydroTurbineReservoir,MT00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
NL00_HydroTurbineReservoir,NL00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
NOM1_HydroTurbineReservoir,NOM1,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
NON1_HydroTurbineReservoir,NON1,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
NOS0_HydroTurbineReservoir,NOS0,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
PL00_HydroTurbineReservoir,PL00,HydroTurbineReservoir,,,183.8000031,,,,,,,,,,,,,,,,,,,,,,,
PT00_HydroTurbineReservoir,PT00,HydroTurbineReservoir,,,3765.5,,,,,,,,,,,,,,,,,,,,,,,
RO00_HydroTurbineReservoir,RO00,HydroTurbineReservoir,,,2599.584961,,,,,,,,,,,,,,,,,,,,,,,
RS00_HydroTurbineReservoir,RS00,HydroTurbineReservoir,,,429.1000061,,,,,,,,,,,,,,,,,,,,,,,
SE01_HydroTurbineReservoir,SE01,HydroTurbineReservoir,,,5315,,,,,,,,,,,,,,,,,,,,,,,
SE02_HydroTurbineReservoir,SE02,HydroTurbineReservoir,,,8055,,,,,,,,,,,,,,,,,,,,,,,
SE03_HydroTurbineReservoir,SE03,HydroTurbineReservoir,,,2911,,,,,,,,,,,,,,,,,,,,,,,
SE04_HydroTurbineReservoir,SE04,HydroTurbineReservoir,,,349,,,,,,,,,,,,,,,,,,,,,,,
SI00_HydroTurbineReservoir,SI00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
SK00_HydroTurbineReservoir,SK00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
TR00_HydroTurbineReservoir,TR00,HydroTurbineReservoir,,,25200,,,,,,,,,,,,,,,,,,,,,,,
UA01_HydroTurbineReservoir,UA01,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
UK00_HydroTurbineReservoir,UK00,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
UKNI_HydroTurbineReservoir,UKNI,HydroTurbineReservoir,,,0,,,,,,,,,,,,,,,,,,,,,,,
AL00_HydroTurbinePumpStorage,AL00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
AT00_HydroTurbinePumpStorage,AT00,HydroTurbinePumpStorage,Weekly,,4188.280029,,4188.280029,100.5187207,201.0374414,,0.7,,,,,,,,,,,,,,,,,
BA00_HydroTurbinePumpStorage,BA00,HydroTurbinePumpStorage,Weekly,,440,,440,10.56,21.12,,0.7,,,,,,,,,,,,,,,,,
BE00_HydroTurbinePumpStorage,BE00,HydroTurbinePumpStorage,Weekly,,1395,,1395,33.48,66.96,,0.7,,,,,,,,,,,,,,,,,
BG00_HydroTurbinePumpStorage,BG00,HydroTurbinePumpStorage,Weekly,,1399,,1399,33.576,67.152,,0.7,,,,,,,,,,,,,,,,,
CH00_HydroTurbinePumpStorage,CH00,HydroTurbinePumpStorage,Weekly,,3989,,3989,95.736,191.472,,0.7,,,,,,,,,,,,,,,,,
CY00_HydroTurbinePumpStorage,CY00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
CZ00_HydroTurbinePumpStorage,CZ00,HydroTurbinePumpStorage,Weekly,,1157.999969,,1157.999969,27.79199927,55.58399854,,0.7,,,,,,,,,,,,,,,,,
DE00_HydroTurbinePumpStorage,DE00,HydroTurbinePumpStorage,Weekly,,10037,,10037,240.888,481.776,,0.7,,,,,,,,,,,,,,,,,
DEKF_HydroTurbinePumpStorage,DEKF,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
DKE1_HydroTurbinePumpStorage,DKE1,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
DKKF_HydroTurbinePumpStorage,DKKF,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
DKW1_HydroTurbinePumpStorage,DKW1,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
EE00_HydroTurbinePumpStorage,EE00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
ES00_HydroTurbinePumpStorage,ES00,HydroTurbinePumpStorage,Weekly,,6895,,6895,165.48,330.96,,0.7,,,,,,,,,,,,,,,,,
FI00_HydroTurbinePumpStorage,FI00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
FR00_HydroTurbinePumpStorage,FR00,HydroTurbinePumpStorage,Weekly,,3500,,3500,84,168,,0.7,,,,,,,,,,,,,,,,,
GR00_HydroTurbinePumpStorage,GR00,HydroTurbinePumpStorage,Weekly,,735,,735,17.64,35.28,,0.7,,,,,,,,,,,,,,,,,
GR03_HydroTurbinePumpStorage,GR03,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
HR00_HydroTurbinePumpStorage,HR00,HydroTurbinePumpStorage,Weekly,,300,,300,7.2,14.4,,0.7,,,,,,,,,,,,,,,,,
HU00_HydroTurbinePumpStorage,HU00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
IE00_HydroTurbinePumpStorage,IE00,HydroTurbinePumpStorage,Weekly,,292,,292,7.008,14.016,,0.7,,,,,,,,,,,,,,,,,
ITCN_HydroTurbinePumpStorage,ITCN,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
ITCS_HydroTurbinePumpStorage,ITCS,HydroTurbinePumpStorage,Weekly,,1747,,1747,41.928,83.856,,0.7,,,,,,,,,,,,,,,,,
ITN1_HydroTurbinePumpStorage,ITN1,HydroTurbinePumpStorage,Weekly,,5005,,5005,120.12,240.24,,0.7,,,,,,,,,,,,,,,,,
ITS1_HydroTurbinePumpStorage,ITS1,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
ITSA_HydroTurbinePumpStorage,ITSA,HydroTurbinePumpStorage,Weekly,,240,,240,5.76,11.52,,0.7,,,,,,,,,,,,,,,,,
ITSI_HydroTurbinePumpStorage,ITSI,HydroTurbinePumpStorage,Weekly,,580,,580,13.92,27.84,,0.7,,,,,,,,,,,,,,,,,
LT00_HydroTurbinePumpStorage,LT00,HydroTurbinePumpStorage,Weekly,,900,,900,21.6,43.2,,0.7,,,,,,,,,,,,,,,,,
LUG1_HydroTurbinePumpStorage,LUG1,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
LV00_HydroTurbinePumpStorage,LV00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
ME00_HydroTurbinePumpStorage,ME00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
MK00_HydroTurbinePumpStorage,MK00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
MT00_HydroTurbinePumpStorage,MT00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
NL00_HydroTurbinePumpStorage,NL00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
NOM1_HydroTurbinePumpStorage,NOM1,HydroTurbinePumpStorage,Weekly,,4931.399902,,4931.399902,118.3535977,236.7071953,,0.7,,,,,,,,,,,,,,,,,
NON1_HydroTurbinePumpStorage,NON1,HydroTurbinePumpStorage,Weekly,,5540.399902,,5540.399902,132.9695977,265.9391953,,0.7,,,,,,,,,,,,,,,,,
NOS0_HydroTurbinePumpStorage,NOS0,HydroTurbinePumpStorage,Weekly,,24000.40039,,24000.40039,576.0096094,1152.019219,,0.7,,,,,,,,,,,,,,,,,
PL00_HydroTurbinePumpStorage,PL00,HydroTurbinePumpStorage,Weekly,,1501.799973,,1501.799973,36.04319934,72.08639868,,0.7,,,,,,,,,,,,,,,,,
PT00_HydroTurbinePumpStorage,PT00,HydroTurbinePumpStorage,Weekly,,3832,,3832,91.968,183.936,,0.7,,,,,,,,,,,,,,,,,
RO00_HydroTurbinePumpStorage,RO00,HydroTurbinePumpStorage,Weekly,,746,,746,17.904,35.808,,0.7,,,,,,,,,,,,,,,,,
RS00_HydroTurbinePumpStorage,RS00,HydroTurbinePumpStorage,Weekly,,614,,614,14.736,29.472,,0.7,,,,,,,,,,,,,,,,,
SE01_HydroTurbinePumpStorage,SE01,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
SE02_HydroTurbinePumpStorage,SE02,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
SE03_HydroTurbinePumpStorage,SE03,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
SE04_HydroTurbinePumpStorage,SE04,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
SI00_HydroTurbinePumpStorage,SI00,HydroTurbinePumpStorage,Weekly,,534,,534,12.816,25.632,,0.7,,,,,,,,,,,,,,,,,
SK00_HydroTurbinePumpStorage,SK00,HydroTurbinePumpStorage,Weekly,,926.0599976,,926.0599976,22.22543994,44.45087988,,0.7,,,,,,,,,,,,,,,,,
TR00_HydroTurbinePumpStorage,TR00,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
UA01_HydroTurbinePumpStorage,UA01,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
UK00_HydroTurbinePumpStorage,UK00,HydroTurbinePumpStorage,Weekly,,2954,,2954,70.896,141.792,,0.7,,,,,,,,,,,,,,,,,
UKNI_HydroTurbinePumpStorage,UKNI,HydroTurbinePumpStorage,Weekly,,0,,0,0,0,,0.7,,,,,,,,,,,,,,,,,
AL00_WindOnshore,AL00,WindOnshore,,,79.99999821,,,,,,,,,,,,,,,,,,,,,,,
AT00_WindOnshore,AT00,WindOnshore,,,5499.999985,,,,,,,,,,,,,,,,,,,,,,,
BA00_WindOnshore,BA00,WindOnshore,,,460.0000083,,,,,,,,,,,,,,,,,,,,,,,
BE00_WindOnshore,BE00,WindOnshore,,,3430.098176,,,,,,,,,,,,,,,,,,,,,,,
BG00_WindOnshore,BG00,WindOnshore,,,827.9999936,,,,,,,,,,,,,,,,,,,,,,,
CH00_WindOnshore,CH00,WindOnshore,,,180.0000072,,,,,,,,,,,,,,,,,,,,,,,
CY00_WindOnshore,CY00,WindOnshore,,,200.000003,,,,,,,,,,,,,,,,,,,,,,,
CZ00_WindOnshore,CZ00,WindOnshore,,,500,,,,,,,,,,,,,,,,,,,,,,,
DE00_WindOnshore,DE00,WindOnshore,,,70500.99945,,,,,,,,,,,,,,,,,,,,,,,
DEKF_WindOnshore,DEKF,WindOnshore,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKE1_WindOnshore,DKE1,WindOnshore,,,1000,,,,,,,,,,,,,,,,,,,,,,,
DKKF_WindOnshore,DKKF,WindOnshore,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKW1_WindOnshore,DKW1,WindOnshore,,,4000,,,,,,,,,,,,,,,,,,,,,,,
EE00_WindOnshore,EE00,WindOnshore,,,507.6492429,,,,,,,,,,,,,,,,,,,,,,,
ES00_WindOnshore,ES00,WindOnshore,,,38956.00002,,,,,,,,,,,,,,,,,,,,,,,
FI00_WindOnshore,FI00,WindOnshore,,,4120.000124,,,,,,,,,,,,,,,,,,,,,,,
FR00_WindOnshore,FR00,WindOnshore,,,26499.99991,,,,,,,,,,,,,,,,,,,,,,,
GR00_WindOnshore,GR00,WindOnshore,,,3832.675219,,,,,,,,,,,,,,,,,,,,,,,
GR03_WindOnshore,GR03,WindOnshore,,,222.109139,,,,,,,,,,,,,,,,,,,,,,,
