Scenario,Period,LoadLevel,Biofuel,Gas,HardCoal,HydroRun,HydroTurbinePumpStorage,HydroTurbineReservoir,Lignite,Nuclear,Oil,OthersNonRenewable,OthersRenewable,SolarPhotovoltaic,SolarThermal,WindOffshore,WindOnshore
sc2025,y2025,2025-01-23T13:00:00+01:00,12513.09774,15218.653680265048,8039.852790999999,64814.97620904999,48954.56979020998,104588.134003,1951.3423111999364,68477.4814019544,207.55351866500084,61196.3330579,38871.80165572,74254.32347106749,5144.42889441,13520.324904849993,46640.979937288
sc2025,y2025,2025-01-23T15:00:00+01:00,12513.09774,26640.299172240826,8039.852790999999,64814.97620904999,52855.847250406005,104588.134003,651.0299330999371,71979.75918674661,251.64318666500074,61196.3330579,38871.80165572,49345.291226896,3704.2990329905047,11077.53619546899,47090.148834880005
sc2025,y2025,2025-01-23T17:00:00+01:00,12513.09774,48367.73946698907,8039.852790999999,64814.97620904999,53157.08387359574,104588.134003,2441.210431099939,52834.27718101513,0.0,61196.3330579,38871.80165572,52447.58831882799,310.00000428,12678.708039941986,49406.41739842
sc2025,y2025,2025-01-23T19:00:00+01:00,12513.09774,14939.03063606764,8039.852790999999,64814.97620904999,45258.93043057497,104588.134003,0.0,22564.518343685224,231.09588653732095,60396.3330579,38221.330645719754,154380.28560590002,280.00000495,15173.056385749987,50270.55366174001
sc2025,y2025,2025-01-23T21:00:00+01:00,12513.09774,7224.449028032677,6917.732262149941,59773.97620904999,33416.227198065026,103291.134003,0.0,10586.769968664967,37.986873932320805,59630.3330579,38150.096768220006,153231.10263745478,280.00000495,17182.158466964986,46660.75634405996
sc2025,y2025,2025-01-23T23:00:00+01:00,12513.09774,4356.611649627668,4175.944833899941,60421.6569468,16138.919998207388,100696.82089871148,0.0,9235.298637799962,0.0,53313.11996870977,36250.69831148,153445.95502480023,280.00000495,22432.785085664982,44307.803696963536
sc2025,y2025,2025-01-24T01:00:00+01:00,7481.087761,3291.226197124995,1148.3578764499373,58760.9106849,11931.423792850133,98744.67752333,0.0,7507.6833707149635,0.0,53790.236457599996,23382.119179139998,152575.61540735004,266.61766808500056,13241.683085650075,39274.481688274784
sc2025,y2025,2025-01-24T03:00:00+01:00,11473.597740000001,3045.3990133799953,0.0,53892.92519973998,0.0,94416.57171015,0.0,6877.8694543049605,0.0,48787.06373358981,33095.376597989954,149039.98384876506,230.0000042,17809.392297305,30606.358717745272
sc2025,y2025,2025-01-24T05:00:00+01:00,8811.09774,5604.094504580944,1164.492571299935,54773.6517739502,10287.814502350022,94243.74290818503,0.0,9340.457967884959,0.0,50715.278334109855,30131.37348194,153847.08434025,230.0000042,18389.374918879985,38385.11318833901
sc2025,y2025,2025-01-24T07:00:00+01:00,12513.09774,18106.263466254983,8039.852790999999,64178.71092955002,48692.46736769739,104588.134003,685.8237992999303,60532.85149843316,12.080485115000261,61196.3330579,38871.80165572,11428.357672320497,1692.8980988445053,25155.065936184987,58475.851334629515
sc2025,y2025,2025-01-24T09:00:00+01:00,12513.09774,20084.566266004473,8039.852790999999,64814.97620904999,41146.62274599452,104588.134003,995.0897838999256,61239.01798422404,146.2747398550004,61196.3330579,38871.80165572,49204.81483531198,5167.043049225,26224.854170314982,59602.92297604001
sc2025,y2025,2025-01-24T11:00:00+01:00,12513.09774,17143.35789886997,8039.852790999999,61271.97620904999,43553.45807983829,100822.634003,1297.331560849929,52331.82445195181,151.10988796000035,60396.3330579,38864.026752230006,88621.944427682,5229.93920411,23914.684734937997,57784.28059552002
sc2025,y2025,2025-01-24T13:00:00+01:00,12513.09774,15860.518584015002,8039.852790999999,63766.97620904999,32158.70147834099,103523.71400543972,1352.9655903999237,47175.555566967254,177.78839463500063,59629.757773540005,38297.313711480034,89271.13992037701,5215.304044485,19733.53666067048,60413.83357777251
sc2025,y2025,2025-01-24T15:00:00+01:00,12513.09774,18229.76125625799,8039.852790999999,64814.97620904999,38967.851589959995,104588.134003,868.8249743499252,57690.15404021251,302.86975424900055,61196.3330579,38871.80165572,53202.50960769349,3711.285861986504,17733.13504737498,63624.40363822502
sc2025,y2025,2025-01-24T17:00:00+01:00,12513.09774,31814.320811328995,8039.852790999999,64814.97620904999,46678.83515026035,104588.134003,3454.8138583999253,38262.9382397702,0.0,61196.3330579,38871.80165572,52399.8367192415,310.00000428,20333.642744169985,71411.34759324402
sc2025,y2025,2025-01-24T19:00:00+01:00,12513.09774,14113.708528931656,7688.783772899922,59773.97620904999,26249.772002797334,103291.134003,0.0,12993.508339026985,0.0,60396.3330579,37590.93112756975,153676.11960440004,280.00000495,19438.300850119977,80061.97400706401
sc2025,y2025,2025-01-24T21:00:00+01:00,8811.09774,7736.977891217668,6047.566553399917,60221.623328249996,14943.33971859742,103272.05504097001,0.0,10210.29122379996,0.0,57241.073047900005,37401.08317768028,151311.85682700475,280.00000495,22460.27530142498,81591.34665900501
sc2025,y2025,2025-01-24T23:00:00+01:00,11777.847260239972,3753.612456954995,3124.980318899923,57022.693507505006,8123.992241125012,95284.48557166001,0.0,9101.452037009465,0.0,46308.219146900265,29137.142459514773,149432.73577855004,280.00000495,21830.89169971001,74959.83753519053
sc2025,y2025,2025-01-25T01:00:00+01:00,8811.09774,2806.639866044996,0.0,51981.21393381999,6260.19045612505,91854.94499899003,0.0,6020.614518798467,0.0,39785.26201730004,23354.119179139998,150440.32356180003,280.00000495,7306.480474249995,70462.43423968629
sc2025,y2025,2025-01-25T03:00:00+01:00,7568.157745199999,2572.2202329599945,0.0,51957.63330969999,3832.0000000000005,93955.41404869998,0.0,5815.427217499971,0.0,36475.36972372003,17763.175220139987,148681.28553010002,230.0000042,18530.85252005022,51475.25081037238
sc2025,y2025,2025-01-25T05:00:00+01:00,7259.647766200001,5327.381572279972,47.487343899920376,51884.129788599996,9298.044814180008,95303.28156142002,0.0,8515.61314234147,0.0,34873.143816849995,22039.423705440007,140138.1546640748,230.0000042,22848.988882163772,67067.33398824002
sc2025,y2025,2025-01-25T07:00:00+01:00,12495.09774,19546.861590831977,7561.900279899921,64814.97620904999,33326.7178989151,104588.134003,0.0,39343.01008403887,106.3700492800006,61187.3330579,38828.80165572,10682.259359744005,1401.8549525500039,29503.85322294998,76755.49999937098
sc2025,y2025,2025-01-25T09:00:00+01:00,12513.09774,21909.600720696,8039.852790999999,64814.97620904999,45268.37783948848,104588.134003,980.376595899922,42062.63434243953,206.47713896000076,61196.3330579,38790.915540220005,37966.3241743755,5128.7309988550005,30290.58085496499,69350.97006373551
sc2025,y2025,2025-01-25T11:00:00+01:00,12513.09774,20159.19827657996,8039.852790999999,64771.97620904999,49161.43779073598,104588.134003,0.0,29960.09988944774,217.05974494500057,60670.0985423498,38315.691095885006,71460.70810028251,5193.322716544999,30268.364449507477,57867.73433822152
sc2025,y2025,2025-01-25T13:00:00+01:00,11183.087760999999,21412.208586909972,8039.852790999999,64771.97620904999,51079.919927755225,104588.134003,0.0,24276.857892270218,275.78721465500075,60396.3330579,38582.39969329002,73801.65577282001,5175.486506720001,32367.585882604984,50013.45162485452
sc2025,y2025,2025-01-25T15:00:00+01:00,12513.09774,24721.61388539047,8039.852790999999,64814.97620904999,49255.88270757678,104588.134003,533.4383647191515,30858.219863800023,331.52123450000005,61196.3330579,38871.80165572,42873.90155071399,3517.786574313502,35444.564846129986,53191.35492825602
sc2025,y2025,2025-01-25T17:00:00+01:00,12513.09774,27384.37488909116,8039.852790999999,64814.97620904999,46295.49977418379,104588.134003,2966.634454399914,21651.258583019036,0.0,61196.3330579,38871.80165572,50541.3436423655,310.00000428,36264.59277861549,66850.13597261503
sc2025,y2025,2025-01-25T19:00:00+01:00,11183.087760999999,19209.380772264132,7417.134580399917,60692.97620904999,20084.5083375634,103211.92778655,0.0,12968.619157854642,135.02081164731928,58249.738457775245,29892.54166498,149082.9408816498,280.00000495,26330.76481719998,79531.33625160553
sc2025,y2025,2025-01-25T21:00:00+01:00,11491.597740000001,10703.101268087645,5799.967201899923,58709.260798439995,15875.17052141233,103291.134003,0.0,9430.89203724097,0.0,44375.473197900006,28575.380259980007,148937.89362504517,280.00000495,35818.411553665086,68443.7996919888
sc2025,y2025,2025-01-25T23:00:00+01:00,12266.764048000012,4073.7555698449955,3146.821881899922,53518.0801813,12738.439322360047,102807.6270735,0.0,7476.439087209969,0.0,43612.430199,25908.598410995175,141914.83104242972,280.00000495,20131.08703694503,78897.703216095
