,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-03-20T09:00:00+01:00,,514.804,527.833,505.2,548.569,600.186,553.875,545.65,610.256,581.376,607.785,587.886,642.97,543.6,593.899,552.3
sc2015,y2030,2019-03-20T10:00:00+01:00,,659.04,667.967,630.917,686.135,724.79,716.625,718.05,746.107,721.156,745.492,733.598,752.383,629.95,741.666,628.883
sc2015,y2030,2019-03-20T11:00:00+01:00,,752.826,756.3,718.033,778.711,793.599,806.875,797.1,825.76,803.14,826.639,823.18,802.223,653.05,832.871,645.533
sc2015,y2030,2019-03-20T12:00:00+01:00,,788.414,786.25,765.05,793.765,800.554,818.125,809.55,841.653,822.479,843.746,848.944,787.195,677.55,855.86,618.5
sc2015,y2030,2019-03-20T13:00:00+01:00,,761.275,750.967,729.183,744.172,745.608,766.125,762.5,793.83,779.436,795.508,810.446,712.232,644.35,815.493,534.242
sc2015,y2030,2019-03-20T14:00:00+01:00,,675.126,657.967,634.367,636.959,633.626,655.25,651.4,685.089,676.612,687.492,710.156,586.83,527.5,702.643,457.958
sc2015,y2030,2019-03-20T15:00:00+01:00,,537.75,506.167,485.892,481.37,473.87,495.312,487.2,524.632,523.242,527.983,555.71,419.477,384.975,548.874,362.492
sc2015,y2030,2019-03-20T16:00:00+01:00,,360.854,332.583,304.442,292.308,282.081,301.438,287.6,327.567,332.732,331.207,362.01,226.139,219.637,350.771,194.246
sc2015,y2030,2019-03-20T17:00:00+01:00,,165.879,137.079,113.183,97.847,87.615,101.094,85.287,120.074,129.555,123.641,152.21,46.232,68.631,143.061,54.829
sc2015,y2030,2019-03-20T18:00:00+01:00,,15.902,7.439,2.683,0.941,0.307,0.882,0.113,2.525,4.485,3.149,8.845,0,0.052,7.72,0.265
sc2015,y2030,2019-03-20T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-20T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.724,0,0,0
sc2015,y2030,2019-03-21T06:00:00+01:00,,10.516,20.837,27.063,29.799,47.034,25.516,61.975,37.839,25.509,35.596,21.504,93.72,64.425,22.08,55.908
sc2015,y2030,2019-03-21T07:00:00+01:00,,144.932,177.154,170.458,165.809,220.457,185.438,249.55,219.85,173.18,216.598,187.883,289.153,261.85,187.914,255.508
sc2015,y2030,2019-03-21T08:00:00+01:00,,348.174,370.742,374.967,418.816,435.081,435.25,462.4,426.299,400.399,425.456,396.294,480.807,466.075,405.26,463.425
sc2015,y2030,2019-03-21T09:00:00+01:00,,528.47,543.983,561.25,589.921,603.604,610.25,634.8,607.958,589.628,609.449,584.556,639.034,639.2,599.922,641.933
sc2015,y2030,2019-03-21T10:00:00+01:00,,670.44,677.733,693.083,716.146,726.997,738.625,760.45,744.076,727.772,748.563,731.368,749.223,764.85,751.539,770.833
sc2015,y2030,2019-03-21T11:00:00+01:00,,760.724,761.517,770.7,787.533,795.02,810.75,828.35,823.748,810.143,830.62,823.238,801.446,831.95,845.19,838.317
sc2015,y2030,2019-03-21T12:00:00+01:00,,792.51,787.133,788.317,798.607,802.001,822,833.75,840.834,830.666,849.294,852.644,790.916,836.2,872.946,845.55
sc2015,y2030,2019-03-21T13:00:00+01:00,,762.865,751.217,744.6,748.05,746.647,769.875,774.75,792.772,787.057,801.97,815.202,717.574,774.35,830.878,800.033
sc2015,y2030,2019-03-21T14:00:00+01:00,,675.042,657.8,643.683,639.965,633.917,659.125,656.45,684.33,683.581,693.317,714.66,589.027,652.9,725.199,682.183
sc2015,y2030,2019-03-21T15:00:00+01:00,,536.271,514.333,493.025,483.137,472.986,498.5,487.775,524.051,528.309,531.88,558.56,417.695,481.725,564.898,509.692
sc2015,y2030,2019-03-21T16:00:00+01:00,,359.534,334.308,309.433,294.172,281.407,304.625,287.275,327.508,336.522,333.985,363.855,222.702,278.55,366.698,302.667
sc2015,y2030,2019-03-21T17:00:00+01:00,,165.786,140.712,116.181,100.169,88.63,104.094,85.819,121.273,132.645,125.93,154.007,46.026,78.719,153.417,94.335
sc2015,y2030,2019-03-21T18:00:00+01:00,,16.536,8.536,3.36,1.281,0.481,1.224,0.203,3.017,5.23,3.685,9.658,0,0.12,9.156,0.613
sc2015,y2030,2019-03-21T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-21T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0.958,0,0,0
sc2015,y2030,2019-03-22T06:00:00+01:00,,12.181,23.194,36.235,47.172,54.865,49.781,61.644,38.919,30.945,36.066,22.184,92.774,46.162,22.087,54.384
sc2015,y2030,2019-03-22T07:00:00+01:00,,153.526,183.758,210.137,229.049,239.126,237.25,252.15,220.983,203.778,215.795,185.549,283.381,209.85,188.28,248.979
sc2015,y2030,2019-03-22T08:00:00+01:00,,348.799,379.758,406.425,426.026,434.47,438.562,451.525,426.491,406.615,422.305,391.422,471.474,426.875,400.35,456.7
sc2015,y2030,2019-03-22T09:00:00+01:00,,528.578,555.05,578.567,596.543,602.267,612.625,621,607.184,586.811,605.005,578.036,626.321,606.15,592.737,629.05
sc2015,y2030,2019-03-22T10:00:00+01:00,,670.926,689.6,707.383,722.676,724.568,741.125,745,743.048,724.095,743.138,726.592,730.316,734.4,741.715,755.45
sc2015,y2030,2019-03-22T11:00:00+01:00,,762.387,771.4,781.767,792.979,790.618,812.625,811.65,822.104,806.13,824.546,817.28,779.692,800.15,833.29,800.05
sc2015,y2030,2019-03-22T12:00:00+01:00,,795.932,794.367,796.6,802.459,795.821,822.125,816.5,837.569,825.653,841.646,843.086,780.203,816.55,858.194,802.95
sc2015,y2030,2019-03-22T13:00:00+01:00,,767.532,755.817,750.35,749.916,739.054,768.375,756.75,787.942,782.426,793.382,804.51,710.867,754.75,816.65,660.467
sc2015,y2030,2019-03-22T14:00:00+01:00,,680.175,659.767,647.3,640.944,626.177,656.5,636.95,677.91,679.286,683.499,704.194,585.503,626.7,711.76,505.167
sc2015,y2030,2019-03-22T15:00:00+01:00,,541.161,514.833,496.167,484.427,466.475,495.812,470.2,516.363,524.288,522.809,550.066,415.987,455.375,552.058,351.475
sc2015,y2030,2019-03-22T16:00:00+01:00,,363.401,334.558,311.992,296.347,277.363,302.875,273.075,317.952,333.857,322.003,357.8,222.427,263.2,354.951,206.012
sc2015,y2030,2019-03-22T17:00:00+01:00,,168.701,141.496,119.14,103.241,88.763,104.766,82.6,115.901,132.179,120.216,151.363,46.437,77.869,146.766,75.969
sc2015,y2030,2019-03-22T18:00:00+01:00,,18.134,9.359,4.026,1.678,0.708,1.543,0.317,3.182,5.773,3.917,10.076,0,0.205,9.109,0.671
sc2015,y2030,2019-03-22T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-22T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T05:00:00+01:00,,0,0,0,0,0,0,0.002,0,0,0,0,1.335,0.003,0,0
sc2015,y2030,2019-03-23T06:00:00+01:00,,13.55,24.541,36.222,46.34,54.566,48.891,61.775,37.452,30.924,33.981,22.564,98.331,55.425,22.854,48.538
sc2015,y2030,2019-03-23T07:00:00+01:00,,157.263,185.312,203.504,220.939,233.249,230.094,250.275,212.08,198.289,201.526,183.587,293.536,229.7,183.73,215.317
sc2015,y2030,2019-03-23T08:00:00+01:00,,352.485,380.95,394,413.034,425.39,427.688,452.3,413.004,396.385,403.362,380.795,486.454,394.125,389.943,413.617
sc2015,y2030,2019-03-23T09:00:00+01:00,,532.133,556.283,562.517,581.614,592.153,601,626.3,593.671,573.668,586.678,546.446,647.481,541,577.766,571.883
sc2015,y2030,2019-03-23T10:00:00+01:00,,674.658,691.017,689.933,706.572,714.19,729.375,749.75,728.958,709.528,722.99,665.568,759.415,628.5,721.211,664.317
sc2015,y2030,2019-03-23T11:00:00+01:00,,765.824,772.633,764.283,776.703,780.563,801.625,814.75,806.892,791.356,804.356,725.188,812.612,705.85,807.282,586.433
sc2015,y2030,2019-03-23T12:00:00+01:00,,798.157,794.333,777.217,786,786.148,813,819.1,822.045,812.88,822.129,802.664,797.779,747.2,846.082,499.575
sc2015,y2030,2019-03-23T13:00:00+01:00,,768.63,754.617,731.3,735.426,728.946,761.625,757.3,756.392,770.522,766.582,785.026,711.522,700.85,800.225,368.425
sc2015,y2030,2019-03-23T14:00:00+01:00,,680.404,657.067,628.617,627.894,610.349,652.75,636.3,592.378,668.395,633.246,669.186,557.7,595.7,690.296,310.308
sc2015,y2030,2019-03-23T15:00:00+01:00,,541.178,510.683,478.625,471.981,439.499,494.625,470.125,417.287,513.351,446.403,511.169,369.156,445.275,529.194,271.225
sc2015,y2030,2019-03-23T16:00:00+01:00,,363.78,329.867,297.2,280.066,245.059,303.125,276.025,232.773,308.472,263.464,338.291,184.149,263.55,334.92,166.3
sc2015,y2030,2019-03-23T17:00:00+01:00,,170.099,138.854,110.481,90.979,72.323,106.094,84.619,81.454,119.697,101.209,145.689,39.969,79.531,143.256,51.11
sc2015,y2030,2019-03-23T18:00:00+01:00,,19.411,9.799,4.219,1.892,0.865,1.966,0.518,2.653,5.741,3.807,10.009,0,0.326,9.596,0.533
sc2015,y2030,2019-03-23T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-23T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T05:00:00+01:00,,0,0,0,0,0.001,0,0.009,0,0,0,0,1.43,0.015,0,0
sc2015,y2030,2019-03-24T06:00:00+01:00,,11.806,16.843,34.562,48.267,56.655,51.703,59.178,36.916,34.237,34.05,22.927,79.58,68.35,24.42,36.119
sc2015,y2030,2019-03-24T07:00:00+01:00,,112.354,122.531,195.592,221.991,234.969,227.156,250.6,205.886,206.195,207.101,182.876,246.35,261.9,170.422,150.296
sc2015,y2030,2019-03-24T08:00:00+01:00,,268.149,300.767,383.425,413.444,428.012,427.5,462.675,416.732,405.783,416.551,389.018,427.01,464.725,337.934,224.233
sc2015,y2030,2019-03-24T09:00:00+01:00,,440.097,506.317,551.167,581.568,594.233,603.25,641.05,601.08,584.025,599.248,576.594,600.485,636.65,487.866,283.083
sc2015,y2030,2019-03-24T10:00:00+01:00,,595.239,665.517,679.617,706.109,716.105,729,767.95,737.65,721.034,737.192,722.184,726.809,756.8,646.604,349.017
sc2015,y2030,2019-03-24T11:00:00+01:00,,701.919,749.95,751.85,776.818,782.622,799.125,834.05,817.449,804.259,817.797,812.144,785.886,817.1,766.461,460.45
sc2015,y2030,2019-03-24T12:00:00+01:00,,767.572,777.9,766.65,787.4,788.973,800.125,837.8,836.377,827.694,838.56,840.702,780.312,826.85,707.752,624.133
sc2015,y2030,2019-03-24T13:00:00+01:00,,753.209,741.483,725.45,738.978,736.623,729.125,775.65,787.478,786.084,790.633,796.462,708.454,770.45,537.285,684.7
sc2015,y2030,2019-03-24T14:00:00+01:00,,669.014,647.6,629.733,635.025,628.22,608.75,654.7,677.153,684.454,683.826,677.45,579.017,652.75,494.495,544.667
sc2015,y2030,2019-03-24T15:00:00+01:00,,532.398,506.683,484.233,483.295,473.411,451.562,485.125,512.332,530.837,525.564,489.278,409.405,485.7,397.683,391.958
sc2015,y2030,2019-03-24T16:00:00+01:00,,358.551,331.05,305.45,299.603,288.833,279.125,286.525,314.182,341.108,331.393,279.343,222.815,286,266.884,227.754
sc2015,y2030,2019-03-24T17:00:00+01:00,,169.227,142.696,118.835,109.143,98.878,101.328,89.113,109.326,139.871,128.203,99.701,52.716,88.394,125.784,76.188
sc2015,y2030,2019-03-24T18:00:00+01:00,,20.626,11.095,5.166,2.687,1.383,2.45,0.733,4.118,7.67,5.395,7.362,0,0.539,9.412,1.205
sc2015,y2030,2019-03-24T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-24T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T05:00:00+01:00,,0,0,0,0,0.002,0,0.028,0,0,0,0,2.021,0.048,0,0
sc2015,y2030,2019-03-25T06:00:00+01:00,,8.758,16.571,22.702,21.281,29.26,17.34,65.1,45.658,29.362,41.99,26.596,100.978,75.037,21.921,23.773
sc2015,y2030,2019-03-25T07:00:00+01:00,,117.745,114.61,107.171,115.1,147.293,106.328,214.125,229.355,183.012,222.582,194.059,290.429,272.075,153.94,123.877
sc2015,y2030,2019-03-25T08:00:00+01:00,,320.943,305.717,250.308,281.179,397.359,310,462.925,433.693,414.937,426.942,400.335,478.083,475.35,324.822,310.675
sc2015,y2030,2019-03-25T09:00:00+01:00,,528.38,493.05,413.708,446.233,579.076,557.75,636.35,613.546,595.031,608.15,587.268,634.032,649.3,490.085,550.292
sc2015,y2030,2019-03-25T10:00:00+01:00,,673.888,685.35,602.183,644.881,689.623,738.25,763.15,749.462,733.022,745.631,732.588,743.428,775.75,661.649,734.867
sc2015,y2030,2019-03-25T11:00:00+01:00,,767.907,770.017,716.483,749.527,766.133,814.25,831.85,829.708,816.384,826.994,822.688,795.802,843.4,760.525,814.233
sc2015,y2030,2019-03-25T12:00:00+01:00,,803.996,796.983,769.6,769.832,781.87,824.375,837.95,847.807,839.823,845.884,849.724,785.064,844.75,815.513,818.383
sc2015,y2030,2019-03-25T13:00:00+01:00,,776.466,764.633,747.067,733.704,740.576,772.625,780.65,802.071,798.11,800.467,811.132,713.109,782.75,800.715,751.6
sc2015,y2030,2019-03-25T14:00:00+01:00,,689.371,672.833,651.617,637.886,631.364,662.875,665.2,696.288,695.862,694.596,710.804,584.347,661.75,715.077,631.417
sc2015,y2030,2019-03-25T15:00:00+01:00,,551.24,530.933,504.7,491.457,475.122,505.375,500.975,539.003,541.484,537.577,558.15,402.573,492.875,559.262,462.15
sc2015,y2030,2019-03-25T16:00:00+01:00,,374.859,351.85,322.575,306.357,289.975,314.875,303,344.649,349.969,343.69,366.762,222.049,292.925,363.966,280.433
sc2015,y2030,2019-03-25T17:00:00+01:00,,181.164,157.125,129.788,113.361,99.437,116.891,100.925,137.896,146.454,138.326,161.43,54.579,93.537,155.808,110.319
sc2015,y2030,2019-03-25T18:00:00+01:00,,23.861,13.694,6.416,2.931,1.67,3.112,1.056,6.022,9.019,6.686,13.705,0,0.751,11.866,1.863
sc2015,y2030,2019-03-25T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-25T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T05:00:00+01:00,,0,0,0,0,0.017,0,0.056,0,0,0,0,3.174,0.1,0,0.001
sc2015,y2030,2019-03-26T06:00:00+01:00,,18.015,25.448,44.545,63.422,69.986,62.039,43.291,52.707,40.643,47.684,26.041,125.13,69.887,18.496,48.577
sc2015,y2030,2019-03-26T07:00:00+01:00,,168.504,178.558,232.033,258.024,275.284,268.312,190.8,247.215,227.004,238.478,173.693,336.51,214.875,117.873,201.413
sc2015,y2030,2019-03-26T08:00:00+01:00,,365.262,403.55,432.983,459.913,478.65,474.375,442.3,457.032,436.54,447.567,370.139,535.266,232.5,251.003,391.842
sc2015,y2030,2019-03-26T09:00:00+01:00,,547.845,586.267,607.767,634.04,650.927,651.5,652.2,638.662,623.25,630.133,562.616,696.438,348.375,388.576,571.433
sc2015,y2030,2019-03-26T10:00:00+01:00,,695.716,726.717,738.767,762.07,775.207,783,778.9,773.979,765.1,766.875,715.358,807.347,454.125,493.57,714.617
sc2015,y2030,2019-03-26T11:00:00+01:00,,792.735,811.967,815.55,832.336,842.328,856,849,851.518,849.049,846.852,810.484,859.426,593.55,547.595,800.283
sc2015,y2030,2019-03-26T12:00:00+01:00,,830.06,836.25,831.9,841.491,847.1,865.25,857.3,865.781,869.736,863.705,839.382,845.626,748.85,524.239,813.483
sc2015,y2030,2019-03-26T13:00:00+01:00,,801.012,797.25,786.383,789.39,790.07,811.375,800.35,815.042,825.542,813.371,799.982,772.149,769.15,469.602,743.517
sc2015,y2030,2019-03-26T14:00:00+01:00,,711.875,700.467,683.183,679.575,675.169,698.375,685,705.016,721.182,702.048,698.294,642.025,669.7,360.493,625.183
sc2015,y2030,2019-03-26T15:00:00+01:00,,570.182,552.3,528.467,518.752,510.288,533.5,519.8,544.674,561.236,540.603,543.774,462.867,503.05,234.31,454.758
sc2015,y2030,2019-03-26T16:00:00+01:00,,390.457,368.217,341.883,326.476,315.087,335.688,319.175,349.561,367.335,345.065,357.495,260.624,302.85,123.331,269.758
sc2015,y2030,2019-03-26T17:00:00+01:00,,191.711,168.308,142.492,125.822,114.222,128.562,110.669,142.872,158.387,140.023,159.006,67.299,99.631,45.811,94.644
sc2015,y2030,2019-03-26T18:00:00+01:00,,27.089,16.275,8.219,4.391,2.523,4.168,1.528,7.095,10.916,7.431,14.573,0,1.036,3.957,2.203
sc2015,y2030,2019-03-26T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-26T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T05:00:00+01:00,,0,0,0,0,0.051,0,0.165,0,0,0,0,3.661,0.204,0,0.006
sc2015,y2030,2019-03-27T06:00:00+01:00,,21.906,36.033,49.927,56.92,77.796,69.469,87.306,55.985,41.909,52.414,34.211,123.324,88.113,27.642,77.267
sc2015,y2030,2019-03-27T07:00:00+01:00,,184.032,211.808,234.692,213.294,274.436,263.969,291.85,251.878,224.79,247.578,218.221,327.941,294.35,198.249,288.392
sc2015,y2030,2019-03-27T08:00:00+01:00,,385.474,412.308,436.033,457.797,473.935,473.625,496.55,459.839,440.95,457.594,431.934,524.119,500.975,418.686,504.125
sc2015,y2030,2019-03-27T09:00:00+01:00,,568.56,591.35,608.65,628.657,643.437,650,670.6,640.162,622.266,640.456,621.94,685.486,675.85,622.435,688.083
sc2015,y2030,2019-03-27T10:00:00+01:00,,711.508,728.417,738.083,754.337,766.234,778.625,798.35,775.546,761.538,777.506,767.72,796.431,802.95,778.791,822.617
sc2015,y2030,2019-03-27T11:00:00+01:00,,801.659,811.383,813.667,824.915,832.331,849.375,868,854.99,846.089,857.486,856.808,847.835,871.35,874.679,896.7
sc2015,y2030,2019-03-27T12:00:00+01:00,,832.78,833.95,828.633,834.649,836.356,857.125,871.85,872.37,866.799,874.396,881.472,835.58,875.4,900.561,900.683
sc2015,y2030,2019-03-27T13:00:00+01:00,,802.264,795.55,783.017,782.877,778.716,803.375,812.05,825.878,823.162,827.73,841.876,762.44,814.55,860.383,841.317
sc2015,y2030,2019-03-27T14:00:00+01:00,,712.606,699.117,679.6,673.355,664.192,691.5,692.95,718.2,718.731,720.426,740.44,633.626,693.6,755.394,719.317
sc2015,y2030,2019-03-27T15:00:00+01:00,,572.782,553.7,527.917,516.016,502.797,530.875,524.25,558.176,563.113,560.913,584.24,460.561,522.95,595.031,545.883
sc2015,y2030,2019-03-27T16:00:00+01:00,,394.261,371.267,341.608,325.429,310.378,335.625,321.675,360.931,370.044,363.716,390.454,260.922,318.25,394.543,337.925
sc2015,y2030,2019-03-27T17:00:00+01:00,,196.839,172.517,143.458,126.714,113.577,130.781,113.219,150.01,162.062,152.778,179.5,69.029,109.031,177.577,123.042
sc2015,y2030,2019-03-27T18:00:00+01:00,,29.769,18.067,9.037,5.012,2.954,4.912,1.944,8.272,12.308,9.182,17.881,0.006,1.469,16.308,2.91
sc2015,y2030,2019-03-27T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-27T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-03-28T05:00:00+01:00,,0,0,0,0.001,0.081,0.001,0.233,0,0,0,0,4.057,0.336,0,0.02
sc2015,y2030,2019-03-28T06:00:00+01:00,,21.873,35.69,44.667,34.627,45.25,37.008,53.584,57.552,37.86,54.172,35.193,120.376,90.3,37.078,80.704
