,,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2030-12-18T22:00:00+01:00,,2286.126272,1168.795043,521.0189064,2026.843873,640.760516,211.8081426,1342.086067,3528.501328,1764.762729,1507.1912,617.3100534,5830.479192,3387.251599,4945.475946,1174.389133
sc2015,y2030,2030-12-18T23:00:00+01:00,,2125.358553,1086.601633,484.3791887,1884.309722,595.7001849,196.9131159,1247.706277,3280.365817,1640.658963,1401.200689,573.8988339,5420.461228,3149.049221,4597.694243,1091.802329
sc2015,y2030,2030-12-19T00:00:00+01:00,,1980.980027,1012.787292,451.4746451,1756.305975,555.2334531,183.5365374,1162.947876,3057.526062,1529.206746,1306.015202,534.9130978,5052.241851,2935.129982,4285.366558,1017.634697
sc2015,y2030,2030-12-19T01:00:00+01:00,,1829.141796,935.1591336,416.8699997,1621.688569,512.6758988,169.4688221,1073.810204,2823.17269,1411.996051,1205.9117,493.9130588,4664.99743,2710.15803,3956.901623,939.6349953
sc2015,y2030,2030-12-19T02:00:00+01:00,,1709.88992,874.1909344,389.6919374,1515.961717,479.2517197,158.4202117,1003.802574,2639.114439,1319.940214,1127.291643,461.7121332,4360.860431,2533.467829,3698.929308,878.37499
sc2015,y2030,2030-12-19T03:00:00+01:00,,1663.307386,850.3753496,379.0755594,1474.662369,466.1954645,154.1043697,976.4559793,2567.217041,1283.981081,1096.580835,449.1337089,4242.057504,2464.448562,3598.159372,854.4454189
sc2015,y2030,2030-12-19T04:00:00+01:00,,1637.567711,837.2157947,373.2093667,1451.841976,458.9810916,151.7196052,961.3453271,2527.489368,1264.111479,1079.611251,442.1833666,4176.411682,2426.311231,3542.477871,841.2228797
sc2015,y2030,2030-12-19T05:00:00+01:00,,1630.558543,833.6323176,371.6119444,1445.627756,457.0165465,151.0702102,957.230547,2516.671129,1258.70079,1074.990265,440.2907196,4158.535675,2415.926058,3527.315247,837.6222513
sc2015,y2030,2030-12-19T06:00:00+01:00,,1683.699708,860.8010401,383.7230653,1492.741884,471.9110695,155.9937053,988.4274314,2598.691389,1299.722823,1110.02503,454.640135,4294.065571,2494.662958,3642.273181,864.9210088
sc2015,y2030,2030-12-19T07:00:00+01:00,,1809.916438,925.33006,412.4884503,1604.643666,507.2873729,167.6876049,1062.523826,2793.499482,1397.15514,1193.236857,488.7217415,4615.965557,2681.672672,3915.312255,929.7588778
sc2015,y2030,2030-12-19T08:00:00+01:00,,1926.900859,985.13901,439.149749,1708.360229,540.0760247,178.526137,1131.200331,2974.05805,1487.460627,1270.362033,520.3103989,4914.319696,2855.003285,4168.379485,989.8540856
sc2015,y2030,2030-12-19T09:00:00+01:00,,2096.494665,1071.844807,477.8009732,1858.71945,587.6101508,194.2388951,1230.761534,3235.816106,1618.377642,1382.171383,566.1048777,5346.847491,3106.282882,4535.25427,1076.974874
sc2015,y2030,2030-12-19T10:00:00+01:00,,2235.082687,1142.69872,509.3858339,1981.589428,626.4539075,207.078987,1312.120581,3449.71856,1725.359911,1473.539323,603.5270361,5700.298912,3311.62259,4835.055615,1148.167909
sc2015,y2030,2030-12-19T11:00:00+01:00,,2235.370735,1142.845986,509.4514814,1981.844806,626.5346422,207.1056745,1312.289682,3450.163145,1725.582268,1473.729226,603.6048161,5701.033543,3312.049378,4835.678737,1148.31588
sc2015,y2030,2030-12-19T12:00:00+01:00,,2193.160623,1121.265827,499.8315987,1944.42198,614.7038988,203.1949345,1287.509946,3385.014322,1692.998402,1445.901056,592.2070526,5593.381929,3249.508532,4744.367466,1126.632433
sc2015,y2030,2030-12-19T13:00:00+01:00,,2184.93279,1117.0593,497.956437,1937.127311,612.3977836,202.432631,1282.679741,3372.315146,1686.646971,1440.476633,589.9853363,5572.39787,3237.317718,4726.568558,1122.405773
sc2015,y2030,2030-12-19T14:00:00+01:00,,2118.556188,1083.123886,482.8288979,1878.278852,593.7936032,196.2828811,1243.712903,3269.866768,1635.407915,1396.716045,572.062029,5403.112647,3138.97046,4582.978989,1088.307937
sc2015,y2030,2030-12-19T15:00:00+01:00,,2041.691684,1043.826471,465.3111168,1810.131983,572.2498505,189.1614338,1198.58907,3151.230931,1576.07278,1346.041021,551.3067315,5207.079342,3025.083744,4416.701404,1048.822437
sc2015,y2030,2030-12-19T16:00:00+01:00,,1998.565727,1021.778081,455.4825087,1771.897182,560.162412,185.1658414,1173.271682,3084.668555,1542.781932,1317.609055,539.6616674,5097.091981,2961.185932,4323.408927,1026.668518
sc2015,y2030,2030-12-19T17:00:00+01:00,,2042.312095,1044.14366,465.4525114,1810.68203,572.4237407,189.2189145,1198.953286,3152.188499,1576.551703,1346.450044,551.4742577,5208.661623,3026.00298,4418.043512,1049.141144
sc2015,y2030,2030-12-19T18:00:00+01:00,,2218.346359,1134.142177,505.5715462,1966.75126,621.7630125,205.5283769,1302.295405,3423.887023,1712.440394,1462.505441,599.0078179,5657.615001,3286.825117,4798.850656,1139.570412
sc2015,y2030,2030-12-19T19:00:00+01:00,,2281.990198,1166.680451,520.0762757,2023.176894,639.6012481,211.424938,1339.657956,3522.117542,1761.569909,1504.46438,616.1932122,5819.930653,3381.123362,4936.52856,1172.264421
sc2015,y2030,2030-12-19T20:00:00+01:00,,2299.804859,1175.788298,524.1363207,2038.971095,644.5943807,213.0754551,1350.116175,3549.613423,1775.32184,1516.209183,621.0036069,5865.36472,3407.518553,4975.06623,1181.41586
sc2015,y2030,2030-12-19T21:00:00+01:00,,2283.947447,1167.681106,520.522342,2024.912161,640.1498302,211.6062759,1340.806973,3525.138441,1763.080797,1505.754751,616.7217174,5824.922372,3384.023331,4940.762591,1173.269865
sc2015,y2030,2030-12-19T22:00:00+01:00,,2154.215054,1101.354684,490.9557209,1909.893447,603.788149,199.5866524,1264.646684,3324.90413,1662.934583,1420.225127,581.6907958,5494.056128,3191.804616,4660.118239,1106.625991
sc2015,y2030,2030-12-19T23:00:00+01:00,,2008.97977,1027.10232,457.8559181,1781.13011,563.0812831,186.1306959,1179.385317,3100.742018,1550.820996,1324.474798,542.4737141,5123.651696,2976.615957,4345.937167,1032.01824
sc2015,y2030,2030-12-20T00:00:00+01:00,,1828.115163,934.6342619,416.6360253,1620.778372,512.3881519,169.3737052,1073.207512,2821.588143,1411.203547,1205.234864,493.6358429,4662.379131,2708.636914,3954.680754,939.1076114
sc2015,y2030,2030-12-20T01:00:00+01:00,,1687.85794,862.9269596,384.6707458,1496.428507,473.0765478,156.3789628,990.8685497,2605.109375,1302.932747,1112.766458,455.7629593,4304.670621,2500.824025,3651.268499,867.0571034
sc2015,y2030,2030-12-20T02:00:00+01:00,,1589.271662,812.5241649,362.2024703,1409.023452,445.4445682,147.245007,932.9928007,2452.947258,1226.829606,1047.770761,429.142251,4053.238646,2354.753122,3438.00116,816.4130707
sc2015,y2030,2030-12-20T03:00:00+01:00,,1542.859003,788.7954294,351.6248075,1367.874713,432.4359258,142.9449037,905.7459318,2381.312051,1191.001607,1017.171948,416.609697,3934.868963,2285.98555,3337.598706,792.5707646
sc2015,y2030,2030-12-20T04:00:00+01:00,,1521.033826,777.6371841,346.6507475,1348.524852,426.3187172,140.922815,892.9333128,2347.626176,1174.153781,1002.783104,410.7163652,3879.20658,2253.648158,3290.385267,781.3591137
sc2015,y2030,2030-12-20T05:00:00+01:00,,1491.74156,762.6613462,339.9749024,1322.554785,418.108616,138.2089051,875.7370872,2302.415286,1151.541775,983.4713767,402.8067361,3804.500316,2210.247109,3227.0186,766.3115984
sc2015,y2030,2030-12-20T06:00:00+01:00,,1562.616142,798.896379,356.1275523,1385.391084,437.9735003,144.77539,917.3444955,2411.806032,1206.253023,1030.197381,421.9446082,3985.257076,2315.258825,3380.338452,802.7200595
sc2015,y2030,2030-12-20T07:00:00+01:00,,1618.216794,827.3225281,368.7992018,1434.685754,453.5573737,149.926755,949.9852386,2497.622365,1249.173644,1066.85363,436.9581452,4127.059586,2397.639837,3500.616886,831.2822619
sc2015,y2030,2030-12-20T08:00:00+01:00,,1648.513536,842.8119096,375.7039715,1461.546373,462.0490114,152.7337289,967.7711482,2544.383603,1272.561049,1086.827585,445.1390072,4204.327638,2442.529172,3566.156489,846.8457787
sc2015,y2030,2030-12-20T09:00:00+01:00,,1780.09239,910.0823461,405.6914098,1578.202131,498.928223,164.9244259,1045.015415,2747.467819,1374.132629,1173.574539,480.6685185,4539.903053,2637.483707,3850.79521,914.4381852
sc2015,y2030,2030-12-20T10:00:00+01:00,,1940.468659,992.0756248,442.2419143,1720.389228,543.8788376,179.783185,1139.165401,2994.99915,1497.934216,1279.306976,523.9740369,4948.922673,2875.10609,4197.730107,996.8239004
sc2015,y2030,2030-12-20T11:00:00+01:00,,1999.710533,1022.363369,455.7434154,1772.912149,560.4832808,185.2719069,1173.943748,3086.435496,1543.665659,1318.3638,539.9707931,5100.011666,2962.88214,4325.885435,1027.256608
sc2015,y2030,2030-12-20T12:00:00+01:00,,1975.019649,1009.740014,450.1162469,1751.021596,553.5628652,182.9843122,1159.448795,3048.326569,1524.605665,1302.08566,533.3036499,5037.040652,2926.298755,4272.472736,1014.572835
sc2015,y2030,2030-12-20T13:00:00+01:00,,1985.108715,1014.898107,452.4155925,1759.966405,556.3906509,183.9190578,1165.371651,3063.898449,1532.393864,1308.737152,536.0279447,5062.771554,2941.247275,4294.297967,1019.755616
sc2015,y2030,2030-12-20T14:00:00+01:00,,1974.185048,1009.31332,449.9260375,1750.281653,553.3289415,182.906987,1158.958837,3047.038412,1523.961399,1301.535426,533.0782873,5034.912107,2925.062164,4270.667281,1014.144099
sc2015,y2030,2030-12-20T15:00:00+01:00,,1905.289872,974.0902704,434.2245037,1689.200265,534.0188497,176.5238929,1118.513453,2940.702764,1470.778144,1256.1144,514.4749035,4859.203577,2822.983247,4121.629392,978.7524644
sc2015,y2030,2030-12-20T16:00:00+01:00,,1856.210923,948.9983787,423.0391808,1645.687635,520.2628934,171.9767595,1089.70132,2864.952295,1432.891916,1223.757762,501.2223858,4734.033854,2750.265151,4015.459069,953.5404778
sc2015,y2030,2030-12-20T17:00:00+01:00,,1920.009864,981.6159499,437.5792589,1702.25078,538.1446015,177.8876908,1127.154925,2963.422205,1482.141161,1265.818957,518.4496616,4896.745076,2844.793205,4153.4725,986.3141633
sc2015,y2030,2030-12-20T18:00:00+01:00,,2100.704597,1073.997158,478.7604366,1862.45191,588.7901199,194.6289426,1233.233004,3242.313889,1621.627476,1384.946896,567.2416625,5357.584397,3112.520552,4544.361431,1079.137527
sc2015,y2030,2030-12-20T19:00:00+01:00,,2163.240559,1105.969024,493.0126757,1917.895318,606.3178373,200.4228596,1269.945168,3338.834464,1669.901772,1426.175437,584.1279029,5517.074548,3205.177304,4679.642714,1111.262417
sc2015,y2030,2030-12-20T20:00:00+01:00,,2237.06948,1143.714479,509.8386333,1983.350887,627.0107701,207.2630621,1313.286941,3452.785058,1726.893605,1474.84917,604.0635188,5705.365979,3314.566332,4839.353556,1149.188529
sc2015,y2030,2030-12-20T21:00:00+01:00,,2265.017523,1158.003075,516.2081234,2008.129186,634.8441092,209.8524305,1329.694031,3495.921217,1748.467945,1493.274681,611.6101744,5776.643967,3355.975704,4899.812322,1163.545513
sc2015,y2030,2030-12-20T22:00:00+01:00,,2164.12686,1106.422151,493.214668,1918.681099,606.5662518,200.5049749,1270.465478,3340.202419,1670.585947,1426.759755,584.367226,5519.334949,3206.490498,4681.560011,1111.717712
sc2015,y2030,2030-12-20T23:00:00+01:00,,1986.497254,1015.608005,452.7320471,1761.197462,556.7798338,184.047705,1166.186802,3066.041577,1533.46574,1309.652585,536.4028843,5066.312849,2943.304612,4297.301732,1020.468912
sc2015,y2030,2030-12-21T00:00:00+01:00,,1801.489187,921.0215802,410.5678403,1597.172197,504.9253645,166.9068255,1057.576551,2780.492516,1390.64977,1187.680962,486.4461775,4594.472908,2669.186389,3897.081956,925.4297767
sc2015,y2030,2030-12-21T01:00:00+01:00,,1666.254339,851.881996,379.7471838,1477.275092,467.0214429,154.377403,978.186008,2571.765489,1286.255965,1098.523694,449.9294583,4249.573338,2468.814931,3604.534384,855.9592763
sc2015,y2030,2030-12-21T02:00:00+01:00,,1582.897676,809.2654286,360.7498091,1403.372376,443.6580535,146.6544613,929.250909,2443.109387,1221.909243,1043.568537,427.4211189,4036.982593,2345.309072,3424.212599,813.1387375
sc2015,y2030,2030-12-21T03:00:00+01:00,,1559.189109,797.1442891,355.3465154,1382.35273,437.012964,144.4578776,915.3326325,2406.516609,1203.607544,1027.938016,421.0192255,3976.516858,2310.181143,3372.924904,800.9595837
sc2015,y2030,2030-12-21T04:00:00+01:00,,1549.166516,792.0201811,353.0623193,1373.466855,434.2038094,143.5292907,909.4488004,2391.047326,1195.870657,1021.330348,418.3128799,3950.955486,2295.331112,3351.24347,795.8109507
sc2015,y2030,2030-12-21T05:00:00+01:00,,1624.324889,830.4453264,370.1912653,1440.101096,455.2693641,150.4926661,953.5710375,2507.049851,1253.888754,1070.880559,438.6074804,4142.637519,2406.68993,3513.830258,834.4200065
sc2015,y2030,2030-12-21T06:00:00+01:00,,1845.538375,943.5419778,420.606857,1636.22552,517.2715681,170.9879547,1083.435928,2848.479845,1424.6533,1216.721593,498.3405365,4706.814854,2734.452112,3992.371618,948.0579615
sc2015,y2030,2030-12-21T07:00:00+01:00,,2152.863445,1100.663665,490.6476827,1908.69513,603.4093168,199.4614266,1263.853212,3322.817999,1661.891215,1419.334041,581.3258281,5490.609016,3189.801996,4657.194361,1105.931665
sc2015,y2030,2030-12-21T08:00:00+01:00,,2398.265578,1226.1269,546.5759806,2126.264832,672.1911682,222.1977779,1407.918213,3701.581747,1851.328055,1581.122101,647.590411,6116.476471,3553.40342,5188.061952,1231.995393
sc2015,y2030,2030-12-21T09:00:00+01:00,,2458.371596,1256.856443,560.2744242,2179.553889,689.0378156,227.7665622,1443.203863,3794.351847,1897.726569,1620.748636,663.8205072,6269.769354,3642.459833,5318.086646,1262.872014
sc2015,y2030,2030-12-21T10:00:00+01:00,,2494.325896,1275.238284,568.468578,2211.430411,699.1151663,231.0977052,1464.311081,3849.845194,1925.481295,1644.452491,673.5290484,6361.466302,3695.731721,5395.864995,1281.341833
sc2015,y2030,2030-12-21T11:00:00+01:00,,2476.437376,1266.092676,564.3917003,2195.570728,694.1013324,229.4403453,1453.809502,3822.235316,1911.67235,1632.658995,668.6987101,6315.843868,3669.227096,5357.16755,1272.152453
sc2015,y2030,2030-12-21T12:00:00+01:00,,2440.911455,1247.929847,556.2951761,2164.074001,684.1440488,226.1488913,1432.953767,3767.403148,1884.248308,1609.237561,659.1058418,6225.239448,3616.589919,5280.315894,1253.902693
sc2015,y2030,2030-12-21T13:00:00+01:00,,2408.997213,1231.613509,549.0217705,2135.779332,675.1990545,223.1920571,1414.218293,3718.145393,1859.612283,1588.197225,650.4882151,6143.846163,3569.304006,5211.277224,1237.508262
sc2015,y2030,2030-12-21T14:00:00+01:00,,2330.17546,1191.31544,531.0579231,2065.897196,653.1067196,215.8892718,1367.945444,3596.488657,1798.766259,1536.231831,629.2044124,5942.821138,3452.517321,5040.765608,1197.017318
sc2015,y2030,2030-12-21T15:00:00+01:00,,2315.492397,1183.808641,527.7115842,2052.879421,648.9913184,214.5288954,1359.325651,3573.826214,1787.431749,1526.551621,625.2396261,5905.373823,3430.76208,5009.002388,1189.47459
sc2015,y2030,2030-12-21T16:00:00+01:00,,2286.273989,1168.870564,521.0525718,2026.974837,640.8019184,211.8218285,1342.172785,3528.729321,1764.876758,1507.288587,617.3499406,5830.855926,3387.470464,4945.795496,1174.465016
sc2015,y2030,2030-12-21T17:00:00+01:00,,2363.197579,1208.198186,538.583819,2095.174091,662.3622321,218.9487502,1387.331305,3647.456355,1824.257505,1558.002565,638.121193,6027.039925,3501.444726,5112.2009,1213.980869
sc2015,y2030,2030-12-21T18:00:00+01:00,,2484.281145,1270.102848,566.1793321,2202.524891,696.2998012,230.1670654,1458.414241,3834.341712,1917.727304,1637.830214,670.8167197,6335.84842,3680.84886,5374.135629,1276.181818
sc2015,y2030,2030-12-21T19:00:00+01:00,,2528.30079,1292.608141,576.2116157,2241.552021,708.6377244,234.2454575,1484.256274,3902.283442,1951.708029,1666.851368,682.7031013,6448.115019,3746.070809,5469.361381,1298.794826
sc2015,y2030,2030-12-21T20:00:00+01:00,,2544.941102,1301.115595,580.0040209,2256.305062,713.3017078,235.7871718,1494.025083,3927.966784,1964.553428,1677.821948,687.1963929,6490.554054,3770.726019,5505.358633,1307.342999
sc2015,y2030,2030-12-21T21:00:00+01:00,,2487.951911,1271.979547,567.0159168,2205.779335,697.3286516,230.5071595,1460.569189,3840.007322,1920.560932,1640.250267,671.8079163,6345.210249,3686.28767,5382.076434,1278.0675
sc2015,y2030,2030-12-21T22:00:00+01:00,,2303.623342,1177.740519,525.0065708,2042.356502,645.6646334,213.429235,1352.357841,3555.507026,1778.269497,1518.726622,622.0346906,5875.103282,3413.176229,4983.326585,1183.377425
sc2015,y2030,2030-12-21T23:00:00+01:00,,2064.174201,1055.320786,470.4349878,1830.064631,578.5512998,191.2444247,1211.787585,3185.931372,1593.428036,1360.863234,557.3775613,5264.418189,3058.395089,4465.336839,1060.371766
sc2015,y2030,2030-12-22T00:00:00+01:00,,1886.16053,964.3102855,429.8648368,1672.240489,528.6572354,174.7515715,1107.283442,2911.17775,1456.011352,1243.502858,509.3095128,4810.416582,2794.640152,4080.247731,968.9256705
sc2015,y2030,2030-12-22T01:00:00+01:00,,1753.148822,896.3072941,399.5508443,1554.314384,491.3764204,162.4281215,1029.198009,2705.882008,1353.333688,1155.811256,473.3930957,4471.186852,2597.562621,3792.50938,900.597203
sc2015,y2030,2030-12-22T02:00:00+01:00,,1671.727251,854.6800534,380.9944861,1482.12729,468.5554028,154.8844648,981.3989186,2580.212607,1290.48075,1102.131861,451.4072785,4263.531317,2476.923901,3616.373694,858.7707259
sc2015,y2030,2030-12-22T03:00:00+01:00,,1637.323978,837.0911848,373.1538189,1451.625886,458.9127776,151.6970235,961.202242,2527.11318,1263.923331,1079.450564,442.1175528,4175.790072,2425.950103,3541.950614,841.0976734
sc2015,y2030,2030-12-22T04:00:00+01:00,,1629.56884,833.1263261,371.3863863,1444.750301,456.7391502,150.9785148,956.6495348,2515.14358,1257.936794,1074.337776,440.0234755,4156.01156,2414.459659,3525.174265,837.113838
sc2015,y2030,2030-12-22T05:00:00+01:00,,1695.923284,867.0504127,386.5088756,1503.579115,475.3371203,157.1262118,995.6033652,2617.557759,1309.158746,1118.083757,457.9407997,4325.240273,2512.774087,3668.715902,871.2002922
sc2015,y2030,2030-12-22T06:00:00+01:00,,1870.325276,956.2144216,426.255908,1658.201199,524.2188953,173.2844452,1097.987247,2886.736967,1443.787413,1233.063034,505.0336064,4770.030745,2771.17776,4045.992024,960.7910581
sc2015,y2030,2030-12-22T07:00:00+01:00,,2169.296953,1109.06539,494.3929563,1923.264822,608.0153368,200.9839807,1273.500616,3348.182152,1674.576972,1430.16828,585.7632776,5532.520624,3214.150794,4692.744243,1114.373602
sc2015,y2030,2030-12-22T08:00:00+01:00,,2418.074418,1236.254282,551.0905082,2143.82704,677.7432336,224.0330543,1419.547128,3732.155525,1866.619382,1594.18162,652.9392827,6166.99644,3582.753297,5230.913541,1242.171246
sc2015,y2030,2030-12-22T09:00:00+01:00,,2463.334885,1259.393953,561.405581,2183.954264,690.4289371,228.2264078,1446.117595,3802.012392,1901.557953,1624.02082,665.1607167,6282.427602,3649.813718,5328.823509,1265.421668
sc2015,y2030,2030-12-22T10:00:00+01:00,,2480.595608,1268.218596,565.3393808,2199.257352,695.2668107,229.8256028,1456.250621,3828.653302,1914.882274,1635.400423,669.8215344,6326.448918,3675.388163,5366.162868,1274.288548
sc2015,y2030,2030-12-22T11:00:00+01:00,,2463.748492,1259.605412,561.4998441,2184.320962,690.5448639,228.2647282,1446.360406,3802.65077,1901.877235,1624.293502,665.2724008,6283.482456,3650.426541,5329.718248,1265.63414
sc2015,y2030,2030-12-22T12:00:00+01:00,,2432.092754,1243.421236,554.2853529,2156.255479,681.6723239,225.3318443,1427.776689,3753.792002,1877.44076,1603.423592,656.7245767,6202.748455,3603.523643,5261.238789,1249.372503
sc2015,y2030,2030-12-22T13:00:00+01:00,,2390.761558,1222.290427,544.8657792,2119.611885,670.0879249,221.5025353,1403.512927,3689.999733,1845.535368,1576.174871,645.564142,6097.338406,3542.285047,5171.828838,1228.140558
sc2015,y2030,2030-12-22T14:00:00+01:00,,2315.721358,1183.925699,527.7637655,2053.082415,649.0554922,214.5501086,1359.460065,3574.179602,1787.608495,1526.70257,625.3014512,5905.95776,3431.101322,5009.497689,1189.592208
sc2015,y2030,2030-12-22T15:00:00+01:00,,2276.650231,1163.950363,518.8592722,2018.442563,638.1045503,210.9301935,1336.523092,3513.875617,1757.44775,1500.943861,614.7512904,5806.311735,3373.21137,4924.976846,1169.521266
sc2015,y2030,2030-12-22T16:00:00+01:00,,2267.35145,1159.196309,516.7400364,2010.198409,635.4982676,210.0686674,1331.064179,3499.523496,1750.269607,1494.813386,612.240392,5782.596357,3359.433781,4904.861204,1164.744458
sc2015,y2030,2030-12-22T17:00:00+01:00,,2353.861869,1203.425252,536.456167,2086.897197,659.7455987,218.0838026,1381.850712,3633.047236,1817.050854,1551.847743,635.6003228,6003.230364,3487.61242,5092.005371,1209.18509
sc2015,y2030,2030-12-22T18:00:00+01:00,,2494.074778,1275.109898,568.4113468,2211.207773,699.0447821,231.0744392,1464.16366,3849.457607,1925.287446,1644.286934,673.4612402,6360.825855,3695.359649,5395.321761,1281.212833
sc2015,y2030,2030-12-22T19:00:00+01:00,,2552.496823,1304.9785,581.7260051,2263.003847,715.4194419,236.4872045,1498.460721,3939.628594,1970.386025,1682.803263,689.2366225,6509.823976,3781.920995,5521.70359,1311.224393
sc2015,y2030,2030-12-22T20:00:00+01:00,,2534.253782,1295.651642,577.5683305,2246.829851,710.3062422,234.7969984,1487.751019,3911.471535,1956.303409,1670.77604,684.3105549,6463.297382,3754.891093,5482.239226,1301.852894
sc2015,y2030,2030-12-22T21:00:00+01:00,,2466.665902,1261.096954,562.1647353,2186.907491,691.3625619,228.5350243,1448.073091,3807.15362,1904.129313,1626.216884,666.0601728,6290.922943,3654.749137,5336.02935,1267.132821
sc2015,y2030,2030-12-22T22:00:00+01:00,,2314.960616,1183.536765,527.5903888,2052.407953,648.8422697,214.4796263,1359.013466,3573.005442,1787.021244,1526.20103,625.0960322,5904.017582,3429.974164,5007.852009,1189.201413
sc2015,y2030,2030-12-22T23:00:00+01:00,,2079.817423,1063.318472,474.0001517,1843.933668,582.9358168,192.6937593,1220.971046,3210.075766,1605.503736,1371.176456,561.6016143,5304.314273,3081.572956,4499.177131,1068.407731
sc2015,y2030,2030-12-23T00:00:00+01:00,,1901.301515,972.0512002,433.3155384,1685.66425,532.9009842,176.1543741,1116.172061,2934.54697,1467.699353,1253.484967,513.3979494,4849.031771,2817.073876,4113.001555,976.7036348
sc2015,y2030,2030-12-23T01:00:00+01:00,,1774.213256,907.0766056,404.3515277,1572.989783,497.2804064,164.3797279,1041.564029,2738.393722,1369.594263,1169.69856,479.0810085,4524.909057,2628.772856,3838.07714,911.4180586
sc2015,y2030,2030-12-23T02:00:00+01:00,,1688.99536,863.5084722,384.9299692,1497.436926,473.3953465,156.4843441,991.5362801,2606.864916,1303.810772,1113.516333,456.0700906,4307.571469,2502.50929,3653.729031,867.6413993
sc2015,y2030,2030-12-23T03:00:00+01:00,,1635.72125,836.2717807,372.7885495,1450.204931,458.4635613,151.5485317,960.2613492,2524.639463,1262.686113,1078.393921,441.6847768,4171.702512,2423.575411,3538.483502,840.2743474
sc2015,y2030,2030-12-23T04:00:00+01:00,,1632.109571,834.4252893,371.9654309,1447.002873,457.451272,151.213912,958.1410884,2519.065049,1259.898097,1076.012823,440.7095351,4162.491377,2418.224147,3530.670517,838.4190184
sc2015,y2030,2030-12-23T05:00:00+01:00,,1679.563634,858.6864488,382.7804346,1489.074905,470.7518015,155.6105007,985.9993209,2592.307602,1296.530003,1107.298211,453.5232938,4283.517032,2488.534721,3633.325795,862.7962966
sc2015,y2030,2030-12-23T06:00:00+01:00,,1843.869174,942.6885892,420.2264382,1634.745632,516.8037207,170.8333043,1082.456012,2845.903531,1423.36477,1215.621126,497.8898113,4702.557765,2731.97893,3988.760708,947.2004884
sc2015,y2030,2030-12-23T07:00:00+01:00,,2123.910927,1085.861526,484.049268,1883.02628,595.2944412,196.7789943,1246.856439,3278.131492,1639.541476,1400.246302,573.5079395,5416.769239,3146.904338,4594.562658,1091.05868
sc2015,y2030,2030-12-23T08:00:00+01:00,,2330.980517,1191.72703,531.2413994,2066.610947,653.3323629,215.9638599,1368.418058,3597.731216,1799.387719,1536.762587,629.4217976,5944.874336,3453.710138,5042.507153,1197.430878
sc2015,y2030,2030-12-23T09:00:00+01:00,,2416.781895,1235.593472,550.7959361,2142.681109,677.3809624,223.9133029,1418.788344,3730.160592,1865.621626,1593.329489,652.5902699,6163.700022,3580.838223,5228.117483,1241.507274
sc2015,y2030,2030-12-23T10:00:00+01:00,,2470.897992,1263.260634,563.1292485,2190.659596,692.5487414,228.9271248,1450.557569,3813.685602,1907.396252,1629.007004,667.2029406,6301.71636,3661.019636,5345.184444,1269.306856
sc2015,y2030,2030-12-23T11:00:00+01:00,,2457.241562,1256.278707,560.016884,2178.552018,688.721087,227.6618652,1442.540468,3792.607706,1896.854245,1620.00363,663.5153703,6266.887343,3640.785512,5315.642092,1262.291512
sc2015,y2030,2030-12-23T12:00:00+01:00,,2402.674928,1228.381205,547.5808922,2130.174093,673.4270306,222.6063014,1410.506753,3708.387319,1854.731829,1584.029086,648.7810436,6127.721967,3559.936558,5197.600505,1234.260488
sc2015,y2030,2030-12-23T13:00:00+01:00,,2373.286645,1213.356279,540.8831646,2104.1189,665.1900179,219.8834957,1393.25416,3663.028234,1832.045704,1564.654058,640.8454878,6052.770827,3516.393247,5134.026131,1219.163649
sc2015,y2030,2030-12-23T14:00:00+01:00,,2297.995327,1174.863165,523.7239198,2037.366792,644.087201,212.907803,1349.053877,3546.820516,1773.924981,1515.016199,620.5149888,5860.749733,3404.83745,4971.151749,1180.486299
sc2015,y2030,2030-12-23T15:00:00+01:00,,2241.124309,1145.787534,510.762748,1986.945836,628.1472667,207.6387395,1315.667357,3459.043449,1730.023709,1477.522427,605.158422,5715.707315,3320.574193,4848.12519,1151.271506
sc2015,y2030,2030-12-23T16:00:00+01:00,,2237.874537,1144.126069,510.0221096,1984.064638,627.2364133,207.3376502,1313.759556,3454.027616,1727.515065,1475.379926,604.2809039,5707.419177,3315.75915,4841.095101,1149.602089
sc2015,y2030,2030-12-23T17:00:00+01:00,,2308.527544,1180.24782,526.1242614,2046.704491,647.039194,213.8836062,1355.236887,3563.076373,1782.055269,1521.959851,623.3589452,5887.610836,3420.442567,4993.935629,1185.896726
sc2015,y2030,2030-12-23T18:00:00+01:00,,2466.887477,1261.210236,562.2152334,2187.103937,691.4246655,228.5555532,1448.203169,3807.495608,1904.300357,1626.362963,666.1200035,6291.488044,3655.077435,5336.508675,1267.246644
sc2015,y2030,2030-12-23T19:00:00+01:00,,2442.949949,1248.972039,556.7597584,2165.881298,684.7154023,226.3377564,1434.150479,3770.549443,1885.821912,1610.581494,659.656285,6230.438371,3619.610265,5284.725677,1254.949873
sc2015,y2030,2030-12-23T20:00:00+01:00,,2440.963156,1247.956279,556.306959,2164.119838,684.1585396,226.1536813,1432.984119,3767.482945,1884.288218,1609.271646,659.1198023,6225.371305,3616.666522,5280.427737,1253.929252
