,,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2030-02-13T02:00:00+01:00,,1857.62162,949.7196053,423.3606852,1646.938336,520.6582866,172.1074596,1090.529479,2867.129622,1433.980895,1224.687802,501.6033084,4737.631659,2752.355318,4018.510767,954.2651564
sc2015,y2030,2030-02-13T03:00:00+01:00,,1801.947109,921.2556957,410.672203,1597.578184,505.053712,166.9492517,1057.845377,2781.199292,1391.00326,1187.98286,486.5698278,4595.640782,2669.864872,3898.072559,925.6650127
sc2015,y2030,2030-02-13T04:00:00+01:00,,1784.730701,912.4537093,406.7485028,1582.314386,500.2282592,165.3541625,1047.738367,2754.62678,1377.713148,1176.632473,481.9209762,4551.732486,2644.356087,3860.829064,916.8208982
sc2015,y2030,2030-02-13T05:00:00+01:00,,1815.640469,928.2565034,413.7929838,1609.718503,508.891717,168.2179327,1065.884157,2802.334186,1401.573774,1197.010581,490.26737,4630.563983,2690.153714,3927.694798,932.6993277
sc2015,y2030,2030-02-13T06:00:00+01:00,,2048.494049,1047.304219,466.8614076,1816.162853,574.1564322,189.7916686,1202.582445,3161.729981,1581.323828,1350.525665,553.1435364,5224.427922,3035.162505,4431.416659,1052.31683
sc2015,y2030,2030-02-13T07:00:00+01:00,,2377.105128,1215.3085,541.7534147,2107.504307,666.2602706,220.2372757,1395.495826,3668.921838,1834.993361,1567.171497,641.8765716,6062.509389,3522.050923,5142.286486,1221.125213
sc2015,y2030,2030-02-13T08:00:00+01:00,,2603.917086,1331.267402,593.4449243,2308.592249,729.8316266,241.2512591,1528.647338,4018.992743,2010.079617,1716.703476,703.1213521,6640.964926,3858.108111,5632.938772,1337.639118
sc2015,y2030,2030-02-13T09:00:00+01:00,,2715.724029,1388.429336,618.9262514,2407.71854,761.1691233,251.6101012,1594.284369,4191.560179,2096.388378,1790.415258,733.3119636,6926.114554,4023.767485,5874.805792,1395.074642
sc2015,y2030,2030-02-13T10:00:00+01:00,,2728.309511,1394.863736,621.7945419,2418.876632,764.6966101,252.7761381,1601.672762,4210.98513,2106.103673,1798.712581,736.7103519,6958.212253,4042.414834,5902.03141,1401.539837
sc2015,y2030,2030-02-13T11:00:00+01:00,,2719.801016,1390.513719,619.8554159,2411.333133,762.3118303,251.9878314,1596.677792,4197.852768,2099.535586,1793.103123,734.4128499,6936.5124,4029.808175,5883.625358,1397.169001
sc2015,y2030,2030-02-13T12:00:00+01:00,,2639.214046,1349.313173,601.4892672,2339.885983,739.7247365,244.5215,1549.36866,4073.471523,2037.326913,1739.973961,712.6523953,6730.985409,3910.406046,5709.295126,1355.77126
sc2015,y2030,2030-02-13T13:00:00+01:00,,2633.209353,1346.24324,600.1207694,2334.562316,738.0417278,243.965169,1545.843564,4064.203633,2032.691623,1736.015203,711.0309812,6715.67119,3901.50916,5696.305439,1352.686633
sc2015,y2030,2030-02-13T14:00:00+01:00,,2513.366608,1284.972956,572.8080456,2228.311609,704.4519391,232.8618151,1475.489061,3879.233412,1940.179669,1657.0056,678.6705068,6410.027257,3723.943497,5437.054926,1291.123098
sc2015,y2030,2030-02-13T15:00:00+01:00,,2456.879655,1256.09368,559.9344038,2178.231158,688.6196511,227.6283348,1442.328008,3792.049124,1896.574873,1619.765033,663.4176466,6265.964345,3640.249291,5314.859196,1262.1056
sc2015,y2030,2030-02-13T16:00:00+01:00,,2460.67598,1258.034573,560.7996041,2181.59692,689.6836935,227.9800619,1444.556667,3797.908529,1899.505426,1622.267864,664.4427473,6275.646398,3645.874137,5323.071618,1264.055782
sc2015,y2030,2030-02-13T17:00:00+01:00,,2449.973889,1252.563068,558.3605473,2172.108613,686.6840877,226.98852,1438.273931,3781.39048,1891.244004,1615.212218,661.5529207,6248.352052,3630.017324,5299.920256,1258.558089
sc2015,y2030,2030-02-13T18:00:00+01:00,,2523.943141,1290.380268,575.2184869,2237.688597,707.4163528,233.841724,1481.698086,3895.557667,1948.344166,1663.978468,681.5264293,6437.001379,3739.614274,5459.93467,1296.55629
sc2015,y2030,2030-02-13T19:00:00+01:00,,2681.054866,1370.70453,611.0249864,2376.981401,751.4519738,248.3980253,1573.931599,4138.050366,2069.625707,1767.558665,723.9504409,6837.695189,3972.399728,5799.807523,1377.265
sc2015,y2030,2030-02-13T20:00:00+01:00,,2717.747751,1389.463976,619.3874671,2409.51274,761.7363366,251.7975977,1595.472408,4194.683674,2097.950579,1791.749452,733.858418,6931.275804,4026.765943,5879.18362,1396.114233
sc2015,y2030,2030-02-13T21:00:00+01:00,,2717.415388,1389.294053,619.31172,2409.218072,761.6431811,251.7668045,1595.277292,4194.170691,2097.694013,1791.530333,733.7686719,6930.428153,4026.273496,5878.464634,1395.943497
sc2015,y2030,2030-02-13T22:00:00+01:00,,2480.255859,1268.044897,565.2619504,2198.956135,695.1715851,229.7941252,1456.051169,3828.128919,1914.620007,1635.176434,669.7297939,6325.58243,3674.884772,5365.427905,1274.114018
sc2015,y2030,2030-02-13T23:00:00+01:00,,2307.486139,1179.715397,525.8869205,2045.781199,646.7473069,213.7871208,1354.625523,3561.469027,1781.251362,1521.273277,623.0777406,5884.954864,3418.899565,4991.682805,1185.361754
sc2015,y2030,2030-02-14T00:00:00+01:00,,2156.452966,1102.498829,491.4657514,1911.877544,604.4153958,199.7939935,1265.960465,3328.358214,1664.662126,1421.700531,582.2950867,5499.763641,3195.12043,4664.959414,1107.775612
sc2015,y2030,2030-02-14T01:00:00+01:00,,1960.609862,1002.372929,446.832189,1738.246105,549.5240585,181.6492547,1150.989432,3026.085912,1513.482109,1292.585614,529.4126548,5000.290294,2904.948415,4241.300681,1007.17049
sc2015,y2030,2030-02-14T02:00:00+01:00,,1818.853312,929.8990877,414.5252059,1612.56696,509.7922197,168.5156006,1067.770279,2807.293021,1404.053911,1199.128736,491.1349163,4638.757937,2694.914041,3934.645,934.3497738
sc2015,y2030,2030-02-14T03:00:00+01:00,,1752.314221,895.8805998,399.3606349,1553.57444,491.1424967,162.3507963,1028.708051,2704.593851,1352.689423,1155.261023,473.1677331,4469.058308,2596.32603,3790.703926,900.1684664
sc2015,y2030,2030-02-14T04:00:00+01:00,,1747.092428,893.2109282,398.1705637,1548.94488,489.6789209,161.8670004,1025.642561,2696.534321,1348.658488,1151.818413,471.7577211,4455.740776,2588.589131,3779.407851,897.4860173
sc2015,y2030,2030-02-14T05:00:00+01:00,,1731.604308,885.2925389,394.6407484,1535.213354,485.3378764,160.432036,1016.550154,2672.629319,1336.702518,1141.607447,467.5755496,4416.240263,2565.641073,3745.903085,889.5297289
sc2015,y2030,2030-02-14T06:00:00+01:00,,1768.503997,904.1577144,403.0503607,1567.928043,495.6802026,163.8507686,1038.212369,2729.581817,1365.187032,1165.934574,477.5393688,4510.348305,2620.3137,3825.726551,908.485197
sc2015,y2030,2030-02-14T07:00:00+01:00,,1812.29468,926.54595,413.0304629,1606.752179,507.953952,167.9079476,1063.919989,2797.170159,1398.991011,1194.804779,489.3639252,4622.030968,2685.196408,3920.457002,930.9805873
sc2015,y2030,2030-02-14T08:00:00+01:00,,1931.081248,987.2762577,440.1024793,1712.066496,541.2477134,178.9134474,1133.654457,2980.510234,1490.687656,1273.118069,521.4392062,4924.981256,2861.197181,4177.422736,992.0015626
sc2015,y2030,2030-02-14T09:00:00+01:00,,2195.531479,1122.477941,500.3719281,1946.523944,615.3684077,203.4145929,1288.901774,3388.673599,1694.828572,1447.464108,592.8472419,5599.428503,3253.021325,4749.496235,1127.850348
sc2015,y2030,2030-02-14T10:00:00+01:00,,2366.469509,1209.870979,539.3295072,2098.074933,663.2792959,219.2518924,1389.252114,3652.506386,1826.783253,1560.159674,639.0046941,6035.384573,3506.292599,5119.278922,1215.661668
sc2015,y2030,2030-02-14T11:00:00+01:00,,2406.486025,1230.32965,548.449459,2133.552952,674.4952132,222.9593971,1412.744083,3714.269523,1857.673785,1586.541656,649.810133,6137.441693,3565.583291,5205.844882,1236.218258
sc2015,y2030,2030-02-14T12:00:00+01:00,,2343.610314,1198.184086,534.1197895,2077.808328,656.8722703,217.1340026,1375.832467,3617.224565,1809.137222,1545.089126,632.832152,5977.085055,3472.423147,5069.828636,1203.918839
sc2015,y2030,2030-02-14T13:00:00+01:00,,2376.455173,1214.976207,541.605287,2106.928068,666.0780999,220.1770578,1395.114266,3667.918671,1834.491632,1566.742996,641.7010679,6060.851761,3521.087914,5140.880468,1220.79133
sc2015,y2030,2030-02-14T14:00:00+01:00,,2297.175498,1174.444022,523.5370769,2036.639945,643.8574175,212.8318464,1348.57259,3545.555159,1773.292119,1514.475704,620.2936149,5858.658862,3403.622746,4969.378249,1180.06515
sc2015,y2030,2030-02-14T15:00:00+01:00,,2207.090329,1128.387468,503.0062441,1956.77184,618.6081476,204.4855129,1295.687476,3406.514003,1703.751363,1455.084596,595.9684142,5628.907904,3270.147558,4774.500984,1133.78816
sc2015,y2030,2030-02-14T16:00:00+01:00,,2152.420294,1100.437102,490.5466865,1908.30224,603.2851095,199.420369,1263.593058,3322.134022,1661.549127,1419.041882,581.2061665,5489.478815,3189.145399,4656.235713,1105.704018
sc2015,y2030,2030-02-14T17:00:00+01:00,,2137.781546,1092.952959,487.2104473,1895.323755,599.182129,198.0640983,1254.999281,3299.539977,1650.248825,1409.390887,577.2533463,5452.14452,3167.455818,4624.568357,1098.184054
sc2015,y2030,2030-02-14T18:00:00+01:00,,2222.32733,1136.177472,506.4788282,1970.280727,622.8788079,205.8972114,1304.632462,3430.031418,1715.513483,1465.130005,600.0827775,5667.76797,3292.723545,4807.462515,1141.615448
sc2015,y2030,2030-02-14T19:00:00+01:00,,2404.905454,1229.521574,548.0892394,2132.151642,674.0522073,222.8129582,1411.816198,3711.830004,1856.453672,1585.499621,649.3833401,6133.410644,3563.241429,5202.425703,1235.406315
sc2015,y2030,2030-02-14T20:00:00+01:00,,2437.831557,1246.355232,555.5932529,2161.343412,683.2808082,225.8635407,1431.145692,3762.649507,1881.870798,1607.207054,658.2741939,6217.384553,3612.026571,5273.653287,1252.320541
sc2015,y2030,2030-02-14T21:00:00+01:00,,2412.165741,1233.233437,549.7438929,2138.588499,676.0871366,223.4856192,1416.078399,3723.03583,1862.058211,1590.286164,651.3437953,6151.927098,3573.998673,5218.131561,1239.135943
sc2015,y2030,2030-02-14T22:00:00+01:00,,2256.220979,1153.505792,514.2033499,2000.330308,632.3785947,209.0374364,1324.52996,3482.34427,1741.677501,1487.475319,609.2348925,5754.209484,3342.942257,4880.783149,1159.026705
sc2015,y2030,2030-02-14T23:00:00+01:00,,2078.753862,1062.77472,473.7577609,1842.990731,582.6377193,192.595221,1220.346675,3208.43422,1604.682726,1370.475274,561.3144266,5301.601791,3079.997124,4496.876375,1067.861376
sc2015,y2030,2030-02-15T00:00:00+01:00,,1950.181047,997.0411384,444.4554131,1729.00008,546.6010472,180.6830316,1144.867124,3009.98965,1505.431641,1285.710133,526.5966195,4973.692905,2889.496504,4218.740486,1001.81318
sc2015,y2030,2030-02-15T01:00:00+01:00,,1806.112727,923.3853912,411.6215667,1601.271356,506.2212604,167.3351935,1060.290831,2787.628678,1394.218886,1190.729157,487.6946465,4606.264668,2676.036882,3907.083855,927.8049014
sc2015,y2030,2030-02-15T02:00:00+01:00,,1729.757846,884.3485249,394.2199312,1533.57631,484.8203461,160.2609625,1015.466177,2669.779414,1335.277152,1140.390116,467.0769597,4411.531094,2562.905253,3741.908716,888.5811967
sc2015,y2030,2030-02-15T03:00:00+01:00,,1659.895125,848.6308118,378.2978891,1471.637112,465.2390684,153.7882259,974.4527881,2561.950417,1281.347005,1094.331209,448.2123149,4233.354959,2459.392767,3590.777778,852.6925314
sc2015,y2030,2030-02-15T04:00:00+01:00,,1640.507278,838.7186649,373.8793078,1454.44815,459.8049999,151.9919542,963.07102,2532.026416,1266.380662,1081.549241,442.9771216,4183.90868,2430.666656,3548.836906,842.732943
sc2015,y2030,2030-02-15T05:00:00+01:00,,1626.333839,831.4724136,370.6491145,1441.8822,455.8324371,150.6787941,954.7504055,2510.150547,1255.439552,1072.205014,439.1499461,4147.761095,2409.666502,3518.176131,835.4520096
sc2015,y2030,2030-02-15T06:00:00+01:00,,1627.559889,832.0992389,370.9285372,1442.969197,456.1760772,150.7923869,955.4701668,2512.042884,1256.385995,1073.013321,439.4810097,4150.887984,2411.483086,3520.828392,836.081835
sc2015,y2030,2030-02-15T07:00:00+01:00,,1670.397799,854.0003633,380.6914977,1480.948619,468.1827809,154.7612919,980.6184545,2578.160675,1289.454486,1101.255383,451.0482938,4260.140715,2474.954111,3613.497748,858.0877827
sc2015,y2030,2030-02-15T08:00:00+01:00,,1721.758975,880.2590563,392.3969508,1526.484636,482.5784047,159.5198721,1010.770384,2657.433627,1329.102466,1135.116642,464.9170686,4391.130972,2551.053681,3724.605111,884.4721551
sc2015,y2030,2030-02-15T09:00:00+01:00,,1894.373591,968.5092597,431.736632,1679.522061,530.9592104,175.5125064,1112.104976,2923.854127,1462.35138,1248.917543,511.5272404,4831.362967,2806.809079,4098.014684,973.1447419
sc2015,y2030,2030-02-15T10:00:00+01:00,,2014.08339,1029.711574,459.019057,1785.6549,564.5117369,186.603543,1182.381432,3108.619155,1554.760707,1327.839499,543.8518163,5136.667841,2984.177763,4356.977602,1034.639983
sc2015,y2030,2030-02-15T11:00:00+01:00,,2111.879383,1079.710331,481.3072227,1872.359301,591.9222135,195.6642794,1239.793238,3259.561512,1630.253791,1392.314178,570.2591282,5386.084291,3129.077735,4568.535351,1084.878044
sc2015,y2030,2030-02-15T12:00:00+01:00,,2107.130284,1077.282327,480.2248806,1868.148824,590.5911255,195.2242784,1237.005247,3252.231557,1626.58775,1389.183205,568.9767551,5373.972307,3122.041206,4558.261835,1082.438419
sc2015,y2030,2030-02-15T13:00:00+01:00,,2141.858533,1095.037342,488.1396118,1898.938348,600.324836,198.4418286,1257.392704,3305.832567,1653.396034,1412.078753,578.3542327,5462.542366,3173.496509,4633.387923,1100.278413
sc2015,y2030,2030-02-15T14:00:00+01:00,,2100.039871,1073.657313,478.6089423,1861.862574,588.603809,194.5673562,1232.842772,3241.287923,1621.114345,1384.508657,567.0621702,5355.889096,3111.535657,4542.923458,1078.796056
sc2015,y2030,2030-02-15T15:00:00+01:00,,2011.705148,1028.495684,458.4770444,1783.546387,563.8451579,186.3832003,1180.985269,3104.948477,1552.924836,1326.271577,543.2096326,5130.60243,2980.654027,4351.832855,1033.418274
sc2015,y2030,2030-02-15T16:00:00+01:00,,1950.217976,997.0600186,444.4638294,1729.032821,546.6113978,180.6864531,1144.888804,3010.046648,1505.460149,1285.73448,526.6065913,4973.787088,2889.55122,4218.820374,1001.832151
sc2015,y2030,2030-02-15T17:00:00+01:00,,1927.883177,985.6412255,439.3736238,1709.231136,540.3513509,178.6171481,1131.777007,2975.574199,1488.218922,1271.009653,520.5756487,4916.824974,2856.458741,4170.504489,990.3587047
sc2015,y2030,2030-02-15T18:00:00+01:00,,2026.417754,1036.017588,461.8301163,1796.590354,567.9688396,187.7463139,1189.622405,3127.656519,1564.282152,1335.971265,547.1823964,5168.125092,3002.453041,4383.659986,1040.976179
sc2015,y2030,2030-02-15T19:00:00+01:00,,2232.246522,1141.248715,508.7394586,1979.074928,625.6589809,206.8162182,1310.455591,3445.341106,1723.170549,1471.669503,602.7612021,5693.065628,3307.42037,4828.920265,1146.710963
sc2015,y2030,2030-02-15T20:00:00+01:00,,2290.897528,1171.234375,522.1062982,2031.073995,642.0978144,212.2501965,1344.887065,3535.865482,1768.445874,1510.336782,618.5984095,5842.647686,3394.320957,4955.797395,1176.840141
sc2015,y2030,2030-02-15T21:00:00+01:00,,2326.770584,1189.574679,530.281936,2062.878486,652.1523937,215.5738123,1365.946588,3591.233433,1796.137885,1533.987074,628.2850128,5934.13743,3447.472469,5033.399992,1195.268225
sc2015,y2030,2030-02-15T22:00:00+01:00,,2246.309174,1148.438325,511.9444029,1991.542655,629.6004919,208.1191139,1318.711167,3467.045981,1734.026136,1480.940691,606.5584623,5728.930663,3328.256376,4859.341377,1153.934984
sc2015,y2030,2030-02-15T23:00:00+01:00,,2014.334509,1029.83996,459.0762881,1785.877538,564.5821211,186.626809,1182.528853,3109.006742,1554.954557,1328.005056,543.9196246,5137.308288,2984.549835,4357.520836,1034.768984
sc2015,y2030,2030-02-16T00:00:00+01:00,,1887.970063,965.2354192,430.2772378,1673.844792,529.1644152,174.9192235,1108.34574,2913.970657,1457.408211,1244.695842,509.7981309,4815.031568,2797.321256,4084.162213,969.8552321
sc2015,y2030,2030-02-16T01:00:00+01:00,,1734.159811,886.5990543,395.2231595,1537.479023,486.0541384,160.6688017,1018.05038,2676.573588,1338.675224,1143.292232,468.2655979,4422.757754,2569.427448,3751.431292,890.8424976
sc2015,y2030,2030-02-16T02:00:00+01:00,,1655.153412,846.2065839,377.2172304,1467.433183,463.9100505,153.3489091,971.6691328,2554.631861,1277.686665,1091.205105,446.9319362,4221.261812,2452.367181,3580.520239,850.2567006
sc2015,y2030,2030-02-16T03:00:00+01:00,,1615.343699,825.8536424,368.1444101,1432.138513,452.7520965,149.6605647,948.2985689,2493.187914,1246.955774,1064.959464,436.1823394,4119.732119,2393.382901,3494.401648,829.8063458
sc2015,y2030,2030-02-16T04:00:00+01:00,,1611.503059,823.8900933,367.2691102,1428.733462,451.6756334,149.3047318,946.0438949,2487.260112,1243.991013,1062.427417,435.1452726,4109.937046,2387.692395,3486.093361,827.8333987
sc2015,y2030,2030-02-16T05:00:00+01:00,,1678.618246,858.2031136,382.5649762,1488.236739,470.486826,155.5229111,985.4443242,2590.848451,1295.800216,1106.674937,453.2680158,4281.105937,2487.133982,3631.280678,862.3106481
sc2015,y2030,2030-02-16T06:00:00+01:00,,1907.099405,975.0154041,434.6369046,1690.804568,534.5260294,176.6915449,1119.575752,2943.495671,1472.175002,1257.307384,514.9635215,4863.818563,2825.664351,4125.543874,979.682026
sc2015,y2030,2030-02-16T07:00:00+01:00,,2253.916595,1152.327663,513.67817,1998.287277,631.7327169,208.8239367,1323.177156,3478.787589,1739.898644,1485.956091,608.6126524,5748.332441,3339.527954,4875.798177,1157.842937
sc2015,y2030,2030-02-16T08:00:00+01:00,,2499.311343,1277.787121,569.6047846,2215.85043,700.5124982,231.5596037,1467.237821,3857.539937,1929.329784,1647.739282,674.875241,6374.181059,3703.118435,5406.649791,1283.90287
sc2015,y2030,2030-02-16T09:00:00+01:00,,2587.394947,1322.820365,589.6794514,2293.943979,725.2007652,239.7204935,1518.947903,3993.491795,1997.325442,1705.810805,698.6599703,6598.827278,3833.627993,5597.19716,1329.151652
sc2015,y2030,2030-02-16T10:00:00+01:00,,2635.417721,1347.37228,600.6240669,2336.52022,738.6606941,244.1697729,1547.140001,4067.612119,2034.396361,1737.47113,711.6272946,6721.303357,3904.7812,5701.082704,1353.821078
sc2015,y2030,2030-02-16T11:00:00+01:00,,2610.771151,1334.771582,595.006998,2314.668957,731.7526992,241.8862839,1532.671064,4029.57159,2015.370576,1721.222206,704.9721176,6658.445363,3868.263475,5647.765869,1341.16007
sc2015,y2030,2030-02-16T12:00:00+01:00,,2573.775446,1315.857317,586.5755033,2281.869142,721.3834614,238.4586554,1510.952482,3972.470897,1986.811943,1696.831777,694.9823717,6564.092444,3813.448585,5567.734696,1322.155278
sc2015,y2030,2030-02-16T13:00:00+01:00,,2592.040645,1325.195504,590.7382277,2298.062782,726.5028715,240.1509144,1521.675192,4000.662156,2000.911663,1708.873608,699.9144223,6610.675548,3840.511316,5607.246992,1331.538159
sc2015,y2030,2030-02-16T14:00:00+01:00,,2480.772868,1268.309221,565.3797793,2199.414508,695.3164936,229.8420258,1456.354683,3828.926892,1915.019109,1635.517287,669.8693991,6326.900998,3675.650802,5366.546328,1274.379607
sc2015,y2030,2030-02-16T15:00:00+01:00,,2428.000996,1241.329301,553.3528218,2152.627789,680.5254767,224.9527454,1425.374594,3747.476613,1874.282149,1600.725988,655.6197017,6192.312935,3597.461066,5252.387268,1247.270556
sc2015,y2030,2030-02-16T16:00:00+01:00,,2422.468997,1238.501035,552.0920533,2147.723205,678.9749558,224.4402092,1422.126996,3738.938299,1870.011753,1597.078866,654.1259265,6178.204264,3589.264549,5240.420139,1244.428753
sc2015,y2030,2030-02-16T17:00:00+01:00,,2419.950423,1237.2134,551.5180585,2145.490277,678.2690444,224.206865,1420.64845,3735.051028,1868.067554,1595.418428,653.44585,6171.780957,3585.53289,5234.97182,1243.134955
sc2015,y2030,2030-02-16T18:00:00+01:00,,2487.737721,1271.870042,566.967102,2205.589438,697.268618,230.487315,1460.443447,3839.676733,1920.39559,1640.109056,671.7500799,6344.663985,3685.970315,5381.613087,1277.95747
sc2015,y2030,2030-02-16T19:00:00+01:00,,2681.121338,1370.738514,611.0401358,2377.040335,751.4706049,248.4041839,1573.970623,4138.152963,2069.67702,1767.602489,723.9683901,6837.864719,3972.498218,5799.95132,1377.299148
sc2015,y2030,2030-02-16T20:00:00+01:00,,2718.139201,1389.664107,619.4766804,2409.859793,761.846053,251.8338653,1595.702212,4195.287854,2098.252757,1792.007526,733.9641191,6932.274148,4027.345937,5880.030426,1396.315322
sc2015,y2030,2030-02-16T21:00:00+01:00,,2597.136879,1327.800982,591.8996833,2302.581023,727.9312552,240.6230772,1524.666971,4008.527893,2004.845673,1712.23344,701.2905302,6623.672856,3848.06218,5618.27145,1334.156108
sc2015,y2030,2030-02-16T22:00:00+01:00,,2461.776471,1258.597205,561.0504112,2182.572599,689.9921415,228.0820217,1445.202718,3799.607072,1900.354944,1622.993393,664.7399069,6278.453063,3647.504686,5325.452262,1264.621107
sc2015,y2030,2030-02-16T23:00:00+01:00,,2205.856893,1127.756867,502.7251382,1955.678294,618.2624374,204.3712358,1294.963379,3404.610267,1702.799218,1454.271419,595.6353562,5625.762178,3268.320031,4771.832746,1133.15454
sc2015,y2030,2030-02-17T00:00:00+01:00,,2017.008185,1031.206893,459.6856315,1788.247978,565.331505,186.8745234,1184.098453,3113.133404,1557.018487,1329.76775,544.6415826,5144.127165,2988.511302,4363.304682,1036.142458
sc2015,y2030,2030-02-17T01:00:00+01:00,,1880.894422,961.6179576,428.664666,1667.571639,527.1812389,174.2636699,1104.191937,2903.049822,1451.946208,1240.031033,507.8875346,4796.986031,2786.837593,4068.855791,966.2204566
sc2015,y2030,2030-02-17T02:00:00+01:00,,1778.401031,909.2176293,405.3059412,1576.702599,498.4541652,164.7677225,1044.022491,2744.857306,1372.826993,1172.459465,480.2118103,4535.589453,2634.977696,3847.136368,913.5693297
sc2015,y2030,2030-02-17T03:00:00+01:00,,1747.417405,893.3770747,398.2446275,1549.233,489.7700062,161.8971094,1025.833341,2697.035904,1348.909352,1152.032663,471.8454729,4456.56959,2589.070636,3780.11086,897.6529589
sc2015,y2030,2030-02-17T04:00:00+01:00,,1736.124446,887.6034851,395.6709091,1539.220838,486.6047907,160.8508239,1019.203732,2679.605886,1340.191814,1144.587471,468.7960975,4427.76831,2572.33836,3755.6813,891.8517358
sc2015,y2030,2030-02-17T05:00:00+01:00,,1785.683476,912.9408205,406.9656445,1583.1591,500.4953048,165.4424364,1048.2977,2756.097331,1378.448637,1177.260615,482.1782486,4554.162418,2645.76777,3862.890159,917.3103408
sc2015,y2030,2030-02-17T06:00:00+01:00,,2012.85734,1029.084749,458.7396343,1784.567903,564.1680968,186.4899502,1181.661671,3106.726818,1553.814264,1327.031191,543.5207527,5133.540952,2982.361179,4354.325341,1034.010158
sc2015,y2030,2030-02-17T07:00:00+01:00,,2326.113244,1189.23861,530.1321251,2062.295699,651.9681529,215.5129102,1365.560692,3590.218867,1795.630454,1533.553704,628.1075148,5932.460966,3446.498517,5031.977997,1194.930547
sc2015,y2030,2030-02-17T08:00:00+01:00,,2532.060186,1294.530153,577.0683996,2244.885043,709.6914162,234.5937631,1486.463253,3908.085848,1954.610075,1669.329852,683.7182302,6457.702888,3751.640939,5477.493916,1300.726038
sc2015,y2030,2030-02-17T09:00:00+01:00,,2634.487104,1346.896497,600.411975,2335.69515,738.3998588,244.0835518,1546.593676,4066.175767,2033.677976,1736.857596,711.3760054,6718.929935,3903.402347,5699.069542,1353.343018
sc2015,y2030,2030-02-17T10:00:00+01:00,,2702.806183,1381.825015,615.9822138,2396.26578,757.5484811,250.413271,1586.700859,4171.622245,2086.416518,1781.898816,729.8238291,6893.169205,4004.627688,5846.861188,1388.43871
sc2015,y2030,2030-02-17T11:00:00+01:00,,2704.017462,1382.444288,616.2582699,2397.339681,757.887981,250.5254952,1587.411949,4173.491782,2087.351558,1782.697384,730.150904,6896.25842,4006.422386,5849.481494,1389.060947
sc2015,y2030,2030-02-17T12:00:00+01:00,,2693.500017,1377.067184,613.8612948,2388.015078,754.9401283,249.5510606,1581.23761,4157.258724,2079.232673,1775.763471,727.3109364,6869.434991,3990.839155,5826.729569,1383.658108
sc2015,y2030,2030-02-17T13:00:00+01:00,,2677.642605,1368.959992,610.2473161,2373.956144,750.4955778,248.0818815,1571.928408,4132.783742,2066.99163,1765.309039,723.0290469,6828.992643,3967.343933,5792.42593,1375.512113
sc2015,y2030,2030-02-17T14:00:00+01:00,,2560.082087,1308.85651,583.4547224,2269.728823,717.5454565,237.1899744,1502.913702,3951.336003,1976.241429,1687.804056,691.2848295,6529.169244,3793.159743,5538.112457,1315.120963
sc2015,y2030,2030-02-17T15:00:00+01:00,,2500.869756,1278.583869,569.9599544,2217.232095,700.9492938,231.7039897,1468.152698,3859.945256,1930.532792,1648.766709,675.2960508,6378.155598,3705.427467,5410.021038,1284.703431
sc2015,y2030,2030-02-17T16:00:00+01:00,,2492.117528,1274.109243,567.9652805,2209.472506,698.4962,230.8931013,1463.014643,3846.436708,1923.776558,1642.996564,672.932735,6355.834135,3692.45968,5391.08773,1280.207389
sc2015,y2030,2030-02-17T17:00:00+01:00,,2525.612342,1291.233657,575.5989057,2239.168485,707.8842002,233.9963745,1482.678002,3898.133981,1949.632697,1665.078935,681.9771545,6441.258469,3742.087455,5463.54558,1297.413763
sc2015,y2030,2030-02-17T18:00:00+01:00,,2542.924766,1300.084732,579.5444884,2254.51741,712.7365646,235.6003595,1492.841379,3924.854688,1962.996928,1676.492623,686.6519328,6485.411641,3767.738504,5500.996782,1306.307202
sc2015,y2030,2030-02-17T19:00:00+01:00,,2751.493683,1406.716775,627.0783235,2439.431357,771.194721,254.9241368,1615.283189,4246.768534,2124.000568,1813.99738,742.9706458,7017.340584,4076.76579,5952.184704,1413.449608
sc2015,y2030,2030-02-17T20:00:00+01:00,,2814.192133,1438.771714,641.3675945,2495.018825,788.767981,260.7331083,1652.090743,4343.539902,2172.400295,1855.333046,759.9007621,7177.245142,4169.663295,6087.817491,1445.657968
sc2015,y2030,2030-02-17T21:00:00+01:00,,2738.051443,1399.844354,624.0147738,2427.513676,767.4271001,253.6787218,1607.39183,4226.021227,2113.623904,1805.135215,739.3409118,6983.057831,4056.84902,5923.105699,1406.544293
sc2015,y2030,2030-02-17T22:00:00+01:00,,2517.635628,1287.155516,573.7809751,2232.096455,705.6484692,233.257337,1477.995218,3885.822392,1943.475116,1659.820068,679.8232465,6420.914857,3730.268713,5446.289907,1293.316104
sc2015,y2030,2030-02-17T23:00:00+01:00,,2294.716011,1173.186596,522.9765483,2034.459402,643.1680671,212.6039765,1347.128732,3541.759085,1771.393531,1512.854221,619.6294933,5852.386249,3399.978633,4964.05775,1178.801705
sc2015,y2030,2030-02-18T00:00:00+01:00,,2069.285206,1057.933816,471.59981,1834.595969,579.9838238,191.7179561,1214.788036,3193.819909,1597.373449,1364.232804,558.7576579,5277.45317,3065.967838,4476.393252,1062.997303
