InitialNode,,,Almeria,Almeria,Barcelona,Barcelona,Bilbao,Bilbao,Bilbao,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Caceres,Cadiz,Cadiz,Cartagena,Cartagena,Lugo,Lugo,Madrid,Madrid,Madrid,Sevilla,Sevilla,Valencia,Valencia,Valencia
FinalNode,,,Cadiz,Cartagena,Madrid,Valencia,Barcelona,Valladolid,Valladolid,Madrid,Madrid,Sevilla,Sevilla,Sevilla,Valladolid,Valladolid,Sevilla,Sevilla,Valencia,Valencia,Valladolid,Valladolid,Bilbao,Valladolid,Valladolid,Madrid,Valladolid,Madrid,Madrid,Madrid
Circuit,,,ac1,ac1,ac1,ac1,ac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1,ac1,cac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1,ac1,cac1,ac1,cac1,ac1,ac2,cac1
sc2015,y2030,2030-01-01T01:00:00+01:00,-74.19401724100655,-2.2439046339934876,123.79900231876817,107.93760648311002,-180.91377360892997,-277.71375764107006,0,42.090328290287694,0,175.29840658602313,175.29840658602325,0,-45.5629852123341,0,46.36477618972823,46.364776189728175,-307.9955921339935,0,322.7063130218645,322.7063130218645,0,-233.74216934032475,0,-91.73908759849708,0,86.98534049955825,86.98534049955825,0
sc2015,y2030,2030-01-01T03:00:00+01:00,-96.35404613719983,28.78596801219985,19.307301747545857,-24.890978313240552,-90.05802322754208,-315.3504456224579,0,76.89206735820741,0,150.4237782360398,150.4237782360398,0,-12.875780130287007,0,65.34346554361159,65.34346554361159,-241.48634448780015,0,323.93459789436497,323.93459789436497,0,-239.3809266359847,0,-41.442059390697224,0,59.20222604947961,59.20222604947961,0
sc2015,y2030,2030-01-01T05:00:00+01:00,-72.55553692935746,11.20319681935744,60.837018673828844,13.587867117709983,-131.79445186512595,-236.31958883487403,0,69.59130173460231,0,137.83709886529772,137.83709886529772,0,32.02982028480211,0,57.51262129555279,57.51262129555285,-234.20616363064266,0,189.48110011643627,189.48110011643627,0,-100.16395053280058,0,-38.766940428299094,0,85.89958251853369,85.89958251853369,0
sc2015,y2030,2030-01-01T07:00:00+01:00,-59.71744176973892,-1.7197641262611252,49.17468714225609,13.59989031497555,-113.91446935343319,-255.3391088965667,0,84.23802381032857,0,188.0540163322263,188.0540163322263,0,23.89699788421884,0,-4.048448029688679,-4.048448029688623,-247.7732534232612,0,240.3887619984869,240.3887619984869,0,-160.909402469626,0,-62.67964750592486,0,66.57069554735718,66.57069554735718,0
sc2015,y2030,2030-01-01T09:00:00+01:00,-48.63739446132037,27.264460400320377,44.876642345430206,-15.947677422143535,-132.80904327391352,-239.1099568260864,0,81.20967659828126,0,118.09587171887803,118.09587171887803,0,69.93180646896258,0,71.81033794275305,71.81033794275305,-176.00661704867977,0,153.89937949098686,153.89937949098686,0,-30.07432034484997,0,-13.479514672737947,0,91.76971106508825,91.76971106508825,0
sc2015,y2030,2030-01-01T11:00:00+01:00,106.04544689522066,58.6299091997794,-40.20373224909285,-219.85526504310553,-127.57697467356694,-283.56749722643303,0,77.71717106580856,0,35.40248600637319,35.40248600637319,0,169.51279685161703,0,171.41643281879104,171.41643281879115,41.052972899779164,0,6.437295442996649,6.437295442996649,0,244.78833542882273,0,44.75670965543343,0,173.87926460333668,173.87926460333668,0
sc2015,y2030,2030-01-01T13:00:00+01:00,176.5141013297098,57.3065731302903,-41.83891936882128,-265.2361474476895,-145.27491140582504,-283.3864105941748,0,19.386739570218523,0,-41.35366879169072,-41.35366879169072,0,143.3216898382993,0,222.52624640015318,222.52624640015318,107.32300948029017,0,7.861825397996625,7.861825397996625,0,330.4932007148821,0,48.444887280884366,0,220.80632606630013,220.80632606630013,0
sc2015,y2030,2030-01-01T15:00:00+01:00,138.54582973037532,59.5340695546247,-37.9758218046537,-239.28015514746346,-146.78972167687797,-273.3515502231219,0,85.78919594699353,0,30.87177044932493,30.87177044932493,0,212.42017250435651,0,184.83325332548583,184.83325332548583,74.3536773046245,0,7.932307423933082,7.932307423933082,0,337.682604152968,0,55.50252110346698,0,198.81521482858057,198.81521482858057,0
sc2015,y2030,2030-01-01T17:00:00+01:00,28.744294252529944,-3.2347828125298683,39.69127115660381,-60.36473114515556,-168.558949167614,-234.41584153238583,0,141.36513279000206,0,134.54232968830703,134.54232968830703,0,200.9668284901095,0,68.84150531039435,68.84150531039435,-50.76359721856638,0,8.154443795994947,8.154443795994947,0,158.93785520028635,0,29.302390782402377,0,131.76259254313894,131.76259254313894,0
sc2015,y2030,2030-01-01T19:00:00+01:00,-111.7106762126266,29.446429059626634,51.818147601265686,46.02335111767919,-160.87852613983577,-333.2301145101641,0,277.08945095652973,0,309.58461426486474,309.5846142648645,0,239.03844026374122,0,-9.717278144114827,-9.717278144114827,-180.68154722740988,0,8.894772373429284,8.894772373429284,0,-101.46936184743605,0,23.361784563499132,0,35.48576667963466,35.48576667963466,0
sc2015,y2030,2030-01-01T21:00:00+01:00,-110.22323801741973,20.56250257741976,62.978071756314755,76.01127972436372,-174.75921085408868,-363.2052016959111,0,330.59698609827103,0,402.0,402.0,0,277.38108411601746,0,-86.37166095150451,-86.37166095150451,-218.89856732861668,0,10.889683685929297,10.889683685929297,0,-141.90907195267633,0,3.6315301469906913,0,21.17009414787352,21.17009414787352,0
sc2015,y2030,2030-01-01T23:00:00+01:00,-144.34809851366492,58.275024073664916,40.78781587663616,27.148584540777676,-181.55541497434655,-334.88303192565326,0,388.62065369562714,0,366.42773874712975,366.42773874712975,0,402.0,0,-23.61855358163395,-23.61855358163395,-166.83540198237162,0,12.421776004439389,12.421776004439389,0,35.67825681166092,0,83.1068488809913,0,37.86105570420306,37.86105570420306,0
sc2015,y2030,2030-01-02T01:00:00+01:00,-65.23555924369062,-5.864206416309359,120.54308105413536,91.41031303973935,-221.12113269990607,-205.47746110009385,0,187.4043844348743,0,213.3209313344403,213.3209313344403,0,219.14219862624552,0,41.965335300853056,41.965335300853056,-171.08139712234598,0,20.510271775929233,20.510271775929233,0,84.63417117698991,0,12.87417392058654,0,99.66944810869683,99.66944810869683,0
