Scenario,Period,LoadLevel,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,CL_PSH1,CL_PSH2,Coal1,Coal2,Cogeneration1,Cogeneration2,Hydro1,Hydro2,Nuclear1,Nuclear2,OL_PSH1,OL_PSH2,SolarPV1,SolarPV2,SolarPV3,SolarPV4,SolarPV5,SolarPV6,Wind1,Wind2,Wind3,Wind4,Wind5
sc2015,y2030,2030-02-07T13:00:00+01:00,0.0,0.23838109203903038,1.3551922227360016,0.7358190670310751,0.0,0.0,0.09067891611398352,0.0,0.0,0.0,0.0,0.42274528170000025,0.43186928049999873,0.28248263232925874,0.0,1.0,1.0,0.013960558540628068,1.6,0.3689426611000003,0.40583692720000086,0.3689426611000003,0.40583692720000086,0.3689426611000003,0.40583692720000086,0.1631341696100008,0.1631341696100008,0.2344714877999997,0.2579186365000016,0.12895931829000096
sc2015,y2030,2030-02-07T15:00:00+01:00,0.0,0.23838109203903038,1.2741869992896977,0.8029441999390756,0.0,0.0,0.15212799846228736,0.0,0.0,0.0,0.0,0.4171662676000002,0.4261698560999988,0.36586984710246695,0.0,1.0,1.0,0.003663831687420141,1.6,0.29678310330000035,0.3264614137000008,0.29678310330000035,0.3264614137000008,0.29678310330000035,0.3264614137000008,0.1543227323600008,0.1543227323600008,0.22180687679999972,0.2439875645000016,0.12199378226000099
sc2015,y2030,2030-02-07T17:00:00+01:00,0.0,0.23838109203903038,1.3877774333464936,0.7211781628110743,0.0,0.0,0.1770397886034916,0.0,0.0,0.0,0.0,0.4168169719000002,0.4258130215999987,1.26,0.0,1.0,1.0,1.0332193196898878,0.0,0.14498350406000032,0.1594818543900008,0.14498350406000032,0.1594818543900008,0.14498350406000032,0.1594818543900008,0.17219557653000078,0.17219557653000078,0.24749537849999975,0.27224491630000164,0.136122458160001
sc2015,y2030,2030-02-07T19:00:00+01:00,0.0,0.23838109203903038,1.3451464929660017,0.7703003556510742,0.0,0.0,0.0906789161139835,0.0,0.0,0.0,0.0,0.42262943660000013,0.43175093519999874,0.4263021873862088,0.376665345910292,1.0,1.0,1.2358535633343866,1.6,0.0038830068870003426,0.004271307576000805,0.0038830068870003426,0.004271307576000805,0.0038830068870003426,0.004271307576000805,0.2198869396000008,0.2198869396000008,0.3160418077999997,0.3476459886000017,0.173822994310001
sc2015,y2030,2030-02-07T21:00:00+01:00,0.0,0.23838109203903038,1.209910130752406,0.8516359366300534,0.0,0.0,0.09067891611398352,0.0,0.0,0.0,0.0,0.42221457750000013,0.43132712229999876,0.3869043721905201,0.7599999999999999,1.0,1.0,1.2553196136951406,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.26896755820000073,0.26896755820000073,0.3865850035999998,0.42524350400000166,0.212621752000001
sc2015,y2030,2030-02-07T23:00:00+01:00,0.0,0.23838109203903038,1.367532985747698,0.7211781628110743,0.0,0.0,0.15212799846228733,0.0,0.0,0.0,0.0,0.4128134507000002,0.4217230934999987,0.46173314094571644,0.0,1.0,1.0,0.8647537624941737,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.29436834070000073,0.29436834070000073,0.4230933527999998,0.46540268810000157,0.23270134400000103
sc2015,y2030,2030-02-08T01:00:00+01:00,0.0,0.23838109203903038,1.1213899748344924,1.133495835223076,0.0,0.0,0.1770397886034916,0.0,0.0,0.0,0.0,0.40207992950000015,0.4107579136999987,1.2419768606198902,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28106706040000073,0.28106706040000073,0.4039755248999999,0.44437307740000154,0.222186538800001
sc2015,y2030,2030-02-08T03:00:00+01:00,0.0,0.0905191526600252,0.9540600648592131,1.3052849516372507,0.0,0.0,0.1770397886034916,0.0,0.0,0.0,0.0,0.40053535210000013,0.4091799999999987,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227927968000007,0.3227927968000007,0.4639476053999999,0.5103423658000016,0.255171183000001
sc2015,y2030,2030-02-08T05:00:00+01:00,0.0,0.0,0.929315961343863,0.8312883558738313,0.0,0.0,0.15212799846228753,0.0,0.0,0.0,0.0,0.4004145774000002,0.40905661869999865,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3706427944000007,0.3706427944000007,0.5327220391999999,0.5859942431000017,0.292997121600001
sc2015,y2030,2030-02-08T07:00:00+01:00,0.0,0.0,0.9751529824902846,0.7609704569174097,0.0,0.0,0.15212799846228736,0.0,0.0,0.0,0.0,0.39970260560000015,0.4083292804999987,0.11526510304599594,0.0,1.0,1.0,0.0,0.0,0.00048436141300034263,0.0005327975550008051,0.00048436141300034263,0.0005327975550008051,0.00048436141300034263,0.0005327975550008051,0.38985682310000075,0.38985682310000075,0.560338215,0.6163720364000017,0.308186018200001
