Scenario,Period,LoadLevel,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,CL_PSH1,CL_PSH2,Coal1,Coal2,Hydro1,Hydro2,Nuclear1,Nuclear2,OL_PSH1,OL_PSH2
sc2015,y2030,2030-01-01T01:00:00+01:00,0.0,0.0,98.13180901872886,0.0,0.0,0.0,276.41400818127113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T03:00:00+01:00,0.0,0.0,182.33702424035263,0.0,0.0,0.0,148.74655860964737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T05:00:00+01:00,0.0,0.0,83.70548969553515,0.0,0.0,0.0,216.92097685446487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T07:00:00+01:00,0.0,0.0,85.28134354153515,166.44373946706133,0.0,0.0,49.8320058914036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T09:00:00+01:00,0.0,0.0,0.0,44.8222624885965,0.0,0.0,258.9115875114036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T11:00:00+01:00,0.0,0.0,57.95666176821612,166.44373946706133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T15:00:00+01:00,0.0,0.0,95.37407694178546,0.0,0.0,0.0,3.767366507491561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T17:00:00+01:00,0.0,72.91591467423277,0.0,149.72645364717852,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T19:00:00+01:00,0.0,72.91591467423277,224.1524310971784,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T21:00:00+01:00,0.0,72.91591467423277,67.76160352660284,192.20637467057554,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-01T23:00:00+01:00,0.0,72.91591467423277,233.34675987919866,0.0,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T01:00:00+01:00,0.0,72.91591467423277,169.01922614717836,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T03:00:00+01:00,0.0,72.91591467423277,121.92831714717829,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T05:00:00+01:00,0.0,0.0,190.7255969931777,0.0,104.06451270682226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T07:00:00+01:00,0.0,72.91591467423277,160.7375212291986,0.0,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T09:00:00+01:00,0.0,72.91591467423277,249.1620024791986,0.0,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T11:00:00+01:00,0.0,72.91591467423277,294.06487517919845,0.0,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T13:00:00+01:00,0.0,72.91591467423277,83.82377745862297,192.20637467057554,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T15:00:00+01:00,0.0,72.91591467423277,63.47838020862312,192.20637467057554,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T17:00:00+01:00,0.0,72.91591467423277,62.39265557660275,192.20637467057554,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T19:00:00+01:00,0.0,72.91591467423277,222.39457588288943,86.0731525463089,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T21:00:00+01:00,0.0,72.91591467423277,129.6864579586232,192.20637467057554,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-02T23:00:00+01:00,0.0,72.91591467423277,164.3287299345956,117.51930694460307,106.45371072858886,0.0,9.041679617979746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-03T01:00:00+01:00,0.0,72.91591467423277,212.71615269717836,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-03T03:00:00+01:00,0.0,72.91591467423277,155.97141944717836,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sc2015,y2030,2030-01-03T05:00:00+01:00,0.0,72.91591467423277,142.5334577471784,0.0,106.45371072858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
